OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
E00090512,251,52,22,31,10,26,106,4,20.717131474103585,8.764940239043826,12.350597609561753,3.9840637450199203,10.358565737051793,42.23107569721115,1.593625498007968
E00090514,279,11,6,21,6,40,192,3,3.942652329749104,2.1505376344086025,7.526881720430108,2.1505376344086025,14.336917562724013,68.81720430107528,1.0752688172043012
E00090515,248,49,17,19,18,48,88,9,19.758064516129032,6.854838709677419,7.661290322580645,7.258064516129033,19.35483870967742,35.483870967741936,3.6290322580645165
E00090516,263,53,33,18,11,36,112,0,20.15209125475285,12.547528517110266,6.844106463878327,4.182509505703422,13.688212927756654,42.585551330798474,0
E00090517,439,156,53,49,16,39,118,8,35.53530751708428,12.072892938496583,11.161731207289293,3.644646924829157,8.88382687927107,26.879271070615037,1.8223234624145785
E00090518,366,54,30,35,8,45,185,9,14.754098360655737,8.19672131147541,9.562841530054644,2.185792349726776,12.295081967213115,50.54644808743169,2.459016393442623
E00090519,287,75,36,18,17,38,92,11,26.132404181184672,12.543554006968641,6.2717770034843205,5.923344947735192,13.240418118466899,32.05574912891986,3.8327526132404177
E00090520,416,41,20,17,15,44,270,9,9.85576923076923,4.807692307692308,4.086538461538462,3.6057692307692304,10.576923076923077,64.90384615384616,2.1634615384615383
E00090521,294,16,17,30,5,33,188,5,5.442176870748299,5.782312925170068,10.204081632653061,1.7006802721088436,11.224489795918368,63.94557823129252,1.7006802721088436
E00090522,300,88,35,37,10,38,84,8,29.333333333333332,11.666666666666666,12.333333333333334,3.3333333333333335,12.666666666666668,28.000000000000004,2.666666666666667
E00090523,189,54,8,27,12,14,70,4,28.57142857142857,4.232804232804233,14.285714285714285,6.349206349206349,7.4074074074074066,37.03703703703704,2.1164021164021163
E00090524,215,47,19,30,8,23,84,4,21.86046511627907,8.837209302325581,13.953488372093023,3.7209302325581395,10.69767441860465,39.06976744186046,1.8604651162790697
E00090525,285,67,38,32,14,35,96,3,23.50877192982456,13.333333333333334,11.228070175438596,4.912280701754386,12.280701754385964,33.68421052631579,1.0526315789473684
E00090526,175,20,7,8,5,21,110,4,11.428571428571429,4,4.571428571428571,2.857142857142857,12,62.857142857142854,2.2857142857142856
E00090527,227,44,25,52,9,27,58,12,19.383259911894275,11.013215859030836,22.90748898678414,3.9647577092511015,11.894273127753303,25.55066079295154,5.286343612334802
E00090528,278,34,14,27,16,28,154,5,12.23021582733813,5.0359712230215825,9.712230215827338,5.755395683453238,10.071942446043165,55.39568345323741,1.7985611510791366
E00090529,264,49,35,42,9,30,91,8,18.560606060606062,13.257575757575758,15.909090909090908,3.4090909090909087,11.363636363636363,34.46969696969697,3.0303030303030303
E00090530,217,32,12,25,11,24,108,5,14.746543778801843,5.529953917050691,11.52073732718894,5.0691244239631335,11.059907834101383,49.76958525345622,2.3041474654377883
E00090531,356,61,40,39,20,49,137,10,17.134831460674157,11.235955056179774,10.955056179775282,5.617977528089887,13.764044943820226,38.48314606741573,2.8089887640449436
E00090532,160,34,11,12,6,22,71,4,21.25,6.875000000000001,7.5,3.75,13.750000000000002,44.375,2.5
E00090533,265,52,18,23,14,32,118,8,19.622641509433965,6.7924528301886795,8.679245283018867,5.283018867924529,12.075471698113208,44.528301886792455,3.018867924528302
E00090534,342,46,33,35,16,37,163,12,13.450292397660817,9.649122807017543,10.23391812865497,4.678362573099415,10.818713450292398,47.66081871345029,3.508771929824561
E00090535,187,41,15,21,7,20,76,7,21.92513368983957,8.0213903743315509,11.229946524064172,3.7433155080213902,10.695187165775401,40.64171122994652,3.7433155080213902
E00090536,410,26,11,13,7,30,317,6,6.341463414634147,2.682926829268293,3.1707317073170733,1.707317073170732,7.317073170731707,77.3170731707317,1.4634146341463417
E00090537,307,76,31,20,17,38,123,2,24.7557003257329,10.097719869706841,6.514657980456026,5.537459283387622,12.37785016286645,40.06514657980456,0.6514657980456027
E00090539,148,38,24,16,13,12,40,5,25.675675675675674,16.216216216216218,10.81081081081081,8.783783783783784,8.108108108108109,27.027027027027028,3.3783783783783785
E00090540,197,48,16,26,13,18,70,6,24.36548223350254,8.121827411167512,13.19796954314721,6.598984771573605,9.137055837563452,35.53299492385787,3.0456852791878175
E00090541,246,44,25,30,15,28,104,0,17.88617886178862,10.16260162601626,12.195121951219512,6.097560975609756,11.38211382113821,42.27642276422765,0
E00090542,254,24,19,28,9,31,139,4,9.448818897637794,7.480314960629922,11.023622047244094,3.543307086614173,12.204724409448819,54.7244094488189,1.574803149606299
E00090543,271,29,8,15,15,17,187,0,10.70110701107011,2.952029520295203,5.535055350553505,5.535055350553505,6.273062730627306,69.00369003690037,0
E00090545,282,64,37,22,12,20,116,11,22.69503546099291,13.120567375886525,7.801418439716312,4.25531914893617,7.092198581560284,41.13475177304964,3.900709219858156
E00090546,303,57,14,23,9,38,153,9,18.81188118811881,4.62046204620462,7.590759075907591,2.9702970297029703,12.541254125412541,50.495049504950494,2.9702970297029703
E00090547,246,29,20,17,9,32,138,1,11.788617886178862,8.130081300813007,6.910569105691057,3.6585365853658534,13.008130081300814,56.09756097560976,0.40650406504065045
E00090548,228,8,5,8,1,25,181,0,3.508771929824561,2.1929824561403506,3.508771929824561,0.43859649122807015,10.964912280701753,79.3859649122807,0
E00090549,254,10,10,11,0,25,190,8,3.937007874015748,3.937007874015748,4.330708661417323,0,9.84251968503937,74.80314960629921,3.149606299212598
E00090550,172,10,3,12,1,16,128,2,5.813953488372093,1.744186046511628,6.976744186046512,0.5813953488372093,9.30232558139535,74.4186046511628,1.1627906976744187
E00090551,304,60,25,39,23,33,117,7,19.736842105263158,8.223684210526317,12.828947368421053,7.565789473684211,10.855263157894738,38.48684210526316,2.302631578947368
E00090552,267,63,32,19,7,29,96,21,23.595505617977526,11.985018726591761,7.116104868913857,2.6217228464419478,10.861423220973784,35.95505617977528,7.865168539325842
E00090553,214,62,14,19,8,18,86,7,28.971962616822427,6.5420560747663545,8.878504672897195,3.7383177570093453,8.411214953271028,40.18691588785047,3.2710280373831773
E00090554,235,49,18,34,11,21,94,8,20.851063829787233,7.659574468085106,14.468085106382977,4.680851063829787,8.936170212765958,40,3.404255319148936
E00090555,225,41,20,25,12,24,94,9,18.22222222222222,8.88888888888889,11.11111111111111,5.333333333333334,10.666666666666668,41.77777777777778,4
E00090556,299,27,13,18,13,33,184,11,9.03010033444816,4.3478260869565215,6.0200668896321075,4.3478260869565215,11.036789297658862,61.53846153846154,3.678929765886288
E00090557,208,30,20,22,14,19,96,7,14.423076923076922,9.615384615384617,10.576923076923077,6.730769230769231,9.134615384615383,46.15384615384615,3.3653846153846154
