OA,ts0190001,ts0190002,ts0190003,ts0190004,ts0190005,ts0190002_PCT,ts0190003_PCT,ts0190004_PCT,ts0190005_PCT
W00008057,362,326,2,31,3,90.05524861878453,0.5524861878453038,8.56353591160221,0.8287292817679558
W00008060,275,267,0,7,1,97.0909090909091,0,2.5454545454545454,0.36363636363636365
W00008061,256,245,0,11,0,95.703125,0,4.296875,0
W00008063,274,263,0,10,1,95.98540145985402,0,3.64963503649635,0.36496350364963503
W00008065,346,311,1,34,0,89.88439306358381,0.2890173410404624,9.826589595375722,0
W00008075,298,266,1,28,3,89.26174496644296,0.33557046979865773,9.395973154362416,1.006711409395973
W00008076,326,301,1,19,5,92.33128834355828,0.3067484662576687,5.828220858895705,1.5337423312883436
W00008077,298,288,1,9,0,96.64429530201343,0.33557046979865773,3.0201342281879198,0
W00008078,283,266,0,17,0,93.99293286219081,0,6.007067137809187,0
W00008079,387,365,1,19,2,94.31524547803618,0.2583979328165375,4.909560723514212,0.516795865633075
W00008080,478,439,5,31,3,91.84100418410041,1.0460251046025104,6.485355648535565,0.6276150627615062
W00008116,252,234,2,11,5,92.85714285714286,0.7936507936507936,4.365079365079365,1.984126984126984
W00008117,230,215,0,15,0,93.47826086956522,0,6.521739130434782,0
W00008118,264,238,0,24,2,90.15151515151516,0,9.090909090909092,0.7575757575757576
W00008119,288,248,0,32,8,86.11111111111111,0,11.11111111111111,2.7777777777777777
W00008120,233,223,0,8,2,95.708154506437765,0,3.4334763948497855,0.8583690987124464
W00008121,265,223,0,41,1,84.15094339622642,0,15.471698113207546,0.37735849056603776
W00008122,256,240,0,13,3,93.75,0,5.078125,1.171875
W00008178,501,432,2,65,2,86.22754491017965,0.39920159680638717,12.974051896207584,0.39920159680638717
W00008179,248,236,1,10,1,95.16129032258065,0.4032258064516129,4.032258064516129,0.4032258064516129
W00008181,284,270,0,13,1,95.07042253521126,0,4.577464788732395,0.35211267605633806
W00008182,446,387,0,57,2,86.7713004484305,0,12.780269058295964,0.4484304932735426
W00008220,202,183,0,16,3,90.5940594059406,0,7.920792079207921,1.4851485148514851
W00008222,491,394,5,89,3,80.24439918533605,1.0183299389002036,18.126272912423623,0.6109979633401221
W00008223,323,279,0,36,8,86.37770897832817,0,11.145510835913312,2.476780185758514
W00008224,302,277,0,22,3,91.72185430463577,0,7.28476821192053,0.9933774834437087
W00008225,242,207,0,34,1,85.53719008264463,0,14.049586776859504,0.4132231404958678
W00008058,250,232,0,17,1,92.80000000000001,0,6.800000000000001,0.4
W00008059,416,399,0,17,0,95.91346153846155,0,4.086538461538462,0
W00008062,297,244,3,49,1,82.15488215488216,1.0101010101010102,16.4983164983165,0.33670033670033667
W00008064,277,251,0,25,1,90.61371841155234,0,9.025270758122744,0.36101083032490977
W00008066,308,297,0,11,0,96.42857142857143,0,3.571428571428571,0
W00008123,277,256,0,21,0,92.4187725631769,0,7.581227436823104,0
W00008124,275,255,0,16,4,92.72727272727272,0,5.818181818181818,1.4545454545454546
W00008125,240,225,2,13,0,93.75,0.8333333333333334,5.416666666666667,0
W00008126,258,241,0,17,0,93.4108527131783,0,6.5891472868217065,0
W00008127,237,224,2,10,1,94.51476793248945,0.8438818565400843,4.219409282700422,0.42194092827004215
W00008128,280,270,1,9,0,96.42857142857143,0.35714285714285715,3.214285714285714,0
W00008226,295,256,1,29,9,86.77966101694915,0.3389830508474576,9.830508474576272,3.050847457627119
W00008227,215,187,0,26,2,86.9767441860465,0,12.093023255813954,0.9302325581395349
W00008228,271,260,1,10,0,95.9409594095941,0.36900369003690037,3.6900369003690034,0
W00008229,329,313,0,15,1,95.13677811550151,0,4.5592705167173255,0.303951367781155
W00009818,255,229,2,21,3,89.80392156862746,0.7843137254901961,8.235294117647058,1.1764705882352942
W00009819,215,183,0,28,4,85.11627906976744,0,13.023255813953488,1.8604651162790697
W00009820,162,132,0,30,0,81.48148148148148,0,18.51851851851852,0
W00008072,296,265,1,30,0,89.52702702702703,0.33783783783783783,10.135135135135135,0
W00008074,260,244,0,15,1,93.84615384615384,0,5.769230769230769,0.38461538461538464
W00008180,510,398,1,111,0,78.03921568627452,0.19607843137254902,21.764705882352942,0
W00008183,343,320,4,19,0,93.29446064139941,1.1661807580174928,5.539358600583091,0
W00008069,247,232,0,15,0,93.92712550607287,0,6.0728744939271255,0
W00008070,326,293,1,31,1,89.87730061349694,0.3067484662576687,9.509202453987731,0.3067484662576687
W00008071,241,228,0,13,0,94.6058091286307,0,5.394190871369295,0
W00008073,244,231,0,13,0,94.67213114754098,0,5.327868852459016,0
W00008184,242,213,0,29,0,88.01652892561982,0,11.983471074380166,0
W00008136,238,221,0,17,0,92.85714285714286,0,7.142857142857142,0
W00008139,317,296,1,20,0,93.37539432176656,0.31545741324921134,6.309148264984227,0
W00008140,263,249,1,13,0,94.67680608365019,0.38022813688212925,4.942965779467681,0
W00008141,328,307,0,21,0,93.59756097560977,0,6.402439024390244,0
W00008142,438,419,0,18,1,95.662100456621,0,4.10958904109589,0.228310502283105
W00008137,353,328,0,23,2,92.91784702549575,0,6.515580736543909,0.56657223796034
W00008138,322,301,0,21,0,93.47826086956522,0,6.521739130434782,0
W00008147,324,307,1,16,0,94.75308641975309,0.30864197530864196,4.938271604938271,0
W00008148,362,334,0,27,1,92.26519337016575,0,7.458563535911603,0.2762430939226519
W00008143,278,259,0,17,2,93.16546762589928,0,6.115107913669065,0.7194244604316548
W00008144,324,306,0,18,0,94.44444444444444,0,5.555555555555555,0
W00008145,322,315,0,7,0,97.82608695652173,0,2.1739130434782608,0
W00008146,208,195,0,13,0,93.75,0,6.25,0
W00008173,314,298,1,13,2,94.90445859872611,0.3184713375796179,4.140127388535031,0.6369426751592357
W00008174,263,237,1,25,0,90.11406844106465,0.38022813688212925,9.505703422053232,0
W00008175,266,259,0,7,0,97.36842105263158,0,2.631578947368421,0
W00008176,223,213,1,9,0,95.51569506726457,0.4484304932735426,4.0358744394618835,0
W00008177,268,252,3,12,1,94.02985074626866,1.1194029850746268,4.477611940298507,0.3731343283582089
W00008149,224,190,1,33,0,84.82142857142857,0.4464285714285714,14.732142857142858,0
W00008150,471,428,3,35,5,90.87048832271762,0.6369426751592357,7.43099787685775,1.0615711252653928
W00008151,249,207,0,36,6,83.13253012048193,0,14.457831325301203,2.4096385542168677
W00008152,246,239,2,5,0,97.15447154471545,0.8130081300813009,2.0325203252032518,0
W00008153,146,134,0,9,3,91.78082191780823,0,6.164383561643835,2.054794520547945
W00008154,255,235,2,16,2,92.15686274509804,0.7843137254901961,6.2745098039215685,0.7843137254901961
W00008067,313,300,1,9,3,95.84664536741214,0.3194888178913738,2.8753993610223643,0.9584664536741214
W00008068,101,93,2,6,0,92.07920792079209,1.9801980198019802,5.9405940594059405,0
W00010317,288,255,1,31,1,88.54166666666666,0.3472222222222222,10.76388888888889,0.3472222222222222
W00010323,203,179,0,24,0,88.17733990147784,0,11.822660098522167,0
W00010344,212,187,0,25,0,88.20754716981132,0,11.79245283018868,0
W00010349,328,302,0,26,0,92.07317073170732,0,7.926829268292683,0
W00008090,331,296,1,31,3,89.42598187311178,0.3021148036253776,9.365558912386707,0.906344410876133
W00008091,320,305,1,11,3,95.3125,0.3125,3.4375000000000004,0.9375
W00008092,330,303,3,23,1,91.81818181818183,0.9090909090909091,6.969696969696971,0.30303030303030304
W00008093,207,188,1,17,1,90.82125603864735,0.4830917874396135,8.212560386473431,0.4830917874396135
W00008094,315,281,3,31,0,89.20634920634922,0.9523809523809524,9.841269841269842,0
W00008096,479,388,0,63,28,81.00208768267223,0,13.152400835073069,5.845511482254697
W00008097,245,211,3,30,1,86.12244897959184,1.2244897959183674,12.244897959183673,0.40816326530612246
W00008099,293,267,0,20,6,91.12627986348123,0,6.825938566552901,2.04778156996587
W00008101,245,204,6,32,3,83.26530612244898,2.4489795918367347,13.061224489795919,1.2244897959183674
W00008104,259,228,2,29,0,88.03088803088804,0.7722007722007722,11.196911196911197,0
W00008204,269,241,0,27,1,89.59107806691449,0,10.037174721189592,0.37174721189591076
W00008207,301,276,1,24,0,91.69435215946844,0.33222591362126247,7.973421926910299,0
W00008208,271,239,0,32,0,88.19188191881919,0,11.808118081180812,0
W00008210,223,182,1,38,2,81.61434977578476,0.4484304932735426,17.040358744394617,0.8968609865470852
W00008205,168,161,0,5,2,95.83333333333334,0,2.976190476190476,1.1904761904761905
W00008206,345,302,1,42,0,87.53623188405797,0.2898550724637681,12.173913043478262,0
W00008209,207,182,0,25,0,87.92270531400966,0,12.077294685990339,0
W00008211,206,185,0,21,0,89.80582524271846,0,10.194174757281553,0
W00008212,358,324,0,33,1,90.5027932960894,0,9.217877094972067,0.27932960893854747
W00008320,343,318,0,24,1,92.71137026239067,0,6.997084548104956,0.2915451895043732
W00008321,260,236,0,24,0,90.76923076923077,0,9.230769230769232,0
W00008322,284,274,0,10,0,96.47887323943662,0,3.5211267605633805,0
W00008323,293,269,0,24,0,91.80887372013652,0,8.19112627986348,0
W00008324,243,232,0,11,0,95.47325102880659,0,4.526748971193416,0
W00008325,168,154,0,11,3,91.66666666666666,0,6.547619047619048,1.7857142857142856
W00008326,254,243,0,11,0,95.66929133858267,0,4.330708661417323,0
W00008327,270,255,2,10,3,94.44444444444444,0.7407407407407408,3.7037037037037033,1.1111111111111112
W00008100,320,288,0,31,1,90,0,9.6875,0.3125
W00008102,316,280,0,36,0,88.60759493670885,0,11.39240506329114,0
W00008103,273,255,1,17,0,93.4065934065934,0.3663003663003663,6.227106227106227,0
W00009805,252,238,0,14,0,94.44444444444444,0,5.555555555555555,0
W00009808,311,285,0,26,0,91.63987138263666,0,8.360128617363344,0
W00009804,454,421,2,31,0,92.73127753303964,0.4405286343612335,6.828193832599119,0
W00009811,163,149,0,13,1,91.41104294478528,0,7.975460122699387,0.6134969325153374
W00009813,261,243,1,12,5,93.10344827586206,0.38314176245210724,4.597701149425287,1.9157088122605364
W00010328,271,245,0,25,1,90.40590405904058,0,9.22509225092251,0.36900369003690037
W00010337,160,120,0,36,4,75,0,22.5,2.5
W00010348,400,266,0,128,6,66.5,0,32,1.5
W00010353,311,278,2,29,2,89.38906752411575,0.6430868167202572,9.32475884244373,0.6430868167202572
W00008168,333,302,2,25,4,90.69069069069069,0.6006006006006006,7.5075075075075075,1.2012012012012012
W00008169,350,326,0,23,1,93.14285714285714,0,6.571428571428571,0.2857142857142857
W00008170,341,320,0,19,2,93.841642228739,0,5.571847507331378,0.5865102639296188
W00008171,369,342,2,24,1,92.6829268292683,0.5420054200542005,6.504065040650407,0.27100271002710025
W00008172,372,346,1,24,1,93.01075268817203,0.2688172043010753,6.451612903225806,0.2688172043010753
W00008200,291,261,2,28,0,89.69072164948454,0.6872852233676976,9.621993127147768,0
W00008201,336,302,1,27,6,89.88095238095238,0.2976190476190476,8.035714285714286,1.7857142857142856
W00008202,318,285,0,31,2,89.62264150943396,0,9.748427672955975,0.628930817610063
W00008203,286,241,0,45,0,84.26573426573427,0,15.734265734265735,0
W00008230,254,243,0,11,0,95.66929133858267,0,4.330708661417323,0
W00008231,305,293,0,12,0,96.06557377049181,0,3.934426229508197,0
W00008232,369,341,0,26,2,92.41192411924119,0,7.046070460704606,0.5420054200542005
W00008233,287,265,1,19,2,92.33449477351915,0.34843205574912894,6.620209059233449,0.6968641114982579
W00008234,382,360,1,18,3,94.24083769633508,0.2617801047120419,4.712041884816754,0.7853403141361256
W00008235,325,296,1,25,3,91.07692307692308,0.3076923076923077,7.6923076923076925,0.9230769230769231
W00008161,296,257,1,35,3,86.82432432432432,0.33783783783783783,11.824324324324325,1.0135135135135136
W00008162,283,266,3,14,0,93.99293286219081,1.0600706713780919,4.946996466431095,0
W00008163,259,236,0,23,0,91.11969111969111,0,8.880308880308881,0
W00008164,327,279,0,44,4,85.3211009174312,0,13.455657492354739,1.2232415902140672
W00008165,371,341,0,29,1,91.91374663072777,0,7.816711590296496,0.2695417789757413
W00008166,330,304,2,24,0,92.12121212121212,0.6060606060606061,7.2727272727272725,0
W00008167,315,284,1,28,2,90.15873015873017,0.31746031746031744,8.88888888888889,0.6349206349206349
W00008106,302,284,3,15,0,94.03973509933775,0.9933774834437087,4.966887417218543,0
W00008109,264,239,1,24,0,90.53030303030303,0.3787878787878788,9.090909090909092,0
W00008110,285,268,1,16,0,94.03508771929825,0.3508771929824561,5.614035087719298,0
W00008111,275,267,0,8,0,97.0909090909091,0,2.909090909090909,0
W00008105,337,317,2,15,3,94.06528189910979,0.5934718100890208,4.451038575667656,0.8902077151335311
W00008107,246,235,1,10,0,95.52845528455285,0.40650406504065045,4.0650406504065035,0
W00008108,303,292,2,9,0,96.36963696369637,0.6600660066006601,2.9702970297029703,0
W00008112,472,441,1,29,1,93.4322033898305,0.211864406779661,6.1440677966101696,0.211864406779661
W00008133,498,444,2,50,2,89.1566265060241,0.4016064257028112,10.040160642570282,0.4016064257028112
W00008134,524,453,0,71,0,86.45038167938931,0,13.549618320610687,0
W00008135,338,325,0,10,3,96.15384615384616,0,2.9585798816568047,0.8875739644970414
W00008157,453,406,0,46,1,89.62472406181016,0,10.154525386313466,0.22075055187637968
W00008159,495,449,2,44,0,90.7070707070707,0.40404040404040403,8.88888888888889,0
W00008160,428,405,1,22,0,94.62616822429906,0.23364485981308408,5.14018691588785,0
W00009817,425,406,1,17,1,95.52941176470588,0.2352941176470588,4,0.2352941176470588
W00008307,253,233,2,18,0,92.09486166007905,0.7905138339920948,7.114624505928854,0
W00008311,557,453,0,104,0,81.32854578096948,0,18.67145421903052,0
W00008314,160,147,0,12,1,91.875,0,7.5,0.625
W00009809,115,103,0,12,0,89.56521739130436,0,10.434782608695652,0
W00009814,122,111,0,10,1,90.98360655737704,0,8.19672131147541,0.819672131147541
W00008308,318,297,0,13,8,93.39622641509435,0,4.088050314465408,2.515723270440252
W00008309,288,266,1,20,1,92.36111111111111,0.3472222222222222,6.944444444444445,0.3472222222222222
W00008313,220,191,0,29,0,86.81818181818181,0,13.18181818181818,0
W00009802,303,274,0,29,0,90.42904290429043,0,9.570957095709572,0
W00009806,284,235,1,44,4,82.74647887323944,0.35211267605633806,15.492957746478872,1.4084507042253522
W00008081,311,287,1,23,0,92.28295819935691,0.3215434083601286,7.395498392282958,0
W00008082,319,288,3,26,2,90.28213166144201,0.9404388714733543,8.150470219435736,0.6269592476489028
W00008083,345,323,1,19,2,93.6231884057971,0.2898550724637681,5.507246376811594,0.5797101449275363
W00008084,409,368,4,37,0,89.97555012224939,0.9779951100244498,9.04645476772616,0
W00008241,315,280,1,32,2,88.88888888888889,0.31746031746031744,10.158730158730158,0.6349206349206349
W00008242,384,360,0,22,2,93.75,0,5.729166666666666,0.5208333333333333
W00008243,334,317,0,17,0,94.91017964071857,0,5.089820359281437,0
W00008244,215,203,0,12,0,94.41860465116278,0,5.5813953488372094,0
W00008245,257,220,2,29,6,85.60311284046692,0.7782101167315175,11.284046692607005,2.3346303501945527
W00008254,308,277,0,31,0,89.93506493506493,0,10.064935064935066,0
W00008255,348,310,0,38,0,89.08045977011494,0,10.919540229885058,0
W00008256,271,249,0,21,1,91.88191881918819,0,7.7490774907749085,0.36900369003690037
W00008257,347,331,2,14,0,95.38904899135446,0.57636887608069165,4.034582132564841,0
W00008252,324,291,0,28,5,89.81481481481481,0,8.641975308641975,1.5432098765432098
W00008253,296,279,1,14,2,94.25675675675676,0.33783783783783783,4.72972972972973,0.6756756756756757
W00008258,301,276,0,23,2,91.69435215946844,0,7.641196013289036,0.6644518272425249
W00009803,328,300,2,25,1,91.46341463414635,0.6097560975609756,7.621951219512195,0.3048780487804878
W00009807,376,353,1,22,0,93.88297872340425,0.26595744680851063,5.851063829787234,0
W00009810,291,273,0,17,1,93.81443298969072,0,5.841924398625429,0.3436426116838488
W00009815,278,266,0,12,0,95.68345323741008,0,4.316546762589928,0
W00009816,260,253,0,7,0,97.3076923076923,0,2.6923076923076925,0
W00008299,375,343,2,28,2,91.46666666666667,0.5333333333333333,7.466666666666668,0.5333333333333333
W00008302,229,214,0,15,0,93.44978165938865,0,6.550218340611353,0
W00008303,385,369,1,15,0,95.84415584415584,0.2597402597402597,3.896103896103896,0
W00008306,405,365,0,39,1,90.12345679012346,0,9.62962962962963,0.24691358024691357
W00008300,237,220,3,14,0,92.82700421940928,1.2658227848101267,5.9071729957805905,0
W00008301,361,333,3,24,1,92.24376731301939,0.8310249307479225,6.64819944598338,0.2770083102493075
W00008304,382,345,0,33,4,90.31413612565446,0,8.638743455497382,1.0471204188481675
W00008305,304,278,3,19,4,91.44736842105263,0.9868421052631579,6.25,1.3157894736842104
W00008129,308,288,0,18,2,93.5064935064935,0,5.844155844155844,0.6493506493506493
W00008130,311,292,0,19,0,93.89067524115757,0,6.109324758842444,0
