OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
W00008057,364,356,348,8,8,0,0,0,0,0,0,3,3,2,0,97.8021978021978,95.6043956043956,2.197802197802198,2.197802197802198,0,0,0,0,0,0,0.8241758241758242,0.8241758241758242,0.5494505494505495,0
W00008060,275,263,261,2,2,0,0,0,0,0,2,6,4,0,0,95.63636363636364,94.9090909090909,0.7272727272727273,0.7272727272727273,0,0,0,0,0,0.7272727272727273,2.181818181818182,1.4545454545454546,0,0
W00008061,261,246,240,4,4,0,0,0,2,2,5,9,1,0,0,94.25287356321839,91.95402298850574,1.532567049808429,1.532567049808429,0,0,0,0.7662835249042145,0.7662835249042145,1.9157088122605364,3.4482758620689653,0.38314176245210724,0,0
W00008063,280,267,263,3,2,0,0,1,1,1,0,11,2,0,0,95.35714285714286,93.92857142857143,1.0714285714285714,0.7142857142857143,0,0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0,3.9285714285714284,0.7142857142857143,0,0
W00008065,348,332,332,0,0,0,0,0,0,0,5,10,1,0,0,95.40229885057471,95.40229885057471,0,0,0,0,0,0,0,1.4367816091954022,2.8735632183908044,0.28735632183908044,0,0
W00008075,299,289,284,5,5,0,0,0,0,0,4,4,1,1,0,96.65551839464884,94.98327759197325,1.6722408026755853,1.6722408026755853,0,0,0,0,0,1.3377926421404682,1.3377926421404682,0.33444816053511706,0.33444816053511706,0
W00008076,327,325,320,5,4,0,0,1,0,0,1,1,0,0,0,99.38837920489296,97.85932721712538,1.529051987767584,1.2232415902140672,0,0,0.3058103975535168,0,0,0.3058103975535168,0.3058103975535168,0,0,0
W00008077,301,300,297,3,2,0,1,0,0,0,0,0,0,1,0,99.66777408637874,98.67109634551495,0.9966777408637874,0.6644518272425249,0,0.33222591362126247,0,0,0,0,0,0,0.33222591362126247,0
W00008078,284,279,276,3,2,0,0,1,0,0,1,0,2,2,0,98.23943661971832,97.1830985915493,1.056338028169014,0.7042253521126761,0,0,0.35211267605633806,0,0,0.35211267605633806,0,0.7042253521126761,0.7042253521126761,0
W00008079,391,381,372,9,8,0,0,1,0,0,2,7,0,1,0,97.44245524296676,95.14066496163683,2.3017902813299234,2.0460358056265986,0,0,0.2557544757033248,0,0,0.5115089514066496,1.7902813299232736,0,0.2557544757033248,0
W00008080,480,459,446,13,9,0,2,2,0,0,5,7,5,4,0,95.625,92.91666666666667,2.7083333333333335,1.875,0,0.4166666666666667,0.4166666666666667,0,0,1.0416666666666665,1.4583333333333333,1.0416666666666665,0.8333333333333334,0
W00008116,254,222,211,9,8,0,1,0,2,2,8,23,1,0,0,87.4015748031496,83.07086614173228,3.543307086614173,3.149606299212598,0,0.39370078740157477,0,0.7874015748031495,0.7874015748031495,3.149606299212598,9.05511811023622,0.39370078740157477,0,0
