OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
W00003354,420,30,31,31,20,14,17,15,29,19,18,32,44,28,22,19,21,17,13,7.142857142857142,7.380952380952381,7.380952380952381,4.761904761904762,3.3333333333333335,4.0476190476190474,3.571428571428571,6.904761904761905,4.523809523809524,4.285714285714286,7.6190476190476195,10.476190476190476,6.666666666666667,5.238095238095238,4.523809523809524,5,4.0476190476190474,3.0952380952380953
W00003355,351,11,14,12,19,19,16,12,14,12,18,21,41,29,23,26,28,25,11,3.133903133903134,3.9886039886039883,3.418803418803419,5.413105413105413,5.413105413105413,4.5584045584045585,3.418803418803419,3.9886039886039883,3.418803418803419,5.128205128205128,5.982905982905983,11.68091168091168,8.262108262108262,6.552706552706552,7.4074074074074066,7.977207977207977,7.122507122507122,3.133903133903134
W00003356,265,13,15,12,9,8,15,14,19,12,17,15,20,21,21,22,20,6,6,4.905660377358491,5.660377358490567,4.528301886792453,3.3962264150943398,3.018867924528302,5.660377358490567,5.283018867924529,7.169811320754717,4.528301886792453,6.415094339622642,5.660377358490567,7.547169811320755,7.9245283018867925,7.9245283018867925,8.30188679245283,7.547169811320755,2.2641509433962264,2.2641509433962264
W00003357,287,9,7,18,12,18,7,13,9,17,22,28,31,30,19,19,16,6,6,3.1358885017421603,2.4390243902439024,6.2717770034843205,4.181184668989547,6.2717770034843205,2.4390243902439024,4.529616724738676,3.1358885017421603,5.923344947735192,7.665505226480835,9.75609756097561,10.801393728222997,10.452961672473867,6.620209059233449,6.620209059233449,5.574912891986063,2.0905923344947737,2.0905923344947737
W00003358,236,13,21,10,10,11,7,20,18,12,13,31,13,12,12,8,13,11,1,5.508474576271186,8.898305084745763,4.23728813559322,4.23728813559322,4.661016949152542,2.9661016949152543,8.47457627118644,7.627118644067797,5.084745762711865,5.508474576271186,13.135593220338984,5.508474576271186,5.084745762711865,5.084745762711865,3.389830508474576,5.508474576271186,4.661016949152542,0.423728813559322
W00003359,373,15,8,25,22,13,20,15,21,18,27,19,38,37,27,22,22,10,14,4.021447721179625,2.1447721179624666,6.702412868632708,5.898123324396782,3.485254691689008,5.361930294906166,4.021447721179625,5.630026809651475,4.825737265415549,7.238605898123325,5.093833780160858,10.187667560321715,9.919571045576408,7.238605898123325,5.898123324396782,5.898123324396782,2.680965147453083,3.753351206434316
W00003360,390,14,10,23,33,16,14,18,23,20,29,25,31,27,34,28,24,8,13,3.5897435897435894,2.564102564102564,5.897435897435897,8.461538461538462,4.102564102564102,3.5897435897435894,4.615384615384616,5.897435897435897,5.128205128205128,7.435897435897436,6.41025641025641,7.948717948717948,6.923076923076923,8.717948717948717,7.179487179487179,6.153846153846154,2.051282051282051,3.3333333333333335
W00003361,304,22,19,14,20,26,21,19,20,15,17,21,25,11,14,11,13,10,6,7.236842105263158,6.25,4.605263157894736,6.578947368421052,8.552631578947368,6.907894736842106,6.25,6.578947368421052,4.934210526315789,5.592105263157895,6.907894736842106,8.223684210526317,3.618421052631579,4.605263157894736,3.618421052631579,4.276315789473684,3.289473684210526,1.9736842105263157
W00003362,224,15,8,12,10,15,13,15,11,6,6,22,21,11,9,15,9,15,11,6.696428571428571,3.571428571428571,5.357142857142857,4.464285714285714,6.696428571428571,5.803571428571429,6.696428571428571,4.910714285714286,2.6785714285714284,2.6785714285714284,9.821428571428571,9.375,4.910714285714286,4.017857142857143,6.696428571428571,4.017857142857143,6.696428571428571,4.910714285714286
W00003363,207,18,13,13,18,13,6,13,12,8,9,11,20,11,6,12,9,8,7,8.695652173913043,6.280193236714976,6.280193236714976,8.695652173913043,6.280193236714976,2.898550724637681,6.280193236714976,5.797101449275362,3.864734299516908,4.3478260869565215,5.314009661835748,9.66183574879227,5.314009661835748,2.898550724637681,5.797101449275362,4.3478260869565215,3.864734299516908,3.3816425120772946
