OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
W00003685,438,432,423,8,1,7,0,0,1,1,0,6,0,0,0,98.63013698630137,96.57534246575342,1.82648401826484,0.228310502283105,1.5981735159817352,0,0,0.228310502283105,0.228310502283105,0,1.36986301369863,0,0,0
W00003687,316,314,308,5,3,2,0,0,1,1,1,0,1,0,0,99.36708860759494,97.46835443037975,1.5822784810126582,0.949367088607595,0.6329113924050633,0,0,0.31645569620253167,0.31645569620253167,0.31645569620253167,0,0.31645569620253167,0,0
W00003689,238,236,229,7,7,0,0,0,0,0,1,0,1,0,0,99.15966386554622,96.21848739495799,2.941176470588235,2.941176470588235,0,0,0,0,0,0.42016806722689076,0,0.42016806722689076,0,0
W00003690,306,302,301,1,1,0,0,0,0,0,0,0,4,0,0,98.69281045751634,98.36601307189542,0.32679738562091504,0.32679738562091504,0,0,0,0,0,0,0,1.3071895424836601,0,0
W00003691,258,256,253,3,3,0,0,0,0,0,1,1,0,0,0,99.2248062015504,98.06201550387597,1.1627906976744187,1.1627906976744187,0,0,0,0,0,0.3875968992248062,0.3875968992248062,0,0,0
W00003686,317,316,310,6,5,0,0,1,0,0,0,0,1,0,0,99.6845425867508,97.79179810725552,1.8927444794952681,1.5772870662460567,0,0,0.31545741324921134,0,0,0,0,0.31545741324921134,0,0
W00003688,253,248,244,3,0,3,0,0,1,1,3,1,1,0,0,98.02371541501977,96.44268774703558,1.185770750988142,0,1.185770750988142,0,0,0.3952569169960474,0.3952569169960474,1.185770750988142,0.3952569169960474,0.3952569169960474,0,0
W00003692,363,359,346,11,3,8,0,0,2,2,1,3,0,0,0,98.89807162534436,95.31680440771349,3.0303030303030303,0.8264462809917356,2.203856749311295,0,0,0.5509641873278237,0.5509641873278237,0.27548209366391185,0.8264462809917356,0,0,0
W00003693,288,281,272,9,4,3,0,2,0,0,1,1,5,0,0,97.56944444444444,94.44444444444444,3.125,1.3888888888888888,1.0416666666666665,0,0.6944444444444444,0,0,0.3472222222222222,0.3472222222222222,1.7361111111111112,0,0
W00003770,360,353,344,9,9,0,0,0,0,0,0,3,0,4,0,98.05555555555556,95.55555555555556,2.5,2.5,0,0,0,0,0,0,0.8333333333333334,0,1.1111111111111112,0
W00003773,416,409,398,11,5,6,0,0,0,0,4,0,2,1,0,98.3173076923077,95.67307692307693,2.644230769230769,1.201923076923077,1.4423076923076923,0,0,0,0,0.9615384615384616,0,0.4807692307692308,0.2403846153846154,0
W00003774,316,311,297,13,4,9,0,0,1,1,0,4,1,0,0,98.41772151898735,93.9873417721519,4.113924050632911,1.2658227848101267,2.848101265822785,0,0,0.31645569620253167,0.31645569620253167,0,1.2658227848101267,0.31645569620253167,0,0
W00003775,271,268,254,14,5,9,0,0,0,0,1,0,2,0,0,98.8929889298893,93.72693726937268,5.166051660516605,1.8450184501845017,3.3210332103321036,0,0,0,0,0.36900369003690037,0,0.7380073800738007,0,0
