OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
W00003354,199,85,1,0,2,0,0,101,5,0,3,2,42.71356783919598,0.5025125628140703,0,1.0050251256281406,0,0,50.753768844221106,2.512562814070352,0,1.507537688442211,1.0050251256281406
W00003355,156,47,0,0,2,1,0,100,2,0,3,1,30.128205128205128,0,0,1.282051282051282,0.641025641025641,0,64.1025641025641,1.282051282051282,0,1.9230769230769231,0.641025641025641
W00003356,125,53,0,1,0,0,1,62,3,1,2,2,42.4,0,0.8,0,0,0.8,49.6,2.4,0.8,1.6,1.6
W00003357,154,52,0,0,0,1,0,89,5,0,6,1,33.76623376623377,0,0,0,0.6493506493506493,0,57.7922077922078,3.2467532467532463,0,3.896103896103896,0.6493506493506493
W00003358,116,26,0,0,0,1,0,76,6,0,5,2,22.413793103448278,0,0,0,0.8620689655172413,0,65.51724137931035,5.172413793103448,0,4.310344827586207,1.7241379310344827
W00003359,194,89,0,0,0,0,1,93,6,0,3,2,45.876288659793815,0,0,0,0,0.5154639175257731,47.93814432989691,3.0927835051546393,0,1.5463917525773196,1.0309278350515463
W00003360,169,50,0,0,0,0,0,105,8,2,2,2,29.585798816568047,0,0,0,0,0,62.1301775147929,4.733727810650888,1.183431952662722,1.183431952662722,1.183431952662722
W00003361,119,11,0,0,4,1,1,80,9,0,11,2,9.243697478991598,0,0,3.361344537815126,0.8403361344537815,0.8403361344537815,67.22689075630252,7.563025210084033,0,9.243697478991598,1.680672268907563
W00003362,86,13,0,0,3,1,3,44,5,1,14,2,15.11627906976744,0,0,3.488372093023256,1.1627906976744187,3.488372093023256,51.162790697674424,5.813953488372093,1.1627906976744187,16.27906976744186,2.3255813953488373
W00003363,46,6,0,0,1,0,0,21,3,0,13,2,13.043478260869565,0,0,2.1739130434782608,0,0,45.65217391304348,6.521739130434782,0,28.26086956521739,4.3478260869565215
W00003364,139,28,0,0,1,0,2,86,7,1,13,1,20.14388489208633,0,0,0.7194244604316548,0,1.4388489208633095,61.87050359712231,5.0359712230215825,0.7194244604316548,9.352517985611511,0.7194244604316548
W00003365,120,28,1,0,4,1,0,70,4,0,11,1,23.333333333333332,0.8333333333333334,0,3.3333333333333335,0.8333333333333334,0,58.333333333333336,3.3333333333333335,0,9.166666666666666,0.8333333333333334
W00003366,136,32,0,1,0,0,0,88,5,0,9,1,23.52941176470588,0,0.7352941176470588,0,0,0,64.70588235294117,3.6764705882352944,0,6.61764705882353,0.7352941176470588
W00003367,144,28,0,0,4,0,0,77,7,2,22,4,19.444444444444446,0,0,2.7777777777777777,0,0,53.47222222222222,4.861111111111112,1.3888888888888888,15.277777777777779,2.7777777777777777
W00003368,87,14,0,0,4,0,0,44,5,0,19,1,16.091954022988507,0,0,4.597701149425287,0,0,50.57471264367817,5.747126436781609,0,21.839080459770116,1.1494252873563218
W00003369,90,20,0,0,2,2,0,44,3,1,18,0,22.22222222222222,0,0,2.2222222222222223,2.2222222222222223,0,48.888888888888886,3.3333333333333335,1.1111111111111112,20,0
W00003370,132,19,0,0,3,1,0,87,8,0,14,0,14.393939393939394,0,0,2.272727272727273,0.7575757575757576,0,65.9090909090909,6.0606060606060606,0,10.606060606060606,0
W00003372,130,29,0,0,3,0,0,89,1,0,6,2,22.30769230769231,0,0,2.307692307692308,0,0,68.46153846153847,0.7692307692307693,0,4.615384615384616,1.5384615384615385
W00003373,111,36,1,0,1,1,0,67,1,0,3,1,32.432432432432435,0.9009009009009009,0,0.9009009009009009,0.9009009009009009,0,60.36036036036037,0.9009009009009009,0,2.7027027027027026,0.9009009009009009
W00003374,112,12,0,0,2,1,1,77,9,0,9,1,10.714285714285714,0,0,1.7857142857142856,0.8928571428571428,0.8928571428571428,68.75,8.035714285714286,0,8.035714285714286,0.8928571428571428
W00003375,95,15,0,0,3,0,0,69,2,1,4,1,15.789473684210526,0,0,3.1578947368421053,0,0,72.63157894736842,2.1052631578947367,1.0526315789473684,4.2105263157894735,1.0526315789473684
W00003376,109,18,0,0,3,1,0,77,3,0,7,0,16.51376146788991,0,0,2.7522935779816518,0.9174311926605505,0,70.64220183486239,2.7522935779816518,0,6.422018348623854,0
W00003377,145,32,0,2,1,0,2,81,14,0,12,1,22.06896551724138,0,1.3793103448275863,0.6896551724137931,0,1.3793103448275863,55.86206896551724,9.655172413793103,0,8.275862068965518,0.6896551724137931
W00003378,106,5,0,1,5,0,0,69,11,1,13,1,4.716981132075472,0,0.9433962264150944,4.716981132075472,0,0,65.09433962264151,10.377358490566039,0.9433962264150944,12.264150943396226,0.9433962264150944
W00003379,104,9,1,0,1,0,0,66,9,1,15,2,8.653846153846153,0.9615384615384616,0,0.9615384615384616,0,0,63.46153846153846,8.653846153846153,0.9615384615384616,14.423076923076922,1.9230769230769231
W00003380,156,14,0,1,11,0,0,73,23,2,29,3,8.974358974358974,0,0.641025641025641,7.051282051282051,0,0,46.794871794871796,14.743589743589745,1.282051282051282,18.58974358974359,1.9230769230769231
W00003381,55,2,0,1,6,0,0,26,11,0,9,0,3.6363636363636362,0,1.8181818181818181,10.909090909090908,0,0,47.27272727272727,20,0,16.363636363636363,0
W00003382,127,17,0,1,0,0,0,87,10,0,12,0,13.385826771653544,0,0.7874015748031495,0,0,0,68.50393700787401,7.874015748031496,0,9.448818897637794,0
W00003383,119,27,1,0,0,0,0,83,4,1,3,0,22.689075630252102,0.8403361344537815,0,0,0,0,69.74789915966386,3.361344537815126,0.8403361344537815,2.5210084033613445,0
W00003384,161,25,0,0,2,0,0,117,5,2,10,0,15.527950310559005,0,0,1.2422360248447204,0,0,72.67080745341616,3.1055900621118013,1.2422360248447204,6.211180124223603,0
W00003385,137,17,0,1,1,0,1,94,10,0,13,0,12.408759124087592,0,0.7299270072992701,0.7299270072992701,0,0.7299270072992701,68.61313868613139,7.2992700729927,0,9.48905109489051,0
W00003386,88,3,0,1,0,1,0,66,4,0,11,2,3.4090909090909087,0,1.1363636363636365,0,1.1363636363636365,0,75,4.545454545454546,0,12.5,2.272727272727273
W00003387,145,25,1,5,2,6,1,76,11,1,14,3,17.24137931034483,0.6896551724137931,3.4482758620689653,1.3793103448275863,4.137931034482759,0.6896551724137931,52.41379310344828,7.586206896551724,0.6896551724137931,9.655172413793103,2.0689655172413794
W00003388,87,8,0,1,3,0,0,52,10,1,9,3,9.195402298850574,0,1.1494252873563218,3.4482758620689653,0,0,59.77011494252874,11.494252873563218,1.1494252873563218,10.344827586206897,3.4482758620689653
W00003389,105,9,0,1,1,1,0,71,8,0,12,2,8.571428571428571,0,0.9523809523809524,0.9523809523809524,0.9523809523809524,0,67.61904761904762,7.6190476190476195,0,11.428571428571429,1.9047619047619049
W00003390,153,12,0,2,3,1,0,94,21,2,16,2,7.8431372549019605,0,1.3071895424836601,1.9607843137254901,0.6535947712418301,0,61.43790849673203,13.725490196078432,1.3071895424836601,10.457516339869281,1.3071895424836601
W00003391,113,18,0,1,0,0,0,77,3,2,11,1,15.929203539823009,0,0.8849557522123894,0,0,0,68.14159292035397,2.6548672566371683,1.7699115044247788,9.734513274336283,0.8849557522123894
W00003392,159,15,0,3,2,0,0,103,16,0,17,3,9.433962264150944,0,1.8867924528301887,1.257861635220126,0,0,64.77987421383648,10.062893081761008,0,10.69182389937107,1.8867924528301887
W00003393,145,10,0,1,0,2,1,104,9,2,12,4,6.896551724137931,0,0.6896551724137931,0,1.3793103448275863,0.6896551724137931,71.72413793103448,6.206896551724138,1.3793103448275863,8.275862068965518,2.7586206896551726
W00003394,164,23,0,0,0,1,0,107,7,3,22,1,14.02439024390244,0,0,0,0.6097560975609756,0,65.2439024390244,4.2682926829268295,1.8292682926829267,13.414634146341465,0.6097560975609756
