OA,ts0190001,ts0190002,ts0190003,ts0190004,ts0190005,ts0190002_PCT,ts0190003_PCT,ts0190004_PCT,ts0190005_PCT
W00003685,435,386,0,49,0,88.73563218390804,0,11.264367816091953,0
W00003687,313,297,0,16,0,94.88817891373802,0,5.111821086261981,0
W00003689,233,215,1,17,0,92.27467811158799,0.4291845493562232,7.296137339055794,0
W00003690,300,271,0,29,0,90.33333333333333,0,9.666666666666666,0
W00003691,256,232,0,23,1,90.625,0,8.984375,0.390625
W00003686,315,292,0,23,0,92.6984126984127,0,7.301587301587302,0
W00003688,250,230,1,19,0,92,0.4,7.6,0
W00003692,361,338,0,21,2,93.62880886426593,0,5.8171745152354575,0.554016620498615
W00003693,287,268,0,19,0,93.37979094076655,0,6.620209059233449,0
W00003770,358,333,0,25,0,93.01675977653632,0,6.983240223463687,0
W00003773,410,388,0,21,1,94.6341463414634,0,5.121951219512195,0.24390243902439024
W00003774,314,275,2,34,3,87.57961783439491,0.6369426751592357,10.828025477707007,0.9554140127388535
W00003775,271,234,3,34,0,86.34686346863468,1.107011070110701,12.546125461254611,0
W00003776,239,219,3,17,0,91.63179916317992,1.2552301255230125,7.112970711297072,0
W00003768,475,438,1,32,4,92.21052631578948,0.21052631578947367,6.7368421052631575,0.8421052631578947
W00003769,237,212,1,24,0,89.45147679324894,0.42194092827004215,10.126582278481013,0
W00003771,232,206,0,26,0,88.79310344827587,0,11.206896551724139,0
W00003772,225,204,1,19,1,90.66666666666666,0.4444444444444444,8.444444444444445,0.4444444444444444
W00003477,244,235,0,7,2,96.31147540983606,0,2.8688524590163933,0.819672131147541
W00003478,194,170,0,24,0,87.62886597938144,0,12.371134020618557,0
W00003479,220,184,0,36,0,83.63636363636363,0,16.363636363636363,0
W00003480,292,267,0,25,0,91.43835616438356,0,8.561643835616438,0
W00003481,198,170,0,28,0,85.85858585858585,0,14.14141414141414,0
W00003482,262,251,0,7,4,95.80152671755725,0,2.6717557251908395,1.5267175572519083
W00003492,298,276,0,21,1,92.61744966442953,0,7.046979865771812,0.33557046979865773
W00003493,316,297,0,16,3,93.9873417721519,0,5.063291139240507,0.949367088607595
W00003494,283,260,0,21,2,91.87279151943463,0,7.420494699646643,0.7067137809187279
W00003495,429,397,0,30,2,92.54079254079254,0,6.993006993006993,0.4662004662004662
W00003496,221,204,0,16,1,92.3076923076923,0,7.239819004524888,0.4524886877828055
W00003647,296,274,0,20,2,92.56756756756756,0,6.756756756756757,0.6756756756756757
W00003649,223,206,1,16,0,92.37668161434978,0.4484304932735426,7.174887892376682,0
W00003654,229,210,0,19,0,91.70305676855895,0,8.296943231441048,0
W00003655,280,256,1,23,0,91.42857142857143,0.35714285714285715,8.214285714285714,0
W00003656,319,286,0,30,3,89.65517241379311,0,9.404388714733543,0.9404388714733543
W00003648,225,209,1,13,2,92.88888888888889,0.4444444444444444,5.777777777777778,0.8888888888888888
W00003650,351,295,3,51,2,84.04558404558404,0.8547008547008548,14.529914529914532,0.5698005698005698
W00003651,185,161,0,24,0,87.02702702702703,0,12.972972972972974,0
W00003652,234,225,1,8,0,96.15384615384616,0.4273504273504274,3.418803418803419,0
W00003653,227,195,1,30,1,85.90308370044053,0.4405286343612335,13.215859030837004,0.4405286343612335
W00003470,285,266,0,19,0,93.33333333333333,0,6.666666666666667,0
W00003471,192,174,1,17,0,90.625,0.5208333333333333,8.854166666666668,0
W00003472,232,210,0,22,0,90.51724137931035,0,9.482758620689655,0
W00003473,270,255,0,11,4,94.44444444444444,0,4.074074074074074,1.4814814814814816
W00003474,321,287,0,34,0,89.40809968847351,0,10.59190031152648,0
W00003475,298,273,2,23,0,91.61073825503355,0.6711409395973155,7.718120805369128,0
W00003476,515,437,3,75,0,84.85436893203884,0.5825242718446602,14.563106796116504,0
W00003702,382,336,2,44,0,87.95811518324608,0.5235602094240838,11.518324607329843,0
W00003703,275,259,0,15,1,94.18181818181817,0,5.454545454545454,0.36363636363636365
W00003704,289,255,0,34,0,88.23529411764706,0,11.76470588235294,0
W00003705,312,293,0,19,0,93.91025641025641,0,6.089743589743589,0
W00003707,250,228,1,21,0,91.2,0.4,8.4,0
W00003710,169,157,0,12,0,92.89940828402366,0,7.100591715976331,0
W00003700,334,314,0,20,0,94.01197604790418,0,5.9880239520958085,0
W00003701,341,323,2,16,0,94.72140762463343,0.5865102639296188,4.69208211143695,0
W00003706,340,310,2,28,0,91.17647058823529,0.5882352941176471,8.235294117647058,0
W00003708,381,349,3,22,7,91.60104986876641,0.7874015748031495,5.774278215223097,1.837270341207349
W00003709,324,295,0,29,0,91.0493827160494,0,8.950617283950617,0
W00003904,288,265,3,20,0,92.01388888888889,1.0416666666666665,6.944444444444445,0
W00003905,436,407,1,28,0,93.34862385321101,0.22935779816513763,6.422018348623854,0
W00003906,311,284,6,19,2,91.31832797427653,1.929260450160772,6.109324758842444,0.6430868167202572
W00003907,277,260,0,17,0,93.86281588447653,0,6.137184115523466,0
W00003908,377,357,0,20,0,94.6949602122016,0,5.305039787798409,0
W00003909,357,348,1,8,0,97.47899159663865,0.2801120448179272,2.2408963585434174,0
W00003637,281,268,0,13,0,95.37366548042705,0,4.6263345195729535,0
W00003638,379,355,1,20,3,93.66754617414247,0.2638522427440633,5.277044854881266,0.79155672823219
W00003639,280,257,0,23,0,91.78571428571428,0,8.214285714285714,0
W00003640,338,304,1,32,1,89.94082840236686,0.2958579881656805,9.467455621301776,0.2958579881656805
W00003645,222,203,2,16,1,91.44144144144144,0.9009009009009009,7.207207207207207,0.45045045045045046
W00003636,220,196,0,24,0,89.0909090909091,0,10.909090909090908,0
W00003641,255,243,0,11,1,95.29411764705881,0,4.313725490196078,0.39215686274509803
W00003642,212,200,0,11,1,94.33962264150944,0,5.188679245283019,0.4716981132075472
W00003643,217,203,0,13,1,93.54838709677419,0,5.990783410138248,0.4608294930875576
W00003644,296,261,1,32,2,88.17567567567568,0.33783783783783783,10.81081081081081,0.6756756756756757
W00003646,236,182,0,53,1,77.11864406779661,0,22.45762711864407,0.423728813559322
W00003694,223,211,0,12,0,94.61883408071749,0,5.381165919282512,0
W00003695,396,368,0,26,2,92.92929292929293,0,6.565656565656567,0.5050505050505051
W00003696,272,264,0,8,0,97.05882352941177,0,2.941176470588235,0
W00003697,347,338,0,9,0,97.40634005763688,0,2.5936599423631126,0
W00003698,328,308,0,20,0,93.90243902439023,0,6.097560975609756,0
W00003699,364,343,0,17,4,94.23076923076923,0,4.670329670329671,1.098901098901099
W00003811,317,290,0,27,0,91.48264984227129,0,8.517350157728707,0
W00003812,336,295,0,38,3,87.79761904761905,0,11.30952380952381,0.8928571428571428
W00003813,303,271,2,30,0,89.43894389438944,0.6600660066006601,9.900990099009901,0
W00003814,364,349,0,15,0,95.87912087912088,0,4.1208791208791204,0
W00003815,459,433,2,24,0,94.33551198257081,0.4357298474945534,5.228758169934641,0
W00010004,395,376,1,18,0,95.18987341772151,0.25316455696202533,4.556962025316456,0
W00003354,412,387,1,24,0,93.93203883495146,0.24271844660194172,5.825242718446602,0
W00003355,348,328,1,17,2,94.25287356321839,0.28735632183908044,4.885057471264368,0.5747126436781609
W00003356,267,245,0,16,6,91.76029962546816,0,5.992509363295881,2.247191011235955
W00003357,288,275,3,10,0,95.48611111111111,1.0416666666666665,3.4722222222222223,0
W00003358,236,223,0,12,1,94.49152542372882,0,5.084745762711865,0.423728813559322
W00003359,372,349,1,22,0,93.81720430107528,0.2688172043010753,5.913978494623656,0
W00003360,390,347,3,38,2,88.97435897435896,0.7692307692307693,9.7435897435897445,0.5128205128205128
W00003670,345,319,0,22,4,92.46376811594203,0,6.3768115942028984,1.1594202898550725
W00003671,535,502,0,32,1,93.83177570093459,0,5.981308411214954,0.1869158878504673
W00003672,245,230,1,14,0,93.87755102040816,0.40816326530612246,5.714285714285714,0
W00003677,266,250,1,15,0,93.98496240601504,0.37593984962406013,5.639097744360902,0
W00003673,138,128,0,10,0,92.7536231884058,0,7.246376811594203,0
W00003674,198,193,0,5,0,97.47474747474747,0,2.525252525252525,0
W00003675,218,212,0,5,1,97.24770642201835,0,2.293577981651376,0.45871559633027525
W00003676,232,218,0,13,1,93.96551724137932,0,5.603448275862069,0.43103448275862066
W00003678,260,236,1,23,0,90.76923076923077,0.38461538461538464,8.846153846153847,0
W00003679,334,310,1,23,0,92.81437125748504,0.29940119760479045,6.88622754491018,0
W00003680,281,248,0,32,1,88.25622775800713,0,11.387900355871885,0.3558718861209964
W00003681,343,313,1,27,2,91.25364431486881,0.2915451895043732,7.871720116618077,0.5830903790087464
W00003682,296,272,0,24,0,91.8918918918919,0,8.108108108108109,0
W00003683,268,257,1,8,2,95.8955223880597,0.3731343283582089,2.9850746268656714,0.7462686567164178
W00003684,217,197,1,19,0,90.78341013824884,0.4608294930875576,8.755760368663594,0
W00003456,291,261,0,27,3,89.69072164948454,0,9.278350515463918,1.0309278350515463
W00003457,516,464,0,48,4,89.92248062015504,0,9.30232558139535,0.7751937984496124
W00003464,254,234,0,19,1,92.1259842519685,0,7.480314960629922,0.39370078740157477
W00003467,303,280,1,18,4,92.4092409240924,0.33003300330033003,5.9405940594059405,1.3201320132013201
W00003469,289,271,3,15,0,93.77162629757785,1.0380622837370241,5.190311418685121,0
W00003458,534,441,1,91,1,82.58426966292134,0.18726591760299627,17.04119850187266,0.18726591760299627
W00003459,407,323,1,81,2,79.36117936117935,0.2457002457002457,19.901719901719904,0.4914004914004914
W00003460,300,286,0,12,2,95.33333333333334,0,4,0.6666666666666667
W00009992,277,177,12,82,6,63.898916967509024,4.332129963898916,29.602888086642597,2.166064981949458
W00009997,178,156,0,20,2,87.64044943820225,0,11.235955056179774,1.1235955056179776
