OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
E00116527,340,324,318,6,5,0,0,1,0,0,5,10,0,1,0,95.29411764705881,93.52941176470588,1.7647058823529411,1.4705882352941175,0,0,0.29411764705882354,0,0,1.4705882352941175,2.941176470588235,0,0.29411764705882354,0
E00116530,246,241,236,5,3,2,0,0,0,0,4,0,1,0,0,97.96747967479675,95.9349593495935,2.0325203252032518,1.2195121951219512,0.8130081300813009,0,0,0,0,1.6260162601626018,0,0.40650406504065045,0,0
E00116531,231,226,219,7,2,0,4,1,0,0,3,0,0,1,1,97.83549783549783,94.8051948051948,3.0303030303030303,0.8658008658008658,0,1.7316017316017316,0.4329004329004329,0,0,1.2987012987012987,0,0,0.4329004329004329,0.4329004329004329
E00116532,378,371,360,11,5,2,3,1,0,0,5,2,0,0,0,98.14814814814815,95.23809523809523,2.91005291005291,1.3227513227513228,0.5291005291005291,0.7936507936507936,0.26455026455026454,0,0,1.3227513227513228,0.5291005291005291,0,0,0
E00116533,262,253,247,6,4,0,0,2,0,0,1,8,0,0,0,96.56488549618321,94.27480916030534,2.2900763358778624,1.5267175572519083,0,0,0.7633587786259541,0,0,0.38167938931297707,3.0534351145038165,0,0,0
E00116536,261,258,250,6,5,0,0,1,2,2,2,1,0,0,0,98.85057471264368,95.78544061302682,2.2988505747126435,1.9157088122605364,0,0,0.38314176245210724,0.7662835249042145,0.7662835249042145,0.7662835249042145,0.38314176245210724,0,0,0
E00116528,240,237,231,5,3,1,0,1,1,1,0,1,2,0,0,98.75,96.25,2.083333333333333,1.25,0.4166666666666667,0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0,0.4166666666666667,0.8333333333333334,0,0
E00116529,303,297,293,3,2,0,0,1,1,1,1,2,3,0,0,98.01980198019803,96.69966996699671,0.9900990099009901,0.6600660066006601,0,0,0.33003300330033003,0.33003300330033003,0.33003300330033003,0.33003300330033003,0.6600660066006601,0.9900990099009901,0,0
E00116534,346,330,324,6,2,0,3,1,0,0,11,2,3,0,0,95.37572254335261,93.64161849710982,1.7341040462427744,0.5780346820809248,0,0.8670520231213872,0.2890173410404624,0,0,3.1791907514450863,0.5780346820809248,0.8670520231213872,0,0
E00116535,347,331,323,8,7,0,1,0,0,0,5,9,1,1,0,95.38904899135446,93.0835734870317,2.3054755043227666,2.0172910662824206,0,0.2881844380403458,0,0,0,1.440922190201729,2.5936599423631126,0.2881844380403458,0.2881844380403458,0
E00116537,349,330,329,1,1,0,0,0,0,0,12,6,1,0,0,94.55587392550143,94.26934097421203,0.28653295128939826,0.28653295128939826,0,0,0,0,0,3.4383954154727796,1.7191977077363898,0.28653295128939826,0,0
E00116510,349,337,322,14,9,3,2,0,1,1,4,7,0,1,0,96.56160458452722,92.26361031518626,4.011461318051576,2.5787965616045847,0.8595988538681949,0.5730659025787965,0,0.28653295128939826,0.28653295128939826,1.146131805157593,2.005730659025788,0,0.28653295128939826,0
E00116523,333,319,311,8,6,1,0,1,0,0,1,13,0,0,0,95.7957957957958,93.3933933933934,2.4024024024024024,1.8018018018018018,0.3003003003003003,0,0.3003003003003003,0,0,0.3003003003003003,3.903903903903904,0,0,0
E00116524,330,314,299,15,4,2,9,0,0,0,3,11,2,0,0,95.15151515151516,90.6060606060606,4.545454545454546,1.2121212121212122,0.6060606060606061,2.727272727272727,0,0,0,0.9090909090909091,3.3333333333333335,0.6060606060606061,0,0
E00116525,230,222,217,5,3,0,0,2,0,0,0,4,4,0,0,96.52173913043478,94.34782608695652,2.1739130434782608,1.3043478260869565,0,0,0.8695652173913043,0,0,0,1.7391304347826086,1.7391304347826086,0,0
E00116526,231,224,218,5,1,0,0,4,1,1,3,3,0,1,0,96.96969696969697,94.37229437229438,2.1645021645021645,0.4329004329004329,0,0,1.7316017316017316,0.4329004329004329,0.4329004329004329,1.2987012987012987,1.2987012987012987,0,0.4329004329004329,0
E00116711,290,283,280,3,2,0,0,1,0,0,1,6,0,0,0,97.58620689655172,96.55172413793103,1.0344827586206897,0.6896551724137931,0,0,0.3448275862068966,0,0,0.3448275862068966,2.0689655172413794,0,0,0
E00116713,391,367,351,16,9,4,1,2,0,0,9,9,5,0,1,93.86189258312021,89.769820971867,4.092071611253197,2.3017902813299234,1.0230179028132993,0.2557544757033248,0.5115089514066496,0,0,2.3017902813299234,2.3017902813299234,1.278772378516624,0,0.2557544757033248
