OA,ts0440001,ts0440002,ts0440003,ts0440004,ts0440005,ts0440006,ts0440007,ts0440008,ts0440009,ts0440002_PCT,ts0440003_PCT,ts0440004_PCT,ts0440005_PCT,ts0440006_PCT,ts0440007_PCT,ts0440008_PCT,ts0440009_PCT
E00074440,130,123,4,1,2,0,0,0,0,94.61538461538461,3.076923076923077,0.7692307692307693,1.5384615384615385,0,0,0,0
E00074441,135,106,19,8,0,1,0,1,0,78.51851851851852,14.074074074074074,5.9259259259259265,0,0.7407407407407408,0,0.7407407407407408,0
E00074442,165,59,34,53,15,3,0,1,0,35.75757575757576,20.606060606060606,32.121212121212125,9.090909090909092,1.8181818181818181,0,0.6060606060606061,0
E00074443,111,56,35,17,1,1,0,0,1,50.45045045045045,31.53153153153153,15.315315315315313,0.9009009009009009,0.9009009009009009,0,0,0.9009009009009009
E00074444,171,82,75,12,2,0,0,0,0,47.953216374269005,43.859649122807014,7.017543859649122,1.1695906432748537,0,0,0,0
E00074445,116,72,37,6,1,0,0,0,0,62.06896551724138,31.896551724137932,5.172413793103448,0.8620689655172413,0,0,0,0
E00074446,122,40,79,2,0,1,0,0,0,32.78688524590164,64.75409836065575,1.639344262295082,0,0.819672131147541,0,0,0
E00074447,140,64,48,0,1,2,1,0,24,45.714285714285715,34.285714285714285,0,0.7142857142857143,1.4285714285714286,0.7142857142857143,0,17.142857142857142
E00074448,111,29,73,5,1,0,0,3,0,26.126126126126124,65.76576576576578,4.504504504504505,0.9009009009009009,0,0,2.7027027027027026,0
E00074449,133,118,11,0,0,0,1,3,0,88.7218045112782,8.270676691729323,0,0,0,0.7518796992481203,2.2556390977443606,0
E00074450,123,82,14,6,18,1,1,1,0,66.66666666666666,11.38211382113821,4.878048780487805,14.634146341463413,0.8130081300813009,0.8130081300813009,0.8130081300813009,0
E00074451,119,80,37,0,0,2,0,0,0,67.22689075630252,31.092436974789916,0,0,1.680672268907563,0,0,0
E00074452,116,36,77,1,2,0,0,0,0,31.03448275862069,66.37931034482759,0.8620689655172413,1.7241379310344827,0,0,0,0
