OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
W00004706,186,28,41,26,18,7,0,3,3,39,21,15.053763440860216,22.043010752688172,13.978494623655912,9.67741935483871,3.763440860215054,0,1.6129032258064515,1.6129032258064515,20.967741935483872,11.29032258064516
W00004707,144,35,29,12,18,3,2,5,1,21,18,24.305555555555554,20.13888888888889,8.333333333333332,12.5,2.083333333333333,1.3888888888888888,3.4722222222222223,0.6944444444444444,14.583333333333334,12.5
W00004709,104,23,17,11,14,5,0,5,2,14,13,22.115384615384613,16.346153846153847,10.576923076923077,13.461538461538462,4.807692307692308,0,4.807692307692308,1.9230769230769231,13.461538461538462,12.5
W00004710,133,24,24,17,25,7,0,3,2,15,16,18.045112781954884,18.045112781954884,12.781954887218044,18.796992481203006,5.263157894736842,0,2.2556390977443606,1.5037593984962405,11.278195488721805,12.030075187969924
W00004711,138,30,26,11,22,3,3,3,4,19,17,21.73913043478261,18.84057971014493,7.971014492753622,15.942028985507244,2.1739130434782608,2.1739130434782608,2.1739130434782608,2.898550724637681,13.768115942028986,12.318840579710146
W00004712,102,22,22,7,11,2,1,1,3,16,17,21.568627450980394,21.568627450980394,6.862745098039216,10.784313725490197,1.9607843137254901,0.9803921568627451,0.9803921568627451,2.941176470588235,15.686274509803921,16.666666666666664
W00004713,99,20,15,11,20,1,0,1,2,14,15,20.2020202020202,15.151515151515152,11.11111111111111,20.2020202020202,1.0101010101010102,0,1.0101010101010102,2.0202020202020203,14.14141414141414,15.151515151515152
W00004714,139,37,22,15,13,2,0,5,2,21,22,26.618705035971225,15.827338129496402,10.79136690647482,9.352517985611511,1.4388489208633095,0,3.5971223021582732,1.4388489208633095,15.107913669064748,15.827338129496402
W00004715,117,32,12,11,23,2,1,1,3,13,19,27.350427350427353,10.256410256410255,9.401709401709402,19.65811965811966,1.7094017094017095,0.8547008547008548,0.8547008547008548,2.564102564102564,11.11111111111111,16.23931623931624
W00004716,64,13,5,4,8,0,2,1,1,16,14,20.3125,7.8125,6.25,12.5,0,3.125,1.5625,1.5625,25,21.875
W00004717,120,33,9,14,20,2,3,2,2,22,13,27.500000000000004,7.5,11.666666666666666,16.666666666666664,1.6666666666666667,2.5,1.6666666666666667,1.6666666666666667,18.333333333333332,10.833333333333334
W00004718,85,13,13,8,12,0,0,5,2,10,22,15.294117647058824,15.294117647058824,9.411764705882353,14.117647058823529,0,0,5.88235294117647,2.3529411764705883,11.76470588235294,25.882352941176475
W00004719,126,32,13,11,21,5,3,0,2,18,21,25.396825396825395,10.317460317460316,8.73015873015873,16.666666666666664,3.968253968253968,2.380952380952381,0,1.5873015873015872,14.285714285714285,16.666666666666664
W00004720,111,18,7,30,13,6,0,0,0,20,17,16.216216216216218,6.306306306306306,27.027027027027028,11.711711711711711,5.405405405405405,0,0,0,18.01801801801802,15.315315315315313
W00004721,108,19,5,27,10,4,3,1,1,26,12,17.59259259259259,4.62962962962963,25,9.25925925925926,3.7037037037037033,2.7777777777777777,0.9259259259259258,0.9259259259259258,24.074074074074073,11.11111111111111
W00004722,73,11,8,12,8,1,1,1,0,21,10,15.068493150684931,10.95890410958904,16.43835616438356,10.95890410958904,1.36986301369863,1.36986301369863,1.36986301369863,0,28.767123287671232,13.698630136986301
W00004723,93,24,10,12,7,1,1,2,1,22,13,25.806451612903224,10.75268817204301,12.903225806451612,7.526881720430108,1.0752688172043012,1.0752688172043012,2.1505376344086025,1.0752688172043012,23.655913978494624,13.978494623655912
W00004724,174,3,24,28,43,6,1,2,6,47,14,1.7241379310344827,13.793103448275861,16.091954022988507,24.71264367816092,3.4482758620689653,0.5747126436781609,1.1494252873563218,3.4482758620689653,27.011494252873565,8.045977011494253
W00004725,120,13,19,20,30,3,0,3,2,14,16,10.833333333333334,15.833333333333332,16.666666666666664,25,2.5,0,2.5,1.6666666666666667,11.666666666666666,13.333333333333334
W00004726,86,4,6,17,19,3,0,0,1,24,12,4.651162790697675,6.976744186046512,19.767441860465116,22.093023255813954,3.488372093023256,0,0,1.1627906976744187,27.906976744186046,13.953488372093023
W00004728,162,3,24,25,32,11,5,5,3,33,21,1.8518518518518516,14.814814814814813,15.432098765432098,19.753086419753085,6.790123456790123,3.0864197530864197,3.0864197530864197,1.8518518518518516,20.37037037037037,12.962962962962962
W00004729,70,7,8,14,17,5,3,0,0,6,10,10,11.428571428571429,20,24.285714285714285,7.142857142857142,4.285714285714286,0,0,8.571428571428571,14.285714285714285
W00004730,167,14,22,21,34,9,4,5,3,37,18,8.383233532934131,13.17365269461078,12.574850299401197,20.359281437125748,5.389221556886228,2.3952095808383236,2.9940119760479043,1.7964071856287425,22.15568862275449,10.778443113772456
W00004731,136,12,5,27,33,2,2,5,2,36,12,8.823529411764707,3.6764705882352944,19.852941176470587,24.264705882352942,1.4705882352941175,1.4705882352941175,3.6764705882352944,1.4705882352941175,26.47058823529412,8.823529411764707
W00004732,177,11,4,38,32,7,2,5,3,53,22,6.214689265536723,2.2598870056497176,21.468926553672315,18.07909604519774,3.954802259887006,1.1299435028248588,2.824858757062147,1.694915254237288,29.943502824858758,12.429378531073446
W00004733,154,13,1,40,25,5,2,3,2,42,21,8.441558441558442,0.6493506493506493,25.97402597402597,16.233766233766232,3.2467532467532463,1.2987012987012987,1.948051948051948,1.2987012987012987,27.27272727272727,13.636363636363635
W00004735,176,14,5,40,39,5,6,1,3,42,21,7.954545454545454,2.840909090909091,22.727272727272727,22.15909090909091,2.840909090909091,3.4090909090909087,0.5681818181818182,1.7045454545454544,23.863636363636363,11.931818181818182
W00004736,137,3,5,21,22,2,8,2,0,55,19,2.18978102189781,3.64963503649635,15.328467153284672,16.05839416058394,1.4598540145985401,5.839416058394161,1.4598540145985401,0,40.14598540145985,13.86861313868613
W00004737,128,13,3,37,29,5,3,2,0,9,27,10.15625,2.34375,28.90625,22.65625,3.90625,2.34375,1.5625,0,7.03125,21.09375
W00004738,147,14,29,20,16,7,4,6,3,24,24,9.523809523809524,19.727891156462583,13.60544217687075,10.884353741496598,4.761904761904762,2.7210884353741496,4.081632653061225,2.0408163265306123,16.3265306122449,16.3265306122449
W00004739,130,14,24,19,13,5,1,7,5,21,21,10.76923076923077,18.461538461538463,14.615384615384617,10,3.8461538461538463,0.7692307692307693,5.384615384615385,3.8461538461538463,16.153846153846153,16.153846153846153
W00004740,129,12,28,24,9,8,0,3,2,25,18,9.30232558139535,21.705426356589147,18.6046511627907,6.976744186046512,6.2015503875969,0,2.3255813953488373,1.550387596899225,19.379844961240313,13.953488372093023
W00004741,223,11,31,33,25,19,0,6,6,63,29,4.932735426008969,13.901345291479823,14.798206278026907,11.210762331838566,8.520179372197308,0,2.690582959641256,2.690582959641256,28.251121076233183,13.004484304932735
W00004742,131,9,24,30,21,8,4,1,2,17,15,6.870229007633588,18.3206106870229,22.900763358778626,16.030534351145036,6.106870229007633,3.0534351145038165,0.7633587786259541,1.5267175572519083,12.977099236641221,11.450381679389313
W00004743,120,13,32,24,16,5,1,1,0,13,15,10.833333333333334,26.666666666666668,20,13.333333333333334,4.166666666666666,0.8333333333333334,0.8333333333333334,0,10.833333333333334,12.5
W00004744,209,3,43,26,16,13,4,5,1,84,14,1.4354066985645932,20.574162679425836,12.440191387559809,7.655502392344498,6.220095693779904,1.9138755980861244,2.3923444976076556,0.4784688995215311,40.19138755980861,6.698564593301436
W00004745,164,21,24,28,22,7,1,7,1,40,13,12.804878048780488,14.634146341463413,17.073170731707318,13.414634146341465,4.2682926829268295,0.6097560975609756,4.2682926829268295,0.6097560975609756,24.390243902439025,7.926829268292683
W00004746,113,7,21,16,18,4,3,3,2,28,11,6.1946902654867255,18.58407079646018,14.15929203539823,15.929203539823009,3.5398230088495577,2.6548672566371683,2.6548672566371683,1.7699115044247788,24.778761061946902,9.734513274336283
