OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
W00004706,346,96,32,36,13,62,98,9,27.74566473988439,9.248554913294797,10.404624277456648,3.7572254335260116,17.91907514450867,28.32369942196532,2.601156069364162
W00004707,278,89,29,32,20,39,65,4,32.014388489208635,10.431654676258994,11.510791366906476,7.1942446043165464,14.028776978417264,23.381294964028775,1.4388489208633095
W00004709,234,67,24,37,19,28,54,5,28.63247863247863,10.256410256410255,15.81196581196581,8.11965811965812,11.965811965811966,23.076923076923077,2.1367521367521367
W00004710,268,91,20,38,17,30,66,6,33.95522388059701,7.462686567164178,14.17910447761194,6.343283582089552,11.194029850746269,24.62686567164179,2.2388059701492535
W00004711,271,66,29,43,13,43,71,6,24.354243542435423,10.70110701107011,15.867158671586715,4.797047970479705,15.867158671586715,26.199261992619927,2.214022140221402
W00004712,239,84,18,42,18,34,37,6,35.146443514644346,7.531380753138076,17.573221757322173,7.531380753138076,14.225941422594143,15.481171548117153,2.510460251046025
W00004713,236,54,33,50,14,37,45,3,22.88135593220339,13.983050847457626,21.1864406779661,5.932203389830509,15.677966101694915,19.06779661016949,1.2711864406779663
W00004714,263,85,30,36,15,33,57,7,32.31939163498099,11.406844106463879,13.688212927756654,5.7034220532319395,12.547528517110266,21.673003802281368,2.6615969581749046
W00004715,209,57,19,38,13,36,39,7,27.27272727272727,9.090909090909092,18.181818181818183,6.220095693779904,17.22488038277512,18.660287081339714,3.349282296650718
W00004716,183,79,20,23,9,23,24,5,43.169398907103826,10.92896174863388,12.568306010928962,4.918032786885246,12.568306010928962,13.114754098360656,2.73224043715847
W00004717,281,102,29,49,15,40,38,8,36.29893238434164,10.320284697508896,17.437722419928825,5.338078291814947,14.23487544483986,13.523131672597867,2.8469750889679712
W00004718,250,94,28,42,14,25,41,6,37.6,11.200000000000001,16.8,5.6000000000000005,10,16.400000000000002,2.4
W00004719,255,74,18,52,9,45,45,12,29.01960784313726,7.0588235294117645,20.392156862745097,3.5294117647058822,17.647058823529413,17.647058823529413,4.705882352941177
W00004720,215,40,16,28,27,46,53,5,18.6046511627907,7.441860465116279,13.023255813953488,12.558139534883722,21.3953488372093,24.651162790697676,2.3255813953488373
W00004721,253,71,22,33,19,47,52,9,28.063241106719367,8.695652173913043,13.043478260869565,7.5098814229249005,18.57707509881423,20.55335968379447,3.557312252964427
W00004722,174,53,12,15,17,25,38,14,30.45977011494253,6.896551724137931,8.620689655172415,9.770114942528735,14.367816091954023,21.839080459770116,8.045977011494253
W00004723,190,45,26,20,14,37,41,7,23.684210526315788,13.684210526315791,10.526315789473683,7.368421052631578,19.473684210526315,21.578947368421055,3.684210526315789
W00004724,247,23,17,31,17,59,94,6,9.31174089068826,6.882591093117409,12.550607287449392,6.882591093117409,23.88663967611336,38.05668016194332,2.42914979757085
W00004725,241,85,15,29,17,39,51,5,35.26970954356847,6.224066390041494,12.033195020746888,7.053941908713693,16.182572614107883,21.16182572614108,2.0746887966804977
W00004726,157,34,8,22,18,28,42,5,21.656050955414013,5.095541401273886,14.012738853503185,11.464968152866243,17.8343949044586,26.751592356687897,3.1847133757961785
W00004728,260,32,18,50,21,59,80,0,12.307692307692308,6.923076923076923,19.230769230769234,8.076923076923077,22.692307692307693,30.76923076923077,0
W00004729,185,46,22,46,9,20,33,9,24.864864864864867,11.891891891891893,24.864864864864867,4.864864864864865,10.81081081081081,17.83783783783784,4.864864864864865
W00004730,288,59,20,40,15,53,95,6,20.48611111111111,6.944444444444445,13.88888888888889,5.208333333333334,18.40277777777778,32.98611111111111,2.083333333333333
W00004731,245,35,9,32,19,58,92,0,14.285714285714285,3.6734693877551026,13.061224489795919,7.755102040816326,23.6734693877551,37.55102040816327,0
W00004732,314,50,34,43,23,41,116,7,15.92356687898089,10.828025477707007,13.694267515923567,7.32484076433121,13.05732484076433,36.94267515923567,2.229299363057325
W00004733,252,48,18,39,15,42,84,6,19.047619047619047,7.142857142857142,15.476190476190476,5.952380952380952,16.666666666666664,33.33333333333333,2.380952380952381
W00004735,283,36,29,38,14,44,112,10,12.7208480565371,10.247349823321555,13.427561837455832,4.946996466431095,15.547703180212014,39.57597173144876,3.53356890459364
W00004736,304,64,26,28,20,43,116,7,21.052631578947366,8.552631578947368,9.210526315789473,6.578947368421052,14.144736842105262,38.15789473684211,2.302631578947368
W00004737,237,68,28,36,15,29,50,11,28.691983122362867,11.814345991561181,15.18987341772152,6.329113924050633,12.236286919831224,21.09704641350211,4.641350210970464
W00004738,264,74,22,41,19,44,55,9,28.030303030303028,8.333333333333332,15.530303030303031,7.196969696969697,16.666666666666664,20.833333333333336,3.4090909090909087
W00004739,263,55,18,41,18,47,80,4,20.912547528517113,6.844106463878327,15.5893536121673,6.844106463878327,17.870722433460077,30.418250950570343,1.520912547528517
W00004740,234,45,18,45,15,39,64,8,19.230769230769234,7.6923076923076925,19.230769230769234,6.41025641025641,16.666666666666664,27.350427350427353,3.418803418803419
W00004741,340,53,32,50,16,66,119,4,15.588235294117647,9.411764705882353,14.705882352941178,4.705882352941177,19.411764705882355,35,1.1764705882352942
W00004742,229,45,20,36,18,39,66,5,19.65065502183406,8.73362445414847,15.72052401746725,7.860262008733625,17.03056768558952,28.82096069868996,2.1834061135371177
W00004743,228,72,20,30,13,39,48,6,31.57894736842105,8.771929824561402,13.157894736842104,5.701754385964912,17.105263157894736,21.052631578947366,2.631578947368421
W00004744,349,32,15,45,14,80,156,7,9.169054441260744,4.297994269340974,12.893982808022923,4.011461318051576,22.922636103151863,44.69914040114613,2.005730659025788
