OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
E00149034,273,62,25,53,21,42,63,7,22.71062271062271,9.157509157509157,19.413919413919416,7.6923076923076925,15.384615384615385,23.076923076923077,2.564102564102564
E00149035,275,54,27,57,13,49,69,6,19.636363636363637,9.818181818181818,20.727272727272727,4.7272727272727275,17.81818181818182,25.09090909090909,2.181818181818182
E00149036,237,50,15,30,21,33,84,4,21.09704641350211,6.329113924050633,12.658227848101266,8.860759493670885,13.924050632911392,35.44303797468354,1.6877637130801686
E00149037,246,65,25,38,13,33,66,6,26.422764227642276,10.16260162601626,15.447154471544716,5.284552845528456,13.414634146341465,26.82926829268293,2.4390243902439024
E00149038,304,48,26,53,11,49,109,8,15.789473684210526,8.552631578947368,17.434210526315788,3.618421052631579,16.11842105263158,35.85526315789473,2.631578947368421
E00149039,194,48,13,27,10,29,63,4,24.742268041237114,6.701030927835052,13.917525773195877,5.154639175257731,14.948453608247423,32.47422680412371,2.0618556701030926
E00149040,276,32,21,50,11,51,103,8,11.594202898550725,7.608695652173914,18.115942028985508,3.985507246376811,18.478260869565215,37.31884057971014,2.898550724637681
E00149042,237,28,20,40,20,34,88,7,11.814345991561181,8.438818565400844,16.877637130801688,8.438818565400844,14.345991561181433,37.130801687763714,2.9535864978902953
E00149043,290,70,21,44,8,45,78,24,24.137931034482758,7.241379310344828,15.172413793103448,2.7586206896551726,15.517241379310345,26.89655172413793,8.275862068965518
E00149044,254,40,29,47,16,42,73,7,15.748031496062993,11.41732283464567,18.503937007874015,6.299212598425196,16.535433070866144,28.74015748031496,2.7559055118110236
E00149045,254,45,29,40,18,34,72,16,17.716535433070867,11.41732283464567,15.748031496062993,7.086614173228346,13.385826771653544,28.346456692913385,6.299212598425196
E00149046,265,38,16,34,15,58,104,0,14.339622641509434,6.037735849056604,12.830188679245284,5.660377358490567,21.88679245283019,39.24528301886793,0
E00149048,365,32,30,74,11,76,132,10,8.767123287671232,8.21917808219178,20.273972602739725,3.0136986301369864,20.82191780821918,36.16438356164384,2.73972602739726
E00149050,119,13,13,16,9,25,40,3,10.92436974789916,10.92436974789916,13.445378151260504,7.563025210084033,21.008403361344538,33.61344537815126,2.5210084033613445
E00149051,366,65,18,38,22,55,152,16,17.759562841530055,4.918032786885246,10.382513661202186,6.0109289617486334,15.027322404371585,41.53005464480874,4.371584699453552
E00149052,233,61,28,38,18,33,52,3,26.180257510729614,12.017167381974248,16.30901287553648,7.725321888412018,14.163090128755366,22.317596566523605,1.2875536480686696
E00149053,175,22,14,27,8,27,77,0,12.571428571428573,8,15.428571428571427,4.571428571428571,15.428571428571427,44,0
E00149054,235,24,22,40,14,40,91,4,10.212765957446807,9.361702127659575,17.02127659574468,5.957446808510639,17.02127659574468,38.72340425531915,1.702127659574468
E00149055,389,30,20,79,7,61,179,13,7.712082262210797,5.141388174807198,20.308483290488432,1.7994858611825193,15.681233933161954,46.01542416452442,3.3419023136246784
E00149056,258,59,23,49,15,49,58,5,22.868217054263564,8.914728682170542,18.992248062015506,5.813953488372093,18.992248062015506,22.48062015503876,1.937984496124031
E00149057,186,19,11,24,17,35,72,8,10.21505376344086,5.913978494623656,12.903225806451612,9.13978494623656,18.817204301075268,38.70967741935484,4.301075268817205
E00149058,201,37,20,29,13,33,60,9,18.407960199004975,9.950248756218906,14.427860696517413,6.467661691542288,16.417910447761194,29.850746268656714,4.477611940298507
E00149059,231,27,25,37,12,56,68,6,11.688311688311687,10.822510822510822,16.017316017316016,5.194805194805195,24.242424242424242,29.43722943722944,2.5974025974025974
E00149060,101,13,9,15,4,23,37,0,12.871287128712872,8.91089108910891,14.85148514851485,3.9603960396039604,22.772277227722775,36.633663366336634,0
E00149061,404,54,36,51,24,66,161,12,13.366336633663368,8.91089108910891,12.623762376237623,5.9405940594059405,16.33663366336634,39.851485148514854,2.9702970297029703
E00149062,359,49,29,53,18,56,144,10,13.649025069637883,8.07799442896936,14.763231197771587,5.013927576601671,15.598885793871867,40.11142061281337,2.785515320334262
E00149063,343,45,29,37,20,65,142,5,13.119533527696792,8.454810495626822,10.787172011661808,5.830903790087463,18.950437317784257,41.39941690962099,1.4577259475218658
E00149064,101,7,4,15,4,12,58,1,6.9306930693069315,3.9603960396039604,14.85148514851485,3.9603960396039604,11.881188118811881,57.42574257425742,0.9900990099009901
E00149065,198,27,16,27,10,33,75,10,13.636363636363635,8.080808080808081,13.636363636363635,5.05050505050505,16.666666666666664,37.878787878787875,5.05050505050505
E00149066,211,20,19,24,9,36,98,5,9.47867298578199,9.004739336492891,11.374407582938389,4.265402843601896,17.061611374407583,46.44549763033176,2.3696682464454977
E00149067,169,16,12,24,4,24,86,3,9.467455621301776,7.100591715976331,14.201183431952662,2.366863905325444,14.201183431952662,50.887573964497044,1.7751479289940828
E00149068,173,12,17,23,15,26,70,10,6.9364161849710975,9.826589595375722,13.294797687861271,8.670520231213873,15.028901734104046,40.46242774566474,5.780346820809249
E00149069,303,30,23,42,20,59,124,5,9.900990099009901,7.590759075907591,13.861386138613863,6.6006600660066,19.471947194719473,40.92409240924093,1.65016501650165
E00149070,274,30,25,41,23,54,93,8,10.948905109489052,9.124087591240876,14.963503649635038,8.394160583941606,19.708029197080293,33.941605839416056,2.9197080291970803
E00149071,248,37,14,32,11,44,107,3,14.919354838709678,5.64516129032258,12.903225806451612,4.435483870967742,17.741935483870968,43.145161290322584,1.2096774193548387
E00149072,204,27,19,31,11,40,73,3,13.23529411764706,9.313725490196079,15.196078431372548,5.392156862745098,19.607843137254903,35.78431372549019,1.4705882352941175
E00149073,354,49,27,47,15,55,143,18,13.841807909604519,7.627118644067797,13.27683615819209,4.23728813559322,15.53672316384181,40.3954802259887,5.084745762711865
E00149074,349,37,37,47,18,53,150,7,10.601719197707736,10.601719197707736,13.46704871060172,5.157593123209169,15.18624641833811,42.97994269340974,2.005730659025788
E00149075,265,41,28,44,19,46,83,4,15.471698113207546,10.566037735849058,16.60377358490566,7.169811320754717,17.358490566037734,31.32075471698113,1.509433962264151
E00149076,247,25,20,35,6,35,121,5,10.121457489878543,8.097165991902834,14.17004048582996,2.42914979757085,14.17004048582996,48.987854251012145,2.0242914979757085
E00149077,287,69,16,53,8,34,96,11,24.041811846689896,5.574912891986063,18.466898954703833,2.7874564459930316,11.846689895470384,33.44947735191638,3.8327526132404177
E00149078,224,21,22,32,17,42,84,6,9.375,9.821428571428571,14.285714285714285,7.5892857142857135,18.75,37.5,2.6785714285714284
E00149079,228,26,19,41,13,46,79,4,11.403508771929824,8.333333333333332,17.982456140350877,5.701754385964912,20.175438596491226,34.64912280701755,1.7543859649122806
E00149080,217,38,25,33,12,40,60,9,17.51152073732719,11.52073732718894,15.207373271889402,5.529953917050691,18.433179723502306,27.64976958525346,4.147465437788019
E00149081,215,15,18,34,9,41,93,5,6.976744186046512,8.372093023255815,15.813953488372093,4.186046511627907,19.069767441860467,43.25581395348837,2.3255813953488373
E00149082,229,29,23,31,13,45,83,5,12.663755458515283,10.043668122270741,13.537117903930133,5.676855895196507,19.65065502183406,36.24454148471616,2.1834061135371177
