OA,ts0210001,ts0210002,ts0210003,ts0210004,ts0210005,ts0210006,ts0210007,ts0210008,ts0210009,ts0210010,ts0210011,ts0210012,ts0210013,ts0210014,ts0210015,ts0210016,ts0210017,ts0210018,ts0210019,ts0210020,ts0210021,ts0210022,ts0210023,ts0210024,ts0210025,ts0210002_PCT,ts0210003_PCT,ts0210004_PCT,ts0210005_PCT,ts0210006_PCT,ts0210007_PCT,ts0210008_PCT,ts0210009_PCT,ts0210010_PCT,ts0210011_PCT,ts0210012_PCT,ts0210013_PCT,ts0210014_PCT,ts0210015_PCT,ts0210016_PCT,ts0210017_PCT,ts0210018_PCT,ts0210019_PCT,ts0210020_PCT,ts0210021_PCT,ts0210022_PCT,ts0210023_PCT,ts0210024_PCT,ts0210025_PCT
W00001336,284,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,281,281,0,0,0,0,0,0,0,1.056338028169014,0,1.056338028169014,0,0,0,0,0,0,0,0,0,0,0,0,98.94366197183099,98.94366197183099,0,0,0,0,0,0,0
W00001337,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,309,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,98.7220447284345,0,0,0,1.2779552715654952,0,0,0
W00001338,304,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,303,296,0,0,0,7,0,0,0,0.3289473684210526,0,0,0.3289473684210526,0,0,0,0,0,0,0,0,0,0,0,99.67105263157895,97.36842105263158,0,0,0,2.302631578947368,0,0,0
W00001339,262,1,0,0,0,0,1,1,0,1,0,2,0,0,2,0,257,248,0,4,0,5,1,0,1,0.38167938931297707,0,0,0,0,0.38167938931297707,0.38167938931297707,0,0.38167938931297707,0,0.7633587786259541,0,0,0.7633587786259541,0,98.09160305343512,94.65648854961832,0,1.5267175572519083,0,1.9083969465648856,0.38167938931297707,0,0.38167938931297707
W00001340,305,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,304,301,0,0,0,3,0,0,0,0.32786885245901637,0,0,0.32786885245901637,0,0,0,0,0,0,0,0,0,0,0,99.672131147541,98.68852459016394,0,0,0,0.9836065573770493,0,0,0
W00001341,239,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,238,232,1,0,0,5,0,0,0,0.41841004184100417,0,0,0,0,0.41841004184100417,0,0,0,0,0,0,0,0,0,99.581589958159,97.07112970711297,0.41841004184100417,0,0,2.092050209205021,0,0,0
W00001342,327,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,324,313,1,0,0,10,1,0,1,0,0,0,0,0,0,0.3058103975535168,0,0,0.3058103975535168,0.3058103975535168,0,0,0,0.3058103975535168,99.08256880733946,95.71865443425077,0.3058103975535168,0,0,3.058103975535168,0.3058103975535168,0,0.3058103975535168
W00001343,273,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272,270,2,0,0,0,0,0,0,0.3663003663003663,0,0,0,0,0.3663003663003663,0,0,0,0,0,0,0,0,0,99.633699633699635,98.9010989010989,0.7326007326007326,0,0,0,0,0,0
W00001344,305,3,0,2,0,1,0,0,0,0,0,6,4,0,0,2,296,290,1,0,0,5,0,0,0,0.9836065573770493,0,0.6557377049180327,0,0.32786885245901637,0,0,0,0,0,1.9672131147540985,1.3114754098360655,0,0,0.6557377049180327,97.04918032786885,95.08196721311475,0.32786885245901637,0,0,1.639344262295082,0,0,0
W00001345,288,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,283,274,0,0,0,9,1,0,1,1.3888888888888888,0,0,1.0416666666666665,0,0.3472222222222222,0,0,0,0,0,0,0,0,0,98.26388888888889,95.13888888888889,0,0,0,3.125,0.3472222222222222,0,0.3472222222222222
