OA,ts0110001,ts0110002,ts0110003,ts0110004,ts0110005,ts0110006,ts0110002_PCT,ts0110003_PCT,ts0110004_PCT,ts0110005_PCT,ts0110006_PCT
W00001535,193,85,68,29,10,1,44.04145077720207,35.233160621761655,15.025906735751295,5.181347150259067,0.5181347150259068
W00001536,122,51,44,23,3,1,41.80327868852459,36.0655737704918,18.852459016393443,2.459016393442623,0.819672131147541
W00001537,79,33,30,11,5,0,41.77215189873418,37.9746835443038,13.924050632911392,6.329113924050633,0
W00001538,152,58,59,32,3,0,38.15789473684211,38.81578947368421,21.052631578947366,1.9736842105263157,0
W00001539,114,42,44,23,5,0,36.84210526315789,38.59649122807017,20.175438596491226,4.385964912280701,0
W00001540,147,51,57,29,9,1,34.69387755102041,38.775510204081634,19.727891156462583,6.122448979591836,0.6802721088435374
W00001541,71,19,27,21,4,0,26.76056338028169,38.028169014084504,29.577464788732392,5.633802816901409,0
W00001592,112,24,35,45,8,0,21.428571428571427,31.25,40.17857142857143,7.142857142857142,0
W00001593,89,38,31,16,4,0,42.69662921348314,34.831460674157306,17.97752808988764,4.49438202247191,0
W00001594,109,31,50,25,2,1,28.440366972477065,45.87155963302752,22.93577981651376,1.834862385321101,0.9174311926605505
W00001595,139,61,50,22,6,0,43.884892086330936,35.97122302158273,15.827338129496402,4.316546762589928,0
W00001596,129,58,51,16,4,0,44.96124031007752,39.53488372093023,12.4031007751938,3.10077519379845,0
W00001597,101,34,42,16,8,1,33.663366336633665,41.584158415841586,15.841584158415841,7.920792079207921,0.9900990099009901
W00001813,53,33,16,4,0,0,62.264150943396224,30.18867924528302,7.547169811320755,0,0
W00001815,92,60,24,7,1,0,65.21739130434783,26.08695652173913,7.608695652173914,1.0869565217391304,0
W00001816,144,82,47,13,2,0,56.94444444444444,32.63888888888889,9.027777777777777,1.3888888888888888,0
W00001817,140,48,56,34,2,0,34.285714285714285,40,24.285714285714285,1.4285714285714286,0
W00001818,98,51,33,12,2,0,52.04081632653062,33.6734693877551,12.244897959183673,2.0408163265306123,0
W00010018,129,54,43,22,10,0,41.86046511627907,33.33333333333333,17.05426356589147,7.751937984496124,0
W00010021,127,68,39,18,2,0,53.54330708661418,30.708661417322837,14.173228346456693,1.574803149606299,0
W00001642,130,54,44,24,8,0,41.53846153846154,33.84615384615385,18.461538461538463,6.153846153846154,0
W00001643,174,101,59,12,2,0,58.04597701149425,33.90804597701149,6.896551724137931,1.1494252873563218,0
W00001644,143,67,50,20,6,0,46.85314685314685,34.96503496503497,13.986013986013987,4.195804195804196,0
W00001645,125,31,47,36,11,0,24.8,37.6,28.799999999999997,8.799999999999999,0
W00001646,126,61,41,16,7,1,48.41269841269841,32.53968253968254,12.698412698412698,5.555555555555555,0.7936507936507936
W00001647,141,81,53,7,0,0,57.446808510638306,37.5886524822695,4.964539007092199,0,0
W00001648,156,74,53,21,8,0,47.43589743589743,33.97435897435898,13.461538461538462,5.128205128205128,0
W00001716,103,51,33,18,1,0,49.51456310679612,32.038834951456316,17.475728155339805,0.9708737864077669,0
W00001717,196,76,78,35,7,0,38.775510204081634,39.795918367346935,17.857142857142858,3.571428571428571,0
W00001718,101,62,26,9,3,1,61.386138613861384,25.742574257425744,8.91089108910891,2.9702970297029703,0.9900990099009901
W00001719,92,29,29,25,9,0,31.521739130434785,31.521739130434785,27.173913043478258,9.782608695652174,0
W00001720,104,36,31,26,10,1,34.61538461538461,29.807692307692307,25,9.615384615384617,0.9615384615384616
W00001721,105,33,38,22,12,0,31.428571428571427,36.19047619047619,20.952380952380953,11.428571428571429,0
W00001722,85,34,32,14,5,0,40,37.64705882352941,16.470588235294116,5.88235294117647,0
W00001824,158,103,44,11,0,0,65.18987341772153,27.848101265822784,6.962025316455696,0,0
W00001825,85,43,34,6,2,0,50.588235294117645,40,7.0588235294117645,2.3529411764705883,0
W00001826,90,48,33,8,1,0,53.333333333333336,36.666666666666664,8.88888888888889,1.1111111111111112,0
W00001827,119,64,43,9,3,0,53.78151260504202,36.134453781512605,7.563025210084033,2.5210084033613445,0
W00001828,142,75,50,14,3,0,52.816901408450704,35.2112676056338,9.859154929577464,2.112676056338028,0
W00001829,118,71,32,12,3,0,60.16949152542372,27.11864406779661,10.16949152542373,2.5423728813559325,0
W00001830,112,51,40,19,2,0,45.535714285714285,35.714285714285715,16.964285714285715,1.7857142857142856,0
W00001831,143,72,45,24,2,0,50.349650349650354,31.46853146853147,16.783216783216783,1.3986013986013985,0
W00001356,178,82,61,31,4,0,46.06741573033708,34.26966292134831,17.415730337078653,2.247191011235955,0
W00001357,123,40,39,36,8,0,32.52032520325203,31.70731707317073,29.268292682926827,6.504065040650407,0
W00001358,117,57,40,15,5,0,48.717948717948715,34.18803418803419,12.82051282051282,4.273504273504273,0
W00001359,88,43,24,16,5,0,48.86363636363637,27.27272727272727,18.181818181818183,5.681818181818182,0
W00001360,166,79,59,24,4,0,47.59036144578313,35.54216867469879,14.457831325301203,2.4096385542168677,0
W00001361,112,49,49,11,3,0,43.75,43.75,9.821428571428571,2.6785714285714284,0
W00001362,184,88,62,28,5,1,47.82608695652174,33.69565217391305,15.217391304347828,2.717391304347826,0.5434782608695652
W00001363,120,38,38,36,8,0,31.666666666666664,31.666666666666664,30,6.666666666666667,0
W00001364,122,51,46,15,10,0,41.80327868852459,37.704918032786885,12.295081967213115,8.19672131147541,0
W00001365,115,44,50,20,1,0,38.26086956521739,43.47826086956522,17.391304347826086,0.8695652173913043,0
