OA,ts0250001,ts0250002,ts0250003,ts0250004,ts0250005,ts0250002_PCT,ts0250003_PCT,ts0250004_PCT,ts0250005_PCT
W00001336,124,123,1,0,0,99.19354838709677,0.8064516129032258,0,0
W00001337,131,127,4,0,0,96.94656488549617,3.0534351145038165,0,0
W00001338,126,123,3,0,0,97.61904761904762,2.380952380952381,0,0
W00001339,126,123,1,0,2,97.61904761904762,0.7936507936507936,0,1.5873015873015872
W00001340,132,132,0,0,0,100,0,0,0
W00001341,117,115,2,0,0,98.29059829059828,1.7094017094017095,0,0
W00001342,131,129,0,0,2,98.47328244274809,0,0,1.5267175572519083
W00001343,127,127,0,0,0,100,0,0,0
W00001344,130,128,1,1,0,98.46153846153847,0.7692307692307693,0.7692307692307693,0
W00001345,123,118,3,2,0,95.9349593495935,2.4390243902439024,1.6260162601626018,0
W00001346,112,108,1,1,2,96.42857142857143,0.8928571428571428,0.8928571428571428,1.7857142857142856
W00001347,132,130,1,1,0,98.48484848484848,0.7575757575757576,0.7575757575757576,0
W00001348,110,109,0,0,1,99.0909090909091,0,0,0.9090909090909091
W00001349,158,150,4,3,1,94.9367088607595,2.5316455696202533,1.89873417721519,0.6329113924050633
W00001350,116,114,0,1,1,98.27586206896551,0,0.8620689655172413,0.8620689655172413
W00001351,116,111,1,2,2,95.6896551724138,0.8620689655172413,1.7241379310344827,1.7241379310344827
W00001352,116,111,2,2,1,95.6896551724138,1.7241379310344827,1.7241379310344827,0.8620689655172413
W00001353,135,132,1,0,2,97.77777777777777,0.7407407407407408,0,1.4814814814814816
W00001354,121,120,0,0,1,99.17355371900827,0,0,0.8264462809917356
W00001355,121,121,0,0,0,100,0,0,0
W00001356,178,177,0,0,1,99.43820224719101,0,0,0.5617977528089888
W00001357,123,119,0,1,3,96.7479674796748,0,0.8130081300813009,2.4390243902439024
W00001358,116,114,2,0,0,98.27586206896551,1.7241379310344827,0,0
W00001359,88,83,1,0,4,94.31818181818183,1.1363636363636365,0,4.545454545454546
W00001360,166,150,3,2,11,90.36144578313254,1.8072289156626504,1.2048192771084338,6.626506024096386
W00001361,112,112,0,0,0,100,0,0,0
W00001362,184,158,4,1,21,85.86956521739131,2.1739130434782608,0.5434782608695652,11.41304347826087
W00001363,122,116,2,1,3,95.08196721311475,1.639344262295082,0.819672131147541,2.459016393442623
W00001364,122,118,0,1,3,96.72131147540983,0,0.819672131147541,2.459016393442623
