OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
E00127867,157,42,23,19,108,19,47,16,19,12,25,16,8,1,17,11,6,0,0,7,3,4,26.751592356687897,14.64968152866242,12.101910828025478,68.78980891719745,12.101910828025478,29.936305732484076,10.191082802547772,12.101910828025478,7.643312101910828,15.92356687898089,10.191082802547772,5.095541401273886,0.6369426751592357,10.828025477707007,7.006369426751593,3.821656050955414,0,0,4.45859872611465,1.910828025477707,2.547770700636943
E00127873,117,26,13,13,86,15,49,20,21,8,15,7,7,1,7,4,3,0,0,5,2,3,22.22222222222222,11.11111111111111,11.11111111111111,73.50427350427351,12.82051282051282,41.88034188034188,17.094017094017094,17.94871794871795,6.837606837606838,12.82051282051282,5.982905982905983,5.982905982905983,0.8547008547008548,5.982905982905983,3.418803418803419,2.564102564102564,0,0,4.273504273504273,1.7094017094017095,2.564102564102564
E00127876,130,24,15,9,99,21,49,18,21,10,16,8,8,0,13,7,6,0,0,7,3,4,18.461538461538463,11.538461538461538,6.923076923076923,76.15384615384615,16.153846153846153,37.69230769230769,13.846153846153847,16.153846153846153,7.6923076923076925,12.307692307692308,6.153846153846154,6.153846153846154,0,10,5.384615384615385,4.615384615384616,0,0,5.384615384615385,2.307692307692308,3.076923076923077
E00127878,123,23,14,9,98,13,44,18,19,7,30,12,16,2,9,5,4,2,2,2,0,2,18.69918699186992,11.38211382113821,7.317073170731707,79.67479674796748,10.569105691056912,35.77235772357724,14.634146341463413,15.447154471544716,5.691056910569105,24.390243902439025,9.75609756097561,13.008130081300814,1.6260162601626018,7.317073170731707,4.0650406504065035,3.2520325203252036,1.6260162601626018,1.6260162601626018,1.6260162601626018,0,1.6260162601626018
E00127864,125,28,11,17,92,6,35,17,11,7,18,7,10,1,33,20,13,0,0,5,1,4,22.400000000000002,8.799999999999999,13.600000000000001,73.6,4.8,28.000000000000004,13.600000000000001,8.799999999999999,5.6000000000000005,14.399999999999999,5.6000000000000005,8,0.8,26.400000000000002,16,10.4,0,0,4,0.8,3.2
E00127865,114,37,12,25,77,5,38,15,19,4,20,9,10,1,14,10,4,0,0,0,0,0,32.45614035087719,10.526315789473683,21.929824561403507,67.54385964912281,4.385964912280701,33.33333333333333,13.157894736842104,16.666666666666664,3.508771929824561,17.543859649122805,7.894736842105263,8.771929824561402,0.8771929824561403,12.280701754385964,8.771929824561402,3.508771929824561,0,0,0,0,0
E00127871,158,36,13,23,111,7,43,12,19,12,25,7,16,2,36,27,9,0,0,11,5,6,22.78481012658228,8.227848101265822,14.556962025316455,70.25316455696202,4.430379746835443,27.21518987341772,7.59493670886076,12.025316455696203,7.59493670886076,15.822784810126583,4.430379746835443,10.126582278481013,1.2658227848101267,22.78481012658228,17.088607594936708,5.69620253164557,0,0,6.962025316455696,3.1645569620253164,3.79746835443038
E00127872,113,48,13,35,63,6,19,11,7,1,26,14,11,1,12,12,0,0,0,2,0,2,42.47787610619469,11.504424778761061,30.973451327433626,55.75221238938053,5.3097345132743365,16.8141592920354,9.734513274336283,6.1946902654867255,0.8849557522123894,23.008849557522122,12.389380530973451,9.734513274336283,0.8849557522123894,10.619469026548673,10.619469026548673,0,0,0,1.7699115044247788,0,1.7699115044247788
E00127877,150,51,24,27,95,11,51,22,18,11,19,8,7,4,14,6,8,0,0,4,2,2,34,16,18,63.33333333333333,7.333333333333333,34,14.666666666666666,12,7.333333333333333,12.666666666666668,5.333333333333334,4.666666666666667,2.666666666666667,9.333333333333334,4,5.333333333333334,0,0,2.666666666666667,1.3333333333333335,1.3333333333333335
E00127863,146,40,21,19,101,13,42,17,14,11,22,7,11,4,24,9,15,0,0,5,4,1,27.397260273972602,14.383561643835616,13.013698630136986,69.17808219178082,8.904109589041095,28.767123287671232,11.643835616438356,9.58904109589041,7.534246575342466,15.068493150684931,4.794520547945205,7.534246575342466,2.73972602739726,16.43835616438356,6.164383561643835,10.273972602739725,0,0,3.4246575342465753,2.73972602739726,0.684931506849315
