OA,ts0210001,ts0210002,ts0210003,ts0210004,ts0210005,ts0210006,ts0210007,ts0210008,ts0210009,ts0210010,ts0210011,ts0210012,ts0210013,ts0210014,ts0210015,ts0210016,ts0210017,ts0210018,ts0210019,ts0210020,ts0210021,ts0210022,ts0210023,ts0210024,ts0210025,ts0210002_PCT,ts0210003_PCT,ts0210004_PCT,ts0210005_PCT,ts0210006_PCT,ts0210007_PCT,ts0210008_PCT,ts0210009_PCT,ts0210010_PCT,ts0210011_PCT,ts0210012_PCT,ts0210013_PCT,ts0210014_PCT,ts0210015_PCT,ts0210016_PCT,ts0210017_PCT,ts0210018_PCT,ts0210019_PCT,ts0210020_PCT,ts0210021_PCT,ts0210022_PCT,ts0210023_PCT,ts0210024_PCT,ts0210025_PCT
E00161607,296,2,0,0,0,0,2,0,0,0,0,4,1,0,1,2,290,273,2,0,0,15,0,0,0,0.6756756756756757,0,0,0,0,0.6756756756756757,0,0,0,0,1.3513513513513513,0.33783783783783783,0,0.33783783783783783,0.6756756756756757,97.97297297297297,92.22972972972973,0.6756756756756757,0,0,5.0675675675675675,0,0,0
E00161608,256,1,0,1,0,0,0,3,3,0,0,4,2,0,0,2,248,237,1,0,0,10,0,0,0,0.390625,0,0.390625,0,0,0,1.171875,1.171875,0,0,1.5625,0.78125,0,0,0.78125,96.875,92.578125,0.390625,0,0,3.90625,0,0,0
E00161609,326,1,0,0,1,0,0,0,0,0,0,5,2,3,0,0,319,303,2,0,0,14,1,0,1,0.3067484662576687,0,0,0.3067484662576687,0,0,0,0,0,0,1.5337423312883436,0.6134969325153374,0.9202453987730062,0,0,97.85276073619632,92.94478527607362,0.6134969325153374,0,0,4.294478527607362,0.3067484662576687,0,0.3067484662576687
E00161611,320,17,0,2,6,0,9,0,0,0,0,2,0,0,0,2,295,277,2,0,0,16,6,0,6,5.3125,0,0.625,1.875,0,2.8125,0,0,0,0,0.625,0,0,0,0.625,92.1875,86.5625,0.625,0,0,5,1.875,0,1.875
E00161612,406,1,0,0,0,0,1,1,1,0,0,4,1,1,2,0,400,376,9,0,0,15,0,0,0,0.24630541871921183,0,0,0,0,0.24630541871921183,0.24630541871921183,0.24630541871921183,0,0,0.9852216748768473,0.24630541871921183,0.24630541871921183,0.49261083743842365,0,98.52216748768473,92.61083743842364,2.2167487684729066,0,0,3.6945812807881775,0,0,0
E00161613,331,7,0,0,5,0,2,0,0,0,0,7,6,0,0,1,316,296,7,1,0,12,1,1,0,2.1148036253776437,0,0,1.5105740181268883,0,0.6042296072507553,0,0,0,0,2.1148036253776437,1.812688821752266,0,0,0.3021148036253776,95.46827794561933,89.42598187311178,2.1148036253776437,0.3021148036253776,0,3.625377643504532,0.3021148036253776,0.3021148036253776,0
E00161614,459,1,0,0,0,0,1,1,1,0,0,7,1,0,1,5,449,419,7,0,0,23,1,0,1,0.2178649237472767,0,0,0,0,0.2178649237472767,0.2178649237472767,0.2178649237472767,0,0,1.5250544662309369,0.2178649237472767,0,0.2178649237472767,1.0893246187363834,97.82135076252723,91.28540305010894,1.5250544662309369,0,0,5.010893246187364,0.2178649237472767,0,0.2178649237472767
E00161615,376,6,0,3,2,0,1,0,0,0,0,1,1,0,0,0,365,331,12,0,0,22,4,0,4,1.5957446808510638,0,0.7978723404255319,0.5319148936170213,0,0.26595744680851063,0,0,0,0,0.26595744680851063,0.26595744680851063,0,0,0,97.07446808510637,88.03191489361703,3.1914893617021276,0,0,5.851063829787234,1.0638297872340425,0,1.0638297872340425
E00161616,331,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,328,302,10,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906344410876133,0,0.3021148036253776,0,0.6042296072507553,99.09365558912387,91.23867069486404,3.0211480362537766,0.3021148036253776,0,4.531722054380665,0,0,0
E00161617,328,0,0,0,0,0,0,5,3,2,0,6,1,2,2,1,317,295,1,5,0,16,0,0,0,0,0,0,0,0,0,1.524390243902439,0.9146341463414633,0.6097560975609756,0,1.8292682926829267,0.3048780487804878,0.6097560975609756,0.6097560975609756,0.3048780487804878,96.64634146341463,89.9390243902439,0.3048780487804878,1.524390243902439,0,4.878048780487805,0,0,0
