OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
E00084749,178,53,20,33,120,29,52,13,34,5,23,13,10,0,15,12,3,1,1,5,4,1,29.775280898876407,11.235955056179774,18.53932584269663,67.41573033707866,16.292134831460675,29.213483146067414,7.303370786516854,19.101123595505616,2.8089887640449436,12.921348314606742,7.303370786516854,5.617977528089887,0,8.426966292134832,6.741573033707865,1.6853932584269662,0.5617977528089888,0.5617977528089888,2.8089887640449436,2.247191011235955,0.5617977528089888
E00084757,140,33,19,14,98,19,52,19,25,8,17,14,3,0,10,4,6,0,0,9,3,6,23.57142857142857,13.571428571428571,10,70,13.571428571428571,37.142857142857146,13.571428571428571,17.857142857142858,5.714285714285714,12.142857142857142,10,2.142857142857143,0,7.142857142857142,2.857142857142857,4.285714285714286,0,0,6.428571428571428,2.142857142857143,4.285714285714286
E00084759,136,33,19,14,101,16,61,24,29,8,14,5,8,1,10,3,7,0,0,2,0,2,24.264705882352942,13.970588235294118,10.294117647058822,74.26470588235294,11.76470588235294,44.85294117647059,17.647058823529413,21.323529411764707,5.88235294117647,10.294117647058822,3.6764705882352944,5.88235294117647,0.7352941176470588,7.352941176470589,2.2058823529411766,5.147058823529411,0,0,1.4705882352941175,0,1.4705882352941175
E00084760,135,44,23,21,86,14,44,17,18,9,14,7,5,2,13,10,3,1,1,5,2,3,32.592592592592595,17.037037037037038,15.555555555555555,63.70370370370371,10.37037037037037,32.592592592592595,12.592592592592592,13.333333333333334,6.666666666666667,10.37037037037037,5.185185185185185,3.7037037037037033,1.4814814814814816,9.62962962962963,7.4074074074074066,2.2222222222222223,0.7407407407407408,0.7407407407407408,3.7037037037037033,1.4814814814814816,2.2222222222222223
E00084762,143,48,24,24,94,22,40,13,21,6,21,12,8,1,10,8,2,1,1,1,0,1,33.56643356643357,16.783216783216783,16.783216783216783,65.73426573426573,15.384615384615385,27.972027972027973,9.090909090909092,14.685314685314685,4.195804195804196,14.685314685314685,8.391608391608392,5.594405594405594,0.6993006993006993,6.993006993006993,5.594405594405594,1.3986013986013985,0.6993006993006993,0.6993006993006993,0.6993006993006993,0,0.6993006993006993
E00084738,62,15,8,7,45,6,28,13,8,7,7,5,2,0,4,3,1,0,0,2,1,1,24.193548387096776,12.903225806451612,11.29032258064516,72.58064516129032,9.67741935483871,45.16129032258064,20.967741935483872,12.903225806451612,11.29032258064516,11.29032258064516,8.064516129032258,3.225806451612903,0,6.451612903225806,4.838709677419355,1.6129032258064515,0,0,3.225806451612903,1.6129032258064515,1.6129032258064515
E00084748,198,102,49,53,94,18,40,15,21,4,21,15,6,0,14,7,7,1,1,2,1,1,51.515151515151516,24.747474747474747,26.767676767676768,47.474747474747474,9.090909090909092,20.2020202020202,7.575757575757576,10.606060606060606,2.0202020202020203,10.606060606060606,7.575757575757576,3.0303030303030303,0,7.07070707070707,3.535353535353535,3.535353535353535,0.5050505050505051,0.5050505050505051,1.0101010101010102,0.5050505050505051,0.5050505050505051
E00084750,149,78,45,33,62,20,27,16,11,0,9,7,2,0,6,6,0,0,0,9,2,7,52.348993288590606,30.201342281879196,22.14765100671141,41.61073825503356,13.422818791946309,18.120805369127517,10.738255033557047,7.38255033557047,0,6.0402684563758395,4.697986577181208,1.342281879194631,0,4.026845637583892,4.026845637583892,0,0,0,6.0402684563758395,1.342281879194631,4.697986577181208
E00084754,152,37,15,22,111,25,55,15,26,14,17,12,5,0,13,11,2,1,1,4,2,2,24.342105263157894,9.868421052631579,14.473684210526317,73.02631578947368,16.447368421052634,36.18421052631579,9.868421052631579,17.105263157894736,9.210526315789473,11.18421052631579,7.894736842105263,3.289473684210526,0,8.552631578947368,7.236842105263158,1.3157894736842104,0.6578947368421052,0.6578947368421052,2.631578947368421,1.3157894736842104,1.3157894736842104
E00084755,137,37,22,15,95,17,51,15,30,6,16,12,4,0,11,5,6,0,0,5,2,3,27.00729927007299,16.05839416058394,10.948905109489052,69.34306569343066,12.408759124087592,37.22627737226277,10.948905109489052,21.897810218978105,4.37956204379562,11.678832116788321,8.75912408759124,2.9197080291970803,0,8.02919708029197,3.64963503649635,4.37956204379562,0,0,3.64963503649635,1.4598540145985401,2.18978102189781
