OA,ts0680001,ts0680002,ts0680003,ts0680002_PCT,ts0680003_PCT
E00078837,326,70,256,21.472392638036812,78.52760736196319
E00078838,349,60,289,17.191977077363894,82.8080229226361
E00078839,356,85,271,23.876404494382022,76.12359550561798
E00078840,181,27,154,14.917127071823206,85.0828729281768
E00078841,250,43,207,17.2,82.8
E00078842,428,94,334,21.962616822429908,78.03738317757009
E00078843,422,93,329,22.03791469194313,77.96208530805687
E00078844,348,81,267,23.275862068965516,76.72413793103449
E00078845,141,33,108,23.404255319148938,76.59574468085107
E00078846,257,51,206,19.844357976653697,80.1556420233463
E00078847,307,65,242,21.172638436482085,78.82736156351791
E00078848,377,109,268,28.912466843501328,71.08753315649867
E00078849,155,6,149,3.870967741935484,96.12903225806451
E00078850,376,101,275,26.861702127659576,73.13829787234043
E00078851,317,80,237,25.236593059936908,74.76340694006309
E00078852,298,69,229,23.154362416107382,76.84563758389261
E00078853,316,85,231,26.89873417721519,73.10126582278481
E00078854,274,68,206,24.817518248175183,75.18248175182481
E00078855,208,55,153,26.442307692307693,73.5576923076923
E00078856,384,120,264,31.25,68.75
E00078857,233,40,193,17.167381974248926,82.83261802575107
E00078858,419,130,289,31.026252983293556,68.97374701670644
E00078859,228,61,167,26.75438596491228,73.24561403508771
E00078860,233,38,195,16.30901287553648,83.69098712446352
E00078861,280,52,228,18.571428571428573,81.42857142857143
E00078862,316,73,243,23.10126582278481,76.89873417721519
E00078863,255,62,193,24.313725490196077,75.68627450980392
E00078864,241,54,187,22.40663900414938,77.59336099585063
E00078865,330,94,236,28.484848484848484,71.51515151515152
E00078866,265,44,221,16.60377358490566,83.39622641509435
E00078867,362,98,264,27.071823204419886,72.92817679558011
E00078868,367,44,323,11.989100817438691,88.0108991825613
E00078869,396,120,276,30.303030303030305,69.6969696969697
E00078870,345,92,253,26.666666666666668,73.33333333333333
E00078871,284,67,217,23.591549295774648,76.40845070422534
E00078872,386,76,310,19.689119170984455,80.31088082901555
E00078873,458,96,362,20.96069868995633,79.03930131004367
E00078874,319,36,283,11.285266457680251,88.71473354231975
E00078875,454,89,365,19.60352422907489,80.39647577092511
E00078876,317,55,262,17.350157728706623,82.64984227129337
E00078877,371,91,280,24.528301886792452,75.47169811320755
