OA,ts0660001,ts0660002,ts0660003,ts0660004,ts0660005,ts0660006,ts0660007,ts0660008,ts0660009,ts0660010,ts0660011,ts0660012,ts0660013,ts0660014,ts0660015,ts0660016,ts0660017,ts0660018,ts0660019,ts0660020,ts0660021,ts0660022,ts0660023,ts0660024,ts0660025,ts0660026,ts0660027,ts0660028,ts0660029,ts0660030,ts0660031,ts0660002_PCT,ts0660003_PCT,ts0660004_PCT,ts0660005_PCT,ts0660006_PCT,ts0660007_PCT,ts0660008_PCT,ts0660009_PCT,ts0660010_PCT,ts0660011_PCT,ts0660012_PCT,ts0660013_PCT,ts0660014_PCT,ts0660015_PCT,ts0660016_PCT,ts0660017_PCT,ts0660018_PCT,ts0660019_PCT,ts0660020_PCT,ts0660021_PCT,ts0660022_PCT,ts0660023_PCT,ts0660024_PCT,ts0660025_PCT,ts0660026_PCT,ts0660027_PCT,ts0660028_PCT,ts0660029_PCT,ts0660030_PCT,ts0660031_PCT,RGN23NM
E00164377,233,123,119,101,24,77,0,0,0,18,5,13,4,3,1,1,1,0,0,0,0,0,0,0,2,107,89,4,6,4,4,52.78969957081545,51.072961373390555,43.34763948497854,10.300429184549357,33.047210300429185,0,0,0,7.725321888412018,2.1459227467811157,5.579399141630901,1.7167381974248928,1.2875536480686696,0.4291845493562232,0.4291845493562232,0.4291845493562232,0,0,0,0,0,0,0,0.8583690987124464,45.92274678111588,38.197424892703864,1.7167381974248928,2.575107296137339,1.7167381974248928,1.7167381974248928,West Midlands
E00164378,238,100,100,78,14,64,3,2,1,19,12,7,0,1,1,1,1,0,0,0,0,0,0,0,0,137,121,2,4,6,4,42.016806722689076,42.016806722689076,32.773109243697476,5.88235294117647,26.89075630252101,1.2605042016806722,0.8403361344537815,0.42016806722689076,7.9831932773109235,5.042016806722689,2.941176470588235,0,0.42016806722689076,0.42016806722689076,0.42016806722689076,0.42016806722689076,0,0,0,0,0,0,0,0,57.56302521008403,50.84033613445378,0.8403361344537815,1.680672268907563,2.5210084033613445,1.680672268907563,West Midlands
E00164379,239,138,134,112,22,90,3,0,3,19,7,12,4,1,1,1,1,0,0,0,0,0,0,0,0,100,83,3,5,3,6,57.74058577405857,56.06694560669456,46.86192468619247,9.205020920502092,37.65690376569037,1.2552301255230125,0,1.2552301255230125,7.949790794979079,2.928870292887029,5.02092050209205,1.6736401673640167,0.41841004184100417,0.41841004184100417,0.41841004184100417,0.41841004184100417,0,0,0,0,0,0,0,0,41.84100418410041,34.72803347280335,1.2552301255230125,2.092050209205021,1.2552301255230125,2.510460251046025,West Midlands
E00164381,207,85,85,76,16,60,0,0,0,9,8,1,0,7,5,5,3,2,0,0,0,0,0,0,2,115,98,4,0,9,4,41.06280193236715,41.06280193236715,36.71497584541063,7.729468599033816,28.985507246376812,0,0,0,4.3478260869565215,3.864734299516908,0.4830917874396135,0,3.3816425120772946,2.4154589371980677,2.4154589371980677,1.4492753623188406,0.966183574879227,0,0,0,0,0,0,0.966183574879227,55.55555555555556,47.34299516908212,1.932367149758454,0,4.3478260869565215,1.932367149758454,West Midlands
E00164383,238,142,142,117,33,84,2,0,2,23,11,12,0,7,6,5,5,0,0,0,0,1,1,0,1,89,64,9,7,5,4,59.66386554621849,59.66386554621849,49.159663865546214,13.865546218487395,35.294117647058826,0.8403361344537815,0,0.8403361344537815,9.663865546218489,4.621848739495799,5.042016806722689,0,2.941176470588235,2.5210084033613445,2.100840336134454,2.100840336134454,0,0,0,0,0.42016806722689076,0.42016806722689076,0,0.42016806722689076,37.39495798319328,26.89075630252101,3.7815126050420167,2.941176470588235,2.100840336134454,1.680672268907563,West Midlands
E00164384,212,117,108,94,30,64,0,0,0,14,6,8,9,7,3,2,1,1,0,0,0,1,1,0,4,88,29,14,20,19,6,55.188679245283026,50.943396226415096,44.339622641509436,14.150943396226415,30.18867924528302,0,0,0,6.60377358490566,2.8301886792452833,3.7735849056603774,4.245283018867925,3.30188679245283,1.4150943396226416,0.9433962264150944,0.4716981132075472,0.4716981132075472,0,0,0,0.4716981132075472,0.4716981132075472,0,1.8867924528301887,41.509433962264154,13.679245283018867,6.60377358490566,9.433962264150944,8.962264150943396,2.8301886792452833,West Midlands
E00164385,230,141,137,114,30,84,0,0,0,23,6,17,4,7,5,5,5,0,0,0,0,0,0,0,2,82,50,9,15,3,5,61.30434782608696,59.56521739130435,49.56521739130435,13.043478260869565,36.52173913043478,0,0,0,10,2.608695652173913,7.391304347826087,1.7391304347826086,3.0434782608695654,2.1739130434782608,2.1739130434782608,2.1739130434782608,0,0,0,0,0,0,0,0.8695652173913043,35.65217391304348,21.73913043478261,3.91304347826087,6.521739130434782,1.3043478260869565,2.1739130434782608,West Midlands
E00164386,224,135,131,108,28,80,2,0,2,21,12,9,4,4,4,4,4,0,0,0,0,0,0,0,0,85,55,10,9,5,6,60.26785714285714,58.48214285714286,48.214285714285715,12.5,35.714285714285715,0.8928571428571428,0,0.8928571428571428,9.375,5.357142857142857,4.017857142857143,1.7857142857142856,1.7857142857142856,1.7857142857142856,1.7857142857142856,1.7857142857142856,0,0,0,0,0,0,0,0,37.94642857142857,24.553571428571427,4.464285714285714,4.017857142857143,2.232142857142857,2.6785714285714284,West Midlands
E00164387,262,181,169,144,34,110,4,0,4,21,6,15,12,3,3,3,2,1,0,0,0,0,0,0,0,78,37,10,15,13,3,69.08396946564885,64.50381679389314,54.961832061068705,12.977099236641221,41.98473282442748,1.5267175572519083,0,1.5267175572519083,8.015267175572518,2.2900763358778624,5.7251908396946565,4.580152671755725,1.1450381679389312,1.1450381679389312,1.1450381679389312,0.7633587786259541,0.38167938931297707,0,0,0,0,0,0,0,29.770992366412212,14.122137404580155,3.816793893129771,5.7251908396946565,4.961832061068702,1.1450381679389312,West Midlands
E00164388,332,221,209,167,33,134,3,0,3,39,17,22,12,8,8,8,7,1,0,0,0,0,0,0,0,103,48,13,21,17,4,66.56626506024097,62.951807228915655,50.30120481927711,9.939759036144578,40.36144578313253,0.9036144578313252,0,0.9036144578313252,11.74698795180723,5.120481927710843,6.626506024096386,3.614457831325301,2.4096385542168677,2.4096385542168677,2.4096385542168677,2.108433734939759,0.30120481927710846,0,0,0,0,0,0,0,31.024096385542173,14.457831325301203,3.91566265060241,6.325301204819277,5.120481927710843,1.2048192771084338,West Midlands
E00164389,222,131,119,116,31,85,1,0,1,2,1,1,12,1,0,0,0,0,0,0,0,0,0,0,1,90,26,10,14,27,13,59.009009009009006,53.6036036036036,52.25225225225225,13.963963963963963,38.288288288288285,0.45045045045045046,0,0.45045045045045046,0.9009009009009009,0.45045045045045046,0.45045045045045046,5.405405405405405,0.45045045045045046,0,0,0,0,0,0,0,0,0,0,0.45045045045045046,40.54054054054054,11.711711711711711,4.504504504504505,6.306306306306306,12.162162162162163,5.8558558558558556,West Midlands
E00164390,198,89,85,77,13,64,0,0,0,8,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,109,64,6,14,15,10,44.94949494949495,42.92929292929293,38.88888888888889,6.565656565656567,32.323232323232325,0,0,0,4.040404040404041,2.525252525252525,1.5151515151515151,2.0202020202020203,0,0,0,0,0,0,0,0,0,0,0,0,55.05050505050505,32.323232323232325,3.0303030303030303,7.07070707070707,7.575757575757576,5.05050505050505,West Midlands
E00164392,353,255,242,222,36,186,1,1,0,19,12,7,13,5,5,5,0,5,0,0,0,0,0,0,0,93,11,6,28,25,23,72.23796033994334,68.55524079320114,62.889518413597735,10.198300283286118,52.69121813031161,0.28328611898017,0.28328611898017,0,5.382436260623229,3.39943342776204,1.9830028328611897,3.6827195467422094,1.41643059490085,1.41643059490085,1.41643059490085,0,1.41643059490085,0,0,0,0,0,0,0,26.345609065155806,3.1161473087818696,1.69971671388102,7.932011331444759,7.0821529745042495,6.515580736543909,West Midlands
E00164393,342,192,177,133,39,94,9,2,7,35,16,19,15,11,8,7,4,3,0,0,0,1,0,1,3,139,29,25,51,20,14,56.14035087719298,51.75438596491229,38.88888888888889,11.403508771929824,27.485380116959064,2.631578947368421,0.5847953216374269,2.046783625730994,10.23391812865497,4.678362573099415,5.555555555555555,4.385964912280701,3.216374269005848,2.3391812865497075,2.046783625730994,1.1695906432748537,0.8771929824561403,0,0,0,0.29239766081871343,0,0.29239766081871343,0.8771929824561403,40.643274853801174,8.47953216374269,7.309941520467836,14.912280701754385,5.847953216374268,4.093567251461988,West Midlands
E00164394,340,213,208,164,50,114,8,0,8,36,17,19,5,6,6,4,3,1,0,0,0,2,2,0,0,121,88,11,12,6,4,62.64705882352941,61.1764705882353,48.23529411764706,14.705882352941178,33.52941176470588,2.3529411764705883,0,2.3529411764705883,10.588235294117647,5,5.588235294117648,1.4705882352941175,1.7647058823529411,1.7647058823529411,1.1764705882352942,0.8823529411764706,0.29411764705882354,0,0,0,0.5882352941176471,0.5882352941176471,0,0,35.588235294117645,25.882352941176475,3.2352941176470593,3.5294117647058822,1.7647058823529411,1.1764705882352942,West Midlands
E00164395,271,169,169,148,40,108,3,0,3,18,9,9,0,6,5,5,4,1,0,0,0,0,0,0,1,96,78,11,0,1,6,62.36162361623616,62.36162361623616,54.61254612546126,14.760147601476014,39.85239852398524,1.107011070110701,0,1.107011070110701,6.642066420664207,3.3210332103321036,3.3210332103321036,0,2.214022140221402,1.8450184501845017,1.8450184501845017,1.4760147601476015,0.36900369003690037,0,0,0,0,0,0,0.36900369003690037,35.42435424354243,28.782287822878228,4.059040590405904,0,0.36900369003690037,2.214022140221402,West Midlands
E00164396,333,189,184,148,36,112,8,1,7,28,13,15,5,2,1,0,0,0,0,0,0,1,1,0,1,142,108,16,4,4,10,56.75675675675676,55.25525525525525,44.44444444444444,10.81081081081081,33.633633633633636,2.4024024024024024,0.3003003003003003,2.1021021021021022,8.408408408408409,3.903903903903904,4.504504504504505,1.5015015015015014,0.6006006006006006,0.3003003003003003,0,0,0,0,0,0,0.3003003003003003,0.3003003003003003,0,0.3003003003003003,42.64264264264264,32.432432432432435,4.804804804804805,1.2012012012012012,1.2012012012012012,3.003003003003003,West Midlands
