OA,ts0020001,ts0020002,ts0020003,ts0020004,ts0020005,ts0020006,ts0020007,ts0020008,ts0020009,ts0020010,ts0020011,ts0020012,ts0020013,ts0020014,ts0020015,ts0020016,ts0020017,ts0020018,ts0020002_PCT,ts0020003_PCT,ts0020004_PCT,ts0020005_PCT,ts0020006_PCT,ts0020007_PCT,ts0020008_PCT,ts0020009_PCT,ts0020010_PCT,ts0020011_PCT,ts0020012_PCT,ts0020013_PCT,ts0020014_PCT,ts0020015_PCT,ts0020016_PCT,ts0020017_PCT,ts0020018_PCT
E00134321,277,61,162,160,160,0,2,0,2,3,3,0,35,35,0,16,16,0,22.021660649819495,58.48375451263538,57.761732851985556,57.761732851985556,0,0.7220216606498195,0,0.7220216606498195,1.083032490974729,1.083032490974729,0,12.63537906137184,12.63537906137184,0,5.776173285198556,5.776173285198556,0
E00134322,230,78,116,116,116,0,0,0,0,2,2,0,14,14,0,20,20,0,33.91304347826087,50.43478260869565,50.43478260869565,50.43478260869565,0,0,0,0,0.8695652173913043,0.8695652173913043,0,6.086956521739131,6.086956521739131,0,8.695652173913043,8.695652173913043,0
E00134323,219,70,96,94,94,0,2,0,2,11,11,0,24,24,0,18,18,0,31.963470319634702,43.83561643835616,42.922374429223744,42.922374429223744,0,0.91324200913242,0,0.91324200913242,5.0228310502283104,5.0228310502283104,0,10.95890410958904,10.95890410958904,0,8.21917808219178,8.21917808219178,0
E00134324,295,75,175,174,174,0,1,0,1,6,6,0,20,20,0,19,19,0,25.423728813559322,59.32203389830508,58.98305084745763,58.98305084745763,0,0.3389830508474576,0,0.3389830508474576,2.0338983050847457,2.0338983050847457,0,6.779661016949152,6.779661016949152,0,6.440677966101695,6.440677966101695,0
E00134325,236,63,132,130,130,0,2,0,2,3,3,0,24,24,0,14,14,0,26.69491525423729,55.932203389830505,55.08474576271186,55.08474576271186,0,0.847457627118644,0,0.847457627118644,1.2711864406779663,1.2711864406779663,0,10.16949152542373,10.16949152542373,0,5.932203389830509,5.932203389830509,0
E00134326,234,75,123,123,123,0,0,0,0,3,3,0,18,18,0,15,15,0,32.05128205128205,52.56410256410257,52.56410256410257,52.56410256410257,0,0,0,0,1.282051282051282,1.282051282051282,0,7.6923076923076925,7.6923076923076925,0,6.41025641025641,6.41025641025641,0
E00134327,231,56,136,136,134,2,0,0,0,5,5,0,21,21,0,13,13,0,24.242424242424242,58.87445887445888,58.87445887445888,58.00865800865801,0.8658008658008658,0,0,0,2.1645021645021645,2.1645021645021645,0,9.090909090909092,9.090909090909092,0,5.627705627705628,5.627705627705628,0
E00134328,343,82,177,171,171,0,6,0,6,8,8,0,39,39,0,37,37,0,23.9067055393586,51.60349854227405,49.85422740524781,49.85422740524781,0,1.749271137026239,0,1.749271137026239,2.3323615160349855,2.3323615160349855,0,11.370262390670554,11.370262390670554,0,10.787172011661808,10.787172011661808,0
E00134468,220,63,125,123,119,4,2,0,2,0,0,0,18,18,0,14,14,0,28.636363636363637,56.81818181818182,55.90909090909091,54.090909090909086,1.8181818181818181,0.9090909090909091,0,0.9090909090909091,0,0,0,8.181818181818182,8.181818181818182,0,6.363636363636363,6.363636363636363,0
E00134470,119,22,71,71,69,2,0,0,0,2,2,0,14,14,0,10,10,0,18.487394957983195,59.66386554621849,59.66386554621849,57.98319327731093,1.680672268907563,0,0,0,1.680672268907563,1.680672268907563,0,11.76470588235294,11.76470588235294,0,8.403361344537815,8.403361344537815,0
