OA,ts0450001,ts0450002,ts0450003,ts0450004,ts0450005,ts0450002_PCT,ts0450003_PCT,ts0450004_PCT,ts0450005_PCT
E00151236,159,22,76,45,16,13.836477987421384,47.79874213836478,28.30188679245283,10.062893081761008
E00151237,108,9,33,51,15,8.333333333333332,30.555555555555557,47.22222222222222,13.88888888888889
E00151238,83,2,20,39,22,2.4096385542168677,24.096385542168676,46.98795180722892,26.506024096385545
E00151239,127,6,53,52,16,4.724409448818897,41.732283464566926,40.94488188976378,12.598425196850393
E00151240,117,19,49,33,16,16.23931623931624,41.88034188034188,28.205128205128204,13.675213675213676
E00151241,111,12,49,31,19,10.81081081081081,44.14414414414414,27.927927927927925,17.117117117117118
E00151242,124,9,32,51,32,7.258064516129033,25.806451612903224,41.12903225806452,25.806451612903224
E00151243,116,17,56,27,16,14.655172413793101,48.275862068965516,23.275862068965516,13.793103448275861
E00151244,110,12,50,35,13,10.909090909090908,45.45454545454545,31.818181818181817,11.818181818181818
E00151245,136,13,39,54,30,9.558823529411764,28.676470588235293,39.705882352941174,22.058823529411764
E00151246,131,8,43,48,32,6.106870229007633,32.82442748091603,36.6412213740458,24.427480916030532
E00151247,157,6,63,50,38,3.821656050955414,40.12738853503185,31.84713375796178,24.203821656050955
E00151248,120,14,44,46,16,11.666666666666666,36.666666666666664,38.333333333333336,13.333333333333334
E00151249,123,13,34,45,31,10.569105691056912,27.64227642276423,36.58536585365854,25.203252032520325
E00151250,113,13,55,36,9,11.504424778761061,48.67256637168141,31.858407079646017,7.964601769911504
E00151251,121,16,46,47,12,13.223140495867769,38.01652892561984,38.84297520661157,9.917355371900827
E00151252,129,9,50,52,18,6.976744186046512,38.759689922480625,40.310077519379846,13.953488372093023
E00151253,137,13,51,59,14,9.48905109489051,37.22627737226277,43.06569343065693,10.218978102189782
E00151254,209,12,80,89,28,5.741626794258373,38.27751196172249,42.58373205741627,13.397129186602871
E00151255,126,9,54,43,20,7.142857142857142,42.857142857142854,34.12698412698413,15.873015873015872
E00151256,106,8,46,40,12,7.547169811320755,43.39622641509434,37.735849056603776,11.320754716981133
E00151257,166,17,67,66,16,10.240963855421686,40.36144578313253,39.75903614457831,9.63855421686747
E00151258,129,20,57,40,12,15.503875968992247,44.18604651162791,31.007751937984494,9.30232558139535
E00151259,125,11,50,50,14,8.799999999999999,40,40,11.200000000000001
E00151260,111,5,36,54,16,4.504504504504505,32.432432432432435,48.64864864864865,14.414414414414415
E00151262,95,23,54,16,2,24.210526315789473,56.84210526315789,16.842105263157894,2.1052631578947367
E00151263,65,3,21,27,14,4.615384615384616,32.30769230769231,41.53846153846154,21.53846153846154
E00151264,170,13,46,69,42,7.647058823529412,27.058823529411764,40.588235294117645,24.705882352941178
E00151265,208,13,93,84,18,6.25,44.71153846153847,40.38461538461539,8.653846153846153
