OA,ts0230001,ts0230002,ts0230003,ts0230004,ts0230005,ts0230006,ts0230002_PCT,ts0230003_PCT,ts0230004_PCT,ts0230005_PCT,ts0230006_PCT
W00005172,91,29,60,0,2,0,31.868131868131865,65.93406593406593,0,2.197802197802198,0
W00005173,108,31,72,0,5,0,28.703703703703702,66.66666666666666,0,4.62962962962963,0
W00005174,134,35,98,0,0,1,26.119402985074625,73.13432835820896,0,0,0.7462686567164178
W00005176,145,54,85,0,5,1,37.24137931034483,58.620689655172406,0,3.4482758620689653,0.6896551724137931
W00005177,134,33,100,0,0,1,24.62686567164179,74.6268656716418,0,0,0.7462686567164178
W00005178,143,54,82,2,4,1,37.76223776223776,57.34265734265735,1.3986013986013985,2.797202797202797,0.6993006993006993
W00005179,119,26,91,1,1,0,21.84873949579832,76.47058823529412,0.8403361344537815,0.8403361344537815,0
W00005180,166,37,127,0,2,0,22.289156626506024,76.50602409638554,0,1.2048192771084338,0
W00005181,168,45,117,1,3,2,26.785714285714285,69.64285714285714,0.5952380952380952,1.7857142857142856,1.1904761904761905
W00005182,136,32,97,2,4,1,23.52941176470588,71.32352941176471,1.4705882352941175,2.941176470588235,0.7352941176470588
W00005183,155,39,110,1,2,3,25.161290322580644,70.96774193548387,0.6451612903225806,1.2903225806451613,1.935483870967742
W00005184,129,24,99,1,0,5,18.6046511627907,76.74418604651163,0.7751937984496124,0,3.875968992248062
W00005185,134,46,87,0,1,0,34.32835820895522,64.92537313432835,0,0.7462686567164178,0
W00005186,131,49,79,0,1,2,37.404580152671755,60.30534351145038,0,0.7633587786259541,1.5267175572519083
W00005187,187,53,133,0,1,0,28.342245989304814,71.12299465240642,0,0.53475935828877,0
W00005188,159,27,123,0,7,2,16.9811320754717,77.35849056603774,0,4.40251572327044,1.257861635220126
W00005189,52,9,43,0,0,0,17.307692307692307,82.6923076923077,0,0,0
W00005190,98,33,62,1,2,0,33.6734693877551,63.26530612244898,1.0204081632653061,2.0408163265306123,0
W00005191,112,30,79,2,1,0,26.785714285714285,70.53571428571429,1.7857142857142856,0.8928571428571428,0
W00005192,150,41,108,0,1,0,27.333333333333332,72,0,0.6666666666666667,0
W00005193,129,35,89,0,4,1,27.131782945736433,68.9922480620155,0,3.10077519379845,0.7751937984496124
W00005194,135,35,98,0,1,1,25.925925925925924,72.5925925925926,0,0.7407407407407408,0.7407407407407408
W00005195,123,45,75,0,2,1,36.58536585365854,60.97560975609756,0,1.6260162601626018,0.8130081300813009
W00005196,136,42,92,0,1,1,30.88235294117647,67.64705882352942,0,0.7352941176470588,0.7352941176470588
W00005197,126,61,64,1,0,0,48.41269841269841,50.79365079365079,0.7936507936507936,0,0
