OA,ts0210001,ts0210002,ts0210003,ts0210004,ts0210005,ts0210006,ts0210007,ts0210008,ts0210009,ts0210010,ts0210011,ts0210012,ts0210013,ts0210014,ts0210015,ts0210016,ts0210017,ts0210018,ts0210019,ts0210020,ts0210021,ts0210022,ts0210023,ts0210024,ts0210025,ts0210002_PCT,ts0210003_PCT,ts0210004_PCT,ts0210005_PCT,ts0210006_PCT,ts0210007_PCT,ts0210008_PCT,ts0210009_PCT,ts0210010_PCT,ts0210011_PCT,ts0210012_PCT,ts0210013_PCT,ts0210014_PCT,ts0210015_PCT,ts0210016_PCT,ts0210017_PCT,ts0210018_PCT,ts0210019_PCT,ts0210020_PCT,ts0210021_PCT,ts0210022_PCT,ts0210023_PCT,ts0210024_PCT,ts0210025_PCT
W00005172,229,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,228,227,1,0,0,0,0,0,0,0.43668122270742354,0,0,0.43668122270742354,0,0,0,0,0,0,0,0,0,0,0,99.56331877729258,99.12663755458514,0.43668122270742354,0,0,0,0,0,0
W00005173,244,1,0,0,0,0,1,1,1,0,0,7,1,2,3,1,235,234,0,0,0,1,0,0,0,0.4098360655737705,0,0,0,0,0.4098360655737705,0.4098360655737705,0.4098360655737705,0,0,2.8688524590163933,0.4098360655737705,0.819672131147541,1.2295081967213115,0.4098360655737705,96.31147540983606,95.90163934426229,0,0,0,0.4098360655737705,0,0,0
W00005174,319,3,0,3,0,0,0,0,0,0,0,5,0,2,1,2,311,311,0,0,0,0,0,0,0,0.9404388714733543,0,0.9404388714733543,0,0,0,0,0,0,0,1.5673981191222568,0,0.6269592476489028,0.3134796238244514,0.6269592476489028,97.4921630094044,97.4921630094044,0,0,0,0,0,0,0
W00005176,305,1,0,0,0,0,1,1,0,1,0,4,1,3,0,0,298,291,5,0,0,2,1,0,1,0.32786885245901637,0,0,0,0,0.32786885245901637,0.32786885245901637,0,0.32786885245901637,0,1.3114754098360655,0.32786885245901637,0.9836065573770493,0,0,97.70491803278688,95.40983606557377,1.639344262295082,0,0,0.6557377049180327,0.32786885245901637,0,0.32786885245901637
W00005177,307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,306,306,0,0,0,0,0,0,0,0.32573289902280134,0,0,0,0.32573289902280134,0,0,0,0,0,0,0,0,0,0,99.6742671009772,99.6742671009772,0,0,0,0,0,0,0
W00005178,287,15,0,11,0,0,4,0,0,0,0,5,2,3,0,0,266,257,1,0,0,8,1,0,1,5.2264808362369335,0,3.8327526132404177,0,0,1.3937282229965158,0,0,0,0,1.7421602787456445,0.6968641114982579,1.0452961672473868,0,0,92.6829268292683,89.54703832752612,0.34843205574912894,0,0,2.7874564459930316,0.34843205574912894,0,0.34843205574912894
W00005179,289,3,0,0,3,0,0,0,0,0,0,3,1,2,0,0,283,282,1,0,0,0,0,0,0,1.0380622837370241,0,0,1.0380622837370241,0,0,0,0,0,0,1.0380622837370241,0.34602076124567477,0.6920415224913495,0,0,97.92387543252595,97.57785467128028,0.34602076124567477,0,0,0,0,0,0
W00005180,423,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,422,416,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2364066193853428,0,0.2364066193853428,0,0,99.76359338061465,98.3451536643026,0,0,0,1.4184397163120568,0,0,0
W00005181,418,0,0,0,0,0,0,4,4,0,0,16,0,14,2,0,396,389,0,0,0,7,2,0,2,0,0,0,0,0,0,0.9569377990430622,0.9569377990430622,0,0,3.827751196172249,0,3.349282296650718,0.4784688995215311,0,94.73684210526315,93.0622009569378,0,0,0,1.674641148325359,0.4784688995215311,0,0.4784688995215311
W00005182,333,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,329,320,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2012012012012012,0,0,1.2012012012012012,0,98.7987987987988,96.09609609609609,0.6006006006006006,0,0.6006006006006006,1.5015015015015014,0,0,0
