OA,ts0270001,ts0270002,ts0270003,ts0270004,ts0270005,ts0270006,ts0270007,ts0270008,ts0270009,ts0270010,ts0270011,ts0270012,ts0270013,ts0270014,ts0270015,ts0270016,ts0270017,ts0270018,ts0270019,ts0270020,ts0270002_PCT,ts0270003_PCT,ts0270004_PCT,ts0270005_PCT,ts0270006_PCT,ts0270007_PCT,ts0270008_PCT,ts0270009_PCT,ts0270010_PCT,ts0270011_PCT,ts0270012_PCT,ts0270013_PCT,ts0270014_PCT,ts0270015_PCT,ts0270016_PCT,ts0270017_PCT,ts0270018_PCT,ts0270019_PCT,ts0270020_PCT
W00005172,229,34,5,4,156,26,4,1,0,1,0,0,0,2,0,0,0,0,0,0,14.847161572052403,2.1834061135371177,1.7467248908296942,68.12227074235808,11.353711790393014,1.7467248908296942,0.43668122270742354,0,0.43668122270742354,0,0,0,0.8733624454148471,0,0,0,0,0,0
W00005173,244,32,14,3,162,27,0,0,0,0,0,0,0,0,0,0,3,3,3,3,13.114754098360656,5.737704918032787,1.2295081967213115,66.39344262295081,11.065573770491802,0,0,0,0,0,0,0,0,0,0,1.2295081967213115,1.2295081967213115,1.2295081967213115,1.2295081967213115
W00005174,320,59,13,3,218,21,5,2,0,0,0,0,0,3,0,0,1,0,1,0,18.4375,4.0625,0.9375,68.125,6.5625,1.5625,0.625,0,0,0,0,0,0.9375,0,0,0.3125,0,0.3125,0
W00005176,308,59,6,3,185,46,3,0,0,0,0,0,0,3,2,2,1,1,3,3,19.155844155844157,1.948051948051948,0.974025974025974,60.064935064935064,14.935064935064934,0.974025974025974,0,0,0,0,0,0,0.974025974025974,0.6493506493506493,0.6493506493506493,0.3246753246753247,0.3246753246753247,0.974025974025974,0.974025974025974
W00005177,307,27,14,0,233,30,3,1,0,1,0,0,0,1,0,0,0,0,0,0,8.794788273615636,4.5602605863192185,0,75.8957654723127,9.77198697068404,0.9771986970684038,0.32573289902280134,0,0.32573289902280134,0,0,0,0.32573289902280134,0,0,0,0,0,0
W00005178,288,31,13,4,185,26,6,0,0,0,0,0,0,6,1,0,18,4,19,4,10.76388888888889,4.513888888888888,1.3888888888888888,64.23611111111111,9.027777777777777,2.083333333333333,0,0,0,0,0,0,2.083333333333333,0.3472222222222222,0,6.25,1.3888888888888888,6.597222222222222,1.3888888888888888
W00005179,292,48,11,6,188,33,3,0,0,0,0,0,0,3,0,0,3,0,3,0,16.43835616438356,3.767123287671233,2.054794520547945,64.38356164383562,11.301369863013697,1.0273972602739725,0,0,0,0,0,0,1.0273972602739725,0,0,1.0273972602739725,0,1.0273972602739725,0
W00005180,424,37,21,5,303,45,3,0,0,0,0,0,0,3,0,0,5,5,5,5,8.726415094339622,4.952830188679245,1.179245283018868,71.4622641509434,10.61320754716981,0.7075471698113208,0,0,0,0,0,0,0.7075471698113208,0,0,1.179245283018868,1.179245283018868,1.179245283018868,1.179245283018868
W00005181,415,42,17,1,302,30,10,4,0,0,0,0,0,6,0,0,10,3,10,3,10.120481927710843,4.096385542168675,0.24096385542168677,72.77108433734941,7.228915662650602,2.4096385542168677,0.9638554216867471,0,0,0,0,0,1.4457831325301205,0,0,2.4096385542168677,0.7228915662650602,2.4096385542168677,0.7228915662650602
W00005182,333,45,10,4,230,29,4,0,0,0,0,0,0,4,1,2,5,3,6,5,13.513513513513514,3.003003003003003,1.2012012012012012,69.06906906906907,8.708708708708707,1.2012012012012012,0,0,0,0,0,0,1.2012012012012012,0.3003003003003003,0.6006006006006006,1.5015015015015014,0.9009009009009009,1.8018018018018018,1.5015015015015014
W00005183,409,34,19,2,299,41,11,1,0,0,0,0,0,10,0,0,2,1,2,1,8.312958435207824,4.645476772616137,0.4889975550122249,73.10513447432763,10.024449877750612,2.689486552567237,0.24449877750611246,0,0,0,0,0,2.444987775061125,0,0,0.4889975550122249,0.24449877750611246,0.4889975550122249,0.24449877750611246
W00005184,372,42,14,7,269,31,4,2,0,0,0,0,0,2,2,1,0,2,2,3,11.29032258064516,3.763440860215054,1.881720430107527,72.31182795698925,8.333333333333332,1.0752688172043012,0.5376344086021506,0,0,0,0,0,0.5376344086021506,0.5376344086021506,0.2688172043010753,0,0.5376344086021506,0.5376344086021506,0.8064516129032258
W00005185,321,25,5,0,234,46,8,3,0,0,0,0,0,5,0,0,0,3,0,3,7.78816199376947,1.557632398753894,0,72.89719626168224,14.330218068535824,2.4922118380062304,0.9345794392523363,0,0,0,0,0,1.557632398753894,0,0,0,0.9345794392523363,0,0.9345794392523363
W00005186,265,39,15,5,179,19,4,0,0,0,0,1,0,3,0,0,4,0,4,0,14.716981132075471,5.660377358490567,1.8867924528301887,67.54716981132076,7.169811320754717,1.509433962264151,0,0,0,0,0.37735849056603776,0,1.1320754716981132,0,0,1.509433962264151,0,1.509433962264151,0
W00005187,525,74,23,4,373,38,12,1,0,3,0,0,0,8,1,0,0,0,1,0,14.095238095238095,4.380952380952381,0.7619047619047619,71.04761904761905,7.238095238095238,2.2857142857142856,0.19047619047619047,0,0.5714285714285714,0,0,0,1.5238095238095237,0.19047619047619047,0,0,0,0.19047619047619047,0
W00005188,394,79,36,9,209,44,7,4,0,1,1,0,0,1,0,0,5,5,5,5,20.050761421319795,9.137055837563452,2.284263959390863,53.045685279187815,11.16751269035533,1.7766497461928936,1.015228426395939,0,0.25380710659898476,0.25380710659898476,0,0,0.25380710659898476,0,0,1.2690355329949239,1.2690355329949239,1.2690355329949239,1.2690355329949239
W00005189,120,12,3,3,75,18,6,1,1,1,0,0,0,3,0,0,3,0,3,0,10,2.5,2.5,62.5,15,5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0,0,0,2.5,0,0,2.5,0,2.5,0
W00005190,233,32,10,2,151,30,2,0,0,1,0,0,0,1,0,0,6,0,6,0,13.733905579399142,4.291845493562231,0.8583690987124464,64.8068669527897,12.875536480686694,0.8583690987124464,0,0,0.4291845493562232,0,0,0,0.4291845493562232,0,0,2.575107296137339,0,2.575107296137339,0
W00005191,281,21,12,0,222,23,2,0,0,0,0,0,0,2,0,1,0,0,0,1,7.473309608540925,4.270462633451958,0,79.00355871886121,8.185053380782918,0.7117437722419928,0,0,0,0,0,0,0.7117437722419928,0,0.3558718861209964,0,0,0,0.3558718861209964
W00005192,365,30,14,2,275,39,3,2,0,0,0,0,0,1,0,0,1,1,1,1,8.21917808219178,3.8356164383561646,0.547945205479452,75.34246575342466,10.684931506849315,0.821917808219178,0.547945205479452,0,0,0,0,0,0.273972602739726,0,0,0.273972602739726,0.273972602739726,0.273972602739726,0.273972602739726
W00005193,319,41,8,5,232,29,1,0,1,0,0,0,0,0,0,1,2,0,2,1,12.852664576802509,2.507836990595611,1.5673981191222568,72.72727272727273,9.090909090909092,0.3134796238244514,0,0.3134796238244514,0,0,0,0,0,0,0.3134796238244514,0.6269592476489028,0,0.6269592476489028,0.3134796238244514
W00005194,324,53,21,3,213,25,3,0,0,1,0,0,0,2,1,0,5,0,6,0,16.358024691358025,6.481481481481481,0.9259259259259258,65.74074074074075,7.716049382716049,0.9259259259259258,0,0,0.30864197530864196,0,0,0,0.6172839506172839,0.30864197530864196,0,1.5432098765432098,0,1.8518518518518516,0
W00005195,275,36,10,1,188,27,9,7,1,0,0,0,0,1,2,0,1,1,3,1,13.090909090909092,3.6363636363636362,0.36363636363636365,68.36363636363636,9.818181818181818,3.272727272727273,2.5454545454545454,0.36363636363636365,0,0,0,0,0.36363636363636365,0.7272727272727273,0,0.36363636363636365,0.36363636363636365,1.090909090909091,0.36363636363636365
W00005196,323,45,9,2,251,10,4,2,0,1,0,0,0,1,0,0,2,0,2,0,13.93188854489164,2.786377708978328,0.6191950464396285,77.70897832817337,3.0959752321981426,1.238390092879257,0.6191950464396285,0,0.30959752321981426,0,0,0,0.30959752321981426,0,0,0.6191950464396285,0,0.6191950464396285,0
W00005197,246,20,21,0,183,9,4,0,0,0,0,0,0,4,0,0,6,3,6,3,8.130081300813007,8.536585365853659,0,74.39024390243902,3.6585365853658534,1.6260162601626018,0,0,0,0,0,0,1.6260162601626018,0,0,2.4390243902439024,1.2195121951219512,2.4390243902439024,1.2195121951219512
W00005198,289,34,17,0,211,19,1,0,0,0,1,0,0,0,0,0,6,1,6,1,11.76470588235294,5.88235294117647,0,73.01038062283737,6.5743944636678195,0.34602076124567477,0,0,0,0.34602076124567477,0,0,0,0,0,2.0761245674740483,0.34602076124567477,2.0761245674740483,0.34602076124567477
W00005199,320,45,28,0,211,17,5,3,0,0,0,0,0,2,3,0,8,3,11,3,14.0625,8.75,0,65.9375,5.3125,1.5625,0.9375,0,0,0,0,0,0.625,0.9375,0,2.5,0.9375,3.4375000000000004,0.9375
W00005202,462,77,38,5,280,45,2,0,0,0,1,0,0,1,2,2,10,1,12,3,16.666666666666664,8.225108225108226,1.0822510822510822,60.60606060606061,9.740259740259742,0.4329004329004329,0,0,0,0.21645021645021645,0,0,0.21645021645021645,0.4329004329004329,0.4329004329004329,2.1645021645021645,0.21645021645021645,2.5974025974025974,0.6493506493506493
W00005203,331,44,22,4,211,29,5,3,0,1,0,0,0,1,0,0,14,2,14,2,13.293051359516618,6.646525679758309,1.2084592145015105,63.74622356495468,8.761329305135952,1.5105740181268883,0.906344410876133,0,0.3021148036253776,0,0,0,0.3021148036253776,0,0,4.229607250755287,0.6042296072507553,4.229607250755287,0.6042296072507553
W00005204,338,74,14,3,208,19,7,1,0,0,0,0,0,6,0,0,12,1,12,1,21.893491124260358,4.142011834319527,0.8875739644970414,61.53846153846154,5.621301775147929,2.0710059171597637,0.2958579881656805,0,0,0,0,0,1.7751479289940828,0,0,3.5502958579881656,0.2958579881656805,3.5502958579881656,0.2958579881656805
W00005205,267,46,23,0,126,39,5,2,0,0,0,0,0,3,1,0,23,4,24,4,17.228464419475657,8.614232209737828,0,47.19101123595505,14.606741573033707,1.8726591760299627,0.7490636704119851,0,0,0,0,0,1.1235955056179776,0.37453183520599254,0,8.614232209737828,1.4981273408239701,8.98876404494382,1.4981273408239701
