OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
W00005996,335,16,24,24,13,14,21,10,20,17,18,30,13,16,18,22,26,20,13,4.776119402985075,7.164179104477612,7.164179104477612,3.880597014925373,4.179104477611941,6.26865671641791,2.9850746268656714,5.970149253731343,5.074626865671641,5.3731343283582085,8.955223880597014,3.880597014925373,4.776119402985075,5.3731343283582085,6.567164179104477,7.761194029850746,5.970149253731343,3.880597014925373
W00005997,304,19,20,13,16,8,21,20,23,16,28,24,29,24,20,10,6,4,3,6.25,6.578947368421052,4.276315789473684,5.263157894736842,2.631578947368421,6.907894736842106,6.578947368421052,7.565789473684211,5.263157894736842,9.210526315789473,7.894736842105263,9.539473684210527,7.894736842105263,6.578947368421052,3.289473684210526,1.9736842105263157,1.3157894736842104,0.9868421052631579
W00005998,339,25,12,24,19,32,26,16,21,19,21,15,20,18,19,27,12,10,3,7.374631268436578,3.5398230088495577,7.079646017699115,5.604719764011799,9.43952802359882,7.669616519174041,4.71976401179941,6.1946902654867255,5.604719764011799,6.1946902654867255,4.424778761061947,5.899705014749262,5.3097345132743365,5.604719764011799,7.964601769911504,3.5398230088495577,2.949852507374631,0.8849557522123894
W00005999,298,31,21,15,16,19,15,28,16,12,22,19,16,9,13,19,19,8,0,10.40268456375839,7.046979865771812,5.033557046979865,5.369127516778524,6.375838926174497,5.033557046979865,9.395973154362416,5.369127516778524,4.026845637583892,7.38255033557047,6.375838926174497,5.369127516778524,3.0201342281879198,4.3624161073825505,6.375838926174497,6.375838926174497,2.684563758389262,0
W00006000,212,14,13,12,6,13,20,13,22,17,10,16,15,7,13,9,1,1,10,6.60377358490566,6.132075471698113,5.660377358490567,2.8301886792452833,6.132075471698113,9.433962264150944,6.132075471698113,10.377358490566039,8.018867924528301,4.716981132075472,7.547169811320755,7.0754716981132075,3.30188679245283,6.132075471698113,4.245283018867925,0.4716981132075472,0.4716981132075472,4.716981132075472
W00006001,394,32,31,25,25,28,32,28,22,23,18,30,26,18,16,19,8,6,7,8.121827411167512,7.868020304568528,6.345177664974619,6.345177664974619,7.1065989847715745,8.121827411167512,7.1065989847715745,5.583756345177665,5.83756345177665,4.568527918781726,7.614213197969544,6.598984771573605,4.568527918781726,4.060913705583756,4.822335025380711,2.030456852791878,1.5228426395939088,1.7766497461928936
W00006002,147,12,6,10,4,11,15,7,11,3,7,11,8,6,8,10,8,10,0,8.16326530612245,4.081632653061225,6.802721088435375,2.7210884353741496,7.482993197278912,10.204081632653061,4.761904761904762,7.482993197278912,2.0408163265306123,4.761904761904762,7.482993197278912,5.442176870748299,4.081632653061225,5.442176870748299,6.802721088435375,5.442176870748299,6.802721088435375,0
W00006003,258,25,16,15,14,13,18,18,25,14,16,15,13,10,9,17,9,10,1,9.689922480620156,6.2015503875969,5.813953488372093,5.426356589147287,5.038759689922481,6.976744186046512,6.976744186046512,9.689922480620156,5.426356589147287,6.2015503875969,5.813953488372093,5.038759689922481,3.875968992248062,3.488372093023256,6.5891472868217065,3.488372093023256,3.875968992248062,0.3875968992248062
W00006004,353,24,31,27,14,16,28,34,24,24,16,23,25,11,24,11,10,6,5,6.79886685552408,8.78186968838527,7.64872521246459,3.9660056657223794,4.53257790368272,7.932011331444759,9.631728045325778,6.79886685552408,6.79886685552408,4.53257790368272,6.515580736543909,7.0821529745042495,3.1161473087818696,6.79886685552408,3.1161473087818696,2.8328611898017,1.69971671388102,1.41643059490085
W00006005,214,8,14,11,10,13,16,15,12,7,17,18,16,10,13,19,6,5,4,3.7383177570093453,6.5420560747663545,5.14018691588785,4.672897196261682,6.074766355140187,7.476635514018691,7.009345794392523,5.607476635514018,3.2710280373831773,7.943925233644859,8.411214953271028,7.476635514018691,4.672897196261682,6.074766355140187,8.878504672897195,2.803738317757009,2.336448598130841,1.8691588785046727
