OA,ts0050001,ts0050002,ts0050003,ts0050004,ts0050005,ts0050006,ts0050007,ts0050008,ts0050009,ts0050010,ts0050011,ts0050012,ts0050013,ts0050014,ts0050015,ts0050016,ts0050017,ts0050018,ts0050019,ts0050020,ts0050021,ts0050022,ts0050023,ts0050024,ts0050025,ts0050026,ts0050027,ts0050028,ts0050029,ts0050030,ts0050031,ts0050032,ts0050033,ts0050034,ts0050002_PCT,ts0050003_PCT,ts0050004_PCT,ts0050005_PCT,ts0050006_PCT,ts0050007_PCT,ts0050008_PCT,ts0050009_PCT,ts0050010_PCT,ts0050011_PCT,ts0050012_PCT,ts0050013_PCT,ts0050014_PCT,ts0050015_PCT,ts0050016_PCT,ts0050017_PCT,ts0050018_PCT,ts0050019_PCT,ts0050020_PCT,ts0050021_PCT,ts0050022_PCT,ts0050023_PCT,ts0050024_PCT,ts0050025_PCT,ts0050026_PCT,ts0050027_PCT,ts0050028_PCT,ts0050029_PCT,ts0050030_PCT,ts0050031_PCT,ts0050032_PCT,ts0050033_PCT,ts0050034_PCT
E00134321,332,289,285,0,4,4,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,87.04819277108435,85.8433734939759,0,1.2048192771084338,1.2048192771084338,0,0.30120481927710846,0,0.6024096385542169,0,0,0,0,0.30120481927710846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.951807228915662
E00134322,273,233,226,1,6,6,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,85.34798534798534,82.78388278388277,0.3663003663003663,2.197802197802198,2.197802197802198,0.3663003663003663,0,0,0,0.3663003663003663,0,0,0,1.465201465201465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.652014652014653
E00134323,263,187,181,0,6,6,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,71.10266159695817,68.8212927756654,0,2.2813688212927756,2.2813688212927756,0,0,0,0,0,0,0,1.9011406844106464,0.38022813688212925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.89733840304182
E00134324,349,283,282,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,65,81.08882521489971,80.80229226361033,0,0.28653295128939826,0.28653295128939826,0,0,0,0,0,0,0.28653295128939826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28653295128939826,0.28653295128939826,0,0,0,18.624641833810887
E00134325,310,242,239,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,67,78.06451612903226,77.09677419354838,0.3225806451612903,0.6451612903225806,0.6451612903225806,0,0,0,0,0,0,0.3225806451612903,0,0.3225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3225806451612903,0.3225806451612903,0,0,0,21.612903225806452
E00134326,272,220,211,4,5,4,1,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,80.88235294117648,77.57352941176471,1.4705882352941175,1.8382352941176472,1.4705882352941175,0.3676470588235294,0,0,0,0,0.7352941176470588,0.3676470588235294,0,0,0.3676470588235294,0.3676470588235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.11764705882353
E00134327,274,216,211,2,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,78.83211678832117,77.00729927007299,0.7299270072992701,1.094890510948905,1.094890510948905,0,0,0,0,0,0,0,1.094890510948905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.16788321167883
E00134328,400,309,300,1,8,8,2,2,0,0,0,1,0,2,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,1,0,87,77.25,75,0.25,2,2,0.5,0.5,0,0,0,0.25,0,0.5,0.25,0,0,0,0,0,0,0,0.75,0,0.75,0,0,0,0,0,0,0.25,0,21.75
E00134468,262,216,205,1,10,10,4,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,82.44274809160305,78.2442748091603,0.38167938931297707,3.816793893129771,3.816793893129771,1.5267175572519083,0,0,1.1450381679389312,0,0,0.7633587786259541,0,0.38167938931297707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.557251908396946
E00134470,128,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,89.0625,89.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78125,0.78125,0,0,0,10.15625
E00134472,477,320,305,3,12,11,0,2,0,0,0,0,6,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,67.08595387840671,63.941299790356396,0.628930817610063,2.515723270440252,2.3060796645702304,0,0.41928721174004197,0,0,0,0,1.257861635220126,0,0.628930817610063,0.20964360587002098,0,0.20964360587002098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.914046121593294
E00134475,437,356,339,0,17,17,1,1,0,5,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81.46453089244852,77.57437070938215,0,3.8901601830663615,3.8901601830663615,0.2288329519450801,0.2288329519450801,0,1.1441647597254003,0,0.6864988558352403,0.6864988558352403,0,0.9153318077803204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53546910755149
E00134476,303,261,256,0,5,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,86.13861386138613,84.48844884488449,0,1.65016501650165,1.65016501650165,0,0,0,1.3201320132013201,0.33003300330033003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.861386138613863
E00134579,267,212,206,0,6,6,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,53,79.40074906367042,77.15355805243446,0,2.247191011235955,2.247191011235955,0,0,0,0,0,0,1.8726591760299627,0,0.37453183520599254,0,0,0,0,0,0,0,0.37453183520599254,0,0.37453183520599254,0,0,0,0,0,0,0.37453183520599254,0,19.850187265917604
E00134580,291,232,225,0,7,7,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,58,79.72508591065292,77.31958762886599,0,2.405498281786942,2.405498281786942,0,1.3745704467353952,0,0,0,0.3436426116838488,0,0,0.6872852233676976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3436426116838488,0.3436426116838488,0,0,0,19.93127147766323
