OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
E00053353,212,10,28,47,27,1,0,2,0,61,36,4.716981132075472,13.20754716981132,22.169811320754718,12.735849056603774,0.4716981132075472,0,0.9433962264150944,0,28.77358490566038,16.9811320754717
E00053354,156,14,10,34,16,5,3,0,2,52,20,8.974358974358974,6.41025641025641,21.794871794871796,10.256410256410255,3.205128205128205,1.9230769230769231,0,1.282051282051282,33.33333333333333,12.82051282051282
E00053355,162,4,15,35,11,2,0,1,0,80,14,2.4691358024691357,9.25925925925926,21.604938271604937,6.790123456790123,1.2345679012345678,0,0.6172839506172839,0,49.382716049382715,8.641975308641975
E00053356,149,16,24,24,16,4,0,0,1,39,25,10.738255033557047,16.10738255033557,16.10738255033557,10.738255033557047,2.684563758389262,0,0,0.6711409395973155,26.174496644295303,16.778523489932887
E00053357,164,20,17,32,11,4,0,1,1,58,20,12.195121951219512,10.365853658536585,19.51219512195122,6.707317073170732,2.4390243902439024,0,0.6097560975609756,0.6097560975609756,35.36585365853659,12.195121951219512
E00053358,190,23,26,24,20,3,0,0,1,64,29,12.105263157894736,13.684210526315791,12.631578947368421,10.526315789473683,1.5789473684210527,0,0,0.5263157894736842,33.68421052631579,15.263157894736842
E00053359,108,12,10,19,14,4,0,0,0,36,13,11.11111111111111,9.25925925925926,17.59259259259259,12.962962962962962,3.7037037037037033,0,0,0,33.33333333333333,12.037037037037036
E00053360,139,23,16,24,13,1,2,2,0,33,25,16.546762589928058,11.510791366906476,17.26618705035971,9.352517985611511,0.7194244604316548,1.4388489208633095,1.4388489208633095,0,23.741007194244602,17.985611510791365
E00053361,142,8,13,20,22,4,0,0,0,63,12,5.633802816901409,9.15492957746479,14.084507042253522,15.492957746478872,2.8169014084507045,0,0,0,44.36619718309859,8.450704225352112
E00053362,126,9,15,21,7,2,1,0,0,51,20,7.142857142857142,11.904761904761903,16.666666666666664,5.555555555555555,1.5873015873015872,0.7936507936507936,0,0,40.476190476190474,15.873015873015872
E00053363,126,14,13,23,11,2,0,1,0,40,22,11.11111111111111,10.317460317460316,18.253968253968253,8.73015873015873,1.5873015873015872,0,0.7936507936507936,0,31.746031746031743,17.46031746031746
E00053364,62,4,5,11,6,2,0,0,0,28,6,6.451612903225806,8.064516129032258,17.741935483870968,9.67741935483871,3.225806451612903,0,0,0,45.16129032258064,9.67741935483871
E00053365,147,4,11,32,18,3,0,0,1,57,21,2.7210884353741496,7.482993197278912,21.768707482993197,12.244897959183673,2.0408163265306123,0,0,0.6802721088435374,38.775510204081634,14.285714285714285
E00053366,153,10,14,26,9,1,0,2,0,71,20,6.535947712418301,9.15032679738562,16.99346405228758,5.88235294117647,0.6535947712418301,0,1.3071895424836601,0,46.40522875816993,13.071895424836603
E00053367,101,10,9,15,13,6,0,0,0,34,14,9.900990099009901,8.91089108910891,14.85148514851485,12.871287128712872,5.9405940594059405,0,0,0,33.663366336633665,13.861386138613863
E00053368,114,14,18,20,9,2,0,0,1,40,10,12.280701754385964,15.789473684210526,17.543859649122805,7.894736842105263,1.7543859649122806,0,0,0.8771929824561403,35.08771929824561,8.771929824561402
E00053369,154,19,20,16,11,4,0,0,0,62,22,12.337662337662337,12.987012987012985,10.38961038961039,7.142857142857142,2.5974025974025974,0,0,0,40.25974025974026,14.285714285714285
E00053370,195,12,18,32,16,5,3,2,0,85,22,6.153846153846154,9.230769230769232,16.41025641025641,8.205128205128204,2.564102564102564,1.5384615384615385,1.0256410256410255,0,43.58974358974359,11.282051282051283
E00053371,200,33,15,29,11,4,0,0,0,76,32,16.5,7.5,14.499999999999998,5.5,2,0,0,0,38,16
E00053372,104,10,13,16,7,3,0,0,0,42,13,9.615384615384617,12.5,15.384615384615385,6.730769230769231,2.8846153846153846,0,0,0,40.38461538461539,12.5
E00053373,166,13,14,29,13,5,0,0,1,76,15,7.83132530120482,8.433734939759036,17.46987951807229,7.83132530120482,3.0120481927710845,0,0,0.6024096385542169,45.78313253012048,9.036144578313253
E00053374,139,26,17,22,13,2,0,0,0,39,20,18.705035971223023,12.23021582733813,15.827338129496402,9.352517985611511,1.4388489208633095,0,0,0,28.05755395683453,14.388489208633093
E00053375,136,15,15,19,20,6,1,0,0,37,23,11.029411764705882,11.029411764705882,13.970588235294118,14.705882352941178,4.411764705882353,0.7352941176470588,0,0,27.205882352941174,16.911764705882355
E00053376,177,7,17,26,20,2,0,1,1,90,13,3.954802259887006,9.6045197740113,14.689265536723164,11.299435028248588,1.1299435028248588,0,0.5649717514124294,0.5649717514124294,50.847457627118644,7.344632768361582
E00053377,128,22,13,28,10,3,0,2,3,26,21,17.1875,10.15625,21.875,7.8125,2.34375,0,1.5625,2.34375,20.3125,16.40625
E00053378,175,20,19,33,15,6,1,0,2,44,35,11.428571428571429,10.857142857142858,18.857142857142858,8.571428571428571,3.428571428571429,0.5714285714285714,0,1.1428571428571428,25.142857142857146,20
E00053379,107,17,17,18,8,3,0,0,1,29,14,15.887850467289718,15.887850467289718,16.822429906542055,7.476635514018691,2.803738317757009,0,0,0.9345794392523363,27.102803738317753,13.084112149532709
E00053380,135,14,21,28,14,2,0,0,1,40,15,10.37037037037037,15.555555555555555,20.74074074074074,10.37037037037037,1.4814814814814816,0,0,0.7407407407407408,29.629629629629626,11.11111111111111
