OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
E00091386,144,7,2,23,19,8,8,6,5,44,22,4.861111111111112,1.3888888888888888,15.972222222222221,13.194444444444445,5.555555555555555,5.555555555555555,4.166666666666666,3.4722222222222223,30.555555555555557,15.277777777777779
E00091387,161,4,6,28,12,11,11,3,6,68,12,2.484472049689441,3.7267080745341614,17.391304347826086,7.453416149068323,6.832298136645963,6.832298136645963,1.8633540372670807,3.7267080745341614,42.2360248447205,7.453416149068323
E00091388,164,10,5,28,17,8,5,1,4,62,24,6.097560975609756,3.048780487804878,17.073170731707318,10.365853658536585,4.878048780487805,3.048780487804878,0.6097560975609756,2.4390243902439024,37.80487804878049,14.634146341463413
E00091389,115,6,4,16,11,12,7,2,4,28,25,5.217391304347826,3.4782608695652173,13.91304347826087,9.565217391304348,10.434782608695652,6.086956521739131,1.7391304347826086,3.4782608695652173,24.347826086956523,21.73913043478261
E00091390,252,3,5,44,34,16,14,6,5,101,24,1.1904761904761905,1.984126984126984,17.46031746031746,13.492063492063492,6.349206349206349,5.555555555555555,2.380952380952381,1.984126984126984,40.07936507936508,9.523809523809524
E00091391,157,9,5,23,16,9,6,1,5,62,21,5.7324840764331215,3.1847133757961785,14.64968152866242,10.191082802547772,5.7324840764331215,3.821656050955414,0.6369426751592357,3.1847133757961785,39.490445859872615,13.375796178343949
E00091392,140,8,27,3,16,11,4,3,6,47,15,5.714285714285714,19.28571428571429,2.142857142857143,11.428571428571429,7.857142857142857,2.857142857142857,2.142857142857143,4.285714285714286,33.57142857142857,10.714285714285714
E00091395,183,39,6,2,12,12,10,1,1,58,42,21.311475409836063,3.278688524590164,1.092896174863388,6.557377049180328,6.557377049180328,5.46448087431694,0.546448087431694,0.546448087431694,31.693989071038253,22.950819672131146
E00091396,114,8,25,6,11,5,5,6,1,33,14,7.017543859649122,21.929824561403507,5.263157894736842,9.649122807017543,4.385964912280701,4.385964912280701,5.263157894736842,0.8771929824561403,28.947368421052634,12.280701754385964
E00091397,152,4,22,4,12,11,4,1,5,69,20,2.631578947368421,14.473684210526317,2.631578947368421,7.894736842105263,7.236842105263158,2.631578947368421,0.6578947368421052,3.289473684210526,45.39473684210527,13.157894736842104
