OA,ts0080001,ts0080002,ts0080003,ts0080002_PCT,ts0080003_PCT
W00007765,192,100,92,52.083333333333336,47.91666666666667
W00007766,532,262,270,49.24812030075188,50.75187969924813
W00007767,329,162,167,49.24012158054711,50.75987841945289
W00007770,367,182,185,49.59128065395095,50.40871934604905
W00007775,250,115,135,46,54
W00007777,254,134,120,52.75590551181102,47.24409448818898
W00007778,399,199,200,49.87468671679198,50.125313283208015
W00007780,257,129,128,50.19455252918288,49.80544747081712
W00007782,317,165,152,52.05047318611987,47.94952681388013
W00007784,287,154,133,53.65853658536586,46.34146341463415
W00007769,242,126,116,52.066115702479344,47.93388429752066
W00007772,267,135,132,50.56179775280899,49.43820224719101
W00007774,281,149,132,53.02491103202846,46.97508896797153
W00007776,112,59,53,52.67857142857143,47.32142857142857
W00007779,278,144,134,51.798561151079134,48.201438848920866
W00007783,253,127,126,50.19762845849802,49.80237154150198
W00007764,236,132,104,55.932203389830505,44.06779661016949
W00007768,309,149,160,48.22006472491909,51.7799352750809
W00007771,271,144,127,53.13653136531366,46.86346863468634
W00007773,240,124,116,51.66666666666667,48.333333333333336
W00007781,343,186,157,54.22740524781341,45.77259475218659
W00007756,240,126,114,52.5,47.5
W00007757,349,184,165,52.72206303724928,47.277936962750715
W00007758,333,165,168,49.549549549549546,50.45045045045045
W00007759,323,174,149,53.86996904024768,46.13003095975232
W00007744,341,178,163,52.19941348973607,47.80058651026393
W00007745,284,145,139,51.056338028169016,48.943661971830984
W00007760,379,203,176,53.562005277044854,46.437994722955146
W00007761,442,221,221,50,50
W00007746,295,155,140,52.54237288135594,47.45762711864407
W00007747,327,158,169,48.318042813455655,51.681957186544345
W00007751,390,205,185,52.56410256410257,47.43589743589743
W00007752,288,155,133,53.81944444444444,46.18055555555556
W00007763,331,161,170,48.6404833836858,51.3595166163142
W00007742,344,174,170,50.58139534883721,49.41860465116279
W00007749,314,159,155,50.63694267515923,49.36305732484077
W00007750,254,138,116,54.330708661417326,45.66929133858268
W00007762,343,170,173,49.56268221574344,50.437317784256564
W00007743,326,160,166,49.079754601226995,50.920245398773
W00007748,288,127,161,44.09722222222222,55.90277777777778
W00007753,270,134,136,49.629629629629626,50.37037037037037
W00007754,245,132,113,53.87755102040816,46.12244897959184
W00007755,330,165,165,50,50
W00007960,318,173,145,54.40251572327044,45.59748427672956
W00007961,388,197,191,50.77319587628865,49.22680412371135
W00007962,335,166,169,49.55223880597015,50.44776119402985
W00007963,545,285,260,52.293577981651374,47.706422018348626
W00007964,256,133,123,51.953125,48.046875
W00007979,353,175,178,49.57507082152974,50.42492917847026
W00007980,255,136,119,53.333333333333336,46.666666666666664
W00007981,271,153,118,56.457564575645755,43.542435424354245
W00007982,275,132,143,48,52
W00007983,276,147,129,53.2608695652174,46.73913043478261
W00007984,263,121,142,46.00760456273764,53.99239543726235
W00007985,337,167,170,49.554896142433236,50.445103857566764
W00007989,284,153,131,53.87323943661971,46.12676056338028
W00007992,296,160,136,54.054054054054056,45.94594594594595
W00007993,279,147,132,52.68817204301075,47.31182795698925
W00007995,317,173,144,54.57413249211357,45.42586750788644
W00007996,335,175,160,52.23880597014925,47.76119402985074
W00007997,281,150,131,53.380782918149464,46.619217081850536
W00007986,258,122,136,47.286821705426355,52.71317829457365
W00007987,299,150,149,50.16722408026756,49.83277591973244
W00007988,283,144,139,50.8833922261484,49.11660777385159
W00007990,298,153,145,51.34228187919463,48.65771812080537
W00007991,300,159,141,53,47
W00007994,237,133,104,56.118143459915615,43.88185654008439
W00007785,229,122,107,53.275109170305676,46.724890829694324
W00007786,216,117,99,54.166666666666664,45.83333333333333
W00007787,256,132,124,51.5625,48.4375
W00007788,239,132,107,55.23012552301255,44.76987447698745
W00007789,264,138,126,52.27272727272727,47.72727272727273
W00007790,240,126,114,52.5,47.5
W00007791,257,122,135,47.47081712062256,52.52918287937744
W00007817,314,156,158,49.681528662420384,50.318471337579616
W00007818,398,233,165,58.5427135678392,41.45728643216081
W00007819,118,60,58,50.847457627118644,49.152542372881356
W00007820,352,185,167,52.55681818181818,47.44318181818182
W00007821,283,140,143,49.46996466431096,50.53003533568905
W00007949,274,136,138,49.63503649635037,50.36496350364964
W00007950,275,139,136,50.54545454545455,49.45454545454545
W00007951,316,160,156,50.63291139240506,49.36708860759494
W00007952,273,131,142,47.985347985347985,52.01465201465202
W00007953,284,140,144,49.29577464788733,50.70422535211267
W00007954,325,171,154,52.61538461538462,47.38461538461539
W00007955,273,146,127,53.47985347985348,46.52014652014652
W00007956,304,154,150,50.6578947368421,49.34210526315789
W00007957,325,157,168,48.30769230769231,51.69230769230769
W00007958,312,150,162,48.07692307692308,51.92307692307693
W00007959,314,146,168,46.496815286624205,53.503184713375795
W00008040,368,179,189,48.641304347826086,51.358695652173914
W00008041,259,141,118,54.440154440154444,45.559845559845556
W00008042,296,149,147,50.33783783783784,49.66216216216216
W00008043,346,176,170,50.86705202312138,49.13294797687861
W00008036,429,216,213,50.349650349650354,49.65034965034965
W00008037,308,162,146,52.5974025974026,47.4025974025974
W00008038,254,132,122,51.96850393700787,48.031496062992126
W00008039,165,86,79,52.121212121212125,47.878787878787875
W00007884,362,203,159,56.07734806629834,43.92265193370166
W00007893,258,137,121,53.100775193798455,46.89922480620155
W00007894,287,143,144,49.825783972125436,50.174216027874564
W00007895,475,243,232,51.1578947368421,48.84210526315789
W00007896,210,104,106,49.523809523809526,50.476190476190474
W00007887,287,150,137,52.264808362369344,47.73519163763066
W00007888,194,109,85,56.18556701030928,43.81443298969072
W00007889,282,139,143,49.29078014184397,50.70921985815603
W00007890,263,141,122,53.61216730038023,46.38783269961977
W00007891,273,141,132,51.64835164835166,48.35164835164835
W00007892,240,131,109,54.58333333333333,45.416666666666664
W00007885,248,133,115,53.62903225806451,46.37096774193548
W00007886,235,122,113,51.91489361702127,48.08510638297872
W00007901,246,122,124,49.59349593495935,50.40650406504065
W00007902,270,135,135,50,50
W00007904,297,143,154,48.148148148148145,51.85185185185185
W00007897,251,128,123,50.99601593625498,49.00398406374502
W00007898,301,152,149,50.498338870431894,49.501661129568106
W00007899,279,152,127,54.48028673835126,45.51971326164875
W00007900,299,150,149,50.16722408026756,49.83277591973244
W00007903,335,166,169,49.55223880597015,50.44776119402985
W00007923,257,134,123,52.14007782101168,47.85992217898833
W00007924,250,125,125,50,50
W00007926,284,153,131,53.87323943661971,46.12676056338028
W00007927,285,154,131,54.03508771929825,45.96491228070175
W00007905,308,161,147,52.27272727272727,47.72727272727273
W00007907,298,154,144,51.67785234899329,48.322147651006716
W00007909,292,148,144,50.68493150684932,49.31506849315068
W00007911,230,110,120,47.82608695652174,52.17391304347826
W00007925,265,132,133,49.81132075471698,50.18867924528302
W00007906,294,155,139,52.721088435374156,47.27891156462585
W00007918,291,152,139,52.23367697594502,47.766323024054984
W00007919,254,117,137,46.06299212598425,53.937007874015755
W00007921,247,118,129,47.77327935222672,52.226720647773284
W00007922,352,183,169,51.98863636363637,48.01136363636363
W00007910,287,146,141,50.87108013937283,49.12891986062718
W00007912,325,168,157,51.69230769230769,48.30769230769231
W00007914,279,135,144,48.38709677419355,51.61290322580645
W00007920,257,134,123,52.14007782101168,47.85992217898833
W00009800,434,211,223,48.61751152073733,51.382488479262676
W00010321,310,158,152,50.967741935483865,49.03225806451613
W00010333,206,103,103,50,50
W00010354,343,179,164,52.1865889212828,47.8134110787172
W00007908,264,137,127,51.89393939393939,48.10606060606061
W00007913,320,160,160,50,50
W00007915,267,130,137,48.68913857677903,51.31086142322098
W00007916,281,144,137,51.245551601423486,48.754448398576514
W00007928,295,157,138,53.22033898305085,46.779661016949156
W00007929,190,111,79,58.42105263157895,41.578947368421055
W00007930,321,171,150,53.271028037383175,46.728971962616825
W00007931,218,105,113,48.1651376146789,51.8348623853211
W00007932,259,137,122,52.8957528957529,47.10424710424711
W00007934,280,147,133,52.5,47.5
W00007935,419,207,212,49.40334128878281,50.59665871121718
W00007939,255,120,135,47.05882352941176,52.94117647058824
