OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
W00007765,192,186,6,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,96.875,3.125,0.5208333333333333,0.5208333333333333,0,0,0,0,0,1.0416666666666665,0.5208333333333333,0,0.5208333333333333,0,0,0,0,0
W00007766,531,527,4,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,99.2467043314501,0.7532956685499058,0.18832391713747645,0,0,0,0,0,0,0.18832391713747645,0.18832391713747645,0,0.18832391713747645,0,0,0,0,0
W00007767,329,325,4,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,98.78419452887537,1.21580547112462,0,0,0.303951367781155,0,0,0,0,0.60790273556231,0,0,0.303951367781155,0,0,0,0,0
W00007770,367,366,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99.72752043596729,0.2724795640326975,0,0,0,0,0,0,0,0.2724795640326975,0,0,0,0,0,0,0,0
W00007775,250,244,6,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,97.6,2.4,0.8,0,0,0,0,0,0,0.4,0,0.8,0.4,0,0,0,0,0
W00007777,254,242,12,5,0,0,0,0,1,1,1,0,4,0,0,0,0,0,0,95.2755905511811,4.724409448818897,1.968503937007874,0,0,0,0,0.39370078740157477,0.39370078740157477,0.39370078740157477,0,1.574803149606299,0,0,0,0,0,0
W00007778,399,398,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,99.74937343358395,0.2506265664160401,0,0,0,0,0,0,0,0,0,0,0.2506265664160401,0,0,0,0,0
W00007780,257,249,8,3,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,96.88715953307393,3.11284046692607,1.1673151750972763,0,0,0,0,0,0.7782101167315175,0,0,0.38910505836575876,0.7782101167315175,0,0,0,0,0
W00007782,317,315,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,99.36908517350159,0.6309148264984227,0,0,0,0,0,0,0.6309148264984227,0,0,0,0,0,0,0,0,0
W00007784,285,277,8,0,1,0,0,1,0,0,1,3,1,1,0,0,0,0,0,97.19298245614036,2.807017543859649,0,0.3508771929824561,0,0,0.3508771929824561,0,0,0.3508771929824561,1.0526315789473684,0.3508771929824561,0.3508771929824561,0,0,0,0,0
W00007769,242,233,9,0,1,0,1,0,1,0,2,1,3,0,0,0,0,0,0,96.28099173553719,3.71900826446281,0,0.4132231404958678,0,0.4132231404958678,0,0.4132231404958678,0,0.8264462809917356,0.4132231404958678,1.2396694214876034,0,0,0,0,0,0
W00007772,267,262,5,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,98.12734082397003,1.8726591760299627,0,0,0,0.37453183520599254,0,0.37453183520599254,0.37453183520599254,0.37453183520599254,0,0.37453183520599254,0,0,0,0,0,0
W00007774,281,278,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,98.93238434163702,1.0676156583629894,0.3558718861209964,0.3558718861209964,0,0,0,0,0,0,0,0,0.3558718861209964,0,0,0,0,0
W00007776,112,109,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,97.32142857142857,2.6785714285714284,0.8928571428571428,0,0,0,0,0,0,0.8928571428571428,0.8928571428571428,0,0,0,0,0,0,0
W00007779,278,264,14,2,3,0,0,0,1,0,3,2,3,0,0,0,0,0,0,94.96402877697841,5.0359712230215825,0.7194244604316548,1.079136690647482,0,0,0,0.3597122302158274,0,1.079136690647482,0.7194244604316548,1.079136690647482,0,0,0,0,0,0
W00007783,254,244,10,2,1,0,0,0,0,1,2,1,3,0,0,0,0,0,0,96.06299212598425,3.937007874015748,0.7874015748031495,0.39370078740157477,0,0,0,0,0.39370078740157477,0.7874015748031495,0.39370078740157477,1.1811023622047243,0,0,0,0,0,0
W00007764,236,234,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,99.15254237288136,0.847457627118644,0,0,0,0,0,0,0,0,0.423728813559322,0,0.423728813559322,0,0,0,0,0
W00007768,309,301,8,2,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,97.41100323624595,2.5889967637540456,0.6472491909385114,0,0,0.3236245954692557,0,0,0,0,0.6472491909385114,0.6472491909385114,0.3236245954692557,0,0,0,0,0
W00007771,271,261,10,3,0,0,0,1,0,1,1,0,4,0,0,0,0,0,0,96.30996309963099,3.6900369003690034,1.107011070110701,0,0,0,0.36900369003690037,0,0.36900369003690037,0.36900369003690037,0,1.4760147601476015,0,0,0,0,0,0
W00007773,241,236,5,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,97.9253112033195,2.0746887966804977,0.4149377593360996,0.4149377593360996,0,0,0,0.4149377593360996,0.4149377593360996,0,0,0.4149377593360996,0,0,0,0,0,0
W00007781,341,330,11,3,1,0,1,1,0,0,1,1,3,0,0,0,0,0,0,96.7741935483871,3.225806451612903,0.8797653958944283,0.2932551319648094,0,0.2932551319648094,0.2932551319648094,0,0,0.2932551319648094,0.2932551319648094,0.8797653958944283,0,0,0,0,0,0
W00007756,240,235,5,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,97.91666666666666,2.083333333333333,0,0,0,0.4166666666666667,0,0,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.4166666666666667,0,0,0,0,0,0
W00007757,350,338,12,4,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,96.57142857142857,3.428571428571429,1.1428571428571428,0,0,0,0,0,0,0.5714285714285714,0.8571428571428572,0.8571428571428572,0,0,0,0,0,0
W00007758,335,331,4,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,98.80597014925372,1.1940298507462688,0,0,0,0.8955223880597015,0,0,0.2985074626865672,0,0,0,0,0,0,0,0,0
W00007759,323,316,7,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,97.8328173374613,2.1671826625387,1.5479876160990713,0,0,0,0,0,0.30959752321981426,0,0,0.30959752321981426,0,0,0,0,0,0
W00007744,340,335,5,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,98.52941176470588,1.4705882352941175,0,0,0,0,0,0.29411764705882354,0,0,0.29411764705882354,0.29411764705882354,0.5882352941176471,0,0,0,0,0
W00007745,284,282,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,99.29577464788733,0.7042253521126761,0,0,0,0,0,0.7042253521126761,0,0,0,0,0,0,0,0,0,0
W00007760,379,375,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,98.94459102902374,1.0554089709762533,0.2638522427440633,0,0,0,0,0,0,0.5277044854881267,0.2638522427440633,0,0,0,0,0,0,0
W00007761,442,434,8,3,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,98.19004524886877,1.809954751131222,0.6787330316742082,0,0.22624434389140274,0,0,0,0,0.6787330316742082,0,0.22624434389140274,0,0,0,0,0,0
W00007746,295,294,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.66101694915255,0.3389830508474576,0,0.3389830508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W00007747,327,324,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,99.08256880733946,0.9174311926605505,0.3058103975535168,0,0,0,0,0,0,0,0.3058103975535168,0.3058103975535168,0,0,0,0,0,0
W00007751,390,382,8,2,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,97.94871794871794,2.051282051282051,0.5128205128205128,0.2564102564102564,0,0,0,0,0,0.7692307692307693,0.5128205128205128,0,0,0,0,0,0,0
W00007752,288,279,9,2,1,0,1,0,0,0,1,1,3,0,0,0,0,0,0,96.875,3.125,0.6944444444444444,0.3472222222222222,0,0.3472222222222222,0,0,0,0.3472222222222222,0.3472222222222222,1.0416666666666665,0,0,0,0,0,0
W00007763,332,322,10,0,0,0,1,0,0,1,1,2,1,4,0,0,0,0,0,96.98795180722891,3.0120481927710845,0,0,0,0.30120481927710846,0,0,0.30120481927710846,0.30120481927710846,0.6024096385542169,0.30120481927710846,1.2048192771084338,0,0,0,0,0
W00007742,344,337,7,2,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,97.96511627906976,2.0348837209302326,0.5813953488372093,0,0.29069767441860467,0,0,0.5813953488372093,0,0,0.5813953488372093,0,0,0,0,0,0,0
W00007749,314,307,7,0,0,1,1,2,0,0,0,1,1,0,1,0,0,0,0,97.77070063694268,2.229299363057325,0,0,0.3184713375796179,0.3184713375796179,0.6369426751592357,0,0,0,0.3184713375796179,0.3184713375796179,0,0.3184713375796179,0,0,0,0
W00007750,253,252,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99.60474308300395,0.3952569169960474,0,0,0,0,0,0,0,0,0,0.3952569169960474,0,0,0,0,0,0
