OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
E00096975,205,10,13,8,0,14,28,21,15,12,13,23,15,19,3,7,2,1,1,4.878048780487805,6.341463414634147,3.902439024390244,0,6.829268292682928,13.658536585365855,10.24390243902439,7.317073170731707,5.853658536585367,6.341463414634147,11.219512195121952,7.317073170731707,9.268292682926829,1.4634146341463417,3.414634146341464,0.975609756097561,0.4878048780487805,0.4878048780487805
E00096976,264,9,9,5,9,9,4,6,13,6,15,18,16,47,29,24,22,15,8,3.4090909090909087,3.4090909090909087,1.893939393939394,3.4090909090909087,3.4090909090909087,1.5151515151515151,2.272727272727273,4.924242424242424,2.272727272727273,5.681818181818182,6.8181818181818175,6.0606060606060606,17.803030303030305,10.984848484848484,9.090909090909092,8.333333333333332,5.681818181818182,3.0303030303030303
E00096977,275,6,12,20,10,12,10,9,15,20,11,25,14,27,26,15,17,16,10,2.181818181818182,4.363636363636364,7.2727272727272725,3.6363636363636362,4.363636363636364,3.6363636363636362,3.272727272727273,5.454545454545454,7.2727272727272725,4,9.090909090909092,5.090909090909091,9.818181818181818,9.454545454545455,5.454545454545454,6.181818181818182,5.818181818181818,3.6363636363636362
E00096978,305,13,16,9,14,17,6,12,13,16,13,23,32,21,17,34,26,11,12,4.2622950819672125,5.245901639344262,2.9508196721311477,4.590163934426229,5.573770491803279,1.9672131147540985,3.934426229508197,4.2622950819672125,5.245901639344262,4.2622950819672125,7.540983606557377,10.491803278688524,6.885245901639345,5.573770491803279,11.147540983606557,8.524590163934425,3.606557377049181,3.934426229508197
E00096979,287,11,13,15,7,6,6,8,16,15,20,23,20,22,21,32,22,16,14,3.8327526132404177,4.529616724738676,5.2264808362369335,2.4390243902439024,2.0905923344947737,2.0905923344947737,2.7874564459930316,5.574912891986063,5.2264808362369335,6.968641114982578,8.013937282229964,6.968641114982578,7.665505226480835,7.317073170731707,11.149825783972126,7.665505226480835,5.574912891986063,4.878048780487805
E00096980,286,12,10,8,13,8,13,12,15,12,21,17,26,23,23,17,23,20,13,4.195804195804196,3.4965034965034967,2.797202797202797,4.545454545454546,2.797202797202797,4.545454545454546,4.195804195804196,5.244755244755245,4.195804195804196,7.3426573426573425,5.944055944055944,9.090909090909092,8.041958041958042,8.041958041958042,5.944055944055944,8.041958041958042,6.993006993006993,4.545454545454546
E00096981,303,17,20,15,13,12,14,16,18,12,15,29,20,17,16,28,17,10,14,5.6105610561056105,6.6006600660066,4.9504950495049505,4.29042904290429,3.9603960396039604,4.62046204620462,5.2805280528052805,5.9405940594059405,3.9603960396039604,4.9504950495049505,9.570957095709572,6.6006600660066,5.6105610561056105,5.2805280528052805,9.24092409240924,5.6105610561056105,3.3003300330033,4.62046204620462
E00096982,362,23,32,36,24,19,30,18,31,29,12,21,14,21,22,11,9,7,3,6.353591160220995,8.83977900552486,9.94475138121547,6.629834254143646,5.248618784530387,8.287292817679557,4.972375690607735,8.56353591160221,8.011049723756907,3.314917127071823,5.801104972375691,3.867403314917127,5.801104972375691,6.077348066298343,3.0386740331491713,2.4861878453038675,1.9337016574585635,0.8287292817679558
E00096983,278,16,19,21,20,10,11,16,24,19,21,16,26,17,11,11,8,6,6,5.755395683453238,6.83453237410072,7.553956834532374,7.1942446043165464,3.5971223021582732,3.9568345323741005,5.755395683453238,8.633093525179856,6.83453237410072,7.553956834532374,5.755395683453238,9.352517985611511,6.115107913669065,3.9568345323741005,3.9568345323741005,2.877697841726619,2.158273381294964,2.158273381294964
E00096984,263,11,13,15,19,19,17,12,18,17,17,15,16,20,12,16,10,10,6,4.182509505703422,4.942965779467681,5.7034220532319395,7.224334600760455,7.224334600760455,6.4638783269961975,4.562737642585551,6.844106463878327,6.4638783269961975,6.4638783269961975,5.7034220532319395,6.083650190114068,7.604562737642586,4.562737642585551,6.083650190114068,3.802281368821293,3.802281368821293,2.2813688212927756
E00096985,311,10,23,21,22,18,30,22,19,21,20,17,18,20,19,8,11,6,6,3.215434083601286,7.395498392282958,6.752411575562702,7.07395498392283,5.787781350482315,9.646302250803858,7.07395498392283,6.109324758842444,6.752411575562702,6.430868167202572,5.466237942122187,5.787781350482315,6.430868167202572,6.109324758842444,2.572347266881029,3.536977491961415,1.929260450160772,1.929260450160772
E00096986,303,11,14,18,18,12,20,21,20,22,15,20,28,37,16,13,8,5,5,3.6303630363036308,4.62046204620462,5.9405940594059405,5.9405940594059405,3.9603960396039604,6.6006600660066,6.9306930693069315,6.6006600660066,7.2607260726072615,4.9504950495049505,6.6006600660066,9.24092409240924,12.211221122112212,5.2805280528052805,4.29042904290429,2.6402640264026402,1.65016501650165,1.65016501650165
E00096987,240,8,7,16,7,15,35,21,15,19,15,21,16,15,12,8,6,3,1,3.3333333333333335,2.9166666666666665,6.666666666666667,2.9166666666666665,6.25,14.583333333333334,8.75,6.25,7.916666666666666,6.25,8.75,6.666666666666667,6.25,5,3.3333333333333335,2.5,1.25,0.4166666666666667
E00096988,348,13,14,26,14,16,32,31,17,23,28,17,33,27,19,11,12,7,8,3.7356321839080464,4.022988505747127,7.471264367816093,4.022988505747127,4.597701149425287,9.195402298850574,8.908045977011495,4.885057471264368,6.609195402298851,8.045977011494253,4.885057471264368,9.482758620689655,7.758620689655173,5.459770114942529,3.1609195402298855,3.4482758620689653,2.0114942528735633,2.2988505747126435
E00096990,285,8,6,4,5,17,8,15,12,6,16,18,34,26,27,32,25,15,11,2.807017543859649,2.1052631578947367,1.4035087719298245,1.7543859649122806,5.964912280701754,2.807017543859649,5.263157894736842,4.2105263157894735,2.1052631578947367,5.614035087719298,6.315789473684211,11.929824561403509,9.12280701754386,9.473684210526317,11.228070175438596,8.771929824561402,5.263157894736842,3.8596491228070176
E00096991,283,12,15,13,12,13,11,7,12,14,24,16,13,27,18,23,24,16,13,4.240282685512367,5.30035335689046,4.593639575971731,4.240282685512367,4.593639575971731,3.8869257950530036,2.4734982332155475,4.240282685512367,4.946996466431095,8.480565371024735,5.6537102473498235,4.593639575971731,9.540636042402827,6.36042402826855,8.12720848056537,8.480565371024735,5.6537102473498235,4.593639575971731
E00096992,347,19,25,20,17,11,10,21,28,26,13,16,15,18,16,34,28,10,20,5.475504322766571,7.204610951008646,5.763688760806916,4.899135446685879,3.170028818443804,2.881844380403458,6.051873198847262,8.069164265129682,7.492795389048991,3.7463976945244957,4.610951008645533,4.322766570605188,5.187319884726225,4.610951008645533,9.798270893371757,8.069164265129682,2.881844380403458,5.763688760806916
E00096993,280,6,14,13,11,11,7,10,11,17,15,16,21,21,25,23,22,20,17,2.142857142857143,5,4.642857142857143,3.9285714285714284,3.9285714285714284,2.5,3.571428571428571,3.9285714285714284,6.071428571428571,5.357142857142857,5.714285714285714,7.5,7.5,8.928571428571429,8.214285714285714,7.857142857142857,7.142857142857142,6.071428571428571
E00096994,267,8,21,18,13,14,14,10,14,22,17,20,24,15,18,16,16,4,3,2.9962546816479403,7.865168539325842,6.741573033707865,4.868913857677903,5.2434456928838955,5.2434456928838955,3.7453183520599254,5.2434456928838955,8.239700374531834,6.367041198501873,7.490636704119851,8.98876404494382,5.617977528089887,6.741573033707865,5.992509363295881,5.992509363295881,1.4981273408239701,1.1235955056179776
