OA,ts0050001,ts0050002,ts0050003,ts0050004,ts0050005,ts0050006,ts0050007,ts0050008,ts0050009,ts0050010,ts0050011,ts0050012,ts0050013,ts0050014,ts0050015,ts0050016,ts0050017,ts0050018,ts0050019,ts0050020,ts0050021,ts0050022,ts0050023,ts0050024,ts0050025,ts0050026,ts0050027,ts0050028,ts0050029,ts0050030,ts0050031,ts0050032,ts0050033,ts0050034,ts0050002_PCT,ts0050003_PCT,ts0050004_PCT,ts0050005_PCT,ts0050006_PCT,ts0050007_PCT,ts0050008_PCT,ts0050009_PCT,ts0050010_PCT,ts0050011_PCT,ts0050012_PCT,ts0050013_PCT,ts0050014_PCT,ts0050015_PCT,ts0050016_PCT,ts0050017_PCT,ts0050018_PCT,ts0050019_PCT,ts0050020_PCT,ts0050021_PCT,ts0050022_PCT,ts0050023_PCT,ts0050024_PCT,ts0050025_PCT,ts0050026_PCT,ts0050027_PCT,ts0050028_PCT,ts0050029_PCT,ts0050030_PCT,ts0050031_PCT,ts0050032_PCT,ts0050033_PCT,ts0050034_PCT
W00002791,353,272,264,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,79,77.05382436260622,74.78753541076487,2.26628895184136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56657223796034,0.56657223796034,0,0,0,22.379603399433428
W00002792,285,235,231,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,82.45614035087719,81.05263157894737,0.7017543859649122,0.7017543859649122,0.7017543859649122,0,0,0,0,0,0,0,0.3508771929824561,0.3508771929824561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.543859649122805
W00002793,357,268,265,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,88,75.07002801120449,74.2296918767507,0.8403361344537815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2801120448179272,0.2801120448179272,0,0,0,24.649859943977592
W00002794,266,228,224,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,85.71428571428571,84.21052631578947,0.7518796992481203,0.7518796992481203,0.7518796992481203,0,0,0,0,0,0,0,0,0.7518796992481203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.285714285714285
W00002795,316,243,235,4,4,3,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,76.89873417721519,74.36708860759494,1.2658227848101267,1.2658227848101267,0.949367088607595,0,0,0,0,0,0,0.6329113924050633,0,0.31645569620253167,0.31645569620253167,0,0.31645569620253167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.10126582278481
W00002796,286,234,229,0,5,5,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,50,81.81818181818183,80.06993006993007,0,1.7482517482517483,1.7482517482517483,0,0.34965034965034963,0,0,0,0,0.34965034965034963,0,1.048951048951049,0,0,0,0,0,0,0,0.34965034965034963,0,0,0,0.34965034965034963,0,0.34965034965034963,0.34965034965034963,0,0,0,17.482517482517483
W00002929,138,106,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,76.81159420289855,76.08695652173914,0.7246376811594203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.18840579710145
W00002930,243,187,183,0,4,3,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,5,0,0,5,0,0,1,1,0,0,0,50,76.95473251028807,75.30864197530865,0,1.646090534979424,1.2345679012345678,0,0,0,0,0,0,1.2345679012345678,0,0,0.411522633744856,0,0.411522633744856,0,0,0,0,2.05761316872428,0,0,2.05761316872428,0,0,0.411522633744856,0.411522633744856,0,0,0,20.5761316872428
W00002931,176,95,93,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80,53.97727272727273,52.84090909090909,0.5681818181818182,0.5681818181818182,0.5681818181818182,0,0,0,0,0,0,0,0,0.5681818181818182,0,0,0,0.5681818181818182,0,0,0.5681818181818182,0,0,0,0,0,0,0,0,0,0,0,45.45454545454545
W00002932,364,269,261,4,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,73.9010989010989,71.7032967032967,1.098901098901099,1.098901098901099,1.098901098901099,0,0.5494505494505495,0,0,0,0,0,0,0.5494505494505495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.098901098901102
