OA,ts0210001,ts0210002,ts0210003,ts0210004,ts0210005,ts0210006,ts0210007,ts0210008,ts0210009,ts0210010,ts0210011,ts0210012,ts0210013,ts0210014,ts0210015,ts0210016,ts0210017,ts0210018,ts0210019,ts0210020,ts0210021,ts0210022,ts0210023,ts0210024,ts0210025,ts0210002_PCT,ts0210003_PCT,ts0210004_PCT,ts0210005_PCT,ts0210006_PCT,ts0210007_PCT,ts0210008_PCT,ts0210009_PCT,ts0210010_PCT,ts0210011_PCT,ts0210012_PCT,ts0210013_PCT,ts0210014_PCT,ts0210015_PCT,ts0210016_PCT,ts0210017_PCT,ts0210018_PCT,ts0210019_PCT,ts0210020_PCT,ts0210021_PCT,ts0210022_PCT,ts0210023_PCT,ts0210024_PCT,ts0210025_PCT
E00028328,351,13,6,1,0,6,0,13,8,2,3,11,1,0,2,8,266,240,0,0,0,26,48,47,1,3.7037037037037033,1.7094017094017095,0.2849002849002849,0,1.7094017094017095,0,3.7037037037037033,2.2792022792022792,0.5698005698005698,0.8547008547008548,3.133903133903134,0.2849002849002849,0,0.5698005698005698,2.2792022792022792,75.78347578347578,68.37606837606837,0,0,0,7.4074074074074066,13.675213675213676,13.390313390313391,0.2849002849002849
E00028329,388,17,11,0,2,0,4,3,1,0,2,9,0,0,3,6,344,308,7,0,0,29,15,0,15,4.381443298969072,2.8350515463917527,0,0.5154639175257731,0,1.0309278350515463,0.7731958762886598,0.25773195876288657,0,0.5154639175257731,2.3195876288659796,0,0,0.7731958762886598,1.5463917525773196,88.65979381443299,79.38144329896907,1.804123711340206,0,0,7.474226804123711,3.865979381443299,0,3.865979381443299
E00028330,369,3,0,1,1,1,0,30,25,5,0,15,2,1,6,6,312,274,0,0,0,38,9,8,1,0.8130081300813009,0,0.27100271002710025,0.27100271002710025,0.27100271002710025,0,8.130081300813007,6.775067750677506,1.3550135501355014,0,4.0650406504065035,0.5420054200542005,0.27100271002710025,1.6260162601626018,1.6260162601626018,84.5528455284553,74.25474254742548,0,0,0,10.29810298102981,2.4390243902439024,2.168021680216802,0.27100271002710025
E00028331,228,18,0,2,7,8,1,4,4,0,0,0,0,0,0,0,192,164,3,0,0,25,14,9,5,7.894736842105263,0,0.8771929824561403,3.070175438596491,3.508771929824561,0.43859649122807015,1.7543859649122806,1.7543859649122806,0,0,0,0,0,0,0,84.21052631578947,71.9298245614035,1.3157894736842104,0,0,10.964912280701753,6.140350877192982,3.9473684210526314,2.1929824561403506
E00028332,405,26,0,4,4,10,8,11,9,0,2,12,4,0,7,1,349,316,4,0,0,29,7,4,3,6.419753086419753,0,0.9876543209876543,0.9876543209876543,2.4691358024691357,1.9753086419753085,2.7160493827160495,2.2222222222222223,0,0.49382716049382713,2.9629629629629632,0.9876543209876543,0,1.728395061728395,0.24691358024691357,86.17283950617283,78.02469135802468,0.9876543209876543,0,0,7.160493827160494,1.728395061728395,0.9876543209876543,0.7407407407407408
E00028333,254,7,0,2,0,0,5,0,0,0,0,6,1,0,0,5,235,222,3,0,0,10,6,5,1,2.7559055118110236,0,0.7874015748031495,0,0,1.968503937007874,0,0,0,0,2.3622047244094486,0.39370078740157477,0,0,1.968503937007874,92.51968503937007,87.4015748031496,1.1811023622047243,0,0,3.937007874015748,2.3622047244094486,1.968503937007874,0.39370078740157477
E00028334,305,19,0,3,2,1,13,30,15,3,12,22,3,5,9,5,204,174,1,0,8,21,30,26,4,6.229508196721312,0,0.9836065573770493,0.6557377049180327,0.32786885245901637,4.2622950819672125,9.836065573770492,4.918032786885246,0.9836065573770493,3.934426229508197,7.213114754098362,0.9836065573770493,1.639344262295082,2.9508196721311477,1.639344262295082,66.88524590163935,57.049180327868854,0.32786885245901637,0,2.622950819672131,6.885245901639345,9.836065573770492,8.524590163934425,1.3114754098360655
E00028335,331,12,0,7,0,3,2,4,2,0,2,11,5,0,3,3,300,250,1,0,0,49,4,4,0,3.625377643504532,0,2.1148036253776437,0,0.906344410876133,0.6042296072507553,1.2084592145015105,0.6042296072507553,0,0.6042296072507553,3.3232628398791544,1.5105740181268883,0,0.906344410876133,0.906344410876133,90.6344410876133,75.52870090634441,0.3021148036253776,0,0,14.803625377643503,1.2084592145015105,1.2084592145015105,0
E00028336,260,5,0,1,1,0,3,6,4,1,1,7,1,0,5,1,233,218,2,0,4,9,9,8,1,1.9230769230769231,0,0.38461538461538464,0.38461538461538464,0,1.153846153846154,2.307692307692308,1.5384615384615385,0.38461538461538464,0.38461538461538464,2.6923076923076925,0.38461538461538464,0,1.9230769230769231,0.38461538461538464,89.61538461538461,83.84615384615385,0.7692307692307693,0,1.5384615384615385,3.4615384615384617,3.4615384615384617,3.076923076923077,0.38461538461538464
E00028338,302,23,0,7,7,3,6,11,9,2,0,12,1,0,7,4,247,222,5,0,0,20,9,8,1,7.6158940397351,0,2.3178807947019866,2.3178807947019866,0.9933774834437087,1.9867549668874174,3.642384105960265,2.980132450331126,0.6622516556291391,0,3.9735099337748347,0.33112582781456956,0,2.3178807947019866,1.3245033112582782,81.78807947019867,73.50993377483444,1.6556291390728477,0,0,6.622516556291391,2.980132450331126,2.6490066225165565,0.33112582781456956
E00028339,392,25,0,8,2,9,6,18,15,3,0,23,1,1,9,12,316,275,5,0,0,36,10,6,4,6.377551020408164,0,2.0408163265306123,0.5102040816326531,2.295918367346939,1.530612244897959,4.591836734693878,3.826530612244898,0.7653061224489796,0,5.86734693877551,0.25510204081632654,0.25510204081632654,2.295918367346939,3.061224489795918,80.61224489795919,70.1530612244898,1.2755102040816326,0,0,9.183673469387756,2.5510204081632653,1.530612244897959,1.0204081632653061
