OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
W00002978,167,50,24,26,112,12,45,11,25,9,35,20,14,1,19,12,7,1,1,5,4,1,29.94011976047904,14.37125748502994,15.568862275449103,67.06586826347305,7.18562874251497,26.94610778443114,6.58682634730539,14.97005988023952,5.389221556886228,20.958083832335326,11.976047904191617,8.383233532934131,0.5988023952095809,11.377245508982035,7.18562874251497,4.191616766467066,0.5988023952095809,0.5988023952095809,2.9940119760479043,2.3952095808383236,0.5988023952095809
W00002979,132,40,22,18,82,27,38,14,13,11,11,8,3,0,6,2,4,0,0,10,4,6,30.303030303030305,16.666666666666664,13.636363636363635,62.121212121212125,20.454545454545457,28.78787878787879,10.606060606060606,9.848484848484848,8.333333333333332,8.333333333333332,6.0606060606060606,2.272727272727273,0,4.545454545454546,1.5151515151515151,3.0303030303030303,0,0,7.575757575757576,3.0303030303030303,4.545454545454546
W00002980,121,39,22,17,77,14,17,4,10,3,15,6,9,0,31,19,12,0,0,5,1,4,32.231404958677686,18.181818181818183,14.049586776859504,63.63636363636363,11.570247933884298,14.049586776859504,3.3057851239669422,8.264462809917356,2.479338842975207,12.396694214876034,4.958677685950414,7.43801652892562,0,25.6198347107438,15.702479338842975,9.917355371900827,0,0,4.132231404958678,0.8264462809917356,3.3057851239669422
W00002981,135,43,22,21,88,13,37,14,17,6,18,9,5,4,20,17,3,0,0,4,2,2,31.851851851851855,16.296296296296298,15.555555555555555,65.18518518518519,9.62962962962963,27.40740740740741,10.37037037037037,12.592592592592592,4.444444444444445,13.333333333333334,6.666666666666667,3.7037037037037033,2.9629629629629632,14.814814814814813,12.592592592592592,2.2222222222222223,0,0,2.9629629629629632,1.4814814814814816,1.4814814814814816
W00002982,124,29,19,10,86,26,36,15,18,3,17,9,6,2,5,3,2,2,2,9,2,7,23.387096774193548,15.32258064516129,8.064516129032258,69.35483870967742,20.967741935483872,29.03225806451613,12.096774193548388,14.516129032258066,2.4193548387096775,13.709677419354838,7.258064516129033,4.838709677419355,1.6129032258064515,4.032258064516129,2.4193548387096775,1.6129032258064515,1.6129032258064515,1.6129032258064515,7.258064516129033,1.6129032258064515,5.64516129032258
W00002983,120,33,18,15,81,19,44,20,15,9,9,1,7,1,9,7,2,0,0,6,3,3,27.500000000000004,15,12.5,67.5,15.833333333333332,36.666666666666664,16.666666666666664,12.5,7.5,7.5,0.8333333333333334,5.833333333333333,0.8333333333333334,7.5,5.833333333333333,1.6666666666666667,0,0,5,2.5,2.5
W00002984,112,24,14,10,85,17,44,18,19,7,8,5,2,1,15,12,3,1,1,3,1,2,21.428571428571427,12.5,8.928571428571429,75.89285714285714,15.178571428571427,39.285714285714285,16.071428571428573,16.964285714285715,6.25,7.142857142857142,4.464285714285714,1.7857142857142856,0.8928571428571428,13.392857142857142,10.714285714285714,2.6785714285714284,0.8928571428571428,0.8928571428571428,2.6785714285714284,0.8928571428571428,1.7857142857142856
W00002985,135,38,22,16,92,21,44,20,14,10,7,3,4,0,17,11,6,3,3,5,3,2,28.14814814814815,16.296296296296298,11.851851851851853,68.14814814814815,15.555555555555555,32.592592592592595,14.814814814814813,10.37037037037037,7.4074074074074066,5.185185185185185,2.2222222222222223,2.9629629629629632,0,12.592592592592592,8.148148148148149,4.444444444444445,2.2222222222222223,2.2222222222222223,3.7037037037037033,2.2222222222222223,1.4814814814814816
W00002986,189,57,36,21,122,24,65,28,28,9,16,10,5,1,13,4,9,4,4,10,7,3,30.158730158730158,19.047619047619047,11.11111111111111,64.55026455026454,12.698412698412698,34.39153439153439,14.814814814814813,14.814814814814813,4.761904761904762,8.465608465608465,5.291005291005291,2.6455026455026456,0.5291005291005291,6.878306878306878,2.1164021164021163,4.761904761904762,2.1164021164021163,2.1164021164021163,5.291005291005291,3.7037037037037033,1.5873015873015872
W00002987,160,35,20,15,109,30,53,30,15,8,14,8,5,1,10,8,2,2,2,16,4,12,21.875,12.5,9.375,68.125,18.75,33.125,18.75,9.375,5,8.75,5,3.125,0.625,6.25,5,1.25,1.25,1.25,10,2.5,7.5
