OA,ts0320001,ts0320002,ts0320003,ts0320004,ts0320005,ts0320006,ts0320007,ts0320008,ts0320009,ts0320010,ts0320002_PCT,ts0320003_PCT,ts0320004_PCT,ts0320005_PCT,ts0320006_PCT,ts0320007_PCT,ts0320008_PCT,ts0320009_PCT,ts0320010_PCT
W00002956,376,26,33,7,0,12,0,3,0,295,6.914893617021277,8.77659574468085,1.8617021276595744,0,3.1914893617021276,0,0.7978723404255319,0,78.45744680851064
W00002957,207,22,13,1,2,3,1,1,0,164,10.628019323671497,6.280193236714976,0.4830917874396135,0.966183574879227,1.4492753623188406,0.4830917874396135,0.4830917874396135,0,79.22705314009661
W00002958,373,26,26,7,1,1,0,0,0,312,6.970509383378016,6.970509383378016,1.876675603217158,0.2680965147453083,0.2680965147453083,0,0,0,83.6461126005362
W00002959,252,14,21,10,1,4,0,0,0,202,5.555555555555555,8.333333333333332,3.968253968253968,0.3968253968253968,1.5873015873015872,0,0,0,80.15873015873017
W00002960,420,30,36,8,6,7,1,4,1,327,7.142857142857142,8.571428571428571,1.9047619047619049,1.4285714285714286,1.6666666666666667,0.2380952380952381,0.9523809523809524,0.2380952380952381,77.85714285714286
W00002961,194,9,20,2,1,1,0,1,0,160,4.639175257731959,10.309278350515463,1.0309278350515463,0.5154639175257731,0.5154639175257731,0,0.5154639175257731,0,82.4742268041237
W00002962,257,14,13,6,4,3,0,0,1,216,5.447470817120623,5.058365758754864,2.3346303501945527,1.556420233463035,1.1673151750972763,0,0,0.38910505836575876,84.04669260700389
W00002963,343,15,24,9,0,2,0,4,1,288,4.373177842565598,6.997084548104956,2.623906705539359,0,0.5830903790087464,0,1.1661807580174928,0.2915451895043732,83.96501457725948
W00002966,216,16,20,8,1,3,0,0,1,167,7.4074074074074066,9.25925925925926,3.7037037037037033,0.4629629629629629,1.3888888888888888,0,0,0.4629629629629629,77.31481481481481
W00002967,318,20,32,10,6,1,0,1,0,248,6.289308176100629,10.062893081761008,3.1446540880503147,1.8867924528301887,0.3144654088050315,0,0.3144654088050315,0,77.9874213836478
W00002968,248,27,20,10,1,1,0,1,0,188,10.887096774193548,8.064516129032258,4.032258064516129,0.4032258064516129,0.4032258064516129,0,0.4032258064516129,0,75.80645161290323
W00002969,421,38,59,12,5,8,1,4,0,294,9.026128266033254,14.014251781472684,2.8503562945368173,1.187648456057007,1.9002375296912115,0.23752969121140144,0.9501187648456058,0,69.83372921615202
W00002970,273,16,22,7,3,3,1,1,2,218,5.86080586080586,8.058608058608058,2.564102564102564,1.098901098901099,1.098901098901099,0.3663003663003663,0.3663003663003663,0.7326007326007326,79.85347985347985
W00002972,362,15,45,6,4,1,0,2,0,289,4.143646408839778,12.430939226519337,1.6574585635359116,1.1049723756906076,0.2762430939226519,0,0.5524861878453038,0,79.8342541436464
W00002974,295,13,20,7,2,9,0,2,0,242,4.406779661016949,6.779661016949152,2.3728813559322033,0.6779661016949152,3.050847457627119,0,0.6779661016949152,0,82.03389830508473
W00002975,492,35,51,12,4,8,1,7,0,374,7.113821138211382,10.365853658536585,2.4390243902439024,0.8130081300813009,1.6260162601626018,0.20325203252032523,1.4227642276422763,0,76.01626016260163
W00002976,363,21,34,3,2,8,0,4,0,291,5.785123966942149,9.366391184573002,0.8264462809917356,0.5509641873278237,2.203856749311295,0,1.1019283746556474,0,80.16528925619835
W00002977,338,17,21,3,2,4,0,0,1,290,5.029585798816568,6.21301775147929,0.8875739644970414,0.591715976331361,1.183431952662722,0,0,0.2958579881656805,85.79881656804734
W00002978,370,46,142,20,9,6,0,5,2,140,12.432432432432433,38.37837837837838,5.405405405405405,2.4324324324324325,1.6216216216216217,0,1.3513513513513513,0.5405405405405406,37.83783783783784
W00002979,292,17,103,18,6,4,0,3,2,139,5.821917808219178,35.273972602739725,6.164383561643835,2.054794520547945,1.36986301369863,0,1.0273972602739725,0.684931506849315,47.6027397260274
W00002980,273,23,100,13,10,6,3,7,2,109,8.424908424908425,36.63003663003663,4.761904761904762,3.6630036630036633,2.197802197802198,1.098901098901099,2.564102564102564,0.7326007326007326,39.92673992673993
W00002981,301,20,105,24,14,1,0,6,4,127,6.64451827242525,34.883720930232556,7.973421926910299,4.651162790697675,0.33222591362126247,0,1.9933554817275747,1.3289036544850499,42.19269102990033
W00002982,290,27,112,18,10,4,2,2,3,112,9.310344827586208,38.62068965517241,6.206896551724138,3.4482758620689653,1.3793103448275863,0.6896551724137931,0.6896551724137931,1.0344827586206897,38.62068965517241
W00002983,277,20,106,7,8,5,2,3,1,125,7.2202166064981945,38.26714801444043,2.527075812274368,2.888086642599278,1.8050541516245486,0.7220216606498195,1.083032490974729,0.36101083032490977,45.12635379061371
W00002984,267,28,101,14,7,5,0,2,5,105,10.486891385767791,37.82771535580524,5.2434456928838955,2.6217228464419478,1.8726591760299627,0,0.7490636704119851,1.8726591760299627,39.325842696629216
W00002985,301,26,124,18,3,3,2,1,0,124,8.637873754152823,41.19601328903654,5.980066445182724,0.9966777408637874,0.9966777408637874,0.6644518272425249,0.33222591362126247,0,41.19601328903654
W00002986,426,17,208,25,16,2,0,5,1,152,3.9906103286384975,48.82629107981221,5.868544600938967,3.755868544600939,0.4694835680751174,0,1.1737089201877933,0.2347417840375587,35.68075117370892
W00002987,371,24,141,19,9,3,1,1,1,172,6.46900269541779,38.00539083557952,5.121293800539084,2.4258760107816713,0.8086253369272237,0.2695417789757413,0.2695417789757413,0.2695417789757413,46.36118598382749
W00002988,330,17,121,22,10,9,0,1,1,149,5.151515151515151,36.666666666666664,6.666666666666667,3.0303030303030303,2.727272727272727,0,0.30303030303030304,0.30303030303030304,45.151515151515156
W00002989,388,29,195,24,7,4,1,1,0,127,7.474226804123711,50.25773195876289,6.185567010309279,1.804123711340206,1.0309278350515463,0.25773195876288657,0.25773195876288657,0,32.7319587628866
W00002990,448,28,266,29,11,6,0,7,0,101,6.25,59.375,6.4732142857142865,2.455357142857143,1.3392857142857142,0,1.5625,0,22.544642857142858
W00002991,308,20,193,18,6,2,0,0,0,69,6.493506493506493,62.66233766233766,5.844155844155844,1.948051948051948,0.6493506493506493,0,0,0,22.4025974025974
W00002992,207,12,94,13,2,4,0,2,0,80,5.797101449275362,45.410628019323674,6.280193236714976,0.966183574879227,1.932367149758454,0,0.966183574879227,0,38.64734299516908
W00002993,431,21,153,15,12,10,1,2,0,217,4.872389791183294,35.498839907192576,3.480278422273782,2.784222737819025,2.320185614849188,0.23201856148491878,0.46403712296983757,0,50.34802784222738
W00002994,359,24,188,20,6,3,0,2,2,114,6.685236768802229,52.36768802228412,5.571030640668524,1.6713091922005572,0.8356545961002786,0,0.5571030640668524,0.5571030640668524,31.75487465181058
W00002995,396,24,171,15,12,2,1,5,4,162,6.0606060606060606,43.18181818181818,3.787878787878788,3.0303030303030303,0.5050505050505051,0.25252525252525254,1.2626262626262625,1.0101010101010102,40.909090909090914
W00002996,291,17,135,20,6,6,0,0,1,106,5.841924398625429,46.391752577319586,6.872852233676976,2.0618556701030926,2.0618556701030926,0,0,0.3436426116838488,36.42611683848797
W00002997,280,27,91,18,7,3,0,2,3,129,9.642857142857144,32.5,6.428571428571428,2.5,1.0714285714285714,0,0.7142857142857143,1.0714285714285714,46.07142857142857
W00002998,196,16,77,12,6,0,1,0,0,84,8.16326530612245,39.285714285714285,6.122448979591836,3.061224489795918,0,0.5102040816326531,0,0,42.857142857142854
W00002999,272,24,88,12,3,2,0,0,2,141,8.823529411764707,32.35294117647059,4.411764705882353,1.1029411764705883,0.7352941176470588,0,0,0.7352941176470588,51.83823529411765
W00003000,260,21,95,19,6,2,0,4,0,113,8.076923076923077,36.53846153846153,7.307692307692308,2.307692307692308,0.7692307692307693,0,1.5384615384615385,0,43.46153846153846
W00003001,276,17,112,12,8,3,0,2,0,122,6.159420289855073,40.57971014492754,4.3478260869565215,2.898550724637681,1.0869565217391304,0,0.7246376811594203,0,44.20289855072464
W00003002,283,9,18,7,1,3,0,0,2,243,3.180212014134275,6.36042402826855,2.4734982332155475,0.35335689045936397,1.0600706713780919,0,0,0.7067137809187279,85.86572438162544
W00003003,292,19,26,0,1,4,1,1,0,240,6.506849315068493,8.904109589041095,0,0.3424657534246575,1.36986301369863,0.3424657534246575,0.3424657534246575,0,82.1917808219178
W00003004,252,16,27,9,2,1,0,0,0,197,6.349206349206349,10.714285714285714,3.571428571428571,0.7936507936507936,0.3968253968253968,0,0,0,78.17460317460318
W00003005,250,7,26,1,1,1,1,0,0,213,2.8000000000000003,10.4,0.4,0.4,0.4,0.4,0,0,85.2
W00003006,368,11,35,3,2,1,2,0,0,314,2.989130434782609,9.510869565217392,0.8152173913043478,0.5434782608695652,0.2717391304347826,0.5434782608695652,0,0,85.32608695652173
W00003007,367,20,37,9,0,3,1,1,5,291,5.449591280653951,10.08174386920981,2.452316076294278,0,0.8174386920980926,0.2724795640326975,0.2724795640326975,1.3623978201634876,79.291553133515
W00003008,231,18,23,5,0,2,0,1,1,181,7.792207792207792,9.956709956709958,2.1645021645021645,0,0.8658008658008658,0,0.4329004329004329,0.4329004329004329,78.35497835497836
W00003009,324,27,34,8,1,4,1,0,4,245,8.333333333333332,10.493827160493826,2.4691358024691357,0.30864197530864196,1.2345679012345678,0.30864197530864196,0,1.2345679012345678,75.61728395061729
W00003010,373,40,73,27,12,6,1,6,3,205,10.723860589812332,19.571045576407506,7.238605898123325,3.2171581769436997,1.6085790884718498,0.2680965147453083,1.6085790884718498,0.8042895442359249,54.95978552278821
W00003011,321,39,75,13,5,8,1,1,0,179,12.149532710280374,23.364485981308412,4.049844236760125,1.557632398753894,2.4922118380062304,0.3115264797507788,0.3115264797507788,0,55.7632398753894
W00003012,318,37,45,19,7,14,1,5,2,188,11.635220125786164,14.150943396226415,5.9748427672955975,2.20125786163522,4.40251572327044,0.3144654088050315,1.5723270440251573,0.628930817610063,59.11949685534591
W00003013,277,17,60,13,8,5,0,3,1,170,6.137184115523466,21.660649819494584,4.693140794223827,2.888086642599278,1.8050541516245486,0,1.083032490974729,0.36101083032490977,61.371841155234655
W00003014,260,33,48,14,14,7,1,4,0,139,12.692307692307692,18.461538461538463,5.384615384615385,5.384615384615385,2.6923076923076925,0.38461538461538464,1.5384615384615385,0,53.46153846153846
W00003015,244,25,44,13,7,5,0,1,2,147,10.245901639344263,18.0327868852459,5.327868852459016,2.8688524590163933,2.0491803278688523,0,0.4098360655737705,0.819672131147541,60.245901639344254
W00003016,292,43,71,17,7,5,0,2,7,140,14.726027397260275,24.315068493150687,5.821917808219178,2.3972602739726026,1.7123287671232876,0,0.684931506849315,2.3972602739726026,47.94520547945205
W00003017,384,49,73,26,9,11,1,4,1,210,12.760416666666666,19.010416666666664,6.770833333333333,2.34375,2.864583333333333,0.26041666666666663,1.0416666666666665,0.26041666666666663,54.6875
W00003018,242,35,63,12,9,4,0,4,0,115,14.46280991735537,26.033057851239672,4.958677685950414,3.71900826446281,1.6528925619834711,0,1.6528925619834711,0,47.5206611570248
W00003019,285,36,65,16,10,8,0,2,1,147,12.631578947368421,22.807017543859647,5.614035087719298,3.508771929824561,2.807017543859649,0,0.7017543859649122,0.3508771929824561,51.578947368421055
W00003020,341,36,65,19,4,12,0,1,4,200,10.557184750733137,19.06158357771261,5.571847507331378,1.1730205278592376,3.519061583577713,0,0.2932551319648094,1.1730205278592376,58.65102639296188
