OA,ts0190001,ts0190002,ts0190003,ts0190004,ts0190005,ts0190002_PCT,ts0190003_PCT,ts0190004_PCT,ts0190005_PCT
W00002978,378,320,0,58,0,84.65608465608466,0,15.343915343915343,0
W00002979,300,279,0,21,0,93,0,7.000000000000001,0
W00002980,279,253,1,25,0,90.68100358422939,0.35842293906810035,8.960573476702509,0
W00002981,300,281,1,18,0,93.66666666666667,0.33333333333333337,6,0
W00002982,291,262,1,23,5,90.03436426116839,0.3436426116838488,7.903780068728522,1.718213058419244
W00002983,280,263,0,17,0,93.92857142857143,0,6.071428571428571,0
W00002984,269,255,0,13,1,94.79553903345726,0,4.83271375464684,0.37174721189591076
W00002985,304,284,1,19,0,93.42105263157895,0.3289473684210526,6.25,0
W00002986,430,405,1,21,3,94.18604651162791,0.23255813953488372,4.883720930232558,0.6976744186046512
W00002987,374,353,0,21,0,94.38502673796792,0,5.614973262032086,0
W00002988,333,305,1,27,0,91.5915915915916,0.3003003003003003,8.108108108108109,0
W00002991,317,295,1,21,0,93.05993690851734,0.31545741324921134,6.624605678233439,0
W00002992,210,192,1,17,0,91.42857142857143,0.4761904761904762,8.095238095238095,0
W00002994,361,335,0,25,1,92.797783933518,0,6.9252077562326875,0.2770083102493075
W00002995,399,366,0,29,4,91.72932330827066,0,7.268170426065162,1.0025062656641603
W00002989,394,357,0,34,3,90.60913705583756,0,8.629441624365482,0.7614213197969544
W00002990,452,422,0,29,1,93.36283185840708,0,6.415929203539823,0.22123893805309736
W00002993,436,400,0,35,1,91.74311926605505,0,8.027522935779817,0.22935779816513763
W00003289,281,257,0,23,1,91.45907473309609,0,8.185053380782918,0.3558718861209964
W00003290,251,237,2,12,0,94.42231075697211,0.796812749003984,4.780876494023905,0
W00003291,305,266,0,33,6,87.21311475409837,0,10.819672131147541,1.9672131147540985
W00003292,291,266,1,24,0,91.40893470790378,0.3436426116838488,8.24742268041237,0
W00003293,247,228,1,16,2,92.3076923076923,0.4048582995951417,6.477732793522267,0.8097165991902834
W00003294,244,218,0,22,4,89.34426229508196,0,9.01639344262295,1.639344262295082
W00003295,195,182,0,13,0,93.33333333333333,0,6.666666666666667,0
W00003296,225,203,1,21,0,90.22222222222223,0.4444444444444444,9.333333333333334,0
W00002996,298,277,0,19,2,92.9530201342282,0,6.375838926174497,0.6711409395973155
W00002997,285,273,1,8,3,95.78947368421052,0.3508771929824561,2.807017543859649,1.0526315789473684
W00002998,197,182,0,14,1,92.38578680203045,0,7.1065989847715745,0.5076142131979695
W00002999,275,252,2,17,4,91.63636363636364,0.7272727272727273,6.181818181818182,1.4545454545454546
W00003000,264,253,0,11,0,95.83333333333334,0,4.166666666666666,0
W00003001,282,267,0,14,1,94.68085106382979,0,4.964539007092199,0.3546099290780142
W00003010,384,373,0,11,0,97.13541666666666,0,2.864583333333333,0
W00003011,332,311,0,21,0,93.67469879518072,0,6.325301204819277,0
W00003012,324,292,0,32,0,90.12345679012346,0,9.876543209876543,0
W00003013,280,260,2,18,0,92.85714285714286,0.7142857142857143,6.428571428571428,0
W00003014,263,245,1,16,1,93.15589353612167,0.38022813688212925,6.083650190114068,0.38022813688212925
W00003015,249,226,0,19,4,90.76305220883533,0,7.630522088353414,1.6064257028112447
W00003016,301,286,1,14,0,95.01661129568106,0.33222591362126247,4.651162790697675,0
W00003017,386,369,1,15,1,95.59585492227978,0.2590673575129534,3.8860103626943006,0.2590673575129534
W00003018,245,213,1,31,0,86.93877551020408,0.40816326530612246,12.653061224489795,0
W00003019,296,280,1,15,0,94.5945945945946,0.33783783783783783,5.0675675675675675,0
W00003020,347,312,0,33,2,89.9135446685879,0,9.510086455331413,0.57636887608069165
W00003021,294,258,0,34,2,87.75510204081633,0,11.564625850340136,0.6802721088435374
W00003022,331,307,0,22,2,92.74924471299094,0,6.646525679758309,0.6042296072507553
W00003023,404,384,0,20,0,95.04950495049505,0,4.9504950495049505,0
W00003024,319,284,1,34,0,89.0282131661442,0.3134796238244514,10.658307210031348,0
W00003025,256,231,0,23,2,90.234375,0,8.984375,0.78125
W00003026,398,369,0,29,0,92.71356783919597,0,7.2864321608040195,0
W00003199,279,257,0,20,2,92.1146953405018,0,7.168458781362006,0.7168458781362007
W00003200,215,194,1,18,2,90.23255813953487,0.46511627906976744,8.372093023255815,0.9302325581395349
W00003201,256,227,1,28,0,88.671875,0.390625,10.9375,0
W00003202,302,283,0,18,1,93.70860927152319,0,5.960264900662252,0.33112582781456956
W00003314,416,371,2,40,3,89.1826923076923,0.4807692307692308,9.615384615384617,0.7211538461538461
W00003315,385,350,1,34,0,90.9090909090909,0.2597402597402597,8.831168831168831,0
W00003316,315,287,1,27,0,91.11111111111111,0.31746031746031744,8.571428571428571,0
W00003317,388,376,0,12,0,96.90721649484536,0,3.0927835051546393,0
W00003095,455,411,2,41,1,90.32967032967034,0.43956043956043955,9.010989010989011,0.21978021978021978
W00003096,424,412,1,10,1,97.16981132075472,0.2358490566037736,2.358490566037736,0.2358490566037736
W00003097,403,370,2,30,1,91.81141439205956,0.49627791563275436,7.444168734491314,0.24813895781637718
W00003098,431,387,2,42,0,89.79118329466357,0.46403712296983757,9.744779582366588,0
W00003099,322,297,1,24,0,92.2360248447205,0.3105590062111801,7.453416149068323,0
W00003100,322,303,0,19,0,94.09937888198758,0,5.900621118012422,0
W00003108,312,295,1,14,2,94.55128205128204,0.3205128205128205,4.487179487179487,0.641025641025641
W00003109,339,323,2,14,0,95.28023598820059,0.5899705014749262,4.129793510324483,0
W00003110,216,197,0,16,3,91.20370370370371,0,7.4074074074074066,1.3888888888888888
W00003111,231,217,1,8,5,93.93939393939394,0.4329004329004329,3.463203463203463,2.1645021645021645
W00003112,298,283,0,15,0,94.96644295302013,0,5.033557046979865,0
W00003283,282,247,1,34,0,87.58865248226951,0.3546099290780142,12.056737588652481,0
W00003284,289,266,1,21,1,92.04152249134948,0.34602076124567477,7.26643598615917,0.34602076124567477
