OA,ts0170001,ts0170002,ts0170003,ts0170004,ts0170005,ts0170006,ts0170007,ts0170008,ts0170009,ts0170010,ts0170002_PCT,ts0170003_PCT,ts0170004_PCT,ts0170005_PCT,ts0170006_PCT,ts0170007_PCT,ts0170008_PCT,ts0170009_PCT,ts0170010_PCT
W00002978,161,0,47,56,24,26,6,2,0,0,0,29.19254658385093,34.78260869565217,14.906832298136646,16.149068322981368,3.7267080745341614,1.2422360248447204,0,0
W00002979,133,0,40,56,16,10,6,5,0,0,0,30.075187969924812,42.10526315789473,12.030075187969924,7.518796992481203,4.511278195488721,3.7593984962406015,0,0
W00002980,123,0,37,44,18,17,6,0,1,0,0,30.081300813008134,35.77235772357724,14.634146341463413,13.821138211382115,4.878048780487805,0,0.8130081300813009,0
W00002981,133,0,42,46,19,20,4,1,1,0,0,31.57894736842105,34.58646616541353,14.285714285714285,15.037593984962406,3.007518796992481,0.7518796992481203,0.7518796992481203,0
W00002982,123,0,29,55,20,12,7,0,0,0,0,23.577235772357724,44.71544715447154,16.260162601626014,9.75609756097561,5.691056910569105,0,0,0
W00002983,123,0,35,45,18,19,6,0,0,0,0,28.455284552845526,36.58536585365854,14.634146341463413,15.447154471544716,4.878048780487805,0,0,0
W00002984,114,0,26,46,23,10,8,1,0,0,0,22.807017543859647,40.35087719298245,20.175438596491226,8.771929824561402,7.017543859649122,0.8771929824561403,0,0
W00002985,136,0,38,62,15,15,2,3,0,1,0,27.941176470588236,45.588235294117645,11.029411764705882,11.029411764705882,1.4705882352941175,2.2058823529411766,0,0.7352941176470588
W00002986,192,0,58,78,19,26,9,1,1,0,0,30.208333333333332,40.625,9.895833333333332,13.541666666666666,4.6875,0.5208333333333333,0.5208333333333333,0
W00002987,159,0,33,74,24,10,15,1,1,1,0,20.754716981132077,46.540880503144656,15.09433962264151,6.289308176100629,9.433962264150944,0.628930817610063,0.628930817610063,0.628930817610063
W00002988,141,0,32,59,26,15,9,0,0,0,0,22.69503546099291,41.843971631205676,18.439716312056735,10.638297872340425,6.382978723404255,0,0,0
W00002991,145,0,50,47,19,22,6,1,0,0,0,34.48275862068966,32.41379310344827,13.10344827586207,15.172413793103448,4.137931034482759,0.6896551724137931,0,0
W00002992,96,0,32,40,13,8,1,2,0,0,0,33.33333333333333,41.66666666666667,13.541666666666666,8.333333333333332,1.0416666666666665,2.083333333333333,0,0
W00002994,156,0,41,67,26,11,8,1,1,1,0,26.282051282051285,42.94871794871795,16.666666666666664,7.051282051282051,5.128205128205128,0.641025641025641,0.641025641025641,0.641025641025641
W00002995,174,0,49,71,23,19,7,5,0,0,0,28.160919540229884,40.804597701149426,13.218390804597702,10.919540229885058,4.022988505747127,2.8735632183908044,0,0
W00002989,165,0,43,64,22,26,8,1,0,1,0,26.060606060606062,38.78787878787879,13.333333333333334,15.757575757575756,4.848484848484849,0.6060606060606061,0,0.6060606060606061
W00002990,219,0,90,66,33,18,10,1,0,1,0,41.0958904109589,30.136986301369863,15.068493150684931,8.21917808219178,4.5662100456621,0.45662100456621,0,0.45662100456621
W00002993,187,0,50,74,29,22,5,4,3,0,0,26.737967914438503,39.57219251336899,15.508021390374333,11.76470588235294,2.6737967914438503,2.13903743315508,1.6042780748663104,0
W00003289,121,0,26,59,15,14,5,2,0,0,0,21.487603305785125,48.760330578512395,12.396694214876034,11.570247933884298,4.132231404958678,1.6528925619834711,0,0
W00003290,100,0,23,38,20,6,9,1,3,0,0,23,38,20,6,9,1,3,0
W00003291,124,0,32,53,13,12,8,4,0,2,0,25.806451612903224,42.74193548387097,10.483870967741936,9.67741935483871,6.451612903225806,3.225806451612903,0,1.6129032258064515
W00003292,143,0,48,61,19,8,6,1,0,0,0,33.56643356643357,42.65734265734265,13.286713286713287,5.594405594405594,4.195804195804196,0.6993006993006993,0,0
W00003293,136,0,71,37,17,6,3,1,1,0,0,52.20588235294118,27.205882352941174,12.5,4.411764705882353,2.2058823529411766,0.7352941176470588,0.7352941176470588,0
W00003294,116,0,44,42,14,9,4,2,1,0,0,37.93103448275862,36.206896551724135,12.068965517241379,7.758620689655173,3.4482758620689653,1.7241379310344827,0.8620689655172413,0
W00003295,87,0,20,40,17,7,3,0,0,0,0,22.988505747126435,45.97701149425287,19.54022988505747,8.045977011494253,3.4482758620689653,0,0,0
W00003296,126,0,56,49,10,7,3,1,0,0,0,44.44444444444444,38.88888888888889,7.936507936507936,5.555555555555555,2.380952380952381,0.7936507936507936,0,0
W00002996,119,0,32,46,10,16,12,2,1,0,0,26.89075630252101,38.655462184873954,8.403361344537815,13.445378151260504,10.084033613445378,1.680672268907563,0.8403361344537815,0
W00002997,139,0,51,57,15,15,0,1,0,0,0,36.69064748201439,41.007194244604314,10.79136690647482,10.79136690647482,0,0.7194244604316548,0,0
W00002998,96,0,32,45,9,5,3,0,1,1,0,33.33333333333333,46.875,9.375,5.208333333333334,3.125,0,1.0416666666666665,1.0416666666666665
W00002999,135,0,43,64,21,5,1,0,0,1,0,31.851851851851855,47.40740740740741,15.555555555555555,3.7037037037037033,0.7407407407407408,0,0,0.7407407407407408
W00003000,114,0,35,34,25,13,6,1,0,0,0,30.701754385964914,29.82456140350877,21.929824561403507,11.403508771929824,5.263157894736842,0.8771929824561403,0,0
W00003001,110,0,29,41,13,13,9,5,0,0,0,26.36363636363636,37.27272727272727,11.818181818181818,11.818181818181818,8.181818181818182,4.545454545454546,0,0
W00003010,170,0,77,38,21,20,6,2,3,3,0,45.294117647058826,22.35294117647059,12.352941176470589,11.76470588235294,3.5294117647058822,1.1764705882352942,1.7647058823529411,1.7647058823529411
W00003011,156,0,52,67,17,12,7,0,0,1,0,33.33333333333333,42.94871794871795,10.897435897435898,7.6923076923076925,4.487179487179487,0,0,0.641025641025641
W00003012,169,0,77,59,17,9,6,1,0,0,0,45.562130177514796,34.9112426035503,10.059171597633137,5.325443786982249,3.5502958579881656,0.591715976331361,0,0
W00003013,131,0,50,56,10,11,3,1,0,0,0,38.16793893129771,42.74809160305343,7.633587786259542,8.396946564885496,2.2900763358778624,0.7633587786259541,0,0
W00003014,128,0,46,51,12,14,5,0,0,0,0,35.9375,39.84375,9.375,10.9375,3.90625,0,0,0
W00003015,132,0,57,51,13,6,4,1,0,0,0,43.18181818181818,38.63636363636363,9.848484848484848,4.545454545454546,3.0303030303030303,0.7575757575757576,0,0
