OA,ts0650001,ts0650002,ts0650003,ts0650004,ts0650002_PCT,ts0650003_PCT,ts0650004_PCT
W00003354,120,15,87,18,12.5,72.5,15
W00003355,153,14,117,22,9.15032679738562,76.47058823529412,14.37908496732026
W00003356,98,16,65,17,16.3265306122449,66.3265306122449,17.346938775510203
W00003357,97,8,80,9,8.24742268041237,82.4742268041237,9.278350515463918
W00003358,76,11,49,16,14.473684210526317,64.47368421052632,21.052631578947366
W00003359,131,14,94,23,10.687022900763358,71.7557251908397,17.557251908396946
W00003360,166,21,110,35,12.650602409638553,66.26506024096386,21.084337349397593
W00003361,127,10,78,39,7.874015748031496,61.417322834645674,30.708661417322837
W00003362,108,5,84,19,4.62962962962963,77.77777777777779,17.59259259259259
W00003363,113,9,69,35,7.964601769911504,61.06194690265486,30.973451327433626
W00003364,99,8,67,24,8.080808080808081,67.67676767676768,24.242424242424242
W00003365,111,13,70,28,11.711711711711711,63.06306306306306,25.225225225225223
W00003366,120,9,89,22,7.5,74.16666666666667,18.333333333333332
W00003367,95,12,62,21,12.631578947368421,65.26315789473685,22.105263157894736
W00003368,116,12,68,36,10.344827586206897,58.620689655172406,31.03448275862069
W00003369,110,12,71,27,10.909090909090908,64.54545454545455,24.545454545454547
W00003370,124,9,87,28,7.258064516129033,70.16129032258065,22.58064516129032
W00003372,227,14,179,34,6.167400881057269,78.8546255506608,14.977973568281937
W00003373,68,7,48,13,10.294117647058822,70.58823529411765,19.11764705882353
W00003374,109,15,60,34,13.761467889908257,55.04587155963303,31.19266055045872
W00003375,140,7,103,30,5,73.57142857142858,21.428571428571427
W00003376,114,8,77,29,7.017543859649122,67.54385964912281,25.438596491228072
W00003377,94,10,57,27,10.638297872340425,60.63829787234043,28.723404255319153
W00003378,126,7,81,38,5.555555555555555,64.28571428571429,30.158730158730158
W00003379,122,14,72,36,11.475409836065573,59.01639344262295,29.508196721311474
W00003380,90,6,56,28,6.666666666666667,62.22222222222222,31.11111111111111
W00003381,81,4,54,23,4.938271604938271,66.66666666666666,28.39506172839506
W00003382,112,8,77,27,7.142857142857142,68.75,24.107142857142858
W00003383,92,13,72,7,14.130434782608695,78.26086956521739,7.608695652173914
W00003384,180,17,91,72,9.444444444444445,50.55555555555556,40
W00003385,116,17,76,23,14.655172413793101,65.51724137931035,19.82758620689655
W00003386,122,6,88,28,4.918032786885246,72.1311475409836,22.950819672131146
W00003387,128,15,77,36,11.71875,60.15625,28.125
W00003388,110,10,48,52,9.090909090909092,43.63636363636363,47.27272727272727
W00003389,155,11,66,78,7.096774193548387,42.58064516129032,50.32258064516129
W00003390,80,13,50,17,16.25,62.5,21.25
W00003391,110,9,72,29,8.181818181818182,65.45454545454545,26.36363636363636
W00003392,112,8,66,38,7.142857142857142,58.92857142857143,33.92857142857143
W00003393,105,10,63,32,9.523809523809524,60,30.476190476190478
W00003394,82,12,52,18,14.634146341463413,63.41463414634146,21.951219512195124
W00003395,86,7,66,13,8.13953488372093,76.74418604651163,15.11627906976744
W00003396,134,18,96,20,13.432835820895523,71.64179104477611,14.925373134328357
W00003397,76,6,56,14,7.894736842105263,73.68421052631578,18.421052631578945
W00003398,106,6,69,31,5.660377358490567,65.09433962264151,29.245283018867923
W00003399,118,10,77,31,8.47457627118644,65.2542372881356,26.27118644067797
W00003400,134,17,96,21,12.686567164179104,71.64179104477611,15.671641791044777
W00003401,112,5,89,18,4.464285714285714,79.46428571428571,16.071428571428573
W00003402,110,10,58,42,9.090909090909092,52.72727272727272,38.18181818181819
W00003403,136,8,79,49,5.88235294117647,58.08823529411765,36.029411764705884
W00003404,129,2,116,11,1.550387596899225,89.92248062015504,8.527131782945736
W00003405,161,14,106,41,8.695652173913043,65.83850931677019,25.465838509316768
W00003406,132,8,98,26,6.0606060606060606,74.24242424242425,19.696969696969695
W00003407,128,13,95,20,10.15625,74.21875,15.625
W00003408,77,7,46,24,9.090909090909092,59.74025974025974,31.16883116883117
W00003409,142,12,110,20,8.450704225352112,77.46478873239437,14.084507042253522
W00003410,96,8,70,18,8.333333333333332,72.91666666666666,18.75
W00003411,137,6,118,13,4.37956204379562,86.13138686131386,9.48905109489051
W00003412,136,6,107,23,4.411764705882353,78.67647058823529,16.911764705882355
W00003413,115,8,87,20,6.956521739130435,75.65217391304347,17.391304347826086
W00003414,103,12,67,24,11.650485436893204,65.0485436893204,23.300970873786408
W00003415,137,8,81,48,5.839416058394161,59.12408759124088,35.03649635036496
W00003416,113,9,81,23,7.964601769911504,71.68141592920354,20.353982300884958
W00003418,105,9,56,40,8.571428571428571,53.333333333333336,38.095238095238095
W00003419,160,10,113,37,6.25,70.625,23.125
W00003422,120,12,75,33,10,62.5,27.500000000000004
W00003423,197,22,137,38,11.16751269035533,69.54314720812182,19.289340101522843
W00003424,110,8,95,7,7.2727272727272725,86.36363636363636,6.363636363636363
W00003425,131,12,106,13,9.16030534351145,80.91603053435115,9.923664122137405
W00003426,105,13,67,25,12.380952380952381,63.8095238095238,23.809523809523807
W00003427,105,13,77,15,12.380952380952381,73.33333333333333,14.285714285714285
W00003428,87,8,60,19,9.195402298850574,68.96551724137932,21.839080459770116
W00003429,81,12,37,32,14.814814814814813,45.67901234567901,39.50617283950617
W00003430,87,6,60,21,6.896551724137931,68.96551724137932,24.137931034482758
W00003431,95,10,61,24,10.526315789473683,64.21052631578948,25.263157894736842
W00003432,134,13,85,36,9.701492537313433,63.43283582089553,26.865671641791046
W00003433,119,13,74,32,10.92436974789916,62.18487394957983,26.89075630252101
W00003434,91,11,50,30,12.087912087912088,54.94505494505495,32.967032967032964
W00003435,104,8,72,24,7.6923076923076925,69.23076923076923,23.076923076923077
W00003436,111,5,84,22,4.504504504504505,75.67567567567568,19.81981981981982
W00003437,119,17,56,46,14.285714285714285,47.05882352941176,38.655462184873954
W00003438,112,21,68,23,18.75,60.71428571428571,20.535714285714285
W00003439,103,11,64,28,10.679611650485436,62.13592233009708,27.184466019417474
W00003440,117,12,92,13,10.256410256410255,78.63247863247864,11.11111111111111
W00003441,119,17,80,22,14.285714285714285,67.22689075630252,18.487394957983195
W00003442,88,6,68,14,6.8181818181818175,77.27272727272727,15.909090909090908
W00003443,145,11,108,26,7.586206896551724,74.48275862068967,17.93103448275862
W00003444,81,10,57,14,12.345679012345679,70.37037037037037,17.28395061728395
