OA,ts0300001,ts0300002,ts0300003,ts0300004,ts0300005,ts0300006,ts0300007,ts0300008,ts0300009,ts0300010,ts0300002_PCT,ts0300003_PCT,ts0300004_PCT,ts0300005_PCT,ts0300006_PCT,ts0300007_PCT,ts0300008_PCT,ts0300009_PCT,ts0300010_PCT
W00003354,418,122,262,0,0,0,2,0,5,27,29.1866028708134,62.67942583732058,0,0,0,0.4784688995215311,0,1.1961722488038278,6.4593301435406705
W00003355,352,86,243,0,0,0,5,0,0,18,24.431818181818183,69.0340909090909,0,0,0,1.4204545454545454,0,0,5.113636363636364
W00003356,268,73,161,1,1,1,0,0,1,30,27.238805970149254,60.07462686567165,0.3731343283582089,0.3731343283582089,0.3731343283582089,0,0,0.3731343283582089,11.194029850746269
W00003357,290,91,172,1,4,0,0,0,1,21,31.379310344827587,59.310344827586206,0.3448275862068966,1.3793103448275863,0,0,0,0.3448275862068966,7.241379310344828
W00003358,238,113,112,1,0,0,0,0,0,12,47.47899159663865,47.05882352941176,0.42016806722689076,0,0,0,0,0,5.042016806722689
W00003359,375,128,222,3,2,0,0,0,1,19,34.13333333333333,59.199999999999996,0.8,0.5333333333333333,0,0,0,0.26666666666666666,5.066666666666666
W00003360,392,139,223,0,7,0,1,0,7,15,35.45918367346938,56.88775510204081,0,1.7857142857142856,0,0.25510204081632654,0,1.7857142857142856,3.826530612244898
W00003361,304,166,98,0,7,0,0,4,3,26,54.60526315789473,32.23684210526316,0,2.302631578947368,0,0,1.3157894736842104,0.9868421052631579,8.552631578947368
W00003362,225,132,78,1,0,0,0,0,1,13,58.666666666666664,34.66666666666667,0.4444444444444444,0,0,0,0,0.4444444444444444,5.777777777777778
W00003363,206,95,72,0,0,0,3,0,4,32,46.116504854368934,34.95145631067961,0,0,0,1.4563106796116505,0,1.9417475728155338,15.53398058252427
W00003364,292,131,139,0,2,0,5,0,1,14,44.86301369863014,47.6027397260274,0,0.684931506849315,0,1.7123287671232876,0,0.3424657534246575,4.794520547945205
W00003365,290,130,129,1,7,0,13,0,4,6,44.827586206896555,44.48275862068966,0.3448275862068966,2.413793103448276,0,4.482758620689655,0,1.3793103448275863,2.0689655172413794
