OA,ts0190001,ts0190002,ts0190003,ts0190004,ts0190005,ts0190002_PCT,ts0190003_PCT,ts0190004_PCT,ts0190005_PCT
W00009177,329,301,0,24,4,91.48936170212765,0,7.29483282674772,1.21580547112462
W00009178,244,226,0,15,3,92.62295081967213,0,6.147540983606557,1.2295081967213115
W00009180,338,305,2,28,3,90.23668639053254,0.591715976331361,8.284023668639055,0.8875739644970414
W00009181,526,449,0,70,7,85.36121673003802,0,13.307984790874524,1.3307984790874523
W00009184,306,291,2,13,0,95.09803921568627,0.6535947712418301,4.248366013071895,0
W00009175,330,287,3,40,0,86.96969696969697,0.9090909090909091,12.121212121212121,0
W00009176,360,340,0,16,4,94.44444444444444,0,4.444444444444445,1.1111111111111112
W00009179,318,302,2,13,1,94.9685534591195,0.628930817610063,4.088050314465408,0.3144654088050315
W00009182,309,301,0,6,2,97.41100323624595,0,1.9417475728155338,0.6472491909385114
W00009183,417,393,3,19,2,94.24460431654677,0.7194244604316548,4.556354916067146,0.4796163069544364
W00009264,291,277,0,12,2,95.1890034364261,0,4.123711340206185,0.6872852233676976
W00009265,275,237,1,37,0,86.18181818181819,0.36363636363636365,13.454545454545455,0
W00009266,252,216,4,31,1,85.71428571428571,1.5873015873015872,12.3015873015873,0.3968253968253968
W00009268,234,196,0,38,0,83.76068376068376,0,16.23931623931624,0
W00009272,281,252,0,28,1,89.6797153024911,0,9.9644128113879,0.3558718861209964
W00009249,297,268,2,26,1,90.23569023569024,0.6734006734006733,8.754208754208754,0.33670033670033667
W00009276,341,326,8,6,1,95.60117302052787,2.346041055718475,1.7595307917888565,0.2932551319648094
W00009287,274,253,1,17,3,92.33576642335767,0.36496350364963503,6.204379562043796,1.094890510948905
W00009292,335,292,2,39,2,87.16417910447761,0.5970149253731344,11.641791044776118,0.5970149253731344
W00009242,341,307,1,33,0,90.02932551319648,0.2932551319648094,9.67741935483871,0
W00009243,325,305,0,18,2,93.84615384615384,0,5.538461538461538,0.6153846153846154
W00009262,280,271,1,8,0,96.78571428571429,0.35714285714285715,2.857142857142857,0
W00009263,393,362,0,30,1,92.1119592875318,0,7.633587786259542,0.2544529262086514
W00009244,261,248,0,13,0,95.01915708812261,0,4.980842911877394,0
W00009245,459,416,2,41,0,90.6318082788671,0.4357298474945534,8.932461873638346,0
W00009269,277,252,0,23,2,90.97472924187726,0,8.303249097472925,0.7220216606498195
W00009270,264,253,1,8,2,95.83333333333334,0.3787878787878788,3.0303030303030303,0.7575757575757576
W00009273,236,226,0,10,0,95.76271186440678,0,4.23728813559322,0
W00009246,343,318,4,21,0,92.71137026239067,1.1661807580174928,6.122448979591836,0
W00009247,302,269,1,32,0,89.0728476821192,0.33112582781456956,10.596026490066226,0
W00009267,231,192,0,38,1,83.11688311688312,0,16.450216450216452,0.4329004329004329
W00009274,270,255,1,14,0,94.44444444444444,0.3703703703703704,5.185185185185185,0
W00009279,268,254,1,13,0,94.77611940298507,0.3731343283582089,4.850746268656716,0
W00009248,288,268,4,14,2,93.05555555555556,1.3888888888888888,4.861111111111112,0.6944444444444444
W00009277,270,250,0,20,0,92.5925925925926,0,7.4074074074074066,0
W00009278,242,219,0,23,0,90.49586776859503,0,9.50413223140496,0
W00009282,282,264,0,16,2,93.61702127659575,0,5.673758865248227,0.7092198581560284
W00009283,316,288,1,25,2,91.13924050632912,0.31645569620253167,7.9113924050632916,0.6329113924050633
W00009486,354,321,0,32,1,90.67796610169492,0,9.03954802259887,0.2824858757062147
W00009488,333,328,1,3,1,98.49849849849849,0.3003003003003003,0.9009009009009009,0.3003003003003003
W00009490,464,441,2,18,3,95.04310344827587,0.43103448275862066,3.8793103448275863,0.646551724137931
W00009494,452,420,0,29,3,92.92035398230088,0,6.415929203539823,0.6637168141592921
W00009500,294,280,1,13,0,95.23809523809523,0.3401360544217687,4.421768707482993,0
W00009489,279,256,2,21,0,91.75627240143369,0.7168458781362007,7.526881720430108,0
W00009491,483,437,0,43,3,90.47619047619048,0,8.902691511387163,0.6211180124223602
W00009493,314,274,0,36,4,87.26114649681529,0,11.464968152866243,1.2738853503184715
W00009495,300,256,3,33,8,85.33333333333334,1,11,2.666666666666667
W00009501,381,336,1,40,4,88.18897637795276,0.26246719160104987,10.498687664041995,1.0498687664041995
W00009487,280,263,0,16,1,93.92857142857143,0,5.714285714285714,0.35714285714285715
W00009492,200,193,0,7,0,96.5,0,3.5000000000000004,0
