OA,ts0040001,ts0040002,ts0040003,ts0040004,ts0040005,ts0040006,ts0040007,ts0040008,ts0040009,ts0040010,ts0040011,ts0040012,ts0040013,ts0040014,ts0040015,ts0040002_PCT,ts0040003_PCT,ts0040004_PCT,ts0040005_PCT,ts0040006_PCT,ts0040007_PCT,ts0040008_PCT,ts0040009_PCT,ts0040010_PCT,ts0040011_PCT,ts0040012_PCT,ts0040013_PCT,ts0040014_PCT,ts0040015_PCT
E00114145,289,278,261,17,5,8,3,1,0,0,1,6,4,0,0,96.19377162629758,90.3114186851211,5.88235294117647,1.7301038062283738,2.768166089965398,1.0380622837370241,0.34602076124567477,0,0,0.34602076124567477,2.0761245674740483,1.384083044982699,0,0
E00114148,244,236,224,12,7,3,2,0,0,0,1,4,1,2,0,96.72131147540983,91.80327868852459,4.918032786885246,2.8688524590163933,1.2295081967213115,0.819672131147541,0,0,0,0.4098360655737705,1.639344262295082,0.4098360655737705,0.819672131147541,0
E00114150,282,278,250,28,8,10,9,1,0,0,0,4,0,0,0,98.581560283687935,88.65248226950354,9.929078014184398,2.8368794326241136,3.546099290780142,3.1914893617021276,0.3546099290780142,0,0,0,1.4184397163120568,0,0,0
E00114152,438,437,407,30,8,16,4,2,0,0,0,0,1,0,0,99.77168949771689,92.92237442922374,6.8493150684931505,1.82648401826484,3.65296803652968,0.91324200913242,0.45662100456621,0,0,0,0,0.228310502283105,0,0
E00114153,554,535,470,65,6,41,16,2,0,0,2,11,4,1,1,96.57039711191335,84.83754512635379,11.732851985559567,1.083032490974729,7.400722021660649,2.888086642599278,0.36101083032490977,0,0,0.36101083032490977,1.9855595667870036,0.7220216606498195,0.18050541516245489,0.18050541516245489
E00114159,279,267,239,27,2,16,8,1,1,1,0,8,2,2,0,95.6989247311828,85.66308243727599,9.67741935483871,0.7168458781362007,5.734767025089606,2.867383512544803,0.35842293906810035,0.35842293906810035,0.35842293906810035,0,2.867383512544803,0.7168458781362007,0.7168458781362007,0
E00114146,313,304,298,6,4,2,0,0,0,0,1,6,2,0,0,97.12460063897763,95.2076677316294,1.9169329073482428,1.2779552715654952,0.6389776357827476,0,0,0,0,0.3194888178913738,1.9169329073482428,0.6389776357827476,0,0
E00114149,254,248,237,10,3,3,4,0,1,1,0,4,1,1,0,97.63779527559055,93.30708661417323,3.937007874015748,1.1811023622047243,1.1811023622047243,1.574803149606299,0,0.39370078740157477,0.39370078740157477,0,1.574803149606299,0.39370078740157477,0.39370078740157477,0
E00114156,285,283,271,12,7,2,2,1,0,0,0,0,1,1,0,99.29824561403508,95.08771929824562,4.2105263157894735,2.456140350877193,0.7017543859649122,0.7017543859649122,0.3508771929824561,0,0,0,0,0.3508771929824561,0.3508771929824561,0
E00114157,338,332,321,10,4,2,2,2,1,1,3,2,0,1,0,98.22485207100591,94.97041420118343,2.9585798816568047,1.183431952662722,0.591715976331361,0.591715976331361,0.591715976331361,0.2958579881656805,0.2958579881656805,0.8875739644970414,0.591715976331361,0,0.2958579881656805,0
E00114158,265,255,239,14,5,9,0,0,2,2,8,1,1,0,0,96.22641509433963,90.18867924528303,5.283018867924529,1.8867924528301887,3.3962264150943398,0,0,0.7547169811320755,0.7547169811320755,3.018867924528302,0.37735849056603776,0.37735849056603776,0,0
E00114147,319,312,297,13,2,6,5,0,2,2,0,7,0,0,0,97.80564263322884,93.10344827586206,4.075235109717868,0.6269592476489028,1.8808777429467085,1.5673981191222568,0,0.6269592476489028,0.6269592476489028,0,2.19435736677116,0,0,0
E00114151,330,325,313,11,6,5,0,0,1,1,1,4,0,0,0,98.48484848484848,94.84848484848484,3.3333333333333335,1.8181818181818181,1.5151515151515151,0,0,0.30303030303030304,0.30303030303030304,0.30303030303030304,1.2121212121212122,0,0,0
E00114154,341,340,321,19,8,4,7,0,0,0,0,1,0,0,0,99.70674486803519,94.13489736070382,5.571847507331378,2.346041055718475,1.1730205278592376,2.0527859237536656,0,0,0,0,0.2932551319648094,0,0,0
E00114155,325,321,298,23,13,3,4,3,0,0,0,4,0,0,0,98.76923076923076,91.6923076923077,7.076923076923077,4,0.9230769230769231,1.2307692307692308,0.9230769230769231,0,0,0,1.2307692307692308,0,0,0
E00114172,222,219,213,6,6,0,0,0,0,0,2,0,0,1,0,98.64864864864865,95.94594594594594,2.7027027027027026,2.7027027027027026,0,0,0,0,0,0.9009009009009009,0,0,0.45045045045045046,0
E00114173,268,263,243,19,8,8,0,3,1,1,3,0,1,1,0,98.13432835820896,90.67164179104478,7.08955223880597,2.9850746268656714,2.9850746268656714,0,1.1194029850746268,0.3731343283582089,0.3731343283582089,1.1194029850746268,0,0.3731343283582089,0.3731343283582089,0
E00114174,276,271,267,4,3,0,0,1,0,0,1,0,3,1,0,98.18840579710145,96.73913043478261,1.4492753623188406,1.0869565217391304,0,0,0.36231884057971014,0,0,0.36231884057971014,0,1.0869565217391304,0.36231884057971014,0
E00114175,268,260,251,8,7,0,0,1,1,1,0,6,1,1,0,97.01492537313433,93.65671641791045,2.9850746268656714,2.6119402985074625,0,0,0.3731343283582089,0.3731343283582089,0.3731343283582089,0,2.2388059701492535,0.3731343283582089,0.3731343283582089,0
E00114176,246,241,237,4,0,1,0,3,0,0,0,1,2,2,0,97.96747967479675,96.34146341463415,1.6260162601626018,0,0.40650406504065045,0,1.2195121951219512,0,0,0,0.40650406504065045,0.8130081300813009,0.8130081300813009,0
E00114177,252,245,241,4,3,1,0,0,0,0,3,1,2,1,0,97.22222222222221,95.63492063492063,1.5873015873015872,1.1904761904761905,0.3968253968253968,0,0,0,0,1.1904761904761905,0.3968253968253968,0.7936507936507936,0.3968253968253968,0
E00114178,301,289,278,11,8,2,1,0,0,0,1,10,0,1,0,96.01328903654485,92.35880398671097,3.6544850498338874,2.6578073089700998,0.6644518272425249,0.33222591362126247,0,0,0,0.33222591362126247,3.322259136212625,0,0.33222591362126247,0
E00113968,410,385,364,19,13,5,1,0,2,2,9,13,0,3,0,93.90243902439023,88.78048780487805,4.634146341463414,3.1707317073170733,1.2195121951219512,0.24390243902439024,0,0.4878048780487805,0.4878048780487805,2.195121951219512,3.1707317073170733,0,0.7317073170731708,0
E00113970,452,432,418,14,2,8,4,0,0,0,13,3,3,1,0,95.57522123893806,92.47787610619469,3.0973451327433628,0.4424778761061947,1.7699115044247788,0.8849557522123894,0,0,0,2.8761061946902653,0.6637168141592921,0.6637168141592921,0.22123893805309736,0
E00168987,314,304,272,29,19,10,0,0,3,3,3,7,0,0,0,96.81528662420382,86.62420382165605,9.235668789808917,6.050955414012739,3.1847133757961785,0,0,0.9554140127388535,0.9554140127388535,0.9554140127388535,2.229299363057325,0,0,0
E00168996,266,263,246,12,1,8,1,2,5,5,0,3,0,0,0,98.87218045112782,92.4812030075188,4.511278195488721,0.37593984962406013,3.007518796992481,0.37593984962406013,0.7518796992481203,1.8796992481203008,1.8796992481203008,0,1.1278195488721803,0,0,0
E00186413,434,433,407,26,9,13,3,1,0,0,1,0,0,0,0,99.76958525345621,93.77880184331798,5.990783410138248,2.0737327188940093,2.995391705069124,0.6912442396313364,0.2304147465437788,0,0,0.2304147465437788,0,0,0,0
E00186448,284,277,273,4,3,1,0,0,0,0,1,4,2,0,0,97.53521126760563,96.12676056338029,1.4084507042253522,1.056338028169014,0.35211267605633806,0,0,0,0,0.35211267605633806,1.4084507042253522,0.7042253521126761,0,0
E00186493,236,221,196,25,4,16,5,0,0,0,6,8,0,1,0,93.64406779661016,83.05084745762711,10.59322033898305,1.694915254237288,6.779661016949152,2.11864406779661,0,0,0,2.5423728813559325,3.389830508474576,0,0.423728813559322,0
E00113971,402,392,367,24,7,14,1,2,1,1,4,1,5,0,0,97.51243781094527,91.29353233830845,5.970149253731343,1.7412935323383085,3.482587064676617,0.24875621890547264,0.4975124378109453,0.24875621890547264,0.24875621890547264,0.9950248756218906,0.24875621890547264,1.2437810945273633,0,0
E00113973,532,517,497,17,6,8,0,3,3,3,7,0,1,7,0,97.18045112781954,93.42105263157895,3.195488721804511,1.1278195488721803,1.5037593984962405,0,0.5639097744360901,0.5639097744360901,0.5639097744360901,1.3157894736842104,0,0.18796992481203006,1.3157894736842104,0
E00168988,260,252,236,13,2,11,0,0,3,3,1,3,4,0,0,96.92307692307692,90.76923076923077,5,0.7692307692307693,4.230769230769231,0,0,1.153846153846154,1.153846153846154,0.38461538461538464,1.153846153846154,1.5384615384615385,0,0
E00168991,276,265,252,13,6,3,4,0,0,0,6,0,2,3,0,96.01449275362319,91.30434782608695,4.710144927536232,2.1739130434782608,1.0869565217391304,1.4492753623188406,0,0,0,2.1739130434782608,0,0.7246376811594203,1.0869565217391304,0
E00168993,282,273,255,15,10,3,2,0,3,3,6,3,0,0,0,96.80851063829788,90.42553191489363,5.319148936170213,3.546099290780142,1.0638297872340425,0.7092198581560284,0,1.0638297872340425,1.0638297872340425,2.127659574468085,1.0638297872340425,0,0,0
E00168994,226,224,214,9,3,6,0,0,1,1,0,1,0,1,0,99.11504424778761,94.69026548672566,3.982300884955752,1.3274336283185841,2.6548672566371683,0,0,0.4424778761061947,0.4424778761061947,0,0.4424778761061947,0,0.4424778761061947,0
E00168995,353,335,320,15,6,7,2,0,0,0,3,14,0,1,0,94.90084985835693,90.6515580736544,4.2492917847025495,1.69971671388102,1.9830028328611897,0.56657223796034,0,0,0,0.84985835694051,3.9660056657223794,0,0.28328611898017,0
E00168997,353,338,326,11,3,5,0,3,1,1,6,4,5,0,0,95.75070821529745,92.3512747875354,3.1161473087818696,0.84985835694051,1.41643059490085,0,0.84985835694051,0.28328611898017,0.28328611898017,1.69971671388102,1.13314447592068,1.41643059490085,0,0
