OA,ts0160001,ts0160002,ts0160003,ts0160004,ts0160005,ts0160006,ts0160002_PCT,ts0160003_PCT,ts0160004_PCT,ts0160005_PCT,ts0160006_PCT
E00117373,302,258,34,6,0,4,85.43046357615894,11.258278145695364,1.9867549668874174,0,1.3245033112582782
E00117377,355,313,32,2,4,4,88.16901408450704,9.014084507042254,0.5633802816901409,1.1267605633802817,1.1267605633802817
E00117379,323,254,40,18,6,5,78.63777089783281,12.38390092879257,5.572755417956656,1.8575851393188854,1.5479876160990713
E00117380,287,221,50,5,2,9,77.00348432055749,17.421602787456447,1.7421602787456445,0.6968641114982579,3.1358885017421603
E00117381,373,317,39,7,6,4,84.98659517426273,10.455764075067025,1.876675603217158,1.6085790884718498,1.0723860589812333
E00117390,359,215,97,19,10,18,59.888579387186624,27.019498607242337,5.2924791086350975,2.785515320334262,5.013927576601671
E00117395,303,255,34,7,2,5,84.15841584158416,11.221122112211221,2.31023102310231,0.6600660066006601,1.65016501650165
E00117401,373,200,99,31,22,21,53.61930294906166,26.541554959785525,8.310991957104557,5.898123324396782,5.630026809651475
E00117404,329,255,45,12,10,7,77.50759878419453,13.677811550151976,3.64741641337386,3.0395136778115504,2.127659574468085
E00117405,285,155,79,23,20,8,54.385964912280706,27.719298245614034,8.070175438596491,7.017543859649122,2.807017543859649
E00117396,199,173,16,8,1,1,86.93467336683418,8.040201005025125,4.0201005025125625,0.5025125628140703,0.5025125628140703
E00117397,264,231,24,6,2,1,87.5,9.090909090909092,2.272727272727273,0.7575757575757576,0.3787878787878788
E00117398,244,179,38,17,6,4,73.36065573770492,15.573770491803279,6.967213114754098,2.459016393442623,1.639344262295082
E00117399,352,199,96,23,19,15,56.53409090909091,27.27272727272727,6.534090909090909,5.3977272727272725,4.261363636363636
E00117400,421,238,112,23,26,22,56.53206650831354,26.60332541567696,5.463182897862233,6.175771971496437,5.225653206650831
E00117470,318,234,63,9,3,9,73.58490566037736,19.81132075471698,2.8301886792452833,0.9433962264150944,2.8301886792452833
E00117479,336,287,41,2,3,3,85.41666666666666,12.202380952380953,0.5952380952380952,0.8928571428571428,0.8928571428571428
E00117480,339,282,41,11,3,2,83.1858407079646,12.094395280235988,3.2448377581120944,0.8849557522123894,0.5899705014749262
E00117481,408,345,55,3,0,5,84.55882352941177,13.480392156862745,0.7352941176470588,0,1.2254901960784315
E00117482,274,230,25,12,7,0,83.94160583941606,9.124087591240876,4.37956204379562,2.5547445255474455,0
E00117484,305,251,39,10,1,4,82.29508196721311,12.786885245901638,3.278688524590164,0.32786885245901637,1.3114754098360655
