OA,ts0150001,ts0150002,ts0150003,ts0150004,ts0150005,ts0150006,ts0150007,ts0150008,ts0150009,ts0150010,ts0150011,ts0150012,ts0150013,ts0150002_PCT,ts0150003_PCT,ts0150004_PCT,ts0150005_PCT,ts0150006_PCT,ts0150007_PCT,ts0150008_PCT,ts0150009_PCT,ts0150010_PCT,ts0150011_PCT,ts0150012_PCT,ts0150013_PCT
W00004883,359,342,3,3,0,1,0,2,7,0,0,0,1,95.26462395543176,0.8356545961002786,0.8356545961002786,0,0.2785515320334262,0,0.5571030640668524,1.9498607242339834,0,0,0,0.2785515320334262
W00004884,272,268,0,0,0,1,0,1,0,1,0,0,1,98.52941176470588,0,0,0,0.3676470588235294,0,0.3676470588235294,0,0.3676470588235294,0,0,0.3676470588235294
W00004885,299,295,0,0,1,0,0,1,1,0,1,0,0,98.66220735785953,0,0,0.33444816053511706,0,0,0.33444816053511706,0.33444816053511706,0,0.33444816053511706,0,0
W00004886,337,321,0,0,3,0,2,2,3,2,4,0,0,95.25222551928783,0,0,0.8902077151335311,0,0.5934718100890208,0.5934718100890208,0.8902077151335311,0.5934718100890208,1.1869436201780417,0,0
W00004887,284,282,1,0,0,0,0,0,1,0,0,0,0,99.29577464788733,0.35211267605633806,0,0,0,0,0,0.35211267605633806,0,0,0,0
W00004888,384,373,0,0,1,1,2,2,2,0,3,0,0,97.13541666666666,0,0,0.26041666666666663,0.26041666666666663,0.5208333333333333,0.5208333333333333,0.5208333333333333,0,0.78125,0,0
W00005017,252,245,1,1,0,0,2,0,2,1,0,0,0,97.22222222222221,0.3968253968253968,0.3968253968253968,0,0,0.7936507936507936,0,0.7936507936507936,0.3968253968253968,0,0,0
W00005018,206,200,0,0,2,2,0,0,2,0,0,0,0,97.0873786407767,0,0,0.9708737864077669,0.9708737864077669,0,0,0.9708737864077669,0,0,0,0
W00005019,395,387,0,1,1,2,2,1,0,0,0,1,0,97.9746835443038,0,0.25316455696202533,0.25316455696202533,0.5063291139240507,0.5063291139240507,0.25316455696202533,0,0,0,0.25316455696202533,0
W00005020,318,316,0,0,0,1,1,0,0,0,0,0,0,99.37106918238993,0,0,0,0.3144654088050315,0.3144654088050315,0,0,0,0,0,0
W00005125,324,319,0,0,1,1,0,1,2,0,0,0,0,98.4567901234568,0,0,0.30864197530864196,0.30864197530864196,0,0.30864197530864196,0.6172839506172839,0,0,0,0
W00005126,254,252,0,0,0,0,1,1,0,0,0,0,0,99.21259842519686,0,0,0,0,0.39370078740157477,0.39370078740157477,0,0,0,0,0
