OA,ts0660001,ts0660002,ts0660003,ts0660004,ts0660005,ts0660006,ts0660007,ts0660008,ts0660009,ts0660010,ts0660011,ts0660012,ts0660013,ts0660014,ts0660015,ts0660016,ts0660017,ts0660018,ts0660019,ts0660020,ts0660021,ts0660022,ts0660023,ts0660024,ts0660025,ts0660026,ts0660027,ts0660028,ts0660029,ts0660030,ts0660031,ts0660002_PCT,ts0660003_PCT,ts0660004_PCT,ts0660005_PCT,ts0660006_PCT,ts0660007_PCT,ts0660008_PCT,ts0660009_PCT,ts0660010_PCT,ts0660011_PCT,ts0660012_PCT,ts0660013_PCT,ts0660014_PCT,ts0660015_PCT,ts0660016_PCT,ts0660017_PCT,ts0660018_PCT,ts0660019_PCT,ts0660020_PCT,ts0660021_PCT,ts0660022_PCT,ts0660023_PCT,ts0660024_PCT,ts0660025_PCT,ts0660026_PCT,ts0660027_PCT,ts0660028_PCT,ts0660029_PCT,ts0660030_PCT,ts0660031_PCT
E00131960,269,185,178,163,41,122,4,2,2,11,4,7,7,1,0,0,0,0,0,0,0,0,0,0,1,83,22,10,21,7,23,68.77323420074349,66.17100371747212,60.594795539033456,15.241635687732341,45.353159851301115,1.486988847583643,0.7434944237918215,0.7434944237918215,4.089219330855019,1.486988847583643,2.6022304832713754,2.6022304832713754,0.37174721189591076,0,0,0,0,0,0,0,0,0,0,0.37174721189591076,30.855018587360593,8.178438661710038,3.717472118959108,7.806691449814126,2.6022304832713754,8.550185873605948
E00131961,294,220,210,185,39,146,2,1,1,23,11,12,10,4,4,2,2,0,0,0,0,2,2,0,0,70,18,6,12,18,16,74.82993197278913,71.42857142857143,62.925170068027214,13.26530612244898,49.65986394557823,0.6802721088435374,0.3401360544217687,0.3401360544217687,7.8231292517006805,3.741496598639456,4.081632653061225,3.4013605442176873,1.3605442176870748,1.3605442176870748,0.6802721088435374,0.6802721088435374,0,0,0,0,0.6802721088435374,0.6802721088435374,0,0,23.809523809523807,6.122448979591836,2.0408163265306123,4.081632653061225,6.122448979591836,5.442176870748299
E00131962,340,252,247,221,35,186,10,1,9,16,9,7,5,6,6,6,3,3,0,0,0,0,0,0,0,82,18,14,20,7,23,74.11764705882354,72.6470588235294,65,10.294117647058822,54.70588235294118,2.941176470588235,0.29411764705882354,2.6470588235294117,4.705882352941177,2.6470588235294117,2.0588235294117645,1.4705882352941175,1.7647058823529411,1.7647058823529411,1.7647058823529411,0.8823529411764706,0.8823529411764706,0,0,0,0,0,0,0,24.11764705882353,5.294117647058823,4.117647058823529,5.88235294117647,2.0588235294117645,6.764705882352941
E00131964,218,142,134,124,21,103,2,0,2,8,4,4,8,2,2,2,1,1,0,0,0,0,0,0,0,74,32,9,8,12,13,65.13761467889908,61.46788990825688,56.88073394495413,9.63302752293578,47.24770642201835,0.9174311926605505,0,0.9174311926605505,3.669724770642202,1.834862385321101,1.834862385321101,3.669724770642202,0.9174311926605505,0.9174311926605505,0.9174311926605505,0.45871559633027525,0.45871559633027525,0,0,0,0,0,0,0,33.94495412844037,14.678899082568808,4.128440366972478,3.669724770642202,5.5045871559633035,5.963302752293578
E00131965,277,210,197,169,35,134,2,0,2,26,6,20,13,4,2,2,2,0,0,0,0,0,0,0,2,63,28,7,7,15,6,75.81227436823104,71.11913357400722,61.01083032490975,12.63537906137184,48.375451263537904,0.7220216606498195,0,0.7220216606498195,9.386281588447654,2.166064981949458,7.2202166064981945,4.693140794223827,1.444043321299639,0.7220216606498195,0.7220216606498195,0.7220216606498195,0,0,0,0,0,0,0,0.7220216606498195,22.743682310469314,10.108303249097473,2.527075812274368,2.527075812274368,5.415162454873646,2.166064981949458
E00131966,242,160,157,150,31,119,0,0,0,7,6,1,3,4,3,3,2,1,0,0,0,0,0,0,1,78,16,7,19,22,14,66.11570247933885,64.87603305785123,61.98347107438017,12.8099173553719,49.17355371900827,0,0,0,2.8925619834710745,2.479338842975207,0.4132231404958678,1.2396694214876034,1.6528925619834711,1.2396694214876034,1.2396694214876034,0.8264462809917356,0.4132231404958678,0,0,0,0,0,0,0.4132231404958678,32.231404958677686,6.6115702479338845,2.8925619834710745,7.851239669421488,9.090909090909092,5.785123966942149
E00131967,234,119,111,91,31,60,3,0,3,17,6,11,8,1,0,0,0,0,0,0,0,0,0,0,1,114,72,14,8,12,8,50.85470085470085,47.43589743589743,38.88888888888889,13.247863247863249,25.64102564102564,1.282051282051282,0,1.282051282051282,7.264957264957266,2.564102564102564,4.700854700854701,3.418803418803419,0.4273504273504274,0,0,0,0,0,0,0,0,0,0,0.4273504273504274,48.717948717948715,30.76923076923077,5.982905982905983,3.418803418803419,5.128205128205128,3.418803418803419
E00131968,252,139,132,99,26,73,9,1,8,24,10,14,7,5,4,4,3,1,0,0,0,0,0,0,1,108,71,6,14,9,8,55.158730158730165,52.38095238095239,39.285714285714285,10.317460317460316,28.968253968253972,3.571428571428571,0.3968253968253968,3.1746031746031744,9.523809523809524,3.968253968253968,5.555555555555555,2.7777777777777777,1.984126984126984,1.5873015873015872,1.5873015873015872,1.1904761904761905,0.3968253968253968,0,0,0,0,0,0,0.3968253968253968,42.857142857142854,28.174603174603174,2.380952380952381,5.555555555555555,3.571428571428571,3.1746031746031744
E00131969,247,145,140,123,39,84,2,1,1,15,7,8,5,4,4,4,3,1,0,0,0,0,0,0,0,98,76,6,8,3,5,58.70445344129555,56.68016194331984,49.797570850202426,15.789473684210526,34.0080971659919,0.8097165991902834,0.4048582995951417,0.4048582995951417,6.0728744939271255,2.834008097165992,3.2388663967611335,2.0242914979757085,1.6194331983805668,1.6194331983805668,1.6194331983805668,1.214574898785425,0.4048582995951417,0,0,0,0,0,0,0,39.67611336032389,30.76923076923077,2.42914979757085,3.2388663967611335,1.214574898785425,2.0242914979757085
E00131970,251,133,125,109,37,72,1,1,0,15,7,8,8,3,2,2,1,1,0,0,0,0,0,0,1,115,84,5,10,11,5,52.98804780876494,49.800796812749006,43.42629482071713,14.741035856573706,28.68525896414343,0.398406374501992,0.398406374501992,0,5.9760956175298805,2.788844621513944,3.187250996015936,3.187250996015936,1.1952191235059761,0.796812749003984,0.796812749003984,0.398406374501992,0.398406374501992,0,0,0,0,0,0,0.398406374501992,45.81673306772908,33.46613545816733,1.9920318725099602,3.9840637450199203,4.382470119521913,1.9920318725099602
E00131971,237,114,110,102,30,72,3,0,3,5,3,2,4,1,1,1,1,0,0,0,0,0,0,0,0,122,86,7,14,9,6,48.10126582278481,46.41350210970464,43.037974683544306,12.658227848101266,30.37974683544304,1.2658227848101267,0,1.2658227848101267,2.109704641350211,1.2658227848101267,0.8438818565400843,1.6877637130801686,0.42194092827004215,0.42194092827004215,0.42194092827004215,0.42194092827004215,0,0,0,0,0,0,0,0,51.47679324894515,36.28691983122363,2.9535864978902953,5.9071729957805905,3.79746835443038,2.5316455696202533
E00131972,197,87,87,79,25,54,0,0,0,8,3,5,0,1,0,0,0,0,0,0,0,0,0,0,1,109,78,11,8,9,3,44.16243654822335,44.16243654822335,40.10152284263959,12.690355329949238,27.411167512690355,0,0,0,4.060913705583756,1.5228426395939088,2.5380710659898478,0,0.5076142131979695,0,0,0,0,0,0,0,0,0,0,0.5076142131979695,55.32994923857868,39.59390862944163,5.583756345177665,4.060913705583756,4.568527918781726,1.5228426395939088
E00131973,215,104,104,86,24,62,1,0,1,17,4,13,0,4,2,2,2,0,0,0,0,0,0,0,2,107,83,3,14,3,4,48.372093023255815,48.372093023255815,40,11.162790697674419,28.837209302325583,0.46511627906976744,0,0.46511627906976744,7.906976744186046,1.8604651162790697,6.046511627906977,0,1.8604651162790697,0.9302325581395349,0.9302325581395349,0.9302325581395349,0,0,0,0,0,0,0,0.9302325581395349,49.76744186046512,38.604651162790695,1.3953488372093024,6.511627906976744,1.3953488372093024,1.8604651162790697
E00131975,277,121,119,94,33,61,6,1,5,19,13,6,2,2,2,2,1,1,0,0,0,0,0,0,0,154,117,10,11,9,7,43.682310469314075,42.96028880866426,33.935018050541515,11.913357400722022,22.021660649819495,2.166064981949458,0.36101083032490977,1.8050541516245486,6.859205776173286,4.693140794223827,2.166064981949458,0.7220216606498195,0.7220216606498195,0.7220216606498195,0.7220216606498195,0.36101083032490977,0.36101083032490977,0,0,0,0,0,0,0,55.5956678700361,42.238267148014444,3.6101083032490973,3.9711191335740073,3.2490974729241873,2.527075812274368
E00131976,322,158,154,125,42,83,5,1,4,24,14,10,4,5,4,4,4,0,0,0,0,0,0,0,1,159,116,13,11,12,7,49.06832298136646,47.82608695652174,38.81987577639752,13.043478260869565,25.77639751552795,1.5527950310559007,0.3105590062111801,1.2422360248447204,7.453416149068323,4.3478260869565215,3.1055900621118013,1.2422360248447204,1.5527950310559007,1.2422360248447204,1.2422360248447204,1.2422360248447204,0,0,0,0,0,0,0,0.3105590062111801,49.378881987577635,36.024844720496894,4.037267080745342,3.4161490683229814,3.7267080745341614,2.1739130434782608
E00131977,282,155,152,113,29,84,16,8,8,23,11,12,3,2,2,2,2,0,0,0,0,0,0,0,0,125,87,7,15,7,9,54.96453900709219,53.90070921985816,40.0709219858156,10.28368794326241,29.78723404255319,5.673758865248227,2.8368794326241136,2.8368794326241136,8.156028368794328,3.900709219858156,4.25531914893617,1.0638297872340425,0.7092198581560284,0.7092198581560284,0.7092198581560284,0.7092198581560284,0,0,0,0,0,0,0,0,44.32624113475177,30.851063829787233,2.4822695035460995,5.319148936170213,2.4822695035460995,3.1914893617021276
E00131978,274,139,135,109,36,73,5,1,4,21,10,11,4,6,6,6,6,0,0,0,0,0,0,0,0,129,95,10,6,12,6,50.72992700729927,49.27007299270073,39.78102189781022,13.138686131386862,26.642335766423358,1.824817518248175,0.36496350364963503,1.4598540145985401,7.664233576642336,3.64963503649635,4.014598540145985,1.4598540145985401,2.18978102189781,2.18978102189781,2.18978102189781,2.18978102189781,0,0,0,0,0,0,0,0,47.08029197080292,34.67153284671533,3.64963503649635,2.18978102189781,4.37956204379562,2.18978102189781
E00131979,375,234,220,202,50,152,6,2,4,12,6,6,14,8,8,8,6,2,0,0,0,0,0,0,0,133,47,15,18,36,17,62.4,58.666666666666664,53.86666666666666,13.333333333333334,40.53333333333333,1.6,0.5333333333333333,1.0666666666666667,3.2,1.6,1.6,3.733333333333334,2.1333333333333333,2.1333333333333333,2.1333333333333333,1.6,0.5333333333333333,0,0,0,0,0,0,0,35.46666666666667,12.533333333333333,4,4.8,9.6,4.533333333333333
E00131980,299,175,167,151,38,113,5,0,5,11,3,8,8,6,6,6,1,5,0,0,0,0,0,0,0,118,46,11,25,20,16,58.52842809364549,55.852842809364546,50.50167224080268,12.709030100334449,37.79264214046823,1.6722408026755853,0,1.6722408026755853,3.678929765886288,1.0033444816053512,2.6755852842809364,2.6755852842809364,2.0066889632107023,2.0066889632107023,2.0066889632107023,0.33444816053511706,1.6722408026755853,0,0,0,0,0,0,0,39.46488294314381,15.384615384615385,3.678929765886288,8.361204013377927,6.688963210702341,5.351170568561873
E00131981,253,151,151,135,34,101,1,0,1,15,6,9,0,6,0,0,0,0,0,0,0,0,0,0,6,96,64,6,11,9,6,59.683794466403164,59.683794466403164,53.359683794466406,13.438735177865613,39.920948616600796,0.3952569169960474,0,0.3952569169960474,5.928853754940711,2.371541501976284,3.557312252964427,0,2.371541501976284,0,0,0,0,0,0,0,0,0,0,2.371541501976284,37.94466403162055,25.296442687747035,2.371541501976284,4.3478260869565215,3.557312252964427,2.371541501976284
E00131982,328,247,238,219,39,180,7,1,6,12,4,8,9,3,0,0,0,0,0,0,0,0,0,0,3,78,28,17,8,10,15,75.3048780487805,72.5609756097561,66.76829268292683,11.890243902439025,54.87804878048781,2.1341463414634148,0.3048780487804878,1.8292682926829267,3.6585365853658534,1.2195121951219512,2.4390243902439024,2.7439024390243905,0.9146341463414633,0,0,0,0,0,0,0,0,0,0,0.9146341463414633,23.78048780487805,8.536585365853659,5.182926829268292,2.4390243902439024,3.048780487804878,4.573170731707317
E00131983,330,209,201,188,25,163,2,1,1,11,4,7,8,6,6,6,3,3,0,0,0,0,0,0,0,115,67,3,12,21,12,63.33333333333333,60.909090909090914,56.96969696969697,7.575757575757576,49.3939393939394,0.6060606060606061,0.30303030303030304,0.30303030303030304,3.3333333333333335,1.2121212121212122,2.1212121212121215,2.4242424242424243,1.8181818181818181,1.8181818181818181,1.8181818181818181,0.9090909090909091,0.9090909090909091,0,0,0,0,0,0,0,34.84848484848485,20.303030303030305,0.9090909090909091,3.6363636363636362,6.363636363636363,3.6363636363636362
E00131984,282,197,188,177,43,134,2,0,2,9,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,85,25,10,23,22,5,69.8581560283688,66.66666666666666,62.76595744680851,15.24822695035461,47.5177304964539,0.7092198581560284,0,0.7092198581560284,3.1914893617021276,1.0638297872340425,2.127659574468085,3.1914893617021276,0,0,0,0,0,0,0,0,0,0,0,0,30.141843971631204,8.865248226950355,3.546099290780142,8.156028368794328,7.801418439716312,1.773049645390071
E00131985,235,175,167,149,28,121,1,0,1,17,8,9,8,2,1,1,0,1,0,0,0,0,0,0,1,58,38,5,11,0,4,74.46808510638297,71.06382978723404,63.40425531914894,11.914893617021278,51.48936170212765,0.425531914893617,0,0.425531914893617,7.234042553191489,3.404255319148936,3.829787234042553,3.404255319148936,0.851063829787234,0.425531914893617,0.425531914893617,0,0.425531914893617,0,0,0,0,0,0,0.425531914893617,24.680851063829788,16.170212765957448,2.127659574468085,4.680851063829787,0,1.702127659574468
E00131986,328,202,194,176,48,128,7,1,6,11,5,6,8,7,6,6,5,1,0,0,0,0,0,0,1,119,21,35,32,20,11,61.58536585365854,59.14634146341463,53.65853658536586,14.634146341463413,39.02439024390244,2.1341463414634148,0.3048780487804878,1.8292682926829267,3.353658536585366,1.524390243902439,1.8292682926829267,2.4390243902439024,2.1341463414634148,1.8292682926829267,1.8292682926829267,1.524390243902439,0.3048780487804878,0,0,0,0,0,0,0.3048780487804878,36.28048780487805,6.402439024390244,10.670731707317072,9.75609756097561,6.097560975609756,3.353658536585366
E00131987,346,211,191,177,44,133,6,4,2,8,2,6,20,12,12,12,10,2,0,0,0,0,0,0,0,123,14,30,25,34,20,60.982658959537574,55.202312138728324,51.15606936416185,12.716763005780345,38.4393063583815,1.7341040462427744,1.1560693641618496,0.5780346820809248,2.312138728323699,0.5780346820809248,1.7341040462427744,5.780346820809249,3.4682080924855487,3.4682080924855487,3.4682080924855487,2.8901734104046244,0.5780346820809248,0,0,0,0,0,0,0,35.54913294797688,4.046242774566474,8.670520231213873,7.225433526011561,9.826589595375722,5.780346820809249
E00131988,400,233,219,204,56,148,5,0,5,10,3,7,14,10,10,10,7,3,0,0,0,0,0,0,0,157,32,26,23,48,28,58.25,54.75,51,14.000000000000002,37,1.25,0,1.25,2.5,0.75,1.7500000000000002,3.5000000000000004,2.5,2.5,2.5,1.7500000000000002,0.75,0,0,0,0,0,0,0,39.25,8,6.5,5.75,12,7.000000000000001
