OA,ts0440001,ts0440002,ts0440003,ts0440004,ts0440005,ts0440006,ts0440007,ts0440008,ts0440009,ts0440002_PCT,ts0440003_PCT,ts0440004_PCT,ts0440005_PCT,ts0440006_PCT,ts0440007_PCT,ts0440008_PCT,ts0440009_PCT
W00000228,109,86,9,12,0,0,0,2,0,78.89908256880734,8.256880733944955,11.009174311926607,0,0,0,1.834862385321101,0
W00000229,137,111,16,1,0,2,0,0,7,81.02189781021897,11.678832116788321,0.7299270072992701,0,1.4598540145985401,0,0,5.109489051094891
W00000230,120,103,10,1,3,0,0,0,3,85.83333333333333,8.333333333333332,0.8333333333333334,2.5,0,0,0,2.5
W00000231,112,27,23,53,2,3,3,0,1,24.107142857142858,20.535714285714285,47.32142857142857,1.7857142857142856,2.6785714285714284,2.6785714285714284,0,0.8928571428571428
W00000232,128,29,61,17,20,0,1,0,0,22.65625,47.65625,13.28125,15.625,0,0.78125,0,0
W00000233,65,51,1,6,1,0,0,2,4,78.46153846153847,1.5384615384615385,9.230769230769232,1.5384615384615385,0,0,3.076923076923077,6.153846153846154
W00000234,76,9,12,39,3,5,3,5,0,11.842105263157894,15.789473684210526,51.31578947368421,3.9473684210526314,6.578947368421052,3.9473684210526314,6.578947368421052,0
W00000235,168,100,34,24,5,1,2,0,2,59.523809523809526,20.238095238095237,14.285714285714285,2.976190476190476,0.5952380952380952,1.1904761904761905,0,1.1904761904761905
W00000236,122,89,18,9,1,0,0,0,5,72.95081967213115,14.754098360655737,7.377049180327869,0.819672131147541,0,0,0,4.098360655737705
W00000237,120,45,38,33,1,0,0,0,3,37.5,31.666666666666664,27.500000000000004,0.8333333333333334,0,0,0,2.5
W00000238,114,47,37,26,2,1,1,0,0,41.228070175438596,32.45614035087719,22.807017543859647,1.7543859649122806,0.8771929824561403,0.8771929824561403,0,0
W00000239,125,81,29,14,1,0,0,0,0,64.8,23.200000000000003,11.200000000000001,0.8,0,0,0,0
W00000240,86,10,37,17,22,0,0,0,0,11.627906976744185,43.02325581395349,19.767441860465116,25.581395348837212,0,0,0,0
W00000241,115,14,12,42,19,22,3,3,0,12.173913043478262,10.434782608695652,36.52173913043478,16.52173913043478,19.130434782608695,2.608695652173913,2.608695652173913,0
W00000242,107,2,6,30,33,25,6,5,0,1.8691588785046727,5.607476635514018,28.037383177570092,30.8411214953271,23.364485981308412,5.607476635514018,4.672897196261682,0
W00000243,111,2,10,18,70,7,0,4,0,1.8018018018018018,9.00900900900901,16.216216216216218,63.06306306306306,6.306306306306306,0,3.6036036036036037,0
W00000244,133,15,23,31,24,20,5,15,0,11.278195488721805,17.293233082706767,23.308270676691727,18.045112781954884,15.037593984962406,3.7593984962406015,11.278195488721805,0
W00000245,94,21,13,16,8,18,3,15,0,22.340425531914892,13.829787234042554,17.02127659574468,8.51063829787234,19.148936170212767,3.1914893617021276,15.957446808510639,0
W00000246,137,99,30,5,0,3,0,0,0,72.26277372262774,21.897810218978105,3.64963503649635,0,2.18978102189781,0,0,0
W00000247,123,4,38,35,45,0,0,0,1,3.2520325203252036,30.89430894308943,28.455284552845526,36.58536585365854,0,0,0,0.8130081300813009
W00000248,73,67,1,3,0,1,0,1,0,91.78082191780823,1.36986301369863,4.10958904109589,0,1.36986301369863,0,1.36986301369863,0
W00000249,118,3,55,57,0,3,0,0,0,2.5423728813559325,46.61016949152542,48.30508474576271,0,2.5423728813559325,0,0,0
W00000250,66,39,12,7,0,4,2,1,1,59.09090909090909,18.181818181818183,10.606060606060606,0,6.0606060606060606,3.0303030303030303,1.5151515151515151,1.5151515151515151
W00000251,70,15,37,9,7,1,1,0,0,21.428571428571427,52.85714285714286,12.857142857142856,10,1.4285714285714286,1.4285714285714286,0,0
W00000252,75,40,20,9,4,0,1,0,1,53.333333333333336,26.666666666666668,12,5.333333333333334,0,1.3333333333333335,0,1.3333333333333335
W00000253,79,55,8,5,1,0,3,7,0,69.62025316455697,10.126582278481013,6.329113924050633,1.2658227848101267,0,3.79746835443038,8.860759493670885,0
W00000254,95,44,33,11,0,1,4,0,2,46.31578947368421,34.73684210526316,11.578947368421053,0,1.0526315789473684,4.2105263157894735,0,2.1052631578947367
W00000255,151,52,70,9,8,6,4,1,1,34.437086092715234,46.35761589403973,5.960264900662252,5.298013245033113,3.9735099337748347,2.6490066225165565,0.6622516556291391,0.6622516556291391
W00000256,104,23,80,1,0,0,0,0,0,22.115384615384613,76.92307692307693,0.9615384615384616,0,0,0,0,0
W00000257,74,16,39,19,0,0,0,0,0,21.62162162162162,52.702702702702695,25.675675675675674,0,0,0,0,0
W00000258,174,121,33,14,0,2,2,1,1,69.54022988505747,18.96551724137931,8.045977011494253,0,1.1494252873563218,1.1494252873563218,0.5747126436781609,0.5747126436781609
W00000259,135,4,45,82,4,0,0,0,0,2.9629629629629632,33.33333333333333,60.74074074074074,2.9629629629629632,0,0,0,0
W00000260,135,18,41,59,11,6,0,0,0,13.333333333333334,30.37037037037037,43.7037037037037,8.148148148148149,4.444444444444445,0,0,0
W00000261,138,3,21,72,9,7,1,25,0,2.1739130434782608,15.217391304347828,52.17391304347826,6.521739130434782,5.072463768115942,0.7246376811594203,18.115942028985508,0
W00000262,144,101,27,15,1,0,0,0,0,70.13888888888889,18.75,10.416666666666668,0.6944444444444444,0,0,0,0
W00000263,130,60,39,30,1,0,0,0,0,46.15384615384615,30,23.076923076923077,0.7692307692307693,0,0,0,0
W00000264,131,6,23,49,53,0,0,0,0,4.580152671755725,17.557251908396946,37.404580152671755,40.458015267175576,0,0,0,0
W00000265,126,18,23,37,35,7,1,5,0,14.285714285714285,18.253968253968253,29.365079365079367,27.77777777777778,5.555555555555555,0.7936507936507936,3.968253968253968,0
W00000266,117,68,46,2,1,0,0,0,0,58.119658119658126,39.31623931623932,1.7094017094017095,0.8547008547008548,0,0,0,0
W00000267,123,38,42,43,0,0,0,0,0,30.89430894308943,34.146341463414636,34.959349593495936,0,0,0,0,0
W00000268,89,11,29,49,0,0,0,0,0,12.359550561797752,32.58426966292135,55.0561797752809,0,0,0,0,0
W00000269,88,53,16,18,1,0,0,0,0,60.22727272727273,18.181818181818183,20.454545454545457,1.1363636363636365,0,0,0,0
W00000270,135,66,41,26,0,1,0,0,1,48.888888888888886,30.37037037037037,19.25925925925926,0,0.7407407407407408,0,0,0.7407407407407408
W00000271,138,62,41,34,0,0,0,1,0,44.927536231884055,29.71014492753623,24.637681159420293,0,0,0,0.7246376811594203,0
W00000272,107,11,22,64,10,0,0,0,0,10.2803738317757,20.5607476635514,59.813084112149525,9.345794392523365,0,0,0,0
W00000273,131,50,51,26,1,3,0,0,0,38.16793893129771,38.93129770992366,19.84732824427481,0.7633587786259541,2.2900763358778624,0,0,0
W00000274,76,62,6,5,0,0,0,0,3,81.57894736842105,7.894736842105263,6.578947368421052,0,0,0,0,3.9473684210526314
W00000275,135,112,16,3,0,0,0,1,3,82.96296296296296,11.851851851851853,2.2222222222222223,0,0,0,0.7407407407407408,2.2222222222222223
W00000276,135,71,39,24,1,0,0,0,0,52.59259259259259,28.888888888888886,17.77777777777778,0.7407407407407408,0,0,0,0
W00000277,121,108,8,1,0,2,1,0,1,89.25619834710744,6.6115702479338845,0.8264462809917356,0,1.6528925619834711,0.8264462809917356,0,0.8264462809917356
W00000278,132,37,29,66,0,0,0,0,0,28.030303030303028,21.96969696969697,50,0,0,0,0,0
W00000279,152,11,15,103,9,1,1,11,1,7.236842105263158,9.868421052631579,67.76315789473685,5.921052631578947,0.6578947368421052,0.6578947368421052,7.236842105263158,0.6578947368421052
W00000280,134,14,22,74,20,3,0,0,1,10.44776119402985,16.417910447761194,55.223880597014926,14.925373134328357,2.2388059701492535,0,0,0.7462686567164178
W00000281,135,13,16,105,0,0,0,0,1,9.62962962962963,11.851851851851853,77.77777777777779,0,0,0,0,0.7407407407407408
W00000282,121,9,13,89,10,0,0,0,0,7.43801652892562,10.743801652892563,73.55371900826447,8.264462809917356,0,0,0,0
W00000283,137,18,38,75,2,1,1,1,1,13.138686131386862,27.73722627737226,54.74452554744526,1.4598540145985401,0.7299270072992701,0.7299270072992701,0.7299270072992701,0.7299270072992701
W00000284,93,88,3,2,0,0,0,0,0,94.6236559139785,3.225806451612903,2.1505376344086025,0,0,0,0,0
W00000285,112,83,21,7,0,0,0,0,1,74.10714285714286,18.75,6.25,0,0,0,0,0.8928571428571428
W00000286,137,84,30,20,1,1,0,0,1,61.31386861313869,21.897810218978105,14.5985401459854,0.7299270072992701,0.7299270072992701,0,0,0.7299270072992701
W00000287,66,39,15,11,0,0,0,1,0,59.09090909090909,22.727272727272727,16.666666666666664,0,0,0,1.5151515151515151,0
W00000288,77,46,20,7,3,1,0,0,0,59.74025974025974,25.97402597402597,9.090909090909092,3.896103896103896,1.2987012987012987,0,0,0
W00000289,144,85,36,16,1,4,0,0,2,59.02777777777778,25,11.11111111111111,0.6944444444444444,2.7777777777777777,0,0,1.3888888888888888
W00000290,132,43,48,40,1,0,0,0,0,32.57575757575758,36.36363636363637,30.303030303030305,0.7575757575757576,0,0,0,0
W00000291,145,106,34,2,0,1,0,1,1,73.10344827586206,23.448275862068964,1.3793103448275863,0,0.6896551724137931,0,0.6896551724137931,0.6896551724137931
W00000292,143,63,33,47,0,0,0,0,0,44.05594405594406,23.076923076923077,32.86713286713287,0,0,0,0,0
W00000293,119,11,22,57,28,1,0,0,0,9.243697478991598,18.487394957983195,47.89915966386555,23.52941176470588,0.8403361344537815,0,0,0
W00000294,114,39,52,23,0,0,0,0,0,34.21052631578947,45.614035087719294,20.175438596491226,0,0,0,0,0
W00000295,105,1,43,15,43,0,2,0,1,0.9523809523809524,40.95238095238095,14.285714285714285,40.95238095238095,0,1.9047619047619049,0,0.9523809523809524
W00000296,106,88,13,3,0,0,0,1,1,83.01886792452831,12.264150943396226,2.8301886792452833,0,0,0,0.9433962264150944,0.9433962264150944
W00000297,126,3,82,25,15,0,0,1,0,2.380952380952381,65.07936507936508,19.841269841269842,11.904761904761903,0,0,0.7936507936507936,0
W00000298,128,5,90,23,6,2,0,1,1,3.90625,70.3125,17.96875,4.6875,1.5625,0,0.78125,0.78125
W00000299,111,5,16,75,5,4,3,2,1,4.504504504504505,14.414414414414415,67.56756756756756,4.504504504504505,3.6036036036036037,2.7027027027027026,1.8018018018018018,0.9009009009009009
W00000300,147,5,9,72,40,9,4,8,0,3.4013605442176873,6.122448979591836,48.97959183673469,27.2108843537415,6.122448979591836,2.7210884353741496,5.442176870748299,0
W00000301,135,53,37,42,0,0,3,0,0,39.25925925925926,27.40740740740741,31.11111111111111,0,0,2.2222222222222223,0,0
W00000302,138,111,21,5,1,0,0,0,0,80.43478260869566,15.217391304347828,3.6231884057971016,0.7246376811594203,0,0,0,0
W00000303,118,76,20,21,0,0,0,0,1,64.40677966101694,16.94915254237288,17.796610169491526,0,0,0,0,0.847457627118644
W00000304,155,58,34,59,0,3,1,0,0,37.41935483870968,21.935483870967744,38.064516129032256,0,1.935483870967742,0.6451612903225806,0,0
W00000305,129,24,32,70,0,2,0,1,0,18.6046511627907,24.8062015503876,54.263565891472865,0,1.550387596899225,0,0.7751937984496124,0
W00000306,154,57,30,63,0,0,2,1,1,37.01298701298701,19.480519480519483,40.909090909090914,0,0,1.2987012987012987,0.6493506493506493,0.6493506493506493
W00000307,160,141,10,8,0,0,0,0,1,88.125,6.25,5,0,0,0,0,0.625
W00000308,120,18,10,46,7,8,10,21,0,15,8.333333333333332,38.333333333333336,5.833333333333333,6.666666666666667,8.333333333333332,17.5,0
W00000309,115,18,21,54,9,9,0,4,0,15.65217391304348,18.26086956521739,46.95652173913044,7.82608695652174,7.82608695652174,0,3.4782608695652173,0
W00000310,147,110,14,21,0,1,0,1,0,74.82993197278913,9.523809523809524,14.285714285714285,0,0.6802721088435374,0,0.6802721088435374,0
W00000311,113,32,12,37,14,16,1,1,0,28.31858407079646,10.619469026548673,32.743362831858406,12.389380530973451,14.15929203539823,0.8849557522123894,0.8849557522123894,0
W00000312,154,17,61,76,0,0,0,0,0,11.03896103896104,39.61038961038961,49.35064935064935,0,0,0,0,0
W00000313,118,93,24,1,0,0,0,0,0,78.8135593220339,20.33898305084746,0.847457627118644,0,0,0,0,0
W00000314,135,61,18,55,0,0,0,0,1,45.18518518518518,13.333333333333334,40.74074074074074,0,0,0,0,0.7407407407407408
W00000315,126,97,17,12,0,0,0,0,0,76.98412698412699,13.492063492063492,9.523809523809524,0,0,0,0,0
W00000316,143,39,34,68,1,1,0,0,0,27.27272727272727,23.776223776223777,47.55244755244755,0.6993006993006993,0.6993006993006993,0,0,0
W00000317,110,1,18,48,27,4,2,9,1,0.9090909090909091,16.363636363636363,43.63636363636363,24.545454545454547,3.6363636363636362,1.8181818181818181,8.181818181818182,0.9090909090909091
W00000318,160,4,11,45,44,17,19,19,1,2.5,6.875000000000001,28.125,27.500000000000004,10.625,11.875,11.875,0.625
W00000319,107,7,12,83,2,2,0,1,0,6.5420560747663545,11.214953271028037,77.57009345794393,1.8691588785046727,1.8691588785046727,0,0.9345794392523363,0
W00000322,152,27,78,46,0,0,0,0,1,17.763157894736842,51.31578947368421,30.263157894736842,0,0,0,0,0.6578947368421052
W00000323,149,5,62,81,1,0,0,0,0,3.3557046979865772,41.61073825503356,54.36241610738255,0.6711409395973155,0,0,0,0
W00000324,161,11,10,124,3,2,3,7,1,6.832298136645963,6.211180124223603,77.01863354037268,1.8633540372670807,1.2422360248447204,1.8633540372670807,4.3478260869565215,0.6211180124223602
W00000325,108,68,20,17,0,0,2,1,0,62.96296296296296,18.51851851851852,15.74074074074074,0,0,1.8518518518518516,0.9259259259259258,0
W00000326,129,81,23,25,0,0,0,0,0,62.7906976744186,17.829457364341085,19.379844961240313,0,0,0,0,0
W00000327,108,80,9,17,0,0,1,0,1,74.07407407407408,8.333333333333332,15.74074074074074,0,0,0.9259259259259258,0,0.9259259259259258
W00000328,127,0,56,70,0,0,0,1,0,0,44.09448818897638,55.118110236220474,0,0,0,0.7874015748031495,0
W00000329,143,11,29,91,11,1,0,0,0,7.6923076923076925,20.27972027972028,63.63636363636363,7.6923076923076925,0.6993006993006993,0,0,0
W00000330,210,84,95,19,10,0,0,0,2,40,45.23809523809524,9.047619047619047,4.761904761904762,0,0,0,0.9523809523809524
W00000331,178,36,91,38,12,0,0,1,0,20.224719101123593,51.12359550561798,21.34831460674157,6.741573033707865,0,0,0.5617977528089888,0
W00000332,115,13,76,24,1,1,0,0,0,11.304347826086957,66.08695652173913,20.869565217391305,0.8695652173913043,0.8695652173913043,0,0,0
W00000333,141,6,11,98,9,2,3,11,1,4.25531914893617,7.801418439716312,69.50354609929079,6.382978723404255,1.4184397163120568,2.127659574468085,7.801418439716312,0.7092198581560284
W00000334,133,7,5,101,20,0,0,0,0,5.263157894736842,3.7593984962406015,75.93984962406014,15.037593984962406,0,0,0,0
W00000335,130,11,21,96,0,1,1,0,0,8.461538461538462,16.153846153846153,73.84615384615385,0,0.7692307692307693,0.7692307692307693,0,0
W00000336,126,13,55,40,18,0,0,0,0,10.317460317460316,43.65079365079365,31.746031746031743,14.285714285714285,0,0,0,0
W00000337,125,47,39,35,1,1,1,0,1,37.6,31.2,28.000000000000004,0.8,0.8,0.8,0,0.8
W00000338,128,99,16,11,1,0,0,1,0,77.34375,12.5,8.59375,0.78125,0,0,0.78125,0
W00000339,127,85,24,17,0,0,0,0,1,66.92913385826772,18.89763779527559,13.385826771653544,0,0,0,0,0.7874015748031495
W00000340,119,65,46,8,0,0,0,0,0,54.621848739495796,38.655462184873954,6.722689075630252,0,0,0,0,0
W00000341,92,69,19,0,0,1,1,0,2,75,20.652173913043477,0,0,1.0869565217391304,1.0869565217391304,0,2.1739130434782608
W00000342,130,57,39,20,13,0,0,1,0,43.84615384615385,30,15.384615384615385,10,0,0,0.7692307692307693,0
W00000343,115,64,36,9,1,4,0,1,0,55.65217391304348,31.30434782608696,7.82608695652174,0.8695652173913043,3.4782608695652173,0,0.8695652173913043,0
W00000344,130,7,12,94,11,0,2,4,0,5.384615384615385,9.230769230769232,72.3076923076923,8.461538461538462,0,1.5384615384615385,3.076923076923077,0
W00000345,105,4,11,28,28,6,11,17,0,3.8095238095238098,10.476190476190476,26.666666666666668,26.666666666666668,5.714285714285714,10.476190476190476,16.19047619047619,0
W00000346,146,29,73,24,15,0,5,0,0,19.863013698630137,50,16.43835616438356,10.273972602739725,0,3.4246575342465753,0,0
W00000347,106,10,23,53,15,3,0,2,0,9.433962264150944,21.69811320754717,50,14.150943396226415,2.8301886792452833,0,1.8867924528301887,0
W00000348,171,125,26,9,0,9,2,0,0,73.09941520467837,15.204678362573098,5.263157894736842,0,5.263157894736842,1.1695906432748537,0,0
W00000349,136,11,42,83,0,0,0,0,0,8.088235294117647,30.88235294117647,61.029411764705884,0,0,0,0,0
W00000350,110,14,28,26,34,4,4,0,0,12.727272727272727,25.454545454545453,23.636363636363637,30.909090909090907,3.6363636363636362,3.6363636363636362,0,0
W00000351,116,80,18,1,2,2,0,1,12,68.96551724137932,15.517241379310345,0.8620689655172413,1.7241379310344827,1.7241379310344827,0,0.8620689655172413,10.344827586206897
W00000352,98,78,10,0,1,1,1,3,4,79.59183673469387,10.204081632653061,0,1.0204081632653061,1.0204081632653061,1.0204081632653061,3.061224489795918,4.081632653061225
W00000353,123,72,44,5,1,0,0,0,1,58.536585365853654,35.77235772357724,4.0650406504065035,0.8130081300813009,0,0,0,0.8130081300813009
W00000354,126,42,37,45,0,1,0,1,0,33.33333333333333,29.365079365079367,35.714285714285715,0,0.7936507936507936,0,0.7936507936507936,0
W00000355,120,61,22,26,10,0,0,0,1,50.83333333333333,18.333333333333332,21.666666666666668,8.333333333333332,0,0,0,0.8333333333333334
W00000356,123,74,40,2,6,0,0,0,1,60.16260162601627,32.52032520325203,1.6260162601626018,4.878048780487805,0,0,0,0.8130081300813009
W00000357,189,134,29,17,0,2,0,1,6,70.8994708994709,15.343915343915343,8.994708994708994,0,1.0582010582010581,0,0.5291005291005291,3.1746031746031744
W00000358,114,64,24,20,5,1,0,0,0,56.14035087719298,21.052631578947366,17.543859649122805,4.385964912280701,0.8771929824561403,0,0,0
W00000359,117,60,32,25,0,0,0,0,0,51.28205128205128,27.350427350427353,21.367521367521366,0,0,0,0,0
W00000360,117,79,24,14,0,0,0,0,0,67.52136752136752,20.51282051282051,11.965811965811966,0,0,0,0,0
W00000362,159,26,59,66,3,4,1,0,0,16.352201257861633,37.10691823899371,41.509433962264154,1.8867924528301887,2.515723270440252,0.628930817610063,0,0
W00000363,140,35,36,68,0,0,0,0,1,25,25.71428571428571,48.57142857142857,0,0,0,0,0.7142857142857143
W00000364,149,31,21,97,0,0,0,0,0,20.80536912751678,14.093959731543624,65.1006711409396,0,0,0,0,0
W00000365,124,16,89,15,0,0,4,0,0,12.903225806451612,71.7741935483871,12.096774193548388,0,0,3.225806451612903,0,0
W00000366,156,34,54,67,1,0,0,0,0,21.794871794871796,34.61538461538461,42.94871794871795,0.641025641025641,0,0,0,0
W00000367,154,14,66,71,0,3,0,0,0,9.090909090909092,42.857142857142854,46.103896103896105,0,1.948051948051948,0,0,0
W00000368,145,28,44,73,0,0,0,0,0,19.310344827586206,30.344827586206897,50.3448275862069,0,0,0,0,0
W00000369,136,32,53,48,1,2,0,0,0,23.52941176470588,38.970588235294116,35.294117647058826,0.7352941176470588,1.4705882352941175,0,0,0
W00000370,105,36,66,3,0,0,0,0,0,34.285714285714285,62.857142857142854,2.857142857142857,0,0,0,0,0
W00000371,119,57,55,3,1,3,0,0,0,47.89915966386555,46.21848739495798,2.5210084033613445,0.8403361344537815,2.5210084033613445,0,0,0
W00000372,120,13,46,53,8,0,0,0,0,10.833333333333334,38.333333333333336,44.166666666666664,6.666666666666667,0,0,0,0
W00000373,109,8,67,23,11,0,0,0,0,7.339449541284404,61.46788990825688,21.100917431192663,10.091743119266056,0,0,0,0
W00000374,115,46,64,4,0,1,0,0,0,40,55.65217391304348,3.4782608695652173,0,0.8695652173913043,0,0,0
W00000375,126,8,72,2,44,0,0,0,0,6.349206349206349,57.14285714285714,1.5873015873015872,34.92063492063492,0,0,0,0
W00000376,111,47,44,15,2,0,3,0,0,42.34234234234234,39.63963963963964,13.513513513513514,1.8018018018018018,0,2.7027027027027026,0,0
W00000377,114,56,35,13,5,1,3,0,1,49.122807017543856,30.701754385964914,11.403508771929824,4.385964912280701,0.8771929824561403,2.631578947368421,0,0.8771929824561403
W00000378,133,92,26,14,1,0,0,0,0,69.17293233082707,19.548872180451127,10.526315789473683,0.7518796992481203,0,0,0,0
W00000379,136,64,50,22,0,0,0,0,0,47.05882352941176,36.76470588235294,16.176470588235293,0,0,0,0,0
W00000380,118,75,34,6,0,2,1,0,0,63.559322033898304,28.8135593220339,5.084745762711865,0,1.694915254237288,0.847457627118644,0,0
W00000381,115,23,30,59,0,3,0,0,0,20,26.08695652173913,51.30434782608696,0,2.608695652173913,0,0,0
W00000382,118,66,16,19,1,2,2,6,6,55.932203389830505,13.559322033898304,16.101694915254235,0.847457627118644,1.694915254237288,1.694915254237288,5.084745762711865,5.084745762711865
