OA,ts0680001,ts0680002,ts0680003,ts0680002_PCT,ts0680003_PCT
E00135065,354,75,279,21.1864406779661,78.8135593220339
E00135067,268,39,229,14.55223880597015,85.44776119402985
E00135068,222,41,181,18.46846846846847,81.53153153153153
E00135069,228,58,170,25.438596491228072,74.56140350877193
E00135070,478,93,385,19.456066945606697,80.5439330543933
E00135071,201,30,171,14.925373134328357,85.07462686567165
E00135072,107,26,81,24.299065420560748,75.70093457943925
E00135073,296,60,236,20.27027027027027,79.72972972972973
E00135074,205,42,163,20.48780487804878,79.51219512195122
E00135075,330,45,285,13.636363636363635,86.36363636363636
E00135076,189,24,165,12.698412698412698,87.3015873015873
E00135077,131,20,111,15.267175572519085,84.7328244274809
E00135078,247,44,203,17.813765182186234,82.18623481781377
E00135079,285,18,267,6.315789473684211,93.6842105263158
E00135080,201,22,179,10.945273631840797,89.05472636815921
E00135081,195,29,166,14.871794871794872,85.12820512820512
E00135082,285,42,243,14.736842105263156,85.26315789473684
E00135083,289,34,255,11.76470588235294,88.23529411764706
E00135084,235,30,205,12.76595744680851,87.2340425531915
E00135085,260,48,212,18.461538461538463,81.53846153846153
E00135088,252,42,210,16.666666666666664,83.33333333333334
E00135089,255,19,236,7.450980392156863,92.54901960784314
E00135090,228,21,207,9.210526315789473,90.78947368421053
E00135091,230,28,202,12.173913043478262,87.82608695652175
E00135092,202,17,185,8.415841584158416,91.58415841584159
E00135093,265,45,220,16.9811320754717,83.01886792452831
E00135094,177,22,155,12.429378531073446,87.57062146892656
E00135095,284,49,235,17.253521126760564,82.74647887323944
E00135096,283,43,240,15.19434628975265,84.80565371024736
E00135097,176,14,162,7.954545454545454,92.04545454545455
E00135098,280,49,231,17.5,82.5
E00135099,343,64,279,18.658892128279884,81.34110787172013
E00135100,241,37,204,15.352697095435685,84.64730290456431
E00135101,230,27,203,11.73913043478261,88.26086956521739
E00135103,225,36,189,16,84
E00135104,207,20,187,9.66183574879227,90.33816425120773
E00135105,221,31,190,14.027149321266968,85.97285067873304
E00135106,360,33,327,9.166666666666666,90.83333333333333
E00135107,297,48,249,16.161616161616163,83.83838383838383
E00135108,211,36,175,17.061611374407583,82.93838862559242
E00135109,298,52,246,17.449664429530202,82.5503355704698
E00135110,275,48,227,17.454545454545457,82.54545454545455
E00135111,209,15,194,7.177033492822966,92.82296650717703
E00135112,227,26,201,11.45374449339207,88.54625550660793
E00135113,253,49,204,19.367588932806324,80.63241106719367
E00135114,294,41,253,13.945578231292515,86.05442176870748
E00135115,208,37,171,17.78846153846154,82.21153846153845
E00135116,263,22,241,8.365019011406844,91.63498098859316
E00135117,185,19,166,10.27027027027027,89.72972972972974
E00135118,295,37,258,12.54237288135593,87.45762711864407
E00135119,280,26,254,9.285714285714286,90.71428571428571
E00135120,260,17,243,6.538461538461539,93.46153846153847
E00135121,246,23,223,9.34959349593496,90.65040650406505
E00135122,364,41,323,11.263736263736265,88.73626373626374
E00135123,326,42,284,12.883435582822086,87.11656441717791
E00135124,199,26,173,13.06532663316583,86.93467336683418
E00135125,229,47,182,20.52401746724891,79.47598253275109
E00135126,245,22,223,8.979591836734693,91.02040816326532
E00135127,230,28,202,12.173913043478262,87.82608695652175
E00135128,208,6,202,2.8846153846153846,97.11538461538461
E00135129,216,34,182,15.74074074074074,84.25925925925925
E00135130,245,40,205,16.3265306122449,83.6734693877551
E00135131,208,26,182,12.5,87.5
E00135132,268,29,239,10.820895522388058,89.17910447761194
E00135133,245,23,222,9.387755102040817,90.61224489795919
E00135134,247,25,222,10.121457489878543,89.87854251012146
E00135135,351,55,296,15.669515669515668,84.33048433048434
E00135136,231,52,179,22.51082251082251,77.48917748917748
E00135138,164,17,147,10.365853658536585,89.63414634146342
E00135139,308,57,251,18.506493506493506,81.4935064935065
E00135140,173,27,146,15.606936416184972,84.39306358381504
E00135141,273,43,230,15.75091575091575,84.24908424908425
E00135142,258,47,211,18.217054263565892,81.78294573643412
E00135143,249,34,215,13.654618473895583,86.34538152610442
E00135144,345,77,268,22.318840579710145,77.68115942028986
E00135145,270,32,238,11.851851851851853,88.14814814814815
E00135146,282,57,225,20.212765957446805,79.7872340425532
E00135147,417,59,358,14.148681055155876,85.85131894484412
E00135148,306,29,277,9.477124183006536,90.52287581699346
E00135149,240,38,202,15.833333333333332,84.16666666666667
E00135150,372,82,290,22.043010752688172,77.95698924731182
E00135151,454,77,377,16.96035242290749,83.03964757709251
E00135152,257,58,199,22.56809338521401,77.431906614786
E00135153,271,54,217,19.92619926199262,80.07380073800738
E00135154,439,106,333,24.145785876993166,75.85421412300684
E00135155,319,76,243,23.824451410658305,76.17554858934169
E00135156,329,64,265,19.45288753799392,80.54711246200608
E00135157,402,87,315,21.641791044776117,78.35820895522389
E00135158,276,57,219,20.652173913043477,79.34782608695652
E00135159,330,56,274,16.969696969696972,83.03030303030303
E00135160,288,47,241,16.319444444444446,83.68055555555556
E00135161,282,67,215,23.75886524822695,76.24113475177306
E00135162,263,63,200,23.954372623574145,76.04562737642586
E00135163,276,45,231,16.304347826086957,83.69565217391305
E00135164,271,62,209,22.878228782287824,77.12177121771218
E00135165,256,50,206,19.53125,80.46875
E00135166,336,50,286,14.880952380952381,85.11904761904762
E00135167,260,37,223,14.23076923076923,85.76923076923076
E00135168,332,51,281,15.36144578313253,84.63855421686746
E00135169,245,40,205,16.3265306122449,83.6734693877551
E00135170,268,57,211,21.26865671641791,78.73134328358209
E00135171,246,48,198,19.51219512195122,80.48780487804879
E00135172,228,29,199,12.719298245614036,87.28070175438597
