OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
W00000629,61,6,1,17,8,0,3,2,5,13,6,9.836065573770492,1.639344262295082,27.86885245901639,13.114754098360656,0,4.918032786885246,3.278688524590164,8.19672131147541,21.311475409836063,9.836065573770492
W00000630,82,9,4,14,24,0,0,5,5,11,10,10.975609756097562,4.878048780487805,17.073170731707318,29.268292682926827,0,0,6.097560975609756,6.097560975609756,13.414634146341465,12.195121951219512
W00000631,71,7,2,17,11,4,0,0,1,12,17,9.859154929577464,2.8169014084507045,23.943661971830984,15.492957746478872,5.633802816901409,0,0,1.4084507042253522,16.901408450704224,23.943661971830984
W00000632,159,17,6,32,43,6,4,8,3,19,21,10.69182389937107,3.7735849056603774,20.125786163522015,27.044025157232703,3.7735849056603774,2.515723270440252,5.031446540880504,1.8867924528301887,11.949685534591195,13.20754716981132
W00000633,143,16,11,33,23,3,4,5,0,21,27,11.188811188811188,7.6923076923076925,23.076923076923077,16.083916083916083,2.097902097902098,2.797202797202797,3.4965034965034967,0,14.685314685314685,18.88111888111888
W00000634,43,5,1,8,7,1,2,2,1,8,8,11.627906976744185,2.3255813953488373,18.6046511627907,16.27906976744186,2.3255813953488373,4.651162790697675,4.651162790697675,2.3255813953488373,18.6046511627907,18.6046511627907
W00000635,103,13,7,21,21,0,4,2,4,15,16,12.62135922330097,6.796116504854369,20.388349514563107,20.388349514563107,0,3.8834951456310676,1.9417475728155338,3.8834951456310676,14.563106796116504,15.53398058252427
W00000636,42,6,10,7,10,0,1,0,1,2,5,14.285714285714285,23.809523809523807,16.666666666666664,23.809523809523807,0,2.380952380952381,0,2.380952380952381,4.761904761904762,11.904761904761903
W00000637,99,5,6,22,21,1,7,2,1,17,17,5.05050505050505,6.0606060606060606,22.22222222222222,21.21212121212121,1.0101010101010102,7.07070707070707,2.0202020202020203,1.0101010101010102,17.17171717171717,17.17171717171717
W00000638,141,12,8,8,6,24,8,4,2,42,27,8.51063829787234,5.673758865248227,5.673758865248227,4.25531914893617,17.02127659574468,5.673758865248227,2.8368794326241136,1.4184397163120568,29.78723404255319,19.148936170212767
