OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
W00000700,130,48,30,18,80,21,36,14,17,5,19,6,12,1,3,0,3,1,1,2,1,1,36.92307692307693,23.076923076923077,13.846153846153847,61.53846153846154,16.153846153846153,27.692307692307693,10.76923076923077,13.076923076923078,3.8461538461538463,14.615384615384617,4.615384615384616,9.230769230769232,0.7692307692307693,2.307692307692308,0,2.307692307692308,0.7692307692307693,0.7692307692307693,1.5384615384615385,0.7692307692307693,0.7692307692307693
W00000705,134,49,24,25,78,16,31,13,13,5,14,5,7,2,14,7,7,3,3,7,2,5,36.56716417910448,17.91044776119403,18.65671641791045,58.2089552238806,11.940298507462686,23.134328358208954,9.701492537313433,9.701492537313433,3.731343283582089,10.44776119402985,3.731343283582089,5.223880597014925,1.4925373134328357,10.44776119402985,5.223880597014925,5.223880597014925,2.2388059701492535,2.2388059701492535,5.223880597014925,1.4925373134328357,3.731343283582089
W00000706,109,62,14,48,43,10,24,15,7,2,6,5,1,0,1,1,0,2,2,4,1,3,56.88073394495413,12.844036697247708,44.03669724770643,39.44954128440367,9.174311926605505,22.018348623853214,13.761467889908257,6.422018348623854,1.834862385321101,5.5045871559633035,4.587155963302752,0.9174311926605505,0,0.9174311926605505,0.9174311926605505,0,1.834862385321101,1.834862385321101,3.669724770642202,0.9174311926605505,2.7522935779816518
W00000707,127,66,12,54,52,4,18,7,7,4,19,13,5,1,10,6,4,1,1,9,3,6,51.96850393700787,9.448818897637794,42.51968503937008,40.94488188976378,3.149606299212598,14.173228346456693,5.511811023622047,5.511811023622047,3.149606299212598,14.960629921259844,10.236220472440944,3.937007874015748,0.7874015748031495,7.874015748031496,4.724409448818897,3.149606299212598,0.7874015748031495,0.7874015748031495,7.086614173228346,2.3622047244094486,4.724409448818897
W00000708,120,38,18,20,74,11,33,10,10,13,11,6,5,0,19,9,10,0,0,8,3,5,31.666666666666664,15,16.666666666666664,61.66666666666667,9.166666666666666,27.500000000000004,8.333333333333332,8.333333333333332,10.833333333333334,9.166666666666666,5,4.166666666666666,0,15.833333333333332,7.5,8.333333333333332,0,0,6.666666666666667,2.5,4.166666666666666
W00000709,126,65,21,44,53,13,23,6,10,7,11,6,5,0,6,5,1,0,0,8,2,6,51.587301587301596,16.666666666666664,34.92063492063492,42.06349206349206,10.317460317460316,18.253968253968253,4.761904761904762,7.936507936507936,5.555555555555555,8.73015873015873,4.761904761904762,3.968253968253968,0,4.761904761904762,3.968253968253968,0.7936507936507936,0,0,6.349206349206349,1.5873015873015872,4.761904761904762
W00000779,149,81,61,20,59,25,19,9,5,5,4,3,1,0,10,6,4,1,1,9,3,6,54.36241610738255,40.939597315436245,13.422818791946309,39.59731543624161,16.778523489932887,12.751677852348994,6.0402684563758395,3.3557046979865772,3.3557046979865772,2.684563758389262,2.013422818791946,0.6711409395973155,0,6.7114093959731544,4.026845637583892,2.684563758389262,0.6711409395973155,0.6711409395973155,6.0402684563758395,2.013422818791946,4.026845637583892
W00000781,96,37,15,22,54,12,19,15,2,2,12,4,8,0,9,6,3,2,2,5,2,3,38.54166666666667,15.625,22.916666666666664,56.25,12.5,19.791666666666664,15.625,2.083333333333333,2.083333333333333,12.5,4.166666666666666,8.333333333333332,0,9.375,6.25,3.125,2.083333333333333,2.083333333333333,5.208333333333334,2.083333333333333,3.125
W00000783,133,72,23,49,57,13,25,11,9,5,9,6,3,0,10,7,3,0,0,4,0,4,54.13533834586466,17.293233082706767,36.84210526315789,42.857142857142854,9.774436090225564,18.796992481203006,8.270676691729323,6.7669172932330826,3.7593984962406015,6.7669172932330826,4.511278195488721,2.2556390977443606,0,7.518796992481203,5.263157894736842,2.2556390977443606,0,0,3.007518796992481,0,3.007518796992481
W00000786,132,67,18,49,56,5,25,14,3,8,15,12,3,0,9,6,3,2,2,9,1,8,50.75757575757576,13.636363636363635,37.121212121212125,42.42424242424242,3.787878787878788,18.939393939393938,10.606060606060606,2.272727272727273,6.0606060606060606,11.363636363636363,9.090909090909092,2.272727272727273,0,6.8181818181818175,4.545454545454546,2.272727272727273,1.5151515151515151,1.5151515151515151,6.8181818181818175,0.7575757575757576,6.0606060606060606
W00000788,114,45,21,24,58,13,27,15,7,5,11,9,1,1,7,4,3,0,0,11,7,4,39.473684210526315,18.421052631578945,21.052631578947366,50.877192982456144,11.403508771929824,23.684210526315788,13.157894736842104,6.140350877192982,4.385964912280701,9.649122807017543,7.894736842105263,0.8771929824561403,0.8771929824561403,6.140350877192982,3.508771929824561,2.631578947368421,0,0,9.649122807017543,6.140350877192982,3.508771929824561
W00000789,148,69,18,51,71,5,29,8,14,7,20,12,8,0,15,11,4,2,2,8,3,5,46.62162162162162,12.162162162162163,34.45945945945946,47.97297297297297,3.3783783783783785,19.594594594594593,5.405405405405405,9.45945945945946,4.72972972972973,13.513513513513514,8.108108108108109,5.405405405405405,0,10.135135135135135,7.4324324324324325,2.7027027027027026,1.3513513513513513,1.3513513513513513,5.405405405405405,2.027027027027027,3.3783783783783785
W00000790,114,55,18,37,49,14,12,5,4,3,16,13,3,0,7,2,5,0,0,10,2,8,48.24561403508772,15.789473684210526,32.45614035087719,42.98245614035088,12.280701754385964,10.526315789473683,4.385964912280701,3.508771929824561,2.631578947368421,14.035087719298245,11.403508771929824,2.631578947368421,0,6.140350877192982,1.7543859649122806,4.385964912280701,0,0,8.771929824561402,1.7543859649122806,7.017543859649122
