OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
W00000700,344,328,16,0,0,0,1,3,0,2,5,1,3,0,0,0,0,1,0,95.34883720930233,4.651162790697675,0,0,0,0.29069767441860467,0.872093023255814,0,0.5813953488372093,1.4534883720930232,0.29069767441860467,0.872093023255814,0,0,0,0,0.29069767441860467,0
W00000705,264,256,8,3,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,96.96969696969697,3.0303030303030303,1.1363636363636365,0,0,0,0,0,0,0.7575757575757576,0,0.3787878787878788,0.7575757575757576,0,0,0,0,0
W00000706,199,184,15,0,0,0,1,0,1,3,1,2,5,1,0,1,0,0,0,92.46231155778895,7.537688442211055,0,0,0,0.5025125628140703,0,0.5025125628140703,1.507537688442211,0.5025125628140703,1.0050251256281406,2.512562814070352,0.5025125628140703,0,0.5025125628140703,0,0,0
W00000707,241,190,51,7,1,0,3,0,3,3,10,12,7,4,1,0,0,0,0,78.83817427385893,21.16182572614108,2.904564315352697,0.4149377593360996,0,1.2448132780082988,0,1.2448132780082988,1.2448132780082988,4.149377593360995,4.979253112033195,2.904564315352697,1.6597510373443984,0.4149377593360996,0,0,0,0
W00000708,265,225,40,8,3,0,0,2,2,1,4,8,9,3,0,0,0,0,0,84.90566037735849,15.09433962264151,3.018867924528302,1.1320754716981132,0,0,0.7547169811320755,0.7547169811320755,0.37735849056603776,1.509433962264151,3.018867924528302,3.3962264150943398,1.1320754716981132,0,0,0,0,0
W00000709,231,197,34,6,1,1,2,0,1,1,5,6,9,2,0,0,0,0,0,85.28138528138528,14.71861471861472,2.5974025974025974,0.4329004329004329,0.4329004329004329,0.8658008658008658,0,0.4329004329004329,0.4329004329004329,2.1645021645021645,2.5974025974025974,3.896103896103896,0.8658008658008658,0,0,0,0,0
W00000779,251,233,18,5,2,1,1,0,2,1,1,1,2,1,1,0,0,0,0,92.82868525896414,7.171314741035857,1.9920318725099602,0.796812749003984,0.398406374501992,0.398406374501992,0,0.796812749003984,0.398406374501992,0.398406374501992,0.398406374501992,0.796812749003984,0.398406374501992,0.398406374501992,0,0,0,0
W00000781,212,200,12,3,0,0,1,0,1,0,2,1,4,0,0,0,0,0,0,94.33962264150944,5.660377358490567,1.4150943396226416,0,0,0.4716981132075472,0,0.4716981132075472,0,0.9433962264150944,0.4716981132075472,1.8867924528301887,0,0,0,0,0,0
W00000783,242,196,46,4,0,4,2,0,2,4,8,5,14,3,0,0,0,0,0,80.99173553719008,19.00826446280992,1.6528925619834711,0,1.6528925619834711,0.8264462809917356,0,0.8264462809917356,1.6528925619834711,3.3057851239669422,2.066115702479339,5.785123966942149,1.2396694214876034,0,0,0,0,0
W00000786,270,204,66,5,1,1,5,1,0,2,15,15,10,10,0,1,0,0,0,75.55555555555556,24.444444444444443,1.8518518518518516,0.3703703703703704,0.3703703703703704,1.8518518518518516,0.3703703703703704,0,0.7407407407407408,5.555555555555555,5.555555555555555,3.7037037037037033,3.7037037037037033,0,0.3703703703703704,0,0,0
W00000788,243,223,20,8,1,0,0,0,0,2,2,4,3,0,0,0,0,0,0,91.76954732510289,8.23045267489712,3.292181069958848,0.411522633744856,0,0,0,0,0.823045267489712,0.823045267489712,1.646090534979424,1.2345679012345678,0,0,0,0,0,0
W00000789,325,224,101,5,0,5,5,0,3,4,22,16,34,7,0,0,0,0,0,68.92307692307692,31.076923076923073,1.5384615384615385,0,1.5384615384615385,1.5384615384615385,0,0.9230769230769231,1.2307692307692308,6.769230769230769,4.923076923076923,10.461538461538462,2.1538461538461537,0,0,0,0,0
W00000790,251,219,32,4,1,0,0,0,1,1,9,8,5,3,0,0,0,0,0,87.25099601593625,12.749003984063744,1.593625498007968,0.398406374501992,0,0,0,0.398406374501992,0.398406374501992,3.5856573705179287,3.187250996015936,1.9920318725099602,1.1952191235059761,0,0,0,0,0
W00000791,244,186,58,6,6,1,1,1,0,4,9,11,12,6,0,1,0,0,0,76.22950819672131,23.770491803278688,2.459016393442623,2.459016393442623,0.4098360655737705,0.4098360655737705,0.4098360655737705,0,1.639344262295082,3.6885245901639343,4.508196721311475,4.918032786885246,2.459016393442623,0,0.4098360655737705,0,0,0
W00000780,273,252,21,4,1,1,0,0,2,3,3,0,6,1,0,0,0,0,0,92.3076923076923,7.6923076923076925,1.465201465201465,0.3663003663003663,0.3663003663003663,0,0,0.7326007326007326,1.098901098901099,1.098901098901099,0,2.197802197802198,0.3663003663003663,0,0,0,0,0
