OA,ts0650001,ts0650002,ts0650003,ts0650004,ts0650002_PCT,ts0650003_PCT,ts0650004_PCT
E00088132,73,5,55,13,6.8493150684931505,75.34246575342466,17.80821917808219
E00088133,107,6,90,11,5.607476635514018,84.11214953271028,10.2803738317757
E00088134,101,14,78,9,13.861386138613863,77.22772277227723,8.91089108910891
E00088135,122,11,94,17,9.01639344262295,77.04918032786885,13.934426229508196
E00088136,119,9,93,17,7.563025210084033,78.15126050420169,14.285714285714285
E00088137,108,5,87,16,4.62962962962963,80.55555555555556,14.814814814814813
E00088138,124,15,91,18,12.096774193548388,73.38709677419355,14.516129032258066
E00088139,100,10,68,22,10,68,22
E00088140,120,9,89,22,7.5,74.16666666666667,18.333333333333332
E00088141,98,11,56,31,11.224489795918368,57.14285714285714,31.63265306122449
E00088142,89,14,55,20,15.730337078651685,61.79775280898876,22.47191011235955
E00088143,133,14,93,26,10.526315789473683,69.92481203007519,19.548872180451127
E00088144,106,17,69,20,16.037735849056602,65.09433962264151,18.867924528301888
E00088145,127,10,92,25,7.874015748031496,72.44094488188976,19.68503937007874
E00088146,112,20,72,20,17.857142857142858,64.28571428571429,17.857142857142858
E00088147,92,16,49,27,17.391304347826086,53.2608695652174,29.347826086956523
E00088148,102,17,59,26,16.666666666666664,57.84313725490197,25.49019607843137
E00088149,109,10,80,19,9.174311926605505,73.39449541284404,17.431192660550458
E00088150,127,10,98,19,7.874015748031496,77.16535433070865,14.960629921259844
E00088151,115,9,68,38,7.82608695652174,59.130434782608695,33.04347826086956
E00088152,116,10,85,21,8.620689655172415,73.27586206896551,18.103448275862068
E00088153,106,13,74,19,12.264150943396226,69.81132075471697,17.92452830188679
E00088154,127,14,96,17,11.023622047244094,75.59055118110236,13.385826771653544
E00088155,170,15,122,33,8.823529411764707,71.76470588235294,19.411764705882355
E00088156,86,10,53,23,11.627906976744185,61.627906976744185,26.744186046511626
E00088157,67,7,46,14,10.44776119402985,68.65671641791045,20.8955223880597
E00088158,110,10,80,20,9.090909090909092,72.72727272727273,18.181818181818183
E00088159,83,17,41,25,20.481927710843372,49.39759036144578,30.120481927710845
E00088161,103,12,73,18,11.650485436893204,70.87378640776699,17.475728155339805
E00088162,160,24,109,27,15,68.125,16.875
E00088163,153,18,113,22,11.76470588235294,73.8562091503268,14.37908496732026
E00088165,127,14,95,18,11.023622047244094,74.80314960629921,14.173228346456693
E00088168,100,14,73,13,14.000000000000002,73,13
E00088169,67,10,49,8,14.925373134328357,73.13432835820896,11.940298507462686
E00088171,100,11,74,15,11,74,15
E00088172,89,9,71,9,10.112359550561797,79.7752808988764,10.112359550561797
E00088173,97,15,69,13,15.463917525773196,71.1340206185567,13.402061855670103
E00088174,108,14,75,19,12.962962962962962,69.44444444444444,17.59259259259259
E00088175,119,13,95,11,10.92436974789916,79.83193277310924,9.243697478991598
E00088176,106,9,82,15,8.49056603773585,77.35849056603774,14.150943396226415
E00088177,121,13,86,22,10.743801652892563,71.07438016528926,18.181818181818183
E00088178,95,8,54,33,8.421052631578947,56.84210526315789,34.73684210526316
E00088179,120,6,90,24,5,75,20
E00088181,119,7,94,18,5.88235294117647,78.99159663865547,15.126050420168067
E00088182,124,11,97,16,8.870967741935484,78.2258064516129,12.903225806451612
E00088183,170,22,120,28,12.941176470588237,70.58823529411765,16.470588235294116
E00088184,102,6,74,22,5.88235294117647,72.54901960784314,21.568627450980394
E00088185,128,6,106,16,4.6875,82.8125,12.5
E00088186,131,23,93,15,17.557251908396946,70.99236641221374,11.450381679389313
E00088187,144,10,118,16,6.944444444444445,81.94444444444444,11.11111111111111
E00088188,152,23,115,14,15.131578947368421,75.6578947368421,9.210526315789473
E00088189,110,8,83,19,7.2727272727272725,75.45454545454545,17.272727272727273
E00088190,107,8,80,19,7.476635514018691,74.76635514018692,17.75700934579439
E00088191,105,10,84,11,9.523809523809524,80,10.476190476190476
E00088192,124,18,94,12,14.516129032258066,75.80645161290323,9.67741935483871
E00088193,130,23,75,32,17.692307692307693,57.692307692307686,24.615384615384617
E00088194,57,6,33,18,10.526315789473683,57.89473684210527,31.57894736842105
E00088195,155,26,64,65,16.7741935483871,41.29032258064516,41.935483870967744
E00088196,99,13,42,44,13.131313131313133,42.42424242424242,44.44444444444444
E00088197,64,12,45,7,18.75,70.3125,10.9375
E00088198,98,7,73,18,7.142857142857142,74.48979591836735,18.367346938775512
E00088199,114,28,28,58,24.561403508771928,24.561403508771928,50.877192982456144
E00088201,131,38,62,31,29.00763358778626,47.32824427480916,23.66412213740458
E00088202,93,14,62,17,15.053763440860216,66.66666666666666,18.27956989247312
E00088203,67,13,36,18,19.402985074626866,53.73134328358209,26.865671641791046
E00088204,98,12,60,26,12.244897959183673,61.224489795918366,26.53061224489796
E00088205,110,11,76,23,10,69.0909090909091,20.909090909090907
E00088206,66,13,33,20,19.696969696969695,50,30.303030303030305
E00088207,57,4,34,19,7.017543859649122,59.64912280701754,33.33333333333333
E00088208,98,14,65,19,14.285714285714285,66.3265306122449,19.387755102040817
E00088210,197,27,136,34,13.705583756345177,69.03553299492386,17.258883248730964
E00088211,101,16,51,34,15.841584158415841,50.495049504950494,33.663366336633665
E00088212,65,8,40,17,12.307692307692308,61.53846153846154,26.153846153846157
E00088213,82,12,36,34,14.634146341463413,43.90243902439025,41.46341463414634
E00088214,86,4,68,14,4.651162790697675,79.06976744186046,16.27906976744186
E00088215,127,15,99,13,11.811023622047244,77.95275590551181,10.236220472440944
E00088216,82,10,58,14,12.195121951219512,70.73170731707317,17.073170731707318
E00088217,59,10,38,11,16.94915254237288,64.40677966101694,18.64406779661017
E00088218,115,37,46,32,32.17391304347826,40,27.82608695652174
E00088219,55,8,38,9,14.545454545454545,69.0909090909091,16.363636363636363
