OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
W00000228,115,39,0,0,0,0,0,61,2,0,10,3,33.91304347826087,0,0,0,0,0,53.04347826086957,1.7391304347826086,0,8.695652173913043,2.608695652173913
W00000229,166,52,0,0,1,0,0,98,8,0,4,3,31.32530120481928,0,0,0.6024096385542169,0,0,59.036144578313255,4.819277108433735,0,2.4096385542168677,1.8072289156626504
W00000230,131,47,0,0,2,0,0,72,3,2,4,1,35.87786259541985,0,0,1.5267175572519083,0,0,54.961832061068705,2.2900763358778624,1.5267175572519083,3.0534351145038165,0.7633587786259541
W00000231,79,28,0,0,0,0,0,34,1,1,13,2,35.44303797468354,0,0,0,0,0,43.037974683544306,1.2658227848101267,1.2658227848101267,16.455696202531644,2.5316455696202533
W00000232,94,25,0,1,0,0,0,46,4,1,17,0,26.595744680851062,0,1.0638297872340425,0,0,0,48.93617021276596,4.25531914893617,1.0638297872340425,18.085106382978726,0
W00000233,72,29,0,0,0,0,0,40,1,0,2,0,40.27777777777778,0,0,0,0,0,55.55555555555556,1.3888888888888888,0,2.7777777777777777,0
W00000234,61,21,0,0,1,1,0,21,1,0,14,2,34.42622950819672,0,0,1.639344262295082,1.639344262295082,0,34.42622950819672,1.639344262295082,0,22.950819672131146,3.278688524590164
W00000235,168,74,0,0,5,0,0,71,5,1,9,3,44.047619047619044,0,0,2.976190476190476,0,0,42.26190476190476,2.976190476190476,0.5952380952380952,5.357142857142857,1.7857142857142856
W00000236,160,61,0,0,2,0,0,88,5,0,4,0,38.125,0,0,1.25,0,0,55.00000000000001,3.125,0,2.5,0
W00000237,128,21,0,1,3,0,0,88,3,1,11,0,16.40625,0,0.78125,2.34375,0,0,68.75,2.34375,0.78125,8.59375,0
W00000238,133,24,0,0,2,0,1,89,6,2,9,0,18.045112781954884,0,0,1.5037593984962405,0,0.7518796992481203,66.9172932330827,4.511278195488721,1.5037593984962405,6.7669172932330826,0
W00000239,110,27,0,0,0,0,0,69,7,1,3,3,24.545454545454547,0,0,0,0,0,62.727272727272734,6.363636363636363,0.9090909090909091,2.727272727272727,2.727272727272727
W00000240,74,8,0,1,2,0,1,54,3,1,4,0,10.81081081081081,0,1.3513513513513513,2.7027027027027026,0,1.3513513513513513,72.97297297297297,4.054054054054054,1.3513513513513513,5.405405405405405,0
W00000241,105,16,0,0,2,0,0,48,6,2,30,1,15.238095238095239,0,0,1.9047619047619049,0,0,45.714285714285715,5.714285714285714,1.9047619047619049,28.57142857142857,0.9523809523809524
W00000242,90,31,0,1,1,0,0,27,2,3,25,0,34.44444444444444,0,1.1111111111111112,1.1111111111111112,0,0,30,2.2222222222222223,3.3333333333333335,27.77777777777778,0
W00000243,63,8,0,1,4,0,1,24,4,0,20,1,12.698412698412698,0,1.5873015873015872,6.349206349206349,0,1.5873015873015872,38.095238095238095,6.349206349206349,0,31.746031746031743,1.5873015873015872
W00000244,115,23,0,0,3,0,0,46,6,0,29,8,20,0,0,2.608695652173913,0,0,40,5.217391304347826,0,25.217391304347824,6.956521739130435
W00000245,84,34,0,0,0,1,0,28,4,1,16,0,40.476190476190474,0,0,0,1.1904761904761905,0,33.33333333333333,4.761904761904762,1.1904761904761905,19.047619047619047,0
W00000246,122,22,0,1,0,0,0,76,2,1,18,2,18.0327868852459,0,0.819672131147541,0,0,0,62.295081967213115,1.639344262295082,0.819672131147541,14.754098360655737,1.639344262295082
W00000247,118,8,0,1,4,0,0,64,9,5,24,3,6.779661016949152,0,0.847457627118644,3.389830508474576,0,0,54.23728813559322,7.627118644067797,4.23728813559322,20.33898305084746,2.5423728813559325
W00000248,64,24,0,1,0,0,0,32,3,0,4,0,37.5,0,1.5625,0,0,0,50,4.6875,0,6.25,0
W00000249,114,12,0,0,2,1,0,58,2,4,35,0,10.526315789473683,0,0,1.7543859649122806,0.8771929824561403,0,50.877192982456144,1.7543859649122806,3.508771929824561,30.701754385964914,0
W00000250,53,16,0,0,1,0,0,23,2,0,11,0,30.18867924528302,0,0,1.8867924528301887,0,0,43.39622641509434,3.7735849056603774,0,20.754716981132077,0
W00000251,54,16,0,0,1,0,0,22,2,0,11,2,29.629629629629626,0,0,1.8518518518518516,0,0,40.74074074074074,3.7037037037037033,0,20.37037037037037,3.7037037037037033
W00000252,66,25,0,0,0,0,0,28,3,3,6,1,37.878787878787875,0,0,0,0,0,42.42424242424242,4.545454545454546,4.545454545454546,9.090909090909092,1.5151515151515151
W00000253,66,28,2,0,0,0,0,23,0,0,11,2,42.42424242424242,3.0303030303030303,0,0,0,0,34.84848484848485,0,0,16.666666666666664,3.0303030303030303
W00000254,77,27,0,0,3,0,0,40,0,3,2,2,35.064935064935064,0,0,3.896103896103896,0,0,51.94805194805194,0,3.896103896103896,2.5974025974025974,2.5974025974025974
W00000255,129,40,0,1,2,1,0,71,1,1,11,1,31.007751937984494,0,0.7751937984496124,1.550387596899225,0.7751937984496124,0,55.03875968992248,0.7751937984496124,0.7751937984496124,8.527131782945736,0.7751937984496124
W00000256,133,19,0,1,0,0,0,98,7,2,6,0,14.285714285714285,0,0.7518796992481203,0,0,0,73.68421052631578,5.263157894736842,1.5037593984962405,4.511278195488721,0
W00000257,72,3,0,0,3,2,3,51,8,0,2,0,4.166666666666666,0,0,4.166666666666666,2.7777777777777777,4.166666666666666,70.83333333333334,11.11111111111111,0,2.7777777777777777,0
W00000258,269,124,0,1,1,2,1,118,11,1,8,2,46.09665427509294,0,0.37174721189591076,0.37174721189591076,0.7434944237918215,0.37174721189591076,43.866171003717476,4.089219330855019,0.37174721189591076,2.973977695167286,0.7434944237918215
W00000259,148,19,0,0,2,0,0,80,7,4,36,0,12.837837837837837,0,0,1.3513513513513513,0,0,54.054054054054056,4.72972972972973,2.7027027027027026,24.324324324324326,0
W00000260,135,14,0,0,0,0,0,60,4,8,48,1,10.37037037037037,0,0,0,0,0,44.44444444444444,2.9629629629629632,5.9259259259259265,35.55555555555556,0.7407407407407408
W00000261,144,24,0,0,1,1,0,49,6,2,61,0,16.666666666666664,0,0,0.6944444444444444,0.6944444444444444,0,34.02777777777778,4.166666666666666,1.3888888888888888,42.36111111111111,0
W00000262,156,32,0,1,0,0,0,102,3,2,16,0,20.51282051282051,0,0.641025641025641,0,0,0,65.38461538461539,1.9230769230769231,1.282051282051282,10.256410256410255,0
W00000263,132,15,0,0,0,0,0,85,5,6,21,0,11.363636363636363,0,0,0,0,0,64.39393939393939,3.787878787878788,4.545454545454546,15.909090909090908,0
W00000264,99,15,0,0,0,1,0,51,5,3,23,1,15.151515151515152,0,0,0,1.0101010101010102,0,51.515151515151516,5.05050505050505,3.0303030303030303,23.232323232323232,1.0101010101010102
W00000265,135,21,0,0,1,0,0,72,1,4,34,2,15.555555555555555,0,0,0.7407407407407408,0,0,53.333333333333336,0.7407407407407408,2.9629629629629632,25.185185185185183,1.4814814814814816
W00000266,126,32,0,0,1,1,0,81,9,0,2,0,25.396825396825395,0,0,0.7936507936507936,0.7936507936507936,0,64.28571428571429,7.142857142857142,0,1.5873015873015872,0
