OA,ts0300001,ts0300002,ts0300003,ts0300004,ts0300005,ts0300006,ts0300007,ts0300008,ts0300009,ts0300010,ts0300002_PCT,ts0300003_PCT,ts0300004_PCT,ts0300005_PCT,ts0300006_PCT,ts0300007_PCT,ts0300008_PCT,ts0300009_PCT,ts0300010_PCT
E00005966,407,106,204,2,9,1,43,3,2,37,26.044226044226043,50.122850122850124,0.4914004914004914,2.211302211302211,0.2457002457002457,10.565110565110565,0.7371007371007371,0.4914004914004914,9.090909090909092
E00005967,243,71,96,1,0,0,65,0,1,9,29.218106995884774,39.50617283950617,0.411522633744856,0,0,26.748971193415638,0,0.411522633744856,3.7037037037037033
E00005969,359,21,117,1,7,1,176,0,1,35,5.8495821727019495,32.590529247910865,0.2785515320334262,1.9498607242339834,0.2785515320334262,49.02506963788301,0,0.2785515320334262,9.749303621169917
E00005970,372,93,135,7,1,0,95,0,3,38,25,36.29032258064516,1.881720430107527,0.2688172043010753,0,25.537634408602152,0,0.8064516129032258,10.21505376344086
E00005971,238,48,106,3,0,0,44,3,4,30,20.168067226890756,44.537815126050425,1.2605042016806722,0,0,18.487394957983195,1.2605042016806722,1.680672268907563,12.605042016806722
E00005972,386,71,139,4,15,0,105,6,0,46,18.393782383419687,36.01036269430052,1.0362694300518136,3.8860103626943006,0,27.202072538860104,1.5544041450777202,0,11.917098445595855
E00005973,377,90,115,9,3,0,108,7,10,35,23.872679045092838,30.50397877984085,2.3872679045092835,0.7957559681697612,0,28.647214854111407,1.8567639257294428,2.6525198938992043,9.283819628647215
E00005974,373,92,139,23,5,0,63,0,0,51,24.664879356568363,37.26541554959786,6.166219839142091,1.3404825737265416,0,16.890080428954423,0,0,13.672922252010725
E00005975,324,74,138,6,3,3,70,1,0,29,22.839506172839506,42.592592592592595,1.8518518518518516,0.9259259259259258,0.9259259259259258,21.604938271604937,0.30864197530864196,0,8.950617283950617
E00005976,346,94,116,40,3,1,38,0,2,52,27.167630057803464,33.52601156069364,11.560693641618498,0.8670520231213872,0.2890173410404624,10.982658959537572,0,0.5780346820809248,15.028901734104046
E00005977,340,75,127,13,11,0,71,6,1,36,22.058823529411764,37.35294117647059,3.823529411764706,3.2352941176470593,0,20.88235294117647,1.7647058823529411,0.29411764705882354,10.588235294117647
E00005978,321,52,140,5,7,0,89,1,1,26,16.1993769470405,43.613707165109034,1.557632398753894,2.1806853582554515,0,27.725856697819314,0.3115264797507788,0.3115264797507788,8.09968847352025
E00005979,349,66,116,26,6,2,79,0,2,52,18.911174785100286,33.2378223495702,7.4498567335243555,1.7191977077363898,0.5730659025787965,22.636103151862464,0,0.5730659025787965,14.899713467048711
E00005980,356,57,155,10,8,0,74,18,0,34,16.01123595505618,43.53932584269663,2.8089887640449436,2.247191011235955,0,20.786516853932586,5.056179775280898,0,9.550561797752808
