OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
W00001832,129,29,39,5,16,5,2,2,1,13,17,22.48062015503876,30.23255813953488,3.875968992248062,12.4031007751938,3.875968992248062,1.550387596899225,1.550387596899225,0.7751937984496124,10.077519379844961,13.178294573643413
W00001833,94,14,27,10,13,2,3,0,2,11,12,14.893617021276595,28.723404255319153,10.638297872340425,13.829787234042554,2.127659574468085,3.1914893617021276,0,2.127659574468085,11.702127659574469,12.76595744680851
W00001834,101,27,25,11,6,0,0,3,0,15,14,26.732673267326735,24.752475247524753,10.891089108910892,5.9405940594059405,0,0,2.9702970297029703,0,14.85148514851485,13.861386138613863
W00001835,137,28,34,10,15,10,2,3,1,15,19,20.437956204379564,24.817518248175183,7.2992700729927,10.948905109489052,7.2992700729927,1.4598540145985401,2.18978102189781,0.7299270072992701,10.948905109489052,13.86861313868613
W00001836,151,43,32,9,24,6,1,1,0,16,19,28.47682119205298,21.192052980132452,5.960264900662252,15.894039735099339,3.9735099337748347,0.6622516556291391,0.6622516556291391,0,10.596026490066226,12.582781456953644
W00001837,167,22,54,8,21,2,6,0,2,34,18,13.17365269461078,32.33532934131736,4.790419161676647,12.574850299401197,1.1976047904191618,3.592814371257485,0,1.1976047904191618,20.359281437125748,10.778443113772456
W00001838,103,17,30,15,8,2,0,1,3,17,10,16.50485436893204,29.126213592233007,14.563106796116504,7.766990291262135,1.9417475728155338,0,0.9708737864077669,2.912621359223301,16.50485436893204,9.70873786407767
W00001839,142,40,31,9,15,10,3,1,0,15,18,28.169014084507044,21.830985915492956,6.338028169014084,10.56338028169014,7.042253521126761,2.112676056338028,0.7042253521126761,0,10.56338028169014,12.676056338028168
W00001840,149,33,44,9,14,5,4,1,1,16,22,22.14765100671141,29.53020134228188,6.0402684563758395,9.395973154362416,3.3557046979865772,2.684563758389262,0.6711409395973155,0.6711409395973155,10.738255033557047,14.76510067114094
W00001841,102,33,20,10,6,0,2,3,4,10,14,32.35294117647059,19.607843137254903,9.803921568627452,5.88235294117647,0,1.9607843137254901,2.941176470588235,3.9215686274509802,9.803921568627452,13.725490196078432
W00001842,126,29,38,8,15,3,3,2,0,9,19,23.015873015873016,30.158730158730158,6.349206349206349,11.904761904761903,2.380952380952381,2.380952380952381,1.5873015873015872,0,7.142857142857142,15.079365079365079
W00001843,120,9,38,3,17,2,5,0,1,33,12,7.5,31.666666666666664,2.5,14.166666666666666,1.6666666666666667,4.166666666666666,0,0.8333333333333334,27.500000000000004,10
W00001844,96,8,39,7,10,7,2,2,1,17,3,8.333333333333332,40.625,7.291666666666667,10.416666666666668,7.291666666666667,2.083333333333333,2.083333333333333,1.0416666666666665,17.708333333333336,3.125
W00001845,82,4,37,2,10,0,0,0,3,20,6,4.878048780487805,45.1219512195122,2.4390243902439024,12.195121951219512,0,0,0,3.6585365853658534,24.390243902439025,7.317073170731707
W00001846,96,1,46,6,13,3,1,1,0,20,5,1.0416666666666665,47.91666666666667,6.25,13.541666666666666,3.125,1.0416666666666665,1.0416666666666665,0,20.833333333333336,5.208333333333334
W00001847,114,11,51,6,7,4,1,3,1,22,8,9.649122807017543,44.73684210526316,5.263157894736842,6.140350877192982,3.508771929824561,0.8771929824561403,2.631578947368421,0.8771929824561403,19.298245614035086,7.017543859649122
W00001848,100,8,30,6,14,5,3,3,2,17,12,8,30,6,14.000000000000002,5,3,3,2,17,12
W00001849,108,12,40,6,14,3,4,0,0,19,10,11.11111111111111,37.03703703703704,5.555555555555555,12.962962962962962,2.7777777777777777,3.7037037037037033,0,0,17.59259259259259,9.25925925925926
W00001850,159,4,46,15,22,7,4,2,6,41,12,2.515723270440252,28.930817610062892,9.433962264150944,13.836477987421384,4.40251572327044,2.515723270440252,1.257861635220126,3.7735849056603774,25.78616352201258,7.547169811320755
W00001851,65,4,23,6,9,2,3,1,2,9,6,6.153846153846154,35.38461538461539,9.230769230769232,13.846153846153847,3.076923076923077,4.615384615384616,1.5384615384615385,3.076923076923077,13.846153846153847,9.230769230769232
W00001852,122,4,15,39,15,9,1,2,0,22,15,3.278688524590164,12.295081967213115,31.967213114754102,12.295081967213115,7.377049180327869,0.819672131147541,1.639344262295082,0,18.0327868852459,12.295081967213115
