OA,ts0750001,ts0750002,ts0750003,ts0750004,ts0750005,ts0750006,ts0750007,ts0750002_PCT,ts0750003_PCT,ts0750004_PCT,ts0750005_PCT,ts0750006_PCT,ts0750007_PCT
W00001832,119,35,9,24,32,19,0,29.411764705882355,7.563025210084033,20.168067226890756,26.89075630252101,15.966386554621847,0
W00001833,107,48,3,22,17,16,1,44.85981308411215,2.803738317757009,20.5607476635514,15.887850467289718,14.953271028037381,0.9345794392523363
W00001834,116,51,4,25,27,9,0,43.96551724137931,3.4482758620689653,21.551724137931032,23.275862068965516,7.758620689655173,0
W00001835,127,48,1,29,33,16,0,37.79527559055118,0.7874015748031495,22.83464566929134,25.984251968503933,12.598425196850393,0
W00001836,122,26,2,30,44,20,0,21.311475409836063,1.639344262295082,24.59016393442623,36.0655737704918,16.39344262295082,0
W00001837,166,44,1,66,28,27,0,26.506024096385545,0.6024096385542169,39.75903614457831,16.867469879518072,16.265060240963855,0
W00001838,108,36,0,37,25,10,0,33.33333333333333,0,34.25925925925926,23.14814814814815,9.25925925925926,0
W00001839,129,37,3,37,35,16,1,28.68217054263566,2.3255813953488373,28.68217054263566,27.131782945736433,12.4031007751938,0.7751937984496124
W00001840,132,43,2,36,36,15,0,32.57575757575758,1.5151515151515151,27.27272727272727,27.27272727272727,11.363636363636363,0
W00001841,117,31,3,40,28,14,1,26.495726495726498,2.564102564102564,34.18803418803419,23.931623931623932,11.965811965811966,0.8547008547008548
W00001842,122,45,0,39,24,13,1,36.885245901639344,0,31.967213114754102,19.672131147540984,10.655737704918032,0.819672131147541
W00001843,113,32,5,38,14,23,1,28.31858407079646,4.424778761061947,33.6283185840708,12.389380530973451,20.353982300884958,0.8849557522123894
W00001844,126,33,5,53,23,10,2,26.190476190476193,3.968253968253968,42.06349206349206,18.253968253968253,7.936507936507936,1.5873015873015872
W00001845,108,32,1,51,13,11,0,29.629629629629626,0.9259259259259258,47.22222222222222,12.037037037037036,10.185185185185185,0
W00001846,126,31,3,56,22,14,0,24.6031746031746,2.380952380952381,44.44444444444444,17.46031746031746,11.11111111111111,0
W00001847,112,33,4,46,20,8,1,29.464285714285715,3.571428571428571,41.07142857142857,17.857142857142858,7.142857142857142,0.8928571428571428
W00001848,109,36,1,44,18,9,1,33.02752293577982,0.9174311926605505,40.36697247706422,16.51376146788991,8.256880733944955,0.9174311926605505
W00001849,121,38,2,48,16,17,0,31.40495867768595,1.6528925619834711,39.66942148760331,13.223140495867769,14.049586776859504,0
W00001850,129,25,3,55,26,17,3,19.379844961240313,2.3255813953488373,42.63565891472868,20.155038759689923,13.178294573643413,2.3255813953488373
W00001851,109,46,2,37,11,12,1,42.201834862385326,1.834862385321101,33.94495412844037,10.091743119266056,11.009174311926607,0.9174311926605505
W00001852,122,39,3,40,28,11,1,31.967213114754102,2.459016393442623,32.78688524590164,22.950819672131146,9.01639344262295,0.819672131147541
W00001853,148,36,2,61,21,28,0,24.324324324324326,1.3513513513513513,41.21621621621622,14.18918918918919,18.91891891891892,0
W00001854,121,38,2,53,19,9,0,31.40495867768595,1.6528925619834711,43.80165289256198,15.702479338842975,7.43801652892562,0
W00001855,121,29,3,48,20,21,0,23.96694214876033,2.479338842975207,39.66942148760331,16.528925619834713,17.355371900826448,0
W00001856,133,34,4,62,18,15,0,25.563909774436087,3.007518796992481,46.616541353383454,13.533834586466165,11.278195488721805,0
W00001857,110,16,1,42,31,19,1,14.545454545454545,0.9090909090909091,38.18181818181819,28.18181818181818,17.272727272727273,0.9090909090909091
W00001858,122,38,3,47,13,20,1,31.147540983606557,2.459016393442623,38.52459016393443,10.655737704918032,16.39344262295082,0.819672131147541
W00001859,117,21,1,65,9,20,1,17.94871794871795,0.8547008547008548,55.55555555555556,7.6923076923076925,17.094017094017094,0.8547008547008548
W00001860,146,32,4,60,23,24,3,21.91780821917808,2.73972602739726,41.0958904109589,15.753424657534246,16.43835616438356,2.054794520547945
W00001861,187,36,3,82,31,34,1,19.25133689839572,1.6042780748663104,43.85026737967914,16.577540106951872,18.181818181818183,0.53475935828877
W00001862,120,47,1,25,30,16,1,39.166666666666664,0.8333333333333334,20.833333333333336,25,13.333333333333334,0.8333333333333334
W00001863,123,37,1,38,35,11,1,30.081300813008134,0.8130081300813009,30.89430894308943,28.455284552845526,8.94308943089431,0.8130081300813009
W00001864,116,27,3,40,25,20,1,23.275862068965516,2.586206896551724,34.48275862068966,21.551724137931032,17.24137931034483,0.8620689655172413
W00001866,185,47,2,57,59,20,0,25.405405405405407,1.0810810810810811,30.810810810810814,31.891891891891895,10.81081081081081,0
W00001867,184,50,2,63,44,24,1,27.173913043478258,1.0869565217391304,34.23913043478261,23.91304347826087,13.043478260869565,0.5434782608695652
W00001868,99,28,4,20,32,14,1,28.28282828282828,4.040404040404041,20.2020202020202,32.323232323232325,14.14141414141414,1.0101010101010102
W00001869,117,33,5,23,40,15,1,28.205128205128204,4.273504273504273,19.65811965811966,34.18803418803419,12.82051282051282,0.8547008547008548
W00001870,141,44,4,41,39,12,1,31.20567375886525,2.8368794326241136,29.078014184397162,27.659574468085108,8.51063829787234,0.7092198581560284
W00001871,131,63,1,36,19,11,1,48.091603053435115,0.7633587786259541,27.480916030534353,14.50381679389313,8.396946564885496,0.7633587786259541
W00001872,109,32,2,45,18,10,2,29.357798165137616,1.834862385321101,41.284403669724774,16.51376146788991,9.174311926605505,1.834862385321101
W00001874,131,51,1,41,26,11,1,38.93129770992366,0.7633587786259541,31.297709923664126,19.84732824427481,8.396946564885496,0.7633587786259541
W00001875,170,83,5,35,23,23,1,48.8235294117647,2.941176470588235,20.588235294117645,13.529411764705882,13.529411764705882,0.5882352941176471
W00001876,129,58,1,32,25,12,1,44.96124031007752,0.7751937984496124,24.8062015503876,19.379844961240313,9.30232558139535,0.7751937984496124
W00001881,108,33,3,34,21,17,0,30.555555555555557,2.7777777777777777,31.48148148148148,19.444444444444446,15.74074074074074,0
W00001882,140,31,2,47,29,31,0,22.142857142857142,1.4285714285714286,33.57142857142857,20.714285714285715,22.142857142857142,0
W00001883,109,30,1,42,20,15,1,27.522935779816514,0.9174311926605505,38.53211009174312,18.34862385321101,13.761467889908257,0.9174311926605505
W00001884,102,24,1,27,32,16,2,23.52941176470588,0.9803921568627451,26.47058823529412,31.372549019607842,15.686274509803921,1.9607843137254901
W00001885,115,23,4,55,18,15,0,20,3.4782608695652173,47.82608695652174,15.65217391304348,13.043478260869565,0
W00001886,99,25,2,27,34,10,1,25.252525252525253,2.0202020202020203,27.27272727272727,34.34343434343434,10.1010101010101,1.0101010101010102
W00001887,101,29,0,37,27,8,0,28.71287128712871,0,36.633663366336634,26.732673267326735,7.920792079207921,0
W00001888,197,58,2,53,57,27,0,29.441624365482234,1.015228426395939,26.903553299492383,28.934010152284262,13.705583756345177,0
W00001889,123,39,3,37,30,14,0,31.70731707317073,2.4390243902439024,30.081300813008134,24.390243902439025,11.38211382113821,0
W00001890,65,17,5,12,19,11,1,26.153846153846157,7.6923076923076925,18.461538461538463,29.230769230769234,16.923076923076923,1.5384615384615385
W00001891,87,26,1,29,20,11,0,29.88505747126437,1.1494252873563218,33.33333333333333,22.988505747126435,12.643678160919542,0
W00001892,123,38,4,32,36,12,1,30.89430894308943,3.2520325203252036,26.01626016260163,29.268292682926827,9.75609756097561,0.8130081300813009
W00001893,148,59,1,47,23,18,0,39.86486486486486,0.6756756756756757,31.756756756756754,15.54054054054054,12.162162162162163,0
W00001894,118,41,1,34,31,11,0,34.74576271186441,0.847457627118644,28.8135593220339,26.27118644067797,9.322033898305085,0
W00001895,164,52,1,40,52,19,0,31.70731707317073,0.6097560975609756,24.390243902439025,31.70731707317073,11.585365853658537,0
W00001896,123,37,4,30,38,14,0,30.081300813008134,3.2520325203252036,24.390243902439025,30.89430894308943,11.38211382113821,0
W00001897,122,43,4,23,39,11,2,35.24590163934426,3.278688524590164,18.852459016393443,31.967213114754102,9.01639344262295,1.639344262295082
W00001898,136,38,4,39,32,22,1,27.941176470588236,2.941176470588235,28.676470588235293,23.52941176470588,16.176470588235293,0.7352941176470588
W00001899,135,77,1,22,28,5,2,57.03703703703704,0.7407407407407408,16.296296296296298,20.74074074074074,3.7037037037037033,1.4814814814814816
W00001900,172,54,7,35,50,24,2,31.3953488372093,4.069767441860465,20.348837209302324,29.069767441860467,13.953488372093023,1.1627906976744187
W00001901,130,42,1,39,32,16,0,32.30769230769231,0.7692307692307693,30,24.615384615384617,12.307692307692308,0
W00001902,125,45,5,29,32,14,0,36,4,23.200000000000003,25.6,11.200000000000001,0
W00001903,125,35,2,32,34,21,1,28.000000000000004,1.6,25.6,27.200000000000003,16.8,0.8
W00001904,135,54,3,24,38,15,1,40,2.2222222222222223,17.77777777777778,28.14814814814815,11.11111111111111,0.7407407407407408
W00001905,135,43,2,28,51,11,0,31.851851851851855,1.4814814814814816,20.74074074074074,37.77777777777778,8.148148148148149,0
W00001906,115,24,4,25,48,14,0,20.869565217391305,3.4782608695652173,21.73913043478261,41.73913043478261,12.173913043478262,0
W00001907,121,33,4,37,34,13,0,27.27272727272727,3.3057851239669422,30.57851239669421,28.09917355371901,10.743801652892563,0
W00001908,125,23,3,33,47,18,1,18.4,2.4,26.400000000000002,37.6,14.399999999999999,0.8
W00001909,189,42,4,63,59,20,1,22.22222222222222,2.1164021164021163,33.33333333333333,31.216931216931215,10.582010582010582,0.5291005291005291
W00001910,146,45,3,34,43,19,2,30.82191780821918,2.054794520547945,23.28767123287671,29.45205479452055,13.013698630136986,1.36986301369863
W00001911,137,41,3,51,20,19,3,29.927007299270077,2.18978102189781,37.22627737226277,14.5985401459854,13.86861313868613,2.18978102189781
W00001912,103,34,0,24,27,17,1,33.00970873786408,0,23.300970873786408,26.21359223300971,16.50485436893204,0.9708737864077669
W00001913,138,61,3,25,38,11,0,44.20289855072464,2.1739130434782608,18.115942028985508,27.536231884057973,7.971014492753622,0
W00001914,140,40,3,37,40,19,1,28.57142857142857,2.142857142857143,26.42857142857143,28.57142857142857,13.571428571428571,0.7142857142857143
W00001915,122,31,4,39,31,17,0,25.40983606557377,3.278688524590164,31.967213114754102,25.40983606557377,13.934426229508196,0
W00001916,89,23,0,36,18,12,0,25.842696629213485,0,40.44943820224719,20.224719101123593,13.48314606741573,0
W00001917,129,30,3,53,25,17,1,23.25581395348837,2.3255813953488373,41.08527131782946,19.379844961240313,13.178294573643413,0.7751937984496124
W00001918,118,32,1,39,30,16,0,27.11864406779661,0.847457627118644,33.05084745762712,25.423728813559322,13.559322033898304,0
W00001919,154,49,4,39,34,26,2,31.818181818181817,2.5974025974025974,25.324675324675322,22.07792207792208,16.883116883116884,1.2987012987012987
W00001920,107,45,1,19,25,16,1,42.05607476635514,0.9345794392523363,17.75700934579439,23.364485981308412,14.953271028037381,0.9345794392523363
W00001921,104,41,4,19,25,15,0,39.42307692307692,3.8461538461538463,18.269230769230766,24.03846153846154,14.423076923076922,0
W00001922,80,19,1,28,11,17,4,23.75,1.25,35,13.750000000000002,21.25,5
W00001923,151,49,3,58,23,15,3,32.450331125827816,1.9867549668874174,38.41059602649007,15.2317880794702,9.933774834437086,1.9867549668874174
W00001924,118,35,1,37,29,13,3,29.66101694915254,0.847457627118644,31.35593220338983,24.576271186440678,11.016949152542372,2.5423728813559325
W00001925,121,31,6,23,44,17,0,25.6198347107438,4.958677685950414,19.00826446280992,36.36363636363637,14.049586776859504,0
W00001926,110,26,3,43,24,14,0,23.636363636363637,2.727272727272727,39.09090909090909,21.818181818181817,12.727272727272727,0
W00001927,106,32,1,25,30,17,1,30.18867924528302,0.9433962264150944,23.58490566037736,28.30188679245283,16.037735849056602,0.9433962264150944
W00001928,125,42,6,28,30,17,2,33.6,4.8,22.400000000000002,24,13.600000000000001,1.6
W00001929,167,37,5,55,49,21,0,22.15568862275449,2.9940119760479043,32.93413173652694,29.34131736526946,12.574850299401197,0
W00001930,145,42,3,40,39,21,0,28.965517241379313,2.0689655172413794,27.586206896551722,26.89655172413793,14.482758620689657,0
W00001931,155,59,5,50,24,15,2,38.064516129032256,3.225806451612903,32.25806451612903,15.483870967741936,9.67741935483871,1.2903225806451613
W00001932,153,46,4,48,42,13,0,30.065359477124183,2.6143790849673203,31.372549019607842,27.450980392156865,8.49673202614379,0
W00001933,129,47,1,43,15,21,2,36.434108527131784,0.7751937984496124,33.33333333333333,11.627906976744185,16.27906976744186,1.550387596899225
W00001934,143,33,2,37,40,31,0,23.076923076923077,1.3986013986013985,25.874125874125873,27.972027972027973,21.678321678321677,0
W00001935,181,58,3,73,25,21,1,32.04419889502763,1.6574585635359116,40.331491712707184,13.812154696132598,11.602209944751381,0.5524861878453038
W00001936,120,72,1,25,12,9,1,60,0.8333333333333334,20.833333333333336,10,7.5,0.8333333333333334
W00001937,138,36,3,45,26,28,0,26.08695652173913,2.1739130434782608,32.608695652173914,18.84057971014493,20.28985507246377,0
W00001938,125,26,4,49,21,20,5,20.8,3.2,39.2,16.8,16,4
W00001939,135,34,3,50,24,24,0,25.185185185185183,2.2222222222222223,37.03703703703704,17.77777777777778,17.77777777777778,0
W00001940,167,46,6,53,42,20,0,27.54491017964072,3.592814371257485,31.736526946107784,25.149700598802394,11.976047904191617,0
W00001941,140,63,0,34,24,18,1,45,0,24.285714285714285,17.142857142857142,12.857142857142856,0.7142857142857143
W00001942,126,28,1,38,32,27,0,22.22222222222222,0.7936507936507936,30.158730158730158,25.396825396825395,21.428571428571427,0
W00001943,112,45,1,27,23,16,0,40.17857142857143,0.8928571428571428,24.107142857142858,20.535714285714285,14.285714285714285,0
W00001944,120,32,1,43,26,17,1,26.666666666666668,0.8333333333333334,35.833333333333336,21.666666666666668,14.166666666666666,0.8333333333333334
W00001945,128,29,4,39,35,21,0,22.65625,3.125,30.46875,27.34375,16.40625,0
W00001946,140,67,2,34,22,14,1,47.85714285714286,1.4285714285714286,24.285714285714285,15.714285714285714,10,0.7142857142857143
W00001947,119,47,5,27,26,13,1,39.49579831932773,4.201680672268908,22.689075630252102,21.84873949579832,10.92436974789916,0.8403361344537815
W00001948,118,23,3,26,49,15,2,19.491525423728813,2.5423728813559325,22.033898305084744,41.52542372881356,12.711864406779661,1.694915254237288
W00001949,120,17,2,28,48,25,0,14.166666666666666,1.6666666666666667,23.333333333333332,40,20.833333333333336,0
W00001950,128,33,4,25,46,20,0,25.78125,3.125,19.53125,35.9375,15.625,0
W00001951,103,50,3,16,29,5,0,48.54368932038835,2.912621359223301,15.53398058252427,28.155339805825243,4.854368932038835,0
W00001952,159,34,2,76,18,28,1,21.38364779874214,1.257861635220126,47.79874213836478,11.320754716981133,17.61006289308176,0.628930817610063
W00001953,155,42,3,59,34,16,1,27.09677419354839,1.935483870967742,38.064516129032256,21.935483870967744,10.32258064516129,0.6451612903225806
W00001954,129,55,6,34,21,9,4,42.63565891472868,4.651162790697675,26.356589147286826,16.27906976744186,6.976744186046512,3.10077519379845
W00001955,135,37,4,45,28,21,0,27.40740740740741,2.9629629629629632,33.33333333333333,20.74074074074074,15.555555555555555,0
W00001956,119,26,2,53,19,19,0,21.84873949579832,1.680672268907563,44.537815126050425,15.966386554621847,15.966386554621847,0
W00001957,123,18,2,60,21,21,1,14.634146341463413,1.6260162601626018,48.78048780487805,17.073170731707318,17.073170731707318,0.8130081300813009
W00001958,112,22,3,49,18,19,1,19.642857142857142,2.6785714285714284,43.75,16.071428571428573,16.964285714285715,0.8928571428571428
W00001959,51,19,1,12,10,9,0,37.254901960784316,1.9607843137254901,23.52941176470588,19.607843137254903,17.647058823529413,0
W00001960,116,37,3,42,20,13,1,31.896551724137932,2.586206896551724,36.206896551724135,17.24137931034483,11.206896551724139,0.8620689655172413
W00001961,105,36,2,30,24,12,1,34.285714285714285,1.9047619047619049,28.57142857142857,22.857142857142858,11.428571428571429,0.9523809523809524
W00001962,127,25,1,58,24,19,0,19.68503937007874,0.7874015748031495,45.66929133858268,18.89763779527559,14.960629921259844,0
W00001963,138,23,4,54,36,21,0,16.666666666666664,2.898550724637681,39.130434782608695,26.08695652173913,15.217391304347828,0
W00001964,137,41,2,40,29,23,2,29.927007299270077,1.4598540145985401,29.1970802919708,21.16788321167883,16.78832116788321,1.4598540145985401
W00001965,126,36,4,44,29,13,0,28.57142857142857,3.1746031746031744,34.92063492063492,23.015873015873016,10.317460317460316,0
W00001966,127,51,4,32,24,15,1,40.15748031496063,3.149606299212598,25.196850393700785,18.89763779527559,11.811023622047244,0.7874015748031495
W00001967,134,42,1,39,33,18,1,31.343283582089555,0.7462686567164178,29.1044776119403,24.62686567164179,13.432835820895523,0.7462686567164178
W00001968,137,55,3,44,28,6,1,40.14598540145985,2.18978102189781,32.11678832116788,20.437956204379564,4.37956204379562,0.7299270072992701
W00001969,129,41,6,46,18,15,3,31.782945736434108,4.651162790697675,35.65891472868217,13.953488372093023,11.627906976744185,2.3255813953488373
W00001970,135,48,1,46,21,16,3,35.55555555555556,0.7407407407407408,34.074074074074076,15.555555555555555,11.851851851851853,2.2222222222222223
W00001971,148,53,2,55,22,14,2,35.810810810810814,1.3513513513513513,37.16216216216216,14.864864864864865,9.45945945945946,1.3513513513513513
W00001972,114,39,2,34,21,17,1,34.21052631578947,1.7543859649122806,29.82456140350877,18.421052631578945,14.912280701754385,0.8771929824561403
W00001973,128,31,4,48,25,20,0,24.21875,3.125,37.5,19.53125,15.625,0
W00001974,130,29,5,59,12,23,2,22.30769230769231,3.8461538461538463,45.38461538461539,9.230769230769232,17.692307692307693,1.5384615384615385
W00001975,120,30,3,49,19,19,0,25,2.5,40.833333333333336,15.833333333333332,15.833333333333332,0
W00001976,163,44,2,55,32,29,1,26.993865030674847,1.2269938650306749,33.74233128834356,19.631901840490798,17.791411042944784,0.6134969325153374
W00001977,136,52,3,46,11,21,3,38.23529411764706,2.2058823529411766,33.82352941176471,8.088235294117647,15.441176470588236,2.2058823529411766
W00001978,129,49,2,45,12,20,1,37.98449612403101,1.550387596899225,34.883720930232556,9.30232558139535,15.503875968992247,0.7751937984496124
W00001979,111,40,4,33,21,12,1,36.03603603603604,3.6036036036036037,29.72972972972973,18.91891891891892,10.81081081081081,0.9009009009009009
W00001980,123,40,2,41,21,18,1,32.52032520325203,1.6260162601626018,33.33333333333333,17.073170731707318,14.634146341463413,0.8130081300813009
W00001981,125,41,0,48,22,14,0,32.800000000000004,0,38.4,17.599999999999998,11.200000000000001,0
W00001982,133,45,4,42,17,25,0,33.83458646616541,3.007518796992481,31.57894736842105,12.781954887218044,18.796992481203006,0
W00001983,111,37,1,26,35,9,3,33.33333333333333,0.9009009009009009,23.423423423423422,31.53153153153153,8.108108108108109,2.7027027027027026
W00001984,143,63,2,37,20,21,0,44.05594405594406,1.3986013986013985,25.874125874125873,13.986013986013987,14.685314685314685,0
W00001985,204,125,1,30,32,14,2,61.274509803921575,0.49019607843137253,14.705882352941178,15.686274509803921,6.862745098039216,0.9803921568627451
W00001986,242,139,1,56,30,14,2,57.438016528925615,0.4132231404958678,23.140495867768596,12.396694214876034,5.785123966942149,0.8264462809917356
W00001987,115,48,1,25,28,11,2,41.73913043478261,0.8695652173913043,21.73913043478261,24.347826086956523,9.565217391304348,1.7391304347826086
W00001988,114,42,2,36,21,12,1,36.84210526315789,1.7543859649122806,31.57894736842105,18.421052631578945,10.526315789473683,0.8771929824561403
W00001989,144,68,2,35,20,19,0,47.22222222222222,1.3888888888888888,24.305555555555554,13.88888888888889,13.194444444444445,0
W00001990,116,38,3,34,26,14,1,32.758620689655174,2.586206896551724,29.310344827586203,22.413793103448278,12.068965517241379,0.8620689655172413
W00001991,154,52,0,49,28,24,1,33.76623376623377,0,31.818181818181817,18.181818181818183,15.584415584415584,0.6493506493506493
W00001992,119,54,0,39,13,12,1,45.378151260504204,0,32.773109243697476,10.92436974789916,10.084033613445378,0.8403361344537815
W00001993,122,40,3,29,38,12,0,32.78688524590164,2.459016393442623,23.770491803278688,31.147540983606557,9.836065573770492,0
W00001994,115,25,4,30,43,13,0,21.73913043478261,3.4782608695652173,26.08695652173913,37.391304347826086,11.304347826086957,0
W00001995,115,37,3,25,34,16,0,32.17391304347826,2.608695652173913,21.73913043478261,29.565217391304348,13.91304347826087,0
W00001996,120,50,4,25,31,10,0,41.66666666666667,3.3333333333333335,20.833333333333336,25.833333333333336,8.333333333333332,0
W00001997,114,26,3,32,39,13,1,22.807017543859647,2.631578947368421,28.07017543859649,34.21052631578947,11.403508771929824,0.8771929824561403
W00001998,145,43,2,43,29,28,0,29.655172413793103,1.3793103448275863,29.655172413793103,20,19.310344827586206,0
W00001999,124,20,4,38,43,18,1,16.129032258064516,3.225806451612903,30.64516129032258,34.67741935483871,14.516129032258066,0.8064516129032258
W00002000,139,73,1,28,26,11,0,52.51798561151079,0.7194244604316548,20.14388489208633,18.705035971223023,7.913669064748201,0
W00002001,194,54,8,55,55,22,0,27.835051546391753,4.123711340206185,28.350515463917525,28.350515463917525,11.34020618556701,0
W00002002,114,39,4,42,17,11,1,34.21052631578947,3.508771929824561,36.84210526315789,14.912280701754385,9.649122807017543,0.8771929824561403
W00002003,116,28,3,29,39,16,1,24.137931034482758,2.586206896551724,25,33.62068965517241,13.793103448275861,0.8620689655172413
W00002004,101,27,2,28,30,14,0,26.732673267326735,1.9801980198019802,27.722772277227726,29.7029702970297,13.861386138613863,0
