OA,ts0610001,ts0610002,ts0610003,ts0610004,ts0610005,ts0610006,ts0610007,ts0610008,ts0610009,ts0610010,ts0610011,ts0610012,ts0610002_PCT,ts0610003_PCT,ts0610004_PCT,ts0610005_PCT,ts0610006_PCT,ts0610007_PCT,ts0610008_PCT,ts0610009_PCT,ts0610010_PCT,ts0610011_PCT,ts0610012_PCT
E00021141,103,37,8,7,13,2,0,11,2,8,15,0,35.92233009708738,7.766990291262135,6.796116504854369,12.62135922330097,1.9417475728155338,0,10.679611650485436,1.9417475728155338,7.766990291262135,14.563106796116504,0
E00021143,153,53,20,10,17,1,1,20,0,16,15,0,34.64052287581699,13.071895424836603,6.535947712418301,11.11111111111111,0.6535947712418301,0.6535947712418301,13.071895424836603,0,10.457516339869281,9.803921568627452,0
E00021145,151,81,17,5,6,1,0,19,1,15,6,0,53.64238410596026,11.258278145695364,3.3112582781456954,3.9735099337748347,0.6622516556291391,0,12.582781456953644,0.6622516556291391,9.933774834437086,3.9735099337748347,0
E00021146,202,134,24,6,3,2,0,4,2,14,13,0,66.33663366336634,11.881188118811881,2.9702970297029703,1.4851485148514851,0.9900990099009901,0,1.9801980198019802,0.9900990099009901,6.9306930693069315,6.435643564356436,0
E00021147,118,52,15,6,6,0,1,14,1,14,9,0,44.06779661016949,12.711864406779661,5.084745762711865,5.084745762711865,0,0.847457627118644,11.864406779661017,0.847457627118644,11.864406779661017,7.627118644067797,0
E00021148,146,63,28,4,7,2,0,12,2,12,14,2,43.15068493150685,19.17808219178082,2.73972602739726,4.794520547945205,1.36986301369863,0,8.21917808219178,1.36986301369863,8.21917808219178,9.58904109589041,1.36986301369863
E00021149,128,45,20,7,13,2,0,10,0,8,20,3,35.15625,15.625,5.46875,10.15625,1.5625,0,7.8125,0,6.25,15.625,2.34375
E00021150,121,35,16,7,15,2,0,18,1,4,20,3,28.92561983471074,13.223140495867769,5.785123966942149,12.396694214876034,1.6528925619834711,0,14.87603305785124,0.8264462809917356,3.3057851239669422,16.528925619834713,2.479338842975207
E00021151,180,74,24,13,17,0,1,22,0,17,11,1,41.11111111111111,13.333333333333334,7.222222222222221,9.444444444444445,0,0.5555555555555556,12.222222222222221,0,9.444444444444445,6.111111111111111,0.5555555555555556
E00021152,184,72,14,11,17,3,1,23,4,14,21,4,39.130434782608695,7.608695652173914,5.978260869565218,9.239130434782608,1.6304347826086956,0.5434782608695652,12.5,2.1739130434782608,7.608695652173914,11.41304347826087,2.1739130434782608
E00021153,223,136,16,5,4,1,0,10,0,33,15,3,60.98654708520179,7.174887892376682,2.242152466367713,1.7937219730941705,0.4484304932735426,0,4.484304932735426,0,14.798206278026907,6.726457399103139,1.345291479820628
E00021154,221,102,16,7,25,0,1,21,3,17,25,4,46.15384615384615,7.239819004524888,3.167420814479638,11.312217194570136,0,0.4524886877828055,9.502262443438914,1.3574660633484164,7.6923076923076925,11.312217194570136,1.809954751131222
E00021155,231,157,18,6,6,1,4,8,0,13,18,0,67.96536796536796,7.792207792207792,2.5974025974025974,2.5974025974025974,0.4329004329004329,1.7316017316017316,3.463203463203463,0,5.627705627705628,7.792207792207792,0
E00021156,105,40,21,4,10,0,1,9,0,7,13,0,38.095238095238095,20,3.8095238095238098,9.523809523809524,0,0.9523809523809524,8.571428571428571,0,6.666666666666667,12.380952380952381,0
E00021157,109,31,11,8,15,1,2,18,1,3,17,2,28.440366972477065,10.091743119266056,7.339449541284404,13.761467889908257,0.9174311926605505,1.834862385321101,16.51376146788991,0.9174311926605505,2.7522935779816518,15.59633027522936,1.834862385321101
E00021158,116,34,13,11,13,3,0,24,1,4,11,2,29.310344827586203,11.206896551724139,9.482758620689655,11.206896551724139,2.586206896551724,0,20.689655172413794,0.8620689655172413,3.4482758620689653,9.482758620689655,1.7241379310344827
E00021159,323,145,24,11,20,2,0,38,1,40,40,2,44.89164086687307,7.430340557275541,3.4055727554179565,6.191950464396285,0.6191950464396285,0,11.76470588235294,0.30959752321981426,12.38390092879257,12.38390092879257,0.6191950464396285
E00021160,121,55,13,8,3,0,1,9,1,6,22,3,45.45454545454545,10.743801652892563,6.6115702479338845,2.479338842975207,0,0.8264462809917356,7.43801652892562,0.8264462809917356,4.958677685950414,18.181818181818183,2.479338842975207
E00021161,206,81,34,9,10,2,0,23,0,19,26,2,39.32038834951456,16.50485436893204,4.368932038834951,4.854368932038835,0.9708737864077669,0,11.165048543689322,0,9.223300970873787,12.62135922330097,0.9708737864077669
E00021162,156,52,25,7,17,0,1,20,1,14,18,1,33.33333333333333,16.025641025641026,4.487179487179487,10.897435897435898,0,0.641025641025641,12.82051282051282,0.641025641025641,8.974358974358974,11.538461538461538,0.641025641025641
E00021163,221,102,26,14,17,0,0,10,1,17,28,6,46.15384615384615,11.76470588235294,6.334841628959276,7.6923076923076925,0,0,4.524886877828054,0.4524886877828055,7.6923076923076925,12.669683257918551,2.7149321266968327
E00021164,166,42,25,14,23,3,0,24,2,7,23,3,25.301204819277107,15.060240963855422,8.433734939759036,13.855421686746988,1.8072289156626504,0,14.457831325301203,1.2048192771084338,4.216867469879518,13.855421686746988,1.8072289156626504
E00021165,162,51,32,11,17,0,0,16,0,7,26,2,31.48148148148148,19.753086419753085,6.790123456790123,10.493827160493826,0,0,9.876543209876543,0,4.320987654320987,16.049382716049383,1.2345679012345678
E00021166,190,62,25,10,15,3,1,22,2,22,25,3,32.631578947368425,13.157894736842104,5.263157894736842,7.894736842105263,1.5789473684210527,0.5263157894736842,11.578947368421053,1.0526315789473684,11.578947368421053,13.157894736842104,1.5789473684210527
E00021167,184,80,28,9,9,0,0,17,1,17,22,1,43.47826086956522,15.217391304347828,4.891304347826087,4.891304347826087,0,0,9.239130434782608,0.5434782608695652,9.239130434782608,11.956521739130435,0.5434782608695652
