OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
E00096763,205,201,4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,98.04878048780488,1.951219512195122,0,0.4878048780487805,0,0,0,0,0.4878048780487805,0,0,0.4878048780487805,0.4878048780487805,0,0,0,0,0
E00096764,310,302,8,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,97.41935483870968,2.5806451612903225,0,0.3225806451612903,0,0.3225806451612903,0.3225806451612903,0.3225806451612903,0,0.3225806451612903,0.3225806451612903,0.3225806451612903,0.3225806451612903,0,0,0,0,0
E00096768,292,283,9,4,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,96.91780821917808,3.0821917808219177,1.36986301369863,0.3424657534246575,0,0,0,0,0,0,0.684931506849315,0.684931506849315,0,0,0,0,0,0
E00096769,264,261,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,98.86363636363636,1.1363636363636365,0,0.3787878787878788,0,0,0,0,0,0.3787878787878788,0,0.3787878787878788,0,0,0,0,0,0
E00096770,316,312,4,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,98.73417721518987,1.2658227848101267,0,0,0.31645569620253167,0,0,0,0,0,0.31645569620253167,0.31645569620253167,0.31645569620253167,0,0,0,0,0
E00096760,399,393,6,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,98.49624060150376,1.5037593984962405,0.5012531328320802,0,0.2506265664160401,0.2506265664160401,0,0,0.2506265664160401,0,0,0.2506265664160401,0,0,0,0,0,0
E00096761,328,317,11,4,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,96.64634146341463,3.353658536585366,1.2195121951219512,0,0.6097560975609756,0,0,0,0,0.6097560975609756,0,0.3048780487804878,0.6097560975609756,0,0,0,0,0
E00096762,344,341,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,99.12790697674419,0.872093023255814,0,0,0,0,0,0,0.29069767441860467,0.29069767441860467,0.29069767441860467,0,0,0,0,0,0,0
E00096765,324,313,11,2,0,0,0,0,0,0,2,2,2,3,0,0,0,0,0,96.60493827160494,3.3950617283950617,0.6172839506172839,0,0,0,0,0,0,0.6172839506172839,0.6172839506172839,0.6172839506172839,0.9259259259259258,0,0,0,0,0
E00096766,312,310,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,99.35897435897436,0.641025641025641,0,0,0,0,0,0,0.3205128205128205,0,0,0.3205128205128205,0,0,0,0,0,0
E00096767,275,272,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,98.9090909090909,1.090909090909091,0.7272727272727273,0,0,0,0,0,0,0.36363636363636365,0,0,0,0,0,0,0,0
E00096772,320,317,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,99.0625,0.9375,0,0,0,0,0,0.3125,0,0,0.3125,0.3125,0,0,0,0,0,0
E00096777,291,285,6,1,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,97.9381443298969,2.0618556701030926,0.3436426116838488,0,0,0,0,0,0.6872852233676976,0.3436426116838488,0.6872852233676976,0,0,0,0,0,0,0
E00096778,427,415,12,0,2,1,0,0,0,0,2,3,3,0,0,0,1,0,0,97.18969555035129,2.810304449648712,0,0.468384074941452,0.234192037470726,0,0,0,0,0.468384074941452,0.702576112412178,0.702576112412178,0,0,0,0.234192037470726,0,0
E00096779,265,258,7,1,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,97.35849056603773,2.6415094339622645,0.37735849056603776,0.37735849056603776,0.37735849056603776,0.37735849056603776,0,0,0,0,0.37735849056603776,0.7547169811320755,0,0,0,0,0,0
E00096771,328,321,7,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,97.86585365853658,2.1341463414634148,0,0,0,0.3048780487804878,0,0,0.3048780487804878,0.3048780487804878,0.3048780487804878,0.3048780487804878,0.6097560975609756,0,0,0,0,0
E00096773,244,235,9,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,96.31147540983606,3.6885245901639343,1.2295081967213115,0.4098360655737705,0.4098360655737705,0,0,0,0,0,0,1.639344262295082,0,0,0,0,0,0
E00096774,323,319,4,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,98.76160990712074,1.238390092879257,0.30959752321981426,0,0,0.30959752321981426,0,0,0,0,0.6191950464396285,0,0,0,0,0,0,0
E00096775,344,326,18,8,0,0,0,0,0,0,2,1,6,1,0,0,0,0,0,94.76744186046511,5.232558139534884,2.3255813953488373,0,0,0,0,0,0,0.5813953488372093,0.29069767441860467,1.744186046511628,0.29069767441860467,0,0,0,0,0
E00096776,262,254,8,1,1,0,1,0,0,2,2,1,0,0,0,0,0,0,0,96.94656488549617,3.0534351145038165,0.38167938931297707,0.38167938931297707,0,0.38167938931297707,0,0,0.7633587786259541,0.7633587786259541,0.38167938931297707,0,0,0,0,0,0,0
E00096780,276,273,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,98.91304347826086,1.0869565217391304,0.7246376811594203,0,0,0,0,0,0,0,0,0,0,0.36231884057971014,0,0,0,0
E00096781,261,258,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,98.85057471264368,1.1494252873563218,0,0,0.38314176245210724,0,0,0,0.38314176245210724,0,0,0.38314176245210724,0,0,0,0,0,0
E00096783,291,285,6,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,97.9381443298969,2.0618556701030926,1.0309278350515463,0,0,0.3436426116838488,0,0,0,0.3436426116838488,0,0.3436426116838488,0,0,0,0,0,0
E00096784,236,234,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99.15254237288136,0.847457627118644,0,0.423728813559322,0,0,0,0,0,0.423728813559322,0,0,0,0,0,0,0,0
E00096799,255,251,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,98.4313725490196,1.5686274509803921,0.7843137254901961,0,0,0,0,0,0,0,0.39215686274509803,0.39215686274509803,0,0,0,0,0,0
E00096789,255,252,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,98.82352941176471,1.1764705882352942,0,0,0,0,0,0,0,0,0.39215686274509803,0.7843137254901961,0,0,0,0,0,0
E00096790,235,223,12,2,0,0,0,0,0,0,1,3,6,0,0,0,0,0,0,94.8936170212766,5.106382978723404,0.851063829787234,0,0,0,0,0,0,0.425531914893617,1.276595744680851,2.553191489361702,0,0,0,0,0,0
E00096792,336,324,12,5,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,96.42857142857143,3.571428571428571,1.488095238095238,0.2976190476190476,0,0,0,0,0.2976190476190476,0.2976190476190476,0.5952380952380952,0.5952380952380952,0,0,0,0,0,0
E00096794,254,246,8,3,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,96.8503937007874,3.149606299212598,1.1811023622047243,0,0,0.39370078740157477,0,0,0,0,0.7874015748031495,0.7874015748031495,0,0,0,0,0,0
E00096796,365,353,12,6,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,96.7123287671233,3.287671232876712,1.643835616438356,0.273972602739726,0,0,0,0,0.273972602739726,0,0.273972602739726,0.547945205479452,0,0,0.273972602739726,0,0,0
E00096785,237,232,5,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,97.8902953586498,2.109704641350211,0.42194092827004215,0,0.42194092827004215,0.42194092827004215,0,0,0,0,0,0.42194092827004215,0.42194092827004215,0,0,0,0,0
