OA,ts0030001,ts0030002,ts0030003,ts0030004,ts0030005,ts0030006,ts0030007,ts0030008,ts0030009,ts0030010,ts0030011,ts0030012,ts0030013,ts0030014,ts0030015,ts0030016,ts0030017,ts0030018,ts0030019,ts0030020,ts0030021,ts0030022,ts0030002_PCT,ts0030003_PCT,ts0030004_PCT,ts0030005_PCT,ts0030006_PCT,ts0030007_PCT,ts0030008_PCT,ts0030009_PCT,ts0030010_PCT,ts0030011_PCT,ts0030012_PCT,ts0030013_PCT,ts0030014_PCT,ts0030015_PCT,ts0030016_PCT,ts0030017_PCT,ts0030018_PCT,ts0030019_PCT,ts0030020_PCT,ts0030021_PCT,ts0030022_PCT
W00006788,131,59,12,47,70,9,17,5,4,8,23,9,11,3,20,18,2,1,1,2,1,1,45.038167938931295,9.16030534351145,35.87786259541985,53.43511450381679,6.870229007633588,12.977099236641221,3.816793893129771,3.0534351145038165,6.106870229007633,17.557251908396946,6.870229007633588,8.396946564885496,2.2900763358778624,15.267175572519085,13.740458015267176,1.5267175572519083,0.7633587786259541,0.7633587786259541,1.5267175572519083,0.7633587786259541,0.7633587786259541
W00006792,136,49,13,36,85,4,34,11,16,7,14,8,6,0,32,22,10,1,1,2,0,2,36.029411764705884,9.558823529411764,26.47058823529412,62.5,2.941176470588235,25,8.088235294117647,11.76470588235294,5.147058823529411,10.294117647058822,5.88235294117647,4.411764705882353,0,23.52941176470588,16.176470588235293,7.352941176470589,0.7352941176470588,0.7352941176470588,1.4705882352941175,0,1.4705882352941175
W00006801,111,27,16,11,77,8,24,10,5,9,14,7,7,0,31,14,17,0,0,7,3,4,24.324324324324326,14.414414414414415,9.90990990990991,69.36936936936937,7.207207207207207,21.62162162162162,9.00900900900901,4.504504504504505,8.108108108108109,12.612612612612612,6.306306306306306,6.306306306306306,0,27.927927927927925,12.612612612612612,15.315315315315313,0,0,6.306306306306306,2.7027027027027026,3.6036036036036037
W00006805,90,30,12,18,60,9,24,9,8,7,6,2,4,0,21,12,9,0,0,0,0,0,33.33333333333333,13.333333333333334,20,66.66666666666666,10,26.666666666666668,10,8.88888888888889,7.777777777777778,6.666666666666667,2.2222222222222223,4.444444444444445,0,23.333333333333332,13.333333333333334,10,0,0,0,0,0
W00006807,119,33,17,16,82,8,30,6,15,9,10,2,7,1,34,23,11,0,0,4,0,4,27.73109243697479,14.285714285714285,13.445378151260504,68.90756302521008,6.722689075630252,25.210084033613445,5.042016806722689,12.605042016806722,7.563025210084033,8.403361344537815,1.680672268907563,5.88235294117647,0.8403361344537815,28.57142857142857,19.327731092436977,9.243697478991598,0,0,3.361344537815126,0,3.361344537815126
W00006809,124,55,33,22,64,5,27,10,8,9,9,4,4,1,21,12,9,2,2,5,2,3,44.354838709677416,26.61290322580645,17.741935483870968,51.61290322580645,4.032258064516129,21.774193548387096,8.064516129032258,6.451612903225806,7.258064516129033,7.258064516129033,3.225806451612903,3.225806451612903,0.8064516129032258,16.93548387096774,9.67741935483871,7.258064516129033,1.6129032258064515,1.6129032258064515,4.032258064516129,1.6129032258064515,2.4193548387096775
W00006802,121,18,8,10,99,21,51,29,9,13,21,12,9,0,6,5,1,0,0,4,3,1,14.87603305785124,6.6115702479338845,8.264462809917356,81.81818181818183,17.355371900826448,42.14876033057851,23.96694214876033,7.43801652892562,10.743801652892563,17.355371900826448,9.917355371900827,7.43801652892562,0,4.958677685950414,4.132231404958678,0.8264462809917356,0,0,3.3057851239669422,2.479338842975207,0.8264462809917356
W00006803,130,32,19,13,95,23,51,13,23,15,6,2,3,1,15,11,4,0,0,3,2,1,24.615384615384617,14.615384615384617,10,73.07692307692307,17.692307692307693,39.23076923076923,10,17.692307692307693,11.538461538461538,4.615384615384616,1.5384615384615385,2.307692307692308,0.7692307692307693,11.538461538461538,8.461538461538462,3.076923076923077,0,0,2.307692307692308,1.5384615384615385,0.7692307692307693
W00006804,136,37,18,19,96,17,35,11,9,15,22,9,11,2,22,13,9,0,0,3,2,1,27.205882352941174,13.23529411764706,13.970588235294118,70.58823529411765,12.5,25.735294117647058,8.088235294117647,6.61764705882353,11.029411764705882,16.176470588235293,6.61764705882353,8.088235294117647,1.4705882352941175,16.176470588235293,9.558823529411764,6.61764705882353,0,0,2.2058823529411766,1.4705882352941175,0.7352941176470588
W00006806,126,33,21,12,87,14,41,14,19,8,18,11,5,2,14,10,4,0,0,6,3,3,26.190476190476193,16.666666666666664,9.523809523809524,69.04761904761905,11.11111111111111,32.53968253968254,11.11111111111111,15.079365079365079,6.349206349206349,14.285714285714285,8.73015873015873,3.968253968253968,1.5873015873015872,11.11111111111111,7.936507936507936,3.1746031746031744,0,0,4.761904761904762,2.380952380952381,2.380952380952381
W00006808,140,42,19,23,88,12,44,10,19,15,18,7,10,1,11,6,5,3,3,10,6,4,30,13.571428571428571,16.428571428571427,62.857142857142854,8.571428571428571,31.428571428571427,7.142857142857142,13.571428571428571,10.714285714285714,12.857142857142856,5,7.142857142857142,0.7142857142857143,7.857142857142857,4.285714285714286,3.571428571428571,2.142857142857143,2.142857142857143,7.142857142857142,4.285714285714286,2.857142857142857
W00006787,123,34,13,21,80,10,32,13,12,7,20,8,10,2,17,10,7,1,1,9,6,3,27.64227642276423,10.569105691056912,17.073170731707318,65.04065040650406,8.130081300813007,26.01626016260163,10.569105691056912,9.75609756097561,5.691056910569105,16.260162601626014,6.504065040650407,8.130081300813007,1.6260162601626018,13.821138211382115,8.130081300813007,5.691056910569105,0.8130081300813009,0.8130081300813009,7.317073170731707,4.878048780487805,2.4390243902439024
