OA,ts0360001,ts0360002,ts0360003,ts0360002_PCT,ts0360003_PCT
W00006756,328,278,50,84.7560975609756,15.24390243902439
W00006757,243,216,27,88.88888888888889,11.11111111111111
W00006758,253,227,26,89.72332015810277,10.276679841897234
W00006759,252,216,36,85.71428571428571,14.285714285714285
W00006760,317,275,42,86.75078864353313,13.249211356466878
W00006761,251,218,33,86.85258964143426,13.147410358565736
W00006762,329,284,45,86.32218844984803,13.677811550151976
W00006763,276,244,32,88.40579710144928,11.594202898550725
W00006765,375,322,53,85.86666666666667,14.133333333333335
W00006766,254,238,16,93.7007874015748,6.299212598425196
W00006767,400,356,44,89,11
W00006768,275,245,30,89.0909090909091,10.909090909090908
W00006769,265,217,48,81.88679245283019,18.11320754716981
W00006770,278,253,25,91.00719424460432,8.992805755395683
W00006772,320,258,62,80.625,19.375
W00006773,340,285,55,83.82352941176471,16.176470588235293
W00006774,426,361,65,84.74178403755869,15.258215962441316
W00006775,413,344,69,83.29297820823246,16.707021791767556
W00006776,388,335,53,86.34020618556701,13.65979381443299
W00006777,196,181,15,92.3469387755102,7.653061224489796
W00006779,548,468,80,85.40145985401459,14.5985401459854
W00006780,209,192,17,91.86602870813397,8.133971291866029
W00006781,297,275,22,92.5925925925926,7.4074074074074066
W00006782,285,259,26,90.87719298245615,9.12280701754386
W00006783,221,193,28,87.33031674208145,12.669683257918551
W00006784,277,251,26,90.61371841155234,9.386281588447654
W00006785,259,220,39,84.94208494208493,15.057915057915059
W00006786,303,264,39,87.12871287128714,12.871287128712872
W00006787,270,245,25,90.74074074074075,9.25925925925926
W00006788,244,223,21,91.39344262295081,8.60655737704918
W00006789,295,264,31,89.49152542372882,10.508474576271185
W00006790,278,245,33,88.12949640287769,11.870503597122301
W00006791,304,264,40,86.8421052631579,13.157894736842104
W00006792,280,242,38,86.42857142857143,13.571428571428571
W00006793,254,224,30,88.18897637795276,11.811023622047244
W00006794,231,210,21,90.9090909090909,9.090909090909092
W00006795,289,246,43,85.12110726643598,14.878892733564014
W00006796,265,233,32,87.9245283018868,12.075471698113208
W00006797,241,221,20,91.70124481327801,8.29875518672199
W00006798,287,255,32,88.85017421602788,11.149825783972126
W00006799,354,334,20,94.35028248587571,5.649717514124294
W00006800,373,315,58,84.45040214477211,15.549597855227882
W00006801,262,230,32,87.78625954198473,12.213740458015266
W00006802,281,240,41,85.40925266903915,14.590747330960854
W00006803,298,250,48,83.89261744966443,16.10738255033557
W00006804,321,300,21,93.45794392523365,6.5420560747663545
W00006805,181,150,31,82.87292817679558,17.12707182320442
W00006806,290,246,44,84.82758620689656,15.172413793103448
W00006807,257,240,17,93.3852140077821,6.614785992217899
W00006808,330,289,41,87.57575757575758,12.424242424242424
W00006809,228,214,14,93.85964912280701,6.140350877192982
W00006810,254,246,8,96.8503937007874,3.149606299212598
W00006811,305,271,34,88.85245901639345,11.147540983606557
W00006812,254,209,45,82.28346456692913,17.716535433070867
W00006813,271,257,14,94.8339483394834,5.166051660516605
W00006814,346,317,29,91.61849710982659,8.38150289017341
W00006815,447,426,21,95.30201342281879,4.697986577181208
W00006816,404,372,32,92.07920792079209,7.920792079207921
W00006817,187,177,10,94.6524064171123,5.347593582887701
W00006818,255,242,13,94.90196078431372,5.098039215686274
W00006819,256,243,13,94.921875,5.078125
W00006820,283,266,17,93.99293286219081,6.007067137809187
W00006821,289,270,19,93.42560553633218,6.5743944636678195
W00006822,363,326,37,89.80716253443526,10.192837465564738
W00006823,319,284,35,89.0282131661442,10.9717868338558
W00006824,308,296,12,96.1038961038961,3.896103896103896
W00006825,264,257,7,97.34848484848484,2.6515151515151514
W00006826,323,303,20,93.80804953560371,6.191950464396285
W00006827,247,209,38,84.61538461538461,15.384615384615385
W00006828,285,232,53,81.40350877192982,18.596491228070175
W00006829,303,254,49,83.82838283828383,16.17161716171617
W00006830,255,219,36,85.88235294117646,14.117647058823529
W00006831,282,218,64,77.30496453900709,22.69503546099291
W00006832,244,216,28,88.52459016393442,11.475409836065573
