OA,ts0580001,ts0580002,ts0580003,ts0580004,ts0580005,ts0580006,ts0580007,ts0580008,ts0580009,ts0580010,ts0580011,ts0580002_PCT,ts0580003_PCT,ts0580004_PCT,ts0580005_PCT,ts0580006_PCT,ts0580007_PCT,ts0580008_PCT,ts0580009_PCT,ts0580010_PCT,ts0580011_PCT
E00092332,138,5,14,22,6,6,1,3,1,56,24,3.6231884057971016,10.144927536231885,15.942028985507244,4.3478260869565215,4.3478260869565215,0.7246376811594203,2.1739130434782608,0.7246376811594203,40.57971014492754,17.391304347826086
E00092333,170,4,6,18,24,13,0,5,4,79,17,2.3529411764705883,3.5294117647058822,10.588235294117647,14.117647058823529,7.647058823529412,0,2.941176470588235,2.3529411764705883,46.470588235294116,10
E00092334,117,5,5,16,13,13,2,5,3,30,25,4.273504273504273,4.273504273504273,13.675213675213676,11.11111111111111,11.11111111111111,1.7094017094017095,4.273504273504273,2.564102564102564,25.64102564102564,21.367521367521366
E00092335,116,2,0,17,16,10,0,3,2,43,23,1.7241379310344827,0,14.655172413793101,13.793103448275861,8.620689655172415,0,2.586206896551724,1.7241379310344827,37.06896551724138,19.82758620689655
E00092336,136,2,8,27,15,8,1,2,1,51,21,1.4705882352941175,5.88235294117647,19.852941176470587,11.029411764705882,5.88235294117647,0.7352941176470588,1.4705882352941175,0.7352941176470588,37.5,15.441176470588236
E00092337,72,3,0,14,17,8,1,0,0,24,5,4.166666666666666,0,19.444444444444446,23.61111111111111,11.11111111111111,1.3888888888888888,0,0,33.33333333333333,6.944444444444445
E00092338,192,9,3,15,22,10,4,3,4,107,15,4.6875,1.5625,7.8125,11.458333333333332,5.208333333333334,2.083333333333333,1.5625,2.083333333333333,55.729166666666664,7.8125
E00092339,164,46,36,15,12,6,6,2,0,15,26,28.04878048780488,21.951219512195124,9.146341463414634,7.317073170731707,3.6585365853658534,3.6585365853658534,1.2195121951219512,0,9.146341463414634,15.853658536585366
E00092340,137,18,40,17,7,4,3,0,1,29,18,13.138686131386862,29.1970802919708,12.408759124087592,5.109489051094891,2.9197080291970803,2.18978102189781,0,0.7299270072992701,21.16788321167883,13.138686131386862
E00092341,125,33,31,10,5,6,0,0,1,20,19,26.400000000000002,24.8,8,4,4.8,0,0,0.8,16,15.2
E00092342,158,27,38,21,16,3,3,0,2,20,28,17.088607594936708,24.050632911392405,13.291139240506327,10.126582278481013,1.89873417721519,1.89873417721519,0,1.2658227848101267,12.658227848101266,17.72151898734177
E00092343,129,21,29,22,12,3,1,1,3,19,18,16.27906976744186,22.48062015503876,17.05426356589147,9.30232558139535,2.3255813953488373,0.7751937984496124,0.7751937984496124,2.3255813953488373,14.728682170542637,13.953488372093023
E00092344,111,31,16,20,7,5,1,0,0,18,13,27.927927927927925,14.414414414414415,18.01801801801802,6.306306306306306,4.504504504504505,0.9009009009009009,0,0,16.216216216216218,11.711711711711711
E00092345,126,29,23,28,7,5,3,1,0,13,17,23.015873015873016,18.253968253968253,22.22222222222222,5.555555555555555,3.968253968253968,2.380952380952381,0.7936507936507936,0,10.317460317460316,13.492063492063492
E00092346,130,29,28,16,1,5,0,0,2,28,21,22.30769230769231,21.53846153846154,12.307692307692308,0.7692307692307693,3.8461538461538463,0,0,1.5384615384615385,21.53846153846154,16.153846153846153
E00092347,107,23,32,16,3,2,2,2,0,6,21,21.49532710280374,29.906542056074763,14.953271028037381,2.803738317757009,1.8691588785046727,1.8691588785046727,1.8691588785046727,0,5.607476635514018,19.626168224299064
E00092348,172,14,54,20,9,7,2,4,3,31,28,8.13953488372093,31.3953488372093,11.627906976744185,5.232558139534884,4.069767441860465,1.1627906976744187,2.3255813953488373,1.744186046511628,18.023255813953487,16.27906976744186
E00092349,127,26,33,23,2,8,2,3,2,10,18,20.47244094488189,25.984251968503933,18.11023622047244,1.574803149606299,6.299212598425196,1.574803149606299,2.3622047244094486,1.574803149606299,7.874015748031496,14.173228346456693
E00092350,120,18,47,14,4,7,3,0,1,14,12,15,39.166666666666664,11.666666666666666,3.3333333333333335,5.833333333333333,2.5,0,0.8333333333333334,11.666666666666666,10
