OA,ts0560001,ts0560002,ts0560003,ts0560004,ts0560002_PCT,ts0560003_PCT,ts0560004_PCT
E00080504,279,278,1,0,99.6415770609319,0.35842293906810035,0
E00080505,425,411,9,5,96.70588235294117,2.1176470588235294,1.1764705882352942
E00080506,362,349,5,8,96.40883977900553,1.3812154696132597,2.209944751381215
E00080507,454,437,14,3,96.25550660792952,3.0837004405286343,0.6607929515418502
E00080508,323,318,4,1,98.45201238390094,1.238390092879257,0.30959752321981426
E00080509,245,232,9,4,94.6938775510204,3.6734693877551026,1.6326530612244898
E00080510,329,323,2,4,98.17629179331307,0.60790273556231,1.21580547112462
E00080511,335,325,9,1,97.01492537313433,2.6865671641791042,0.2985074626865672
E00080512,303,294,6,3,97.02970297029702,1.9801980198019802,0.9900990099009901
E00080513,284,273,11,0,96.12676056338029,3.873239436619718,0
E00080514,365,349,13,3,95.61643835616438,3.5616438356164384,0.821917808219178
E00080515,300,288,11,1,96,3.6666666666666665,0.33333333333333337
E00080516,286,276,9,1,96.5034965034965,3.146853146853147,0.34965034965034963
E00080517,336,324,5,7,96.42857142857143,1.488095238095238,2.083333333333333
E00080519,500,479,18,3,95.8,3.5999999999999996,0.6
E00080521,431,412,10,9,95.59164733178655,2.320185614849188,2.088167053364269
E00080522,324,314,9,1,96.91358024691358,2.7777777777777777,0.30864197530864196
E00080523,313,309,2,2,98.7220447284345,0.6389776357827476,0.6389776357827476
E00080524,358,346,10,2,96.64804469273743,2.793296089385475,0.5586592178770949
E00080525,249,236,9,4,94.77911646586345,3.614457831325301,1.6064257028112447
E00080526,276,266,8,2,96.37681159420289,2.898550724637681,0.7246376811594203
E00080527,293,284,9,0,96.9283276450512,3.0716723549488054,0
E00080528,290,284,5,1,97.93103448275862,1.7241379310344827,0.3448275862068966
E00080529,313,312,1,0,99.68051118210862,0.3194888178913738,0
E00080530,365,360,1,4,98.63013698630137,0.273972602739726,1.095890410958904
E00080531,335,329,6,0,98.2089552238806,1.791044776119403,0
E00080532,315,296,12,7,93.96825396825396,3.8095238095238098,2.2222222222222223
E00080534,347,333,7,7,95.96541786743515,2.0172910662824206,2.0172910662824206
E00080535,372,352,15,5,94.6236559139785,4.032258064516129,1.3440860215053763
E00080536,275,265,7,3,96.36363636363636,2.5454545454545454,1.090909090909091
E00080537,357,351,5,1,98.31932773109243,1.400560224089636,0.2801120448179272
E00080538,388,379,8,1,97.68041237113401,2.0618556701030926,0.25773195876288657
E00080539,348,334,5,9,95.97701149425288,1.4367816091954022,2.586206896551724
E00080540,251,240,5,6,95.61752988047809,1.9920318725099602,2.3904382470119523
E00080541,243,233,10,0,95.88477366255144,4.11522633744856,0
E00080542,340,336,2,2,98.82352941176471,0.5882352941176471,0.5882352941176471
E00080543,268,257,6,5,95.8955223880597,2.2388059701492535,1.8656716417910446
E00080544,384,376,7,1,97.91666666666666,1.8229166666666667,0.26041666666666663
E00080545,345,338,5,2,97.97101449275362,1.4492753623188406,0.5797101449275363
E00080546,343,334,9,0,97.37609329446065,2.623906705539359,0
E00080547,303,298,5,0,98.34983498349835,1.65016501650165,0
E00080548,387,373,13,1,96.38242894056847,3.359173126614987,0.2583979328165375
E00080549,341,332,6,3,97.36070381231671,1.7595307917888565,0.8797653958944283
E00080550,315,307,7,1,97.46031746031746,2.2222222222222223,0.31746031746031744
E00080551,340,337,2,1,99.11764705882354,0.5882352941176471,0.29411764705882354
E00080552,423,410,9,4,96.92671394799054,2.127659574468085,0.9456264775413712
E00080553,490,470,10,10,95.91836734693877,2.0408163265306123,2.0408163265306123
E00080554,348,336,6,6,96.55172413793103,1.7241379310344827,1.7241379310344827
E00080555,344,322,16,6,93.6046511627907,4.651162790697675,1.744186046511628
E00080556,304,287,15,2,94.4078947368421,4.934210526315789,0.6578947368421052
E00080557,449,438,5,6,97.55011135857461,1.1135857461024499,1.3363028953229399
E00080558,357,346,6,5,96.9187675070028,1.680672268907563,1.400560224089636
E00080559,315,310,1,4,98.4126984126984,0.31746031746031744,1.2698412698412698
E00080560,340,334,5,1,98.23529411764706,1.4705882352941175,0.29411764705882354
E00080561,378,367,4,7,97.08994708994709,1.0582010582010581,1.8518518518518516
E00080562,253,248,5,0,98.02371541501977,1.9762845849802373,0
E00080563,318,306,9,3,96.22641509433963,2.8301886792452833,0.9433962264150944
E00080564,370,355,11,4,95.94594594594594,2.9729729729729732,1.0810810810810811
E00080565,268,263,2,3,98.13432835820896,0.7462686567164178,1.1194029850746268
E00080566,347,338,6,3,97.40634005763688,1.729106628242075,0.8645533141210375
E00080567,310,307,2,1,99.03225806451613,0.6451612903225806,0.3225806451612903
E00080568,273,269,3,1,98.53479853479854,1.098901098901099,0.3663003663003663
E00080569,290,287,3,0,98.9655172413793,1.0344827586206897,0
E00080570,299,283,14,2,94.64882943143813,4.682274247491638,0.6688963210702341
E00080571,255,246,9,0,96.47058823529412,3.5294117647058822,0
E00080572,338,333,4,1,98.5207100591716,1.183431952662722,0.2958579881656805
E00080573,325,324,1,0,99.6923076923077,0.3076923076923077,0
E00080574,439,424,14,1,96.58314350797266,3.189066059225513,0.22779043280182232
E00080575,411,401,7,3,97.5669099756691,1.70316301703163,0.7299270072992701
E00080576,344,334,6,4,97.09302325581395,1.744186046511628,1.1627906976744187
E00080577,416,410,6,0,98.5576923076923,1.4423076923076923,0
E00080578,355,341,9,5,96.05633802816902,2.535211267605634,1.4084507042253522
E00080579,368,358,10,0,97.28260869565217,2.717391304347826,0
E00080580,270,265,5,0,98.14814814814815,1.8518518518518516,0
