OA,ts0670001,ts0670002,ts0670003,ts0670004,ts0670005,ts0670006,ts0670007,ts0670008,ts0670002_PCT,ts0670003_PCT,ts0670004_PCT,ts0670005_PCT,ts0670006_PCT,ts0670007_PCT,ts0670008_PCT
E00045077,255,34,25,36,14,57,83,6,13.333333333333334,9.803921568627452,14.117647058823529,5.490196078431373,22.35294117647059,32.549019607843135,2.3529411764705883
E00045078,305,48,36,51,16,54,91,9,15.737704918032788,11.80327868852459,16.721311475409838,5.245901639344262,17.704918032786885,29.836065573770494,2.9508196721311477
E00045079,251,58,36,37,14,33,64,9,23.107569721115535,14.342629482071715,14.741035856573706,5.577689243027888,13.147410358565736,25.49800796812749,3.5856573705179287
E00045080,308,72,27,30,11,46,113,9,23.376623376623375,8.766233766233766,9.740259740259742,3.571428571428571,14.935064935064934,36.688311688311686,2.922077922077922
E00045081,216,92,25,21,6,25,41,6,42.592592592592595,11.574074074074074,9.722222222222223,2.7777777777777777,11.574074074074074,18.98148148148148,2.7777777777777777
E00045082,336,113,27,37,13,48,84,14,33.63095238095239,8.035714285714286,11.011904761904761,3.869047619047619,14.285714285714285,25,4.166666666666666
E00045083,290,57,28,44,18,57,78,8,19.655172413793103,9.655172413793103,15.172413793103448,6.206896551724138,19.655172413793103,26.89655172413793,2.7586206896551726
E00045084,278,59,26,44,16,47,79,7,21.223021582733814,9.352517985611511,15.827338129496402,5.755395683453238,16.906474820143885,28.41726618705036,2.5179856115107913
E00045085,262,82,20,35,9,36,67,13,31.297709923664126,7.633587786259542,13.358778625954198,3.435114503816794,13.740458015267176,25.572519083969464,4.961832061068702
E00045086,335,89,26,36,7,70,100,7,26.56716417910448,7.761194029850746,10.746268656716417,2.0895522388059704,20.8955223880597,29.850746268656714,2.0895522388059704
E00045087,218,52,16,19,5,39,75,12,23.853211009174313,7.339449541284404,8.715596330275229,2.293577981651376,17.889908256880734,34.403669724770644,5.5045871559633035
E00045088,265,54,42,38,14,45,63,9,20.37735849056604,15.849056603773585,14.339622641509434,5.283018867924529,16.9811320754717,23.77358490566038,3.3962264150943398
E00045090,297,79,28,32,11,41,96,10,26.599326599326602,9.427609427609427,10.774410774410773,3.7037037037037033,13.804713804713806,32.323232323232325,3.3670033670033668
E00045091,346,101,19,49,10,39,115,13,29.190751445086704,5.491329479768786,14.16184971098266,2.8901734104046244,11.271676300578035,33.23699421965318,3.7572254335260116
E00045092,333,83,24,37,9,46,125,9,24.924924924924923,7.207207207207207,11.11111111111111,2.7027027027027026,13.813813813813812,37.53753753753754,2.7027027027027026
E00045093,254,44,28,36,11,42,87,6,17.322834645669293,11.023622047244094,14.173228346456693,4.330708661417323,16.535433070866144,34.25196850393701,2.3622047244094486
E00045094,311,57,26,39,11,70,89,19,18.327974276527332,8.360128617363344,12.540192926045016,3.536977491961415,22.508038585209004,28.617363344051448,6.109324758842444
E00045095,230,51,23,38,4,37,73,4,22.17391304347826,10,16.52173913043478,1.7391304347826086,16.08695652173913,31.73913043478261,1.7391304347826086
E00045096,204,65,21,27,10,22,51,8,31.862745098039213,10.294117647058822,13.23529411764706,4.901960784313726,10.784313725490197,25,3.9215686274509802
E00045097,254,55,23,41,11,44,72,8,21.653543307086615,9.05511811023622,16.141732283464567,4.330708661417323,17.322834645669293,28.346456692913385,3.149606299212598
E00045098,207,47,21,38,9,41,47,4,22.705314009661837,10.144927536231885,18.357487922705314,4.3478260869565215,19.806763285024154,22.705314009661837,1.932367149758454
E00045099,190,66,19,20,7,32,39,7,34.73684210526316,10,10.526315789473683,3.684210526315789,16.842105263157894,20.526315789473685,3.684210526315789
E00045100,288,86,31,47,13,42,57,12,29.86111111111111,10.76388888888889,16.319444444444446,4.513888888888888,14.583333333333334,19.791666666666664,4.166666666666666
E00045101,271,92,37,42,13,44,37,6,33.94833948339483,13.653136531365314,15.498154981549817,4.797047970479705,16.236162361623617,13.653136531365314,2.214022140221402
E00045102,343,79,45,42,8,65,89,15,23.03206997084548,13.119533527696792,12.244897959183673,2.3323615160349855,18.950437317784257,25.94752186588921,4.373177842565598
E00045103,277,80,28,35,9,50,62,13,28.880866425992778,10.108303249097473,12.63537906137184,3.2490974729241873,18.050541516245488,22.382671480144403,4.693140794223827
E00045104,280,98,39,31,10,39,57,6,35,13.928571428571429,11.071428571428571,3.571428571428571,13.928571428571429,20.357142857142858,2.142857142857143
E00045105,277,77,38,52,10,54,38,8,27.79783393501805,13.718411552346572,18.772563176895307,3.6101083032490973,19.494584837545126,13.718411552346572,2.888086642599278
E00045106,252,64,30,39,5,49,60,5,25.396825396825395,11.904761904761903,15.476190476190476,1.984126984126984,19.444444444444446,23.809523809523807,1.984126984126984
E00045107,258,85,32,30,12,32,54,13,32.945736434108525,12.4031007751938,11.627906976744185,4.651162790697675,12.4031007751938,20.930232558139537,5.038759689922481
E00045108,231,70,33,25,17,36,42,8,30.303030303030305,14.285714285714285,10.822510822510822,7.35930735930736,15.584415584415584,18.181818181818183,3.463203463203463
E00045109,291,99,44,40,4,35,57,12,34.02061855670103,15.120274914089347,13.745704467353953,1.3745704467353952,12.027491408934708,19.587628865979383,4.123711340206185
E00045110,235,61,24,23,8,33,77,9,25.957446808510635,10.212765957446807,9.787234042553191,3.404255319148936,14.042553191489363,32.76595744680851,3.829787234042553
E00045111,257,105,16,29,7,46,42,12,40.856031128404666,6.22568093385214,11.284046692607005,2.7237354085603114,17.898832684824903,16.342412451361866,4.669260700389105
E00045112,262,54,30,45,8,43,72,10,20.610687022900763,11.450381679389313,17.17557251908397,3.0534351145038165,16.412213740458014,27.480916030534353,3.816793893129771
E00045113,268,75,32,43,9,43,56,10,27.985074626865668,11.940298507462686,16.044776119402986,3.3582089552238807,16.044776119402986,20.8955223880597,3.731343283582089
E00045114,249,67,35,32,11,40,52,12,26.907630522088354,14.056224899598394,12.851405622489958,4.417670682730924,16.06425702811245,20.883534136546185,4.819277108433735
E00045115,255,99,19,35,10,37,48,7,38.82352941176471,7.450980392156863,13.725490196078432,3.9215686274509802,14.50980392156863,18.823529411764707,2.7450980392156863
E00045116,322,100,38,38,6,43,86,11,31.05590062111801,11.801242236024844,11.801242236024844,1.8633540372670807,13.354037267080745,26.70807453416149,3.4161490683229814
