OA,ts007a0001,ts007a0002,ts007a0003,ts007a0004,ts007a0005,ts007a0006,ts007a0007,ts007a0008,ts007a0009,ts007a0010,ts007a0011,ts007a0012,ts007a0013,ts007a0014,ts007a0015,ts007a0016,ts007a0017,ts007a0018,ts007a0019,ts007a0002_PCT,ts007a0003_PCT,ts007a0004_PCT,ts007a0005_PCT,ts007a0006_PCT,ts007a0007_PCT,ts007a0008_PCT,ts007a0009_PCT,ts007a0010_PCT,ts007a0011_PCT,ts007a0012_PCT,ts007a0013_PCT,ts007a0014_PCT,ts007a0015_PCT,ts007a0016_PCT,ts007a0017_PCT,ts007a0018_PCT,ts007a0019_PCT
E00062387,242,17,14,14,5,19,23,19,9,12,15,26,21,19,11,10,1,4,3,7.024793388429752,5.785123966942149,5.785123966942149,2.066115702479339,7.851239669421488,9.50413223140496,7.851239669421488,3.71900826446281,4.958677685950414,6.198347107438017,10.743801652892563,8.677685950413224,7.851239669421488,4.545454545454546,4.132231404958678,0.4132231404958678,1.6528925619834711,1.2396694214876034
E00062388,363,28,25,28,23,35,32,33,30,20,19,21,30,13,12,2,5,5,2,7.7134986225895315,6.887052341597796,7.7134986225895315,6.336088154269973,9.641873278236915,8.81542699724518,9.090909090909092,8.264462809917356,5.5096418732782375,5.234159779614325,5.785123966942149,8.264462809917356,3.581267217630854,3.3057851239669422,0.5509641873278237,1.3774104683195594,1.3774104683195594,0.5509641873278237
E00062389,570,37,50,46,24,23,54,55,45,50,33,39,28,21,28,13,12,8,4,6.491228070175438,8.771929824561402,8.070175438596491,4.2105263157894735,4.035087719298246,9.473684210526317,9.649122807017543,7.894736842105263,8.771929824561402,5.7894736842105265,6.842105263157896,4.912280701754386,3.684210526315789,4.912280701754386,2.280701754385965,2.1052631578947367,1.4035087719298245,0.7017543859649122
E00062390,261,4,9,14,25,12,11,10,12,18,24,19,23,24,19,13,12,4,8,1.532567049808429,3.4482758620689653,5.363984674329502,9.578544061302683,4.597701149425287,4.21455938697318,3.8314176245210727,4.597701149425287,6.896551724137931,9.195402298850574,7.2796934865900385,8.812260536398467,9.195402298850574,7.2796934865900385,4.980842911877394,4.597701149425287,1.532567049808429,3.065134099616858
E00062391,280,10,20,18,12,16,22,24,15,13,19,16,24,18,13,14,10,12,4,3.571428571428571,7.142857142857142,6.428571428571428,4.285714285714286,5.714285714285714,7.857142857142857,8.571428571428571,5.357142857142857,4.642857142857143,6.785714285714286,5.714285714285714,8.571428571428571,6.428571428571428,4.642857142857143,5,3.571428571428571,4.285714285714286,1.4285714285714286
E00062392,234,7,11,8,9,17,18,20,13,27,14,17,19,11,9,11,12,10,1,2.9914529914529915,4.700854700854701,3.418803418803419,3.8461538461538463,7.264957264957266,7.6923076923076925,8.547008547008547,5.555555555555555,11.538461538461538,5.982905982905983,7.264957264957266,8.11965811965812,4.700854700854701,3.8461538461538463,4.700854700854701,5.128205128205128,4.273504273504273,0.4273504273504274
E00062393,438,20,28,20,23,23,25,31,25,25,35,25,29,27,27,24,12,17,22,4.5662100456621,6.392694063926941,4.5662100456621,5.251141552511415,5.251141552511415,5.707762557077626,7.077625570776255,5.707762557077626,5.707762557077626,7.9908675799086755,5.707762557077626,6.621004566210045,6.164383561643835,6.164383561643835,5.47945205479452,2.73972602739726,3.881278538812785,5.0228310502283104
E00062394,353,12,14,18,19,12,21,24,22,19,12,25,20,37,22,26,20,15,15,3.39943342776204,3.9660056657223794,5.099150141643059,5.382436260623229,3.39943342776204,5.94900849858357,6.79886685552408,6.232294617563739,5.382436260623229,3.39943342776204,7.0821529745042495,5.6657223796034,10.48158640226629,6.232294617563739,7.365439093484419,5.6657223796034,4.2492917847025495,4.2492917847025495
E00062395,313,30,19,10,13,25,32,31,26,25,15,19,15,15,11,7,8,6,6,9.584664536741213,6.070287539936102,3.1948881789137378,4.15335463258786,7.987220447284344,10.223642172523961,9.904153354632587,8.30670926517572,7.987220447284344,4.792332268370607,6.070287539936102,4.792332268370607,4.792332268370607,3.5143769968051117,2.2364217252396164,2.5559105431309903,1.9169329073482428,1.9169329073482428
E00062396,465,28,25,17,11,28,46,50,32,33,24,15,23,32,21,15,16,19,30,6.021505376344086,5.376344086021505,3.655913978494624,2.3655913978494625,6.021505376344086,9.89247311827957,10.75268817204301,6.881720430107527,7.096774193548387,5.161290322580645,3.225806451612903,4.946236559139785,6.881720430107527,4.516129032258064,3.225806451612903,3.4408602150537635,4.086021505376344,6.451612903225806
