OA,ts0180001,ts0180002,ts0180003,ts0180004,ts0180005,ts0180006,ts0180007,ts0180008,ts0180009,ts0180010,ts0180011,ts0180012,ts0180013,ts0180014,ts0180015,ts0180016,ts0180017,ts0180018,ts0180019,ts0180002_PCT,ts0180003_PCT,ts0180004_PCT,ts0180005_PCT,ts0180006_PCT,ts0180007_PCT,ts0180008_PCT,ts0180009_PCT,ts0180010_PCT,ts0180011_PCT,ts0180012_PCT,ts0180013_PCT,ts0180014_PCT,ts0180015_PCT,ts0180016_PCT,ts0180017_PCT,ts0180018_PCT,ts0180019_PCT
W00009177,336,303,33,3,3,4,3,0,1,4,7,4,3,1,0,0,0,0,0,90.17857142857143,9.821428571428571,0.8928571428571428,0.8928571428571428,1.1904761904761905,0.8928571428571428,0,0.2976190476190476,1.1904761904761905,2.083333333333333,1.1904761904761905,0.8928571428571428,0.2976190476190476,0,0,0,0,0
W00009178,243,218,25,4,3,0,1,0,0,3,4,0,7,2,1,0,0,0,0,89.7119341563786,10.2880658436214,1.646090534979424,1.2345679012345678,0,0.411522633744856,0,0,1.2345679012345678,1.646090534979424,0,2.880658436213992,0.823045267489712,0.411522633744856,0,0,0,0
W00009180,338,309,29,1,0,3,1,0,1,4,3,8,7,0,0,1,0,0,0,91.42011834319527,8.579881656804734,0.2958579881656805,0,0.8875739644970414,0.2958579881656805,0,0.2958579881656805,1.183431952662722,0.8875739644970414,2.366863905325444,2.0710059171597637,0,0,0.2958579881656805,0,0,0
W00009181,532,461,71,15,3,0,2,0,2,2,11,17,15,4,0,0,0,0,0,86.65413533834587,13.345864661654137,2.819548872180451,0.5639097744360901,0,0.37593984962406013,0,0.37593984962406013,0.37593984962406013,2.0676691729323307,3.195488721804511,2.819548872180451,0.7518796992481203,0,0,0,0,0
W00009184,309,290,19,7,0,0,2,0,0,0,0,5,5,0,0,0,0,0,0,93.85113268608414,6.148867313915858,2.26537216828479,0,0,0.6472491909385114,0,0,0,0,1.6181229773462782,1.6181229773462782,0,0,0,0,0,0
W00009175,331,305,26,6,2,0,0,0,0,1,2,8,7,0,0,0,0,0,0,92.14501510574019,7.854984894259818,1.812688821752266,0.6042296072507553,0,0,0,0,0.3021148036253776,0.6042296072507553,2.416918429003021,2.1148036253776437,0,0,0,0,0,0
W00009176,363,326,37,5,0,1,3,1,3,1,3,7,8,2,0,3,0,0,0,89.80716253443526,10.192837465564738,1.3774104683195594,0,0.27548209366391185,0.8264462809917356,0.27548209366391185,0.8264462809917356,0.27548209366391185,0.8264462809917356,1.9283746556473829,2.203856749311295,0.5509641873278237,0,0.8264462809917356,0,0,0
W00009179,321,278,43,7,4,1,2,3,2,1,2,6,12,1,2,0,0,0,0,86.6043613707165,13.395638629283487,2.1806853582554515,1.2461059190031152,0.3115264797507788,0.6230529595015576,0.9345794392523363,0.6230529595015576,0.3115264797507788,0.6230529595015576,1.8691588785046727,3.7383177570093453,0.3115264797507788,0.6230529595015576,0,0,0,0
W00009182,310,265,45,8,1,1,0,0,3,1,10,10,9,2,0,0,0,0,0,85.48387096774194,14.516129032258066,2.5806451612903225,0.3225806451612903,0.3225806451612903,0,0,0.967741935483871,0.3225806451612903,3.225806451612903,3.225806451612903,2.903225806451613,0.6451612903225806,0,0,0,0,0
W00009183,421,392,29,5,2,2,1,0,1,1,3,6,4,1,0,2,1,0,0,93.11163895486936,6.88836104513064,1.187648456057007,0.4750593824228029,0.4750593824228029,0.23752969121140144,0,0.23752969121140144,0.23752969121140144,0.7125890736342043,1.4251781472684086,0.9501187648456058,0.23752969121140144,0,0.4750593824228029,0.23752969121140144,0,0
W00009264,292,272,20,5,0,1,0,0,0,1,1,6,6,0,0,0,0,0,0,93.15068493150685,6.8493150684931505,1.7123287671232876,0,0.3424657534246575,0,0,0,0.3424657534246575,0.3424657534246575,2.054794520547945,2.054794520547945,0,0,0,0,0,0
W00009265,276,253,23,3,1,0,0,2,1,0,5,3,6,2,0,0,0,0,0,91.66666666666666,8.333333333333332,1.0869565217391304,0.36231884057971014,0,0,0.7246376811594203,0.36231884057971014,0,1.8115942028985508,1.0869565217391304,2.1739130434782608,0.7246376811594203,0,0,0,0,0
W00009266,257,240,17,0,3,2,1,0,0,0,1,4,6,0,0,0,0,0,0,93.3852140077821,6.614785992217899,0,1.1673151750972763,0.7782101167315175,0.38910505836575876,0,0,0,0.38910505836575876,1.556420233463035,2.3346303501945527,0,0,0,0,0,0
W00009268,236,217,19,3,1,0,0,0,1,0,4,7,3,0,0,0,0,0,0,91.94915254237289,8.050847457627118,1.2711864406779663,0.423728813559322,0,0,0,0.423728813559322,0,1.694915254237288,2.9661016949152543,1.2711864406779663,0,0,0,0,0,0
W00009272,284,267,17,4,0,0,3,0,1,1,3,3,1,1,0,0,0,0,0,94.01408450704226,5.985915492957746,1.4084507042253522,0,0,1.056338028169014,0,0.35211267605633806,0.35211267605633806,1.056338028169014,1.056338028169014,0.35211267605633806,0.35211267605633806,0,0,0,0,0
W00009249,300,269,31,2,4,1,0,0,2,3,4,4,9,0,0,1,1,0,0,89.66666666666666,10.333333333333334,0.6666666666666667,1.3333333333333335,0.33333333333333337,0,0,0.6666666666666667,1,1.3333333333333335,1.3333333333333335,3,0,0,0.33333333333333337,0.33333333333333337,0,0
W00009276,344,320,24,3,3,0,2,0,1,1,4,3,6,1,0,0,0,0,0,93.02325581395348,6.976744186046512,0.872093023255814,0.872093023255814,0,0.5813953488372093,0,0.29069767441860467,0.29069767441860467,1.1627906976744187,0.872093023255814,1.744186046511628,0.29069767441860467,0,0,0,0,0
W00009287,274,249,25,3,0,0,2,0,0,1,7,2,7,1,0,1,1,0,0,90.87591240875912,9.124087591240876,1.094890510948905,0,0,0.7299270072992701,0,0,0.36496350364963503,2.5547445255474455,0.7299270072992701,2.5547445255474455,0.36496350364963503,0,0.36496350364963503,0.36496350364963503,0,0
W00009292,337,318,19,5,0,1,1,1,0,0,5,2,1,1,0,0,0,0,2,94.3620178041543,5.637982195845697,1.483679525222552,0,0.2967359050445104,0.2967359050445104,0.2967359050445104,0,0,1.483679525222552,0.5934718100890208,0.2967359050445104,0.2967359050445104,0,0,0,0,0.5934718100890208
W00009242,347,328,19,5,1,3,1,0,0,1,0,2,6,0,0,0,0,0,0,94.52449567723343,5.475504322766571,1.440922190201729,0.2881844380403458,0.8645533141210375,0.2881844380403458,0,0,0.2881844380403458,0,0.57636887608069165,1.729106628242075,0,0,0,0,0,0
W00009243,328,314,14,4,0,1,1,1,0,1,2,1,3,0,0,0,0,0,0,95.73170731707317,4.2682926829268295,1.2195121951219512,0,0.3048780487804878,0.3048780487804878,0.3048780487804878,0,0.3048780487804878,0.6097560975609756,0.3048780487804878,0.9146341463414633,0,0,0,0,0,0
W00009262,284,266,18,7,1,0,2,1,1,2,0,1,3,0,0,0,0,0,0,93.66197183098592,6.338028169014084,2.464788732394366,0.35211267605633806,0,0.7042253521126761,0.35211267605633806,0.35211267605633806,0.7042253521126761,0,0.35211267605633806,1.056338028169014,0,0,0,0,0,0
W00009263,400,365,35,2,4,0,4,0,0,2,8,8,7,0,0,0,0,0,0,91.25,8.75,0.5,1,0,1,0,0,0.5,2,2,1.7500000000000002,0,0,0,0,0,0
W00009244,265,248,17,3,1,0,3,0,0,0,5,0,5,0,0,0,0,0,0,93.58490566037736,6.415094339622642,1.1320754716981132,0.37735849056603776,0,1.1320754716981132,0,0,0,1.8867924528301887,0,1.8867924528301887,0,0,0,0,0,0
W00009245,463,427,36,5,1,2,2,0,0,1,5,14,3,3,0,0,0,0,0,92.22462203023758,7.775377969762419,1.079913606911447,0.21598272138228944,0.4319654427645789,0.4319654427645789,0,0,0.21598272138228944,1.079913606911447,3.023758099352052,0.6479481641468683,0.6479481641468683,0,0,0,0,0
W00009269,281,238,43,2,3,3,0,0,0,0,7,12,14,2,0,0,0,0,0,84.69750889679716,15.302491103202847,0.7117437722419928,1.0676156583629894,1.0676156583629894,0,0,0,0,2.491103202846975,4.270462633451958,4.98220640569395,0.7117437722419928,0,0,0,0,0
W00009270,265,243,22,2,2,2,2,0,2,0,2,4,5,1,0,0,0,0,0,91.69811320754717,8.30188679245283,0.7547169811320755,0.7547169811320755,0.7547169811320755,0.7547169811320755,0,0.7547169811320755,0,0.7547169811320755,1.509433962264151,1.8867924528301887,0.37735849056603776,0,0,0,0,0
W00009273,238,218,20,5,0,0,3,0,0,3,4,3,1,0,1,0,0,0,0,91.59663865546219,8.403361344537815,2.100840336134454,0,0,1.2605042016806722,0,0,1.2605042016806722,1.680672268907563,1.2605042016806722,0.42016806722689076,0,0.42016806722689076,0,0,0,0
W00009246,344,293,51,6,5,2,7,1,1,0,4,3,18,3,0,1,0,0,0,85.17441860465115,14.825581395348838,1.744186046511628,1.4534883720930232,0.5813953488372093,2.0348837209302326,0.29069767441860467,0.29069767441860467,0,1.1627906976744187,0.872093023255814,5.232558139534884,0.872093023255814,0,0.29069767441860467,0,0,0
